cell_id,Vanellus miles,Vanellus miles miles,Vanellus miles novaehollandiae
836520fffffffff,3.0,0.0,0.0
836526fffffffff,71.0,0.0,0.0
8372dcfffffffff,3.0,0.0,0.0
8372defffffffff,11.0,1.0,0.0
839419fffffffff,2.0,0.0,0.0
839421fffffffff,2.0,0.0,0.0
83942cfffffffff,4.0,0.0,0.0
83942dfffffffff,2.0,0.0,0.0
83944bfffffffff,2.0,0.0,0.0
839450fffffffff,1405.0,378.0,0.0
839451fffffffff,3178.0,819.0,0.0
839453fffffffff,106.0,14.0,0.0
839455fffffffff,39.0,3.0,0.0
839459fffffffff,2.0,0.0,0.0
83945afffffffff,78.0,18.0,0.0
83945cfffffffff,687.0,143.0,0.0
83945efffffffff,124.0,20.0,0.0
839460fffffffff,4.0,0.0,0.0
839480fffffffff,1101.0,105.0,0.0
839481fffffffff,856.0,122.0,0.0
839482fffffffff,83.0,29.0,0.0
839485fffffffff,20.0,0.0,0.0
839489fffffffff,4.0,0.0,0.0
83948cfffffffff,13.0,3.0,0.0
839490fffffffff,24.0,0.0,0.0
839491fffffffff,31.0,3.0,0.0
839496fffffffff,1.0,0.0,0.0
8394a9fffffffff,3.0,3.0,0.0
8394aafffffffff,80.0,14.0,0.0
8394abfffffffff,2.0,0.0,0.0
8394acfffffffff,4.0,0.0,0.0
8394adfffffffff,3.0,0.0,0.0
8394aefffffffff,5.0,0.0,0.0
8394c1fffffffff,2.0,0.0,0.0
8394c4fffffffff,66.0,14.0,0.0
8394c6fffffffff,2.0,0.0,0.0
8394c9fffffffff,42.0,4.0,0.0
8394d4fffffffff,5.0,0.0,0.0
8394d5fffffffff,28.0,4.0,0.0
8394e2fffffffff,136.0,31.0,0.0
8394e3fffffffff,301.0,56.0,0.0
8394e8fffffffff,134.0,38.0,0.0
8394e9fffffffff,4.0,4.0,0.0
8394eafffffffff,14.0,0.0,0.0
8394ebfffffffff,5.0,0.0,0.0
8394edfffffffff,805.0,257.0,0.0
8394eefffffffff,54.0,14.0,0.0
8394f3fffffffff,1.0,0.0,0.0
8394f4fffffffff,2.0,0.0,0.0
8394f6fffffffff,11.0,0.0,0.0
839b41fffffffff,1.0,0.0,0.0
839b6efffffffff,2.0,0.0,0.0
839c00fffffffff,72.0,19.0,0.0
839c01fffffffff,102.0,27.0,0.0
839c05fffffffff,689.0,116.0,0.0
839c09fffffffff,2.0,0.0,0.0
839c0afffffffff,93.0,25.0,0.0
839c0bfffffffff,7.0,0.0,0.0
839c0dfffffffff,2.0,0.0,0.0
839c0efffffffff,296.0,104.0,0.0
839c19fffffffff,442.0,108.0,0.0
839c20fffffffff,390.0,55.0,0.0
839c21fffffffff,118.0,13.0,0.0
839c23fffffffff,6710.0,976.0,0.0
839c25fffffffff,316.0,19.0,0.0
839c2cfffffffff,89.0,9.0,0.0
839c2dfffffffff,146.0,28.0,0.0
839c2efffffffff,12.0,1.0,0.0
839c41fffffffff,13.0,0.0,0.0
839c43fffffffff,6.0,0.0,0.0
839c44fffffffff,3.0,0.0,0.0
839c48fffffffff,2.0,0.0,0.0
839c49fffffffff,11.0,3.0,0.0
839c4afffffffff,10.0,0.0,0.0
839c4bfffffffff,8.0,3.0,0.0
839c4dfffffffff,2.0,0.0,0.0
839c4efffffffff,2.0,0.0,0.0
839c58fffffffff,32.0,0.0,0.0
839c5afffffffff,22.0,0.0,0.0
839c5dfffffffff,4.0,0.0,0.0
839c60fffffffff,4.0,0.0,0.0
839c64fffffffff,2.0,0.0,0.0
839c65fffffffff,30.0,10.0,0.0
839c66fffffffff,4.0,0.0,0.0
839c68fffffffff,2.0,0.0,0.0
839c69fffffffff,33.0,2.0,0.0
839c6afffffffff,8.0,0.0,0.0
839c6cfffffffff,42.0,3.0,0.0
839c6dfffffffff,14.0,5.0,0.0
839c74fffffffff,83.0,5.0,0.0
839c75fffffffff,16.0,0.0,0.0
839c85fffffffff,9.0,0.0,0.0
839c8afffffffff,2.0,0.0,0.0
839c8efffffffff,1.0,0.0,0.0
839c9dfffffffff,6.0,2.0,0.0
839caafffffffff,71.0,6.0,0.0
839caefffffffff,167.0,28.0,0.0
839cc2fffffffff,9.0,0.0,0.0
839cd1fffffffff,2.0,0.0,0.0
839cd2fffffffff,2.0,0.0,0.0
839cd3fffffffff,1.0,0.0,0.0
839ce4fffffffff,43.0,3.0,0.0
839ce6fffffffff,4.0,0.0,0.0
839ce9fffffffff,113.0,0.0,0.0
839cf1fffffffff,57.0,28.0,0.0
839cf3fffffffff,128.0,36.0,0.0
839cf5fffffffff,62.0,24.0,0.0
839d01fffffffff,520.0,14.0,18.0
839d08fffffffff,6.0,0.0,0.0
839d09fffffffff,8.0,0.0,0.0
839d0afffffffff,57.0,2.0,0.0
839d0bfffffffff,1082.0,79.0,0.0
839d0cfffffffff,128.0,5.0,10.0
839d0dfffffffff,1.0,0.0,0.0
839d0efffffffff,100.0,0.0,2.0
839d21fffffffff,494.0,0.0,164.0
839d23fffffffff,32.0,0.0,7.0
839d24fffffffff,97.0,0.0,43.0
839d25fffffffff,87.0,0.0,9.0
