cell_id,Megascops cooperi,Megascops cooperi lambi,Megascops cooperi cooperi
824527fffffffff,47.0,0.0,0.0
826d07fffffffff,4.0,0.0,2.0
826d17fffffffff,15.0,12.0,0.0
826d2ffffffffff,22.0,0.0,0.0
826d37fffffffff,2.0,0.0,0.0
826d67fffffffff,71.0,0.0,2.0
826d6ffffffffff,17.0,0.0,1.0
826d77fffffffff,1.0,0.0,0.0
