cell_id,Vireo bellii,Vireo bellii bellii/medius,Vireo bellii arizonae,Vireo bellii pusillus
8426007ffffffff,5.0,0.0,0.0,0.0
842600bffffffff,5.0,0.0,0.0,0.0
8426011ffffffff,1.0,0.0,0.0,0.0
8426013ffffffff,10.0,3.0,0.0,0.0
8426015ffffffff,71.0,9.0,0.0,0.0
8426017ffffffff,24.0,15.0,0.0,0.0
842601dffffffff,2.0,0.0,0.0,0.0
8426021ffffffff,6.0,0.0,0.0,0.0
8426023ffffffff,3.0,0.0,0.0,0.0
8426027ffffffff,2.0,0.0,0.0,0.0
842602bffffffff,5.0,0.0,0.0,0.0
842602dffffffff,3.0,0.0,0.0,0.0
8426031ffffffff,1.0,1.0,0.0,0.0
8426033ffffffff,12.0,2.0,0.0,0.0
8426035ffffffff,13.0,4.0,0.0,0.0
8426037ffffffff,2.0,0.0,0.0,0.0
8426039ffffffff,11.0,3.0,0.0,0.0
842603bffffffff,2.0,0.0,0.0,0.0
842603dffffffff,29.0,10.0,0.0,0.0
8426063ffffffff,1.0,0.0,0.0,0.0
8426065ffffffff,10.0,0.0,0.0,0.0
8426067ffffffff,2.0,0.0,0.0,0.0
8426081ffffffff,2.0,0.0,0.0,0.0
8426083ffffffff,3.0,0.0,0.0,0.0
8426085ffffffff,17.0,0.0,0.0,0.0
8426087ffffffff,23.0,0.0,0.0,0.0
8426091ffffffff,1.0,0.0,0.0,0.0
8426093ffffffff,15.0,0.0,0.0,0.0
8426095ffffffff,2.0,2.0,0.0,0.0
8426097ffffffff,2.0,0.0,0.0,0.0
8426099ffffffff,95.0,9.0,0.0,0.0
842609bffffffff,9.0,0.0,0.0,0.0
842609dffffffff,4.0,0.0,0.0,0.0
84260a1ffffffff,152.0,0.0,0.0,0.0
84260a3ffffffff,7.0,0.0,0.0,0.0
84260a5ffffffff,2.0,2.0,0.0,0.0
84260a7ffffffff,9.0,0.0,0.0,0.0
84260a9ffffffff,50.0,0.0,0.0,0.0
84260abffffffff,5.0,0.0,0.0,0.0
84260adffffffff,40.0,0.0,0.0,0.0
84260b1ffffffff,9.0,0.0,0.0,0.0
84260b3ffffffff,30.0,0.0,0.0,0.0
84260b5ffffffff,10.0,0.0,0.0,0.0
84260b7ffffffff,8.0,0.0,0.0,0.0
84260b9ffffffff,146.0,4.0,0.0,0.0
84260bbffffffff,46.0,0.0,0.0,0.0
84260bdffffffff,1.0,0.0,0.0,0.0
84260d1ffffffff,2.0,0.0,0.0,0.0
84260d3ffffffff,2.0,0.0,0.0,0.0
84260d7ffffffff,2.0,2.0,0.0,0.0
84260d9ffffffff,27.0,0.0,0.0,0.0
84260ddffffffff,2.0,0.0,0.0,0.0
84260e1ffffffff,4.0,0.0,0.0,0.0
84260e3ffffffff,24.0,0.0,0.0,0.0
84260e7ffffffff,4.0,0.0,0.0,0.0
84260e9ffffffff,17.0,2.0,0.0,0.0
84260ebffffffff,16.0,0.0,0.0,0.0
8426103ffffffff,9.0,0.0,0.0,0.0
8426107ffffffff,41.0,0.0,0.0,0.0
8426109ffffffff,1.0,0.0,0.0,0.0
842610bffffffff,8.0,0.0,0.0,0.0
842610dffffffff,17.0,0.0,0.0,0.0
8426111ffffffff,25.0,0.0,0.0,0.0
8426115ffffffff,38.0,0.0,0.0,0.0
8426117ffffffff,23.0,0.0,0.0,0.0
842611bffffffff,25.0,0.0,0.0,0.0
842611dffffffff,38.0,2.0,0.0,0.0
8426123ffffffff,2.0,0.0,0.0,0.0
8426127ffffffff,2.0,0.0,0.0,0.0
842612bffffffff,4.0,0.0,0.0,0.0
8426139ffffffff,4.0,0.0,0.0,0.0
8426141ffffffff,2.0,0.0,0.0,0.0
8426149ffffffff,4.0,0.0,0.0,0.0
842614bffffffff,39.0,0.0,0.0,0.0
842615bffffffff,38.0,0.0,0.0,0.0
8426161ffffffff,19.0,0.0,0.0,0.0
842616bffffffff,10.0,0.0,0.0,0.0
842616dffffffff,1.0,0.0,0.0,0.0
8426183ffffffff,72.0,4.0,0.0,0.0
8426187ffffffff,12.0,0.0,0.0,0.0
8426189ffffffff,3.0,0.0,0.0,0.0
842618bffffffff,182.0,0.0,0.0,0.0
842618dffffffff,4.0,0.0,0.0,0.0
8426193ffffffff,1.0,0.0,0.0,0.0
8426195ffffffff,4.0,2.0,0.0,0.0
8426197ffffffff,7.0,0.0,0.0,0.0
8426199ffffffff,8.0,6.0,0.0,0.0
842619dffffffff,31.0,0.0,0.0,0.0
84261a3ffffffff,1.0,0.0,0.0,0.0
84261a7ffffffff,3.0,0.0,0.0,0.0
84261a9ffffffff,7.0,0.0,0.0,0.0
84261abffffffff,7.0,0.0,0.0,0.0
84261adffffffff,6.0,0.0,0.0,0.0
84261b1ffffffff,12.0,0.0,0.0,0.0
84261b3ffffffff,13.0,3.0,0.0,0.0
84261b5ffffffff,3.0,0.0,0.0,0.0
84261b7ffffffff,12.0,0.0,0.0,0.0
84261b9ffffffff,2.0,0.0,0.0,0.0
84261bdffffffff,5.0,1.0,0.0,0.0
84261c5ffffffff,10.0,0.0,0.0,0.0
84261c7ffffffff,23.0,0.0,0.0,0.0
84261d5ffffffff,2.0,0.0,0.0,0.0
84261d7ffffffff,3.0,0.0,0.0,0.0
84261dbffffffff,5.0,0.0,0.0,0.0
84261ddffffffff,1.0,0.0,0.0,0.0
84261e1ffffffff,8.0,0.0,0.0,0.0
84261e7ffffffff,3.0,0.0,0.0,0.0
84261e9ffffffff,9.0,0.0,0.0,0.0
84261ebffffffff,5.0,0.0,0.0,0.0
84261edffffffff,2.0,0.0,0.0,0.0
8426283ffffffff,4.0,0.0,0.0,0.0
8426289ffffffff,1.0,0.0,0.0,0.0
8426291ffffffff,25.0,0.0,0.0,0.0
8426293ffffffff,9.0,3.0,0.0,0.0
8426299ffffffff,5.0,0.0,0.0,0.0
84262b3ffffffff,29.0,0.0,0.0,0.0
84262b7ffffffff,2.0,0.0,0.0,0.0
84262c1ffffffff,6.0,0.0,0.0,0.0
84262c3ffffffff,21.0,0.0,0.0,0.0
84262c7ffffffff,2.0,0.0,0.0,0.0
84262c9ffffffff,62.0,4.0,0.0,0.0
84262cdffffffff,34.0,2.0,0.0,0.0
84262d1ffffffff,2.0,0.0,0.0,0.0
84262d9ffffffff,6.0,0.0,0.0,0.0
84262dbffffffff,11.0,0.0,0.0,0.0
84262ddffffffff,2.0,0.0,0.0,0.0
84262ebffffffff,7.0,0.0,0.0,0.0
8426321ffffffff,4.0,0.0,0.0,0.0
8426337ffffffff,12.0,0.0,0.0,0.0
8426401ffffffff,2.0,0.0,0.0,0.0
8426403ffffffff,6.0,3.0,0.0,0.0
8426405ffffffff,5.0,0.0,0.0,0.0
8426407ffffffff,2.0,0.0,0.0,0.0
842640dffffffff,240.0,31.0,0.0,0.0
8426411ffffffff,1.0,1.0,0.0,0.0
8426413ffffffff,3.0,0.0,0.0,0.0
8426415ffffffff,20.0,2.0,0.0,0.0
8426417ffffffff,184.0,34.0,0.0,0.0
8426419ffffffff,1.0,0.0,0.0,0.0
842641bffffffff,7.0,0.0,0.0,0.0
