cell_id,Turdus migratorius,Turdus migratorius nigrideus,Turdus migratorius [migratorius Group],Turdus migratorius confinis
8407433ffffffff,2.0,0.0,0.0,0.0
840c141ffffffff,3.0,0.0,0.0,0.0
840c143ffffffff,7.0,0.0,0.0,0.0
840c147ffffffff,2.0,0.0,0.0,0.0
840c14bffffffff,1.0,0.0,0.0,0.0
840c415ffffffff,34.0,0.0,0.0,0.0
840c42dffffffff,18.0,0.0,5.0,0.0
840c46dffffffff,23.0,0.0,23.0,0.0
840c51dffffffff,18.0,0.0,2.0,0.0
840c55bffffffff,2.0,0.0,0.0,0.0
840c5a5ffffffff,18.0,0.0,0.0,0.0
840c5a7ffffffff,3.0,0.0,0.0,0.0
840c5adffffffff,18.0,0.0,0.0,0.0
840c629ffffffff,4.0,0.0,0.0,0.0
840c665ffffffff,2.0,0.0,2.0,0.0
840c705ffffffff,2.0,0.0,0.0,0.0
840c707ffffffff,2.0,0.0,2.0,0.0
840c71bffffffff,10.0,0.0,2.0,0.0
840c733ffffffff,31.0,0.0,2.0,0.0
840c735ffffffff,6.0,0.0,0.0,0.0
840c73bffffffff,9.0,0.0,0.0,0.0
840ca43ffffffff,17.0,0.0,0.0,0.0
840cd8dffffffff,2.0,0.0,0.0,0.0
840ce3dffffffff,4.0,0.0,0.0,0.0
840d499ffffffff,2.0,0.0,0.0,0.0
840d569ffffffff,1.0,0.0,0.0,0.0
840d56bffffffff,2.0,0.0,0.0,0.0
840d595ffffffff,3.0,0.0,0.0,0.0
840d5a9ffffffff,5.0,0.0,0.0,0.0
840d625ffffffff,1.0,0.0,0.0,0.0
840d723ffffffff,3.0,0.0,0.0,0.0
840d753ffffffff,50.0,0.0,0.0,0.0
840e45bffffffff,2.0,0.0,0.0,0.0
840e4b3ffffffff,2.0,0.0,2.0,0.0
840e5b3ffffffff,1.0,0.0,1.0,0.0
840e805ffffffff,2.0,0.0,0.0,0.0
840ec51ffffffff,2.0,0.0,0.0,0.0
840ec81ffffffff,4.0,0.0,4.0,0.0
840ec85ffffffff,2.0,0.0,2.0,0.0
840ec95ffffffff,7.0,0.0,7.0,0.0
840ec97ffffffff,13.0,0.0,13.0,0.0
840ec99ffffffff,11.0,0.0,11.0,0.0
840ec9bffffffff,11.0,0.0,11.0,0.0
840ec9dffffffff,25.0,0.0,25.0,0.0
840ecb9ffffffff,6.0,0.0,0.0,0.0
840ecbdffffffff,3.0,0.0,3.0,0.0
