cell_id,Ardea purpurea,Ardea purpurea bournei,Ardea purpurea [purpurea Group]
82149ffffffffff,2.0,0.0,0.0
8214affffffffff,29.0,0.0,0.0
8214b7fffffffff,7.0,0.0,0.0
821597fffffffff,9.0,0.0,0.0
821847fffffffff,29.0,0.0,2.0
82184ffffffffff,544.0,0.0,0.0
82186ffffffffff,178.0,0.0,2.0
821877fffffffff,1.0,0.0,0.0
82194ffffffffff,16.0,0.0,0.0
82196ffffffffff,223.0,0.0,0.0
821e07fffffffff,204.0,0.0,12.0
821e0ffffffffff,797.0,0.0,0.0
821e17fffffffff,222.0,0.0,1.0
821e1ffffffffff,663.0,0.0,0.0
821e37fffffffff,22.0,0.0,0.0
821e47fffffffff,13.0,0.0,0.0
821e4ffffffffff,25.0,0.0,0.0
821e57fffffffff,42.0,0.0,0.0
821e5ffffffffff,452.0,0.0,0.0
821e67fffffffff,3.0,0.0,0.0
821e6ffffffffff,55.0,0.0,0.0
821e77fffffffff,2.0,0.0,0.0
821e87fffffffff,50.0,0.0,0.0
821e8ffffffffff,3.0,0.0,0.0
821e97fffffffff,12.0,0.0,0.0
821ea7fffffffff,193.0,0.0,0.0
821eaffffffffff,137.0,0.0,0.0
821eb7fffffffff,111.0,0.0,0.0
821ec7fffffffff,379.0,0.0,11.0
821ecffffffffff,501.0,0.0,18.0
821ed7fffffffff,91.0,0.0,0.0
821edffffffffff,263.0,0.0,0.0
821ee7fffffffff,93.0,0.0,0.0
821eeffffffffff,230.0,0.0,36.0
821ef7fffffffff,45.0,0.0,0.0
821f87fffffffff,75.0,0.0,0.0
821f8ffffffffff,50.0,0.0,2.0
821f97fffffffff,103.0,0.0,24.0
821f9ffffffffff,124.0,0.0,0.0
821fa7fffffffff,6.0,0.0,0.0
821faffffffffff,158.0,0.0,0.0
821fb7fffffffff,121.0,0.0,0.0
82200ffffffffff,5.0,0.0,0.0
822017fffffffff,22.0,0.0,2.0
82201ffffffffff,2.0,0.0,2.0
822037fffffffff,4.0,0.0,0.0
8220a7fffffffff,14.0,0.0,0.0
822187fffffffff,3.0,0.0,0.0
82219ffffffffff,17.0,0.0,0.0
8221a7fffffffff,4.0,0.0,0.0
82244ffffffffff,15.0,0.0,0.0
822457fffffffff,2.0,0.0,0.0
82246ffffffffff,1.0,0.0,0.0
82248ffffffffff,2.0,0.0,0.0
8224c7fffffffff,2.0,0.0,0.0
8224d7fffffffff,7.0,0.0,0.0
8224effffffffff,4.0,0.0,0.0
822517fffffffff,2.0,0.0,0.0
822c07fffffffff,551.0,0.0,0.0
822c0ffffffffff,117.0,0.0,0.0
822c17fffffffff,70.0,0.0,0.0
822c1ffffffffff,22.0,0.0,0.0
822c27fffffffff,142.0,0.0,0.0
822c2ffffffffff,162.0,0.0,0.0
822c37fffffffff,18.0,0.0,0.0
822c47fffffffff,1.0,0.0,0.0
822c5ffffffffff,2.0,0.0,0.0
822c67fffffffff,39.0,0.0,0.0
822c6ffffffffff,2.0,0.0,0.0
822c77fffffffff,23.0,0.0,0.0
822c87fffffffff,37.0,0.0,0.0
822c8ffffffffff,3.0,0.0,0.0
822c97fffffffff,425.0,0.0,10.0
822c9ffffffffff,15.0,0.0,0.0
822ca7fffffffff,4.0,0.0,0.0
822caffffffffff,34.0,0.0,0.0
822cc7fffffffff,78.0,0.0,0.0
822ccffffffffff,1.0,0.0,0.0
822cd7fffffffff,14.0,0.0,0.0
822cdffffffffff,10.0,0.0,0.0
822ce7fffffffff,75.0,0.0,0.0
822cf7fffffffff,127.0,0.0,0.0
822d07fffffffff,213.0,0.0,0.0
822d17fffffffff,203.0,0.0,0.0
822d1ffffffffff,38.0,0.0,0.0
822d27fffffffff,11.0,0.0,0.0
822d37fffffffff,337.0,0.0,0.0
822d47fffffffff,2.0,0.0,0.0
822d57fffffffff,2.0,0.0,0.0
822d5ffffffffff,54.0,0.0,0.0
822d67fffffffff,44.0,0.0,0.0
822d77fffffffff,20.0,0.0,0.0
822d97fffffffff,14.0,0.0,0.0
822da7fffffffff,398.0,0.0,7.0
822daffffffffff,94.0,0.0,0.0
822db7fffffffff,2098.0,0.0,222.0
822ecffffffffff,27.0,0.0,0.0
822edffffffffff,2.0,0.0,0.0
823007fffffffff,2.0,0.0,0.0
82301ffffffffff,5.0,0.0,0.0
823027fffffffff,5.0,0.0,0.0
823037fffffffff,51.0,0.0,11.0
823087fffffffff,14.0,0.0,0.0
82309ffffffffff,141.0,0.0,0.0
8230e7fffffffff,1.0,0.0,0.0
8230f7fffffffff,2.0,0.0,0.0
82310ffffffffff,2.0,0.0,0.0
823117fffffffff,4.0,0.0,0.0
82312ffffffffff,1.0,0.0,1.0
82316ffffffffff,3.0,0.0,0.0
823187fffffffff,244.0,0.0,15.0
82318ffffffffff,131.0,0.0,0.0
82319ffffffffff,6.0,0.0,0.0
8231a7fffffffff,2.0,0.0,0.0
8231affffffffff,33.0,0.0,0.0
823447fffffffff,3.0,0.0,0.0
82346ffffffffff,13.0,0.0,0.0
823817fffffffff,7.0,0.0,0.0
823827fffffffff,86.0,0.0,0.0
823837fffffffff,2.0,0.0,2.0
82384ffffffffff,3.0,0.0,0.0
823867fffffffff,2.0,0.0,0.0
82386ffffffffff,10.0,0.0,0.0
823877fffffffff,3.0,0.0,0.0
823907fffffffff,1637.0,0.0,0.0
82390ffffffffff,1426.0,0.0,0.0
823917fffffffff,1291.0,0.0,7.0
82391ffffffffff,2323.0,0.0,0.0
823927fffffffff,620.0,0.0,0.0
82392ffffffffff,606.0,0.0,0.0
823937fffffffff,1397.0,0.0,7.0
823947fffffffff,750.0,0.0,0.0
82394ffffffffff,11.0,0.0,0.0
823957fffffffff,992.0,0.0,0.0
82395ffffffffff,12.0,0.0,0.0
823967fffffffff,45.0,0.0,0.0
82396ffffffffff,445.0,0.0,22.0
823977fffffffff,2520.0,0.0,0.0
823987fffffffff,36.0,0.0,0.0
82398ffffffffff,25.0,0.0,7.0
823997fffffffff,71.0,0.0,10.0
82399ffffffffff,11.0,0.0,2.0
8239affffffffff,110.0,0.0,18.0
823c07fffffffff,6.0,0.0,0.0
823c17fffffffff,121.0,0.0,0.0
823c1ffffffffff,642.0,0.0,2.0
823c37fffffffff,49.0,0.0,0.0
823c5ffffffffff,137.0,0.0,0.0
823c87fffffffff,48.0,0.0,0.0
823c8ffffffffff,243.0,0.0,0.0
823c97fffffffff,462.0,0.0,0.0
823c9ffffffffff,444.0,0.0,0.0
823ca7fffffffff,42.0,0.0,0.0
823caffffffffff,88.0,0.0,0.0
823cb7fffffffff,1412.0,0.0,0.0
823cc7fffffffff,115.0,0.0,0.0
823ccffffffffff,35.0,0.0,0.0
823cd7fffffffff,3.0,0.0,0.0
823cdffffffffff,7.0,0.0,0.0
823ce7fffffffff,934.0,0.0,0.0
823ceffffffffff,680.0,0.0,0.0
823cf7fffffffff,1976.0,0.0,11.0
823d07fffffffff,10.0,0.0,0.0
823d17fffffffff,1047.0,0.0,0.0
823d37fffffffff,269.0,0.0,0.0
823d87fffffffff,2114.0,0.0,0.0
823d8ffffffffff,344.0,0.0,0.0
823d97fffffffff,391.0,0.0,0.0
823d9ffffffffff,282.0,0.0,0.0
823da7fffffffff,4266.0,0.0,0.0
823daffffffffff,488.0,0.0,0.0
823db7fffffffff,478.0,0.0,0.0
823e2ffffffffff,1.0,0.0,0.0
823e47fffffffff,236.0,0.0,0.0
823e5ffffffffff,264.0,0.0,0.0
823e67fffffffff,23.0,0.0,0.0
823e6ffffffffff,1754.0,0.0,94.0
823e77fffffffff,10.0,0.0,0.0
823f2ffffffffff,60.0,0.0,0.0
823f37fffffffff,12.0,0.0,0.0
823f47fffffffff,10.0,0.0,0.0
823f4ffffffffff,76.0,0.0,8.0
823f67fffffffff,129.0,0.0,0.0
823f6ffffffffff,193.0,0.0,0.0
823f77fffffffff,50.0,0.0,0.0
82400ffffffffff,2.0,0.0,0.0
82402ffffffffff,6.0,0.0,0.0
824047fffffffff,5.0,0.0,0.0
82404ffffffffff,35.0,0.0,0.0
824067fffffffff,10.0,0.0,0.0
824097fffffffff,2.0,0.0,0.0
8240a7fffffffff,2.0,0.0,0.0
8240dffffffffff,6.0,0.0,0.0
8240e7fffffffff,4.0,0.0,0.0
82411ffffffffff,772.0,0.0,6.0
824137fffffffff,10.0,0.0,0.0
824147fffffffff,43.0,0.0,0.0
82414ffffffffff,65.0,0.0,2.0
824157fffffffff,12.0,0.0,0.0
824167fffffffff,8.0,0.0,0.0
82416ffffffffff,35.0,0.0,4.0
824177fffffffff,27.0,0.0,0.0
824197fffffffff,8.0,0.0,0.0
82419ffffffffff,2.0,0.0,0.0
8241a7fffffffff,177.0,0.0,0.0
8241b7fffffffff,30.0,0.0,0.0
82424ffffffffff,149.0,0.0,0.0
824257fffffffff,6.0,0.0,0.0
82425ffffffffff,28.0,0.0,0.0
82426ffffffffff,35.0,0.0,0.0
8242c7fffffffff,1585.0,0.0,0.0
8242cffffffffff,3781.0,0.0,0.0
8242d7fffffffff,21.0,0.0,0.0
8242dffffffffff,1612.0,0.0,0.0
8242e7fffffffff,13.0,0.0,0.0
8242effffffffff,51.0,0.0,0.0
824317fffffffff,3.0,0.0,0.0
82431ffffffffff,2.0,0.0,0.0
824327fffffffff,33.0,0.0,0.0
824337fffffffff,3.0,0.0,0.0
824367fffffffff,76.0,0.0,0.0
824387fffffffff,1.0,0.0,0.0
82438ffffffffff,30.0,0.0,7.0
82439ffffffffff,5.0,0.0,5.0
8243a7fffffffff,269.0,0.0,3.0
8243affffffffff,854.0,0.0,10.0
824a27fffffffff,1.0,0.0,0.0
824a97fffffffff,4.0,0.0,0.0
824b87fffffffff,281.0,0.0,7.0
824b97fffffffff,2.0,0.0,0.0
824b9ffffffffff,15.0,0.0,0.0
824ba7fffffffff,1974.0,0.0,19.0
824baffffffffff,39.0,0.0,5.0
824bb7fffffffff,1263.0,0.0,9.0
825207fffffffff,7.0,0.0,0.0
825217fffffffff,15.0,0.0,0.0
82521ffffffffff,65.0,0.0,0.0
825237fffffffff,6.0,0.0,0.0
82524ffffffffff,87.0,0.0,13.0
825297fffffffff,5.0,0.0,0.0
82529ffffffffff,7.0,0.0,0.0
8252d7fffffffff,7.0,0.0,0.0
825307fffffffff,2.0,0.0,0.0
825347fffffffff,4.0,0.0,0.0
82534ffffffffff,16.0,0.0,0.0
825357fffffffff,27.0,0.0,0.0
825367fffffffff,18.0,0.0,0.0
82536ffffffffff,58.0,0.0,0.0
8253a7fffffffff,24.0,0.0,0.0
8253affffffffff,10.0,0.0,0.0
8253b7fffffffff,16.0,0.0,0.0
825407fffffffff,6.0,0.0,4.0
82540ffffffffff,4.0,0.0,0.0
825417fffffffff,295.0,0.0,107.0
82541ffffffffff,197.0,0.0,10.0
82544ffffffffff,1.0,0.0,0.0
825497fffffffff,95.0,85.0,0.0
8254affffffffff,191.0,0.0,15.0
8254b7fffffffff,10.0,8.0,0.0
8254e7fffffffff,22.0,0.0,7.0
8254f7fffffffff,99.0,0.0,4.0
825517fffffffff,2.0,0.0,0.0
825537fffffffff,4.0,0.0,0.0
825847fffffffff,1.0,0.0,0.0
82585ffffffffff,17.0,0.0,0.0
825887fffffffff,2.0,0.0,0.0
825897fffffffff,103.0,0.0,0.0
8258a7fffffffff,6.0,0.0,0.0
8258cffffffffff,2.0,0.0,0.0
8258dffffffffff,7.0,0.0,0.0
825997fffffffff,2.0,0.0,0.0
82599ffffffffff,10.0,0.0,0.0
826007fffffffff,8928.0,0.0,0.0
826017fffffffff,16146.0,0.0,0.0
82601ffffffffff,1666.0,0.0,0.0
826027fffffffff,8138.0,0.0,0.0
826037fffffffff,7262.0,0.0,0.0
