cell_id,Ardea purpurea,Ardea purpurea bournei,Ardea purpurea [purpurea Group]
826087fffffffff,128.0,0.0,0.0
82608ffffffffff,4059.0,0.0,0.0
826097fffffffff,1026.0,0.0,0.0
82609ffffffffff,1204.0,0.0,0.0
8260a7fffffffff,406.0,0.0,0.0
8260affffffffff,2503.0,0.0,0.0
8260b7fffffffff,2741.0,0.0,0.0
8260f7fffffffff,1.0,0.0,0.0
826107fffffffff,1408.0,0.0,48.0
826117fffffffff,133.0,0.0,9.0
82611ffffffffff,1491.0,0.0,17.0
82618ffffffffff,5134.0,0.0,0.0
82619ffffffffff,286.0,0.0,0.0
8261affffffffff,463.0,0.0,1.0
826337fffffffff,147.0,0.0,23.0
8263affffffffff,7.0,0.0,0.0
82640ffffffffff,453.0,0.0,0.0
826417fffffffff,28.0,0.0,6.0
826427fffffffff,4.0,0.0,0.0
82642ffffffffff,152.0,0.0,0.0
826437fffffffff,121.0,0.0,60.0
826487fffffffff,136.0,0.0,64.0
82648ffffffffff,88.0,0.0,0.0
826497fffffffff,453.0,0.0,128.0
82649ffffffffff,37.0,0.0,0.0
8264a7fffffffff,1281.0,0.0,556.0
8264affffffffff,10.0,0.0,0.0
8264b7fffffffff,225.0,0.0,74.0
8264e7fffffffff,37.0,0.0,0.0
826507fffffffff,728.0,0.0,5.0
82650ffffffffff,26.0,0.0,0.0
82651ffffffffff,390.0,0.0,96.0
826527fffffffff,1279.0,0.0,0.0
826557fffffffff,6.0,0.0,0.0
826587fffffffff,873.0,0.0,0.0
82658ffffffffff,2148.0,0.0,753.0
826597fffffffff,17.0,0.0,0.0
82659ffffffffff,594.0,0.0,185.0
8265a7fffffffff,15.0,0.0,0.0
8265b7fffffffff,224.0,0.0,0.0
826807fffffffff,6.0,0.0,0.0
826817fffffffff,336.0,0.0,13.0
82681ffffffffff,1036.0,0.0,80.0
82682ffffffffff,14.0,0.0,0.0
826847fffffffff,27.0,0.0,0.0
82684ffffffffff,108.0,0.0,7.0
826857fffffffff,25.0,0.0,4.0
82685ffffffffff,27.0,0.0,1.0
826867fffffffff,18.0,0.0,10.0
826877fffffffff,9.0,0.0,0.0
82688ffffffffff,4.0,0.0,0.0
8268a7fffffffff,34.0,0.0,0.0
8268affffffffff,2.0,0.0,0.0
8268c7fffffffff,41.0,0.0,0.0
8268cffffffffff,160.0,0.0,3.0
8268d7fffffffff,113.0,0.0,20.0
8268dffffffffff,9.0,0.0,2.0
826947fffffffff,1305.0,0.0,17.0
82694ffffffffff,174.0,0.0,0.0
82695ffffffffff,47.0,0.0,1.0
82696ffffffffff,41.0,0.0,1.0
826a47fffffffff,4.0,0.0,0.0
826a4ffffffffff,11.0,0.0,0.0
826a5ffffffffff,4.0,0.0,0.0
826a67fffffffff,2.0,0.0,0.0
826a6ffffffffff,1.0,0.0,0.0
826ac7fffffffff,84.0,0.0,12.0
826acffffffffff,746.0,0.0,51.0
826adffffffffff,108.0,0.0,2.0
826aeffffffffff,353.0,0.0,41.0
826b17fffffffff,2.0,0.0,0.0
82750ffffffffff,49.0,0.0,6.0
827527fffffffff,95.0,0.0,3.0
82752ffffffffff,9.0,0.0,0.0
827537fffffffff,2.0,0.0,0.0
827577fffffffff,92.0,0.0,1.0
827a47fffffffff,62.0,0.0,0.0
827a4ffffffffff,228.0,0.0,1.0
827a67fffffffff,72.0,0.0,0.0
827a6ffffffffff,256.0,0.0,0.0
827acffffffffff,137.0,0.0,21.0
827adffffffffff,56.0,0.0,11.0
827b4ffffffffff,12.0,0.0,0.0
827b5ffffffffff,23.0,0.0,0.0
827b6ffffffffff,7.0,0.0,0.0
82821ffffffffff,1.0,0.0,0.0
82828ffffffffff,4.0,0.0,0.0
8282a7fffffffff,2.0,0.0,0.0
8282affffffffff,6.0,0.0,0.0
8282b7fffffffff,1.0,0.0,0.0
8282f7fffffffff,8.0,0.0,0.0
828317fffffffff,7.0,0.0,1.0
82831ffffffffff,14.0,0.0,0.0
82838ffffffffff,1.0,0.0,0.0
8285a7fffffffff,1.0,0.0,0.0
828c17fffffffff,283.0,0.0,3.0
828c87fffffffff,1.0,0.0,0.0
828c8ffffffffff,2.0,0.0,0.0
828c97fffffffff,2.0,0.0,0.0
828caffffffffff,51.0,0.0,1.0
828cd7fffffffff,22.0,0.0,5.0
828ce7fffffffff,3.0,0.0,0.0
828cf7fffffffff,1.0,0.0,0.0
828d87fffffffff,38.0,0.0,2.0
828d8ffffffffff,8.0,0.0,1.0
828da7fffffffff,39.0,0.0,0.0
828db7fffffffff,75.0,0.0,0.0
829507fffffffff,57.0,0.0,0.0
82951ffffffffff,66.0,0.0,1.0
829547fffffffff,13.0,0.0,0.0
8295a7fffffffff,279.0,0.0,0.0
8295affffffffff,2.0,0.0,0.0
829607fffffffff,11.0,0.0,0.0
82960ffffffffff,13.0,0.0,0.0
829617fffffffff,1.0,0.0,0.0
82961ffffffffff,6.0,0.0,0.0
829627fffffffff,63.0,0.0,8.0
82962ffffffffff,20.0,0.0,4.0
829677fffffffff,4.0,0.0,0.0
82968ffffffffff,4.0,0.0,0.0
829697fffffffff,107.0,0.0,0.0
82969ffffffffff,16.0,0.0,2.0
8296a7fffffffff,8.0,0.0,0.0
8296affffffffff,4.0,0.0,2.0
8296b7fffffffff,64.0,0.0,4.0
829707fffffffff,5.0,0.0,0.0
82970ffffffffff,6.0,0.0,0.0
829717fffffffff,69.0,0.0,0.0
82971ffffffffff,37.0,0.0,0.0
829727fffffffff,4.0,0.0,0.0
82972ffffffffff,28.0,0.0,5.0
829737fffffffff,11.0,0.0,0.0
829747fffffffff,126.0,0.0,3.0
82974ffffffffff,389.0,0.0,49.0
829757fffffffff,189.0,0.0,16.0
82975ffffffffff,325.0,0.0,16.0
82978ffffffffff,4.0,0.0,0.0
8297affffffffff,8.0,0.0,1.0
82a217fffffffff,80.0,0.0,0.0
82a227fffffffff,36.0,0.0,0.0
82a237fffffffff,125.0,0.0,0.0
82a2a7fffffffff,12.0,0.0,0.0
82a2affffffffff,11.0,0.0,0.0
82a30ffffffffff,14.0,0.0,0.0
82a31ffffffffff,291.0,0.0,0.0
82a357fffffffff,44.0,0.0,0.0
82a377fffffffff,3.0,0.0,0.0
82a38ffffffffff,24.0,0.0,0.0
82a39ffffffffff,15.0,0.0,0.0
82a3affffffffff,6.0,0.0,0.0
82ac8ffffffffff,4.0,0.0,0.0
82ac97fffffffff,13.0,0.0,0.0
82ac9ffffffffff,4.0,0.0,0.0
82aca7fffffffff,11.0,0.0,0.0
82ad37fffffffff,510.0,0.0,68.0
82ada7fffffffff,3.0,0.0,0.0
82adaffffffffff,4.0,0.0,0.0
82bc0ffffffffff,6.0,0.0,0.0
82bc1ffffffffff,2.0,0.0,0.0
82bc47fffffffff,50.0,0.0,0.0
82bc4ffffffffff,17.0,0.0,0.0
82bc6ffffffffff,57.0,0.0,3.0
82bc77fffffffff,17.0,0.0,0.0
82bc8ffffffffff,253.0,0.0,8.0
82bc9ffffffffff,18.0,0.0,0.0
82bcc7fffffffff,187.0,0.0,31.0
82bccffffffffff,6.0,0.0,0.0
82bcd7fffffffff,279.0,0.0,54.0
82bcdffffffffff,147.0,0.0,13.0
82bce7fffffffff,65.0,0.0,11.0
82bceffffffffff,6.0,0.0,0.0
82bcf7fffffffff,624.0,0.0,89.0
