cell_id,Cisticola textrix,Cisticola textrix [major Group],Cisticola textrix textrix
82ad37fffffffff,211.0,0.0,75.0
82adaffffffffff,2.0,0.0,0.0
82bc47fffffffff,4.0,0.0,0.0
82bc4ffffffffff,5.0,0.0,1.0
82bc57fffffffff,27.0,4.0,0.0
82bc6ffffffffff,139.0,0.0,62.0
82bc77fffffffff,21.0,0.0,0.0
82bcc7fffffffff,382.0,92.0,0.0
82bccffffffffff,6.0,1.0,0.0
82bcd7fffffffff,58.0,15.0,0.0
82bcdffffffffff,48.0,8.0,0.0
82bce7fffffffff,3.0,0.0,0.0
82bceffffffffff,24.0,3.0,0.0
82bcf7fffffffff,41.0,13.0,0.0
