cell_id,Certhia americana,Certhia americana [occidentalis Group],Certhia americana montana/idahoensis,Certhia americana americana/nigrescens,Certhia americana albescens/alticola,Certhia americana pernigra,Certhia americana extima
840c421ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840c429ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c42dffffffff,298.0,0.0,0.0,0.0,0.0,0.0,0.0
840c441ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840c451ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c455ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840c461ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
840c465ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
840c467ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840c46dffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0
840c503ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
840c511ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
840c515ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
840c51dffffffff,109.0,0.0,0.0,0.0,0.0,0.0,0.0
840c54bffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
840c551ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
840c555ffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0
840c55bffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0
840c55dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
840c5a1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
840c5a5ffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0
840c5a7ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
840c5adffffffff,81.0,0.0,0.0,0.0,0.0,0.0,0.0
840c621ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c68bffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
840c705ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
840c707ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840c70dffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
840c711ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840c715ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840c731ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840c733ffffffff,416.0,0.0,0.0,0.0,0.0,0.0,0.0
840c735ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
840c739ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c73bffffffff,292.0,0.0,0.0,0.0,0.0,0.0,0.0
840c73dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840c74dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c769ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840ce9dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840cec5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840ced1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840ced3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840d585ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840d5a9ffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0
840d5e7ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
840e453ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840e481ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840e485ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840e487ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840e48dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
840e491ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840e493ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840e497ffffffff,74.0,0.0,0.0,0.0,0.0,0.0,0.0
840e49bffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
840e49dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4a1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4a3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4a7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4a9ffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4b3ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4c5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4d3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4dbffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4e3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840e59bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
840e5b3ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
840e5bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840e697ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840e6b5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840e6b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840e9a1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec81ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec85ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec91ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec95ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec97ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec9bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840ecabffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
840ecb9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
840ecbdffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840ecc1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
840ecc7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840ecc9ffffffff,89.0,0.0,0.0,0.0,0.0,0.0,0.0
840ecd7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840ed5dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840ed87ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840ed91ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840edc3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840edc9ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
840ede1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840eea7ffffffff,500.0,0.0,0.0,0.0,0.0,0.0,0.0
840eeb5ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
840eeb9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840eebdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84120a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84120b7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8412151ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412185ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84121a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84121a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84121adffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84121e3ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
84121e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412433ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
841246bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84124d1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84124dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84124e5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412501ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8412505ffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0
8412509ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8412515ffffffff,82.0,0.0,0.0,0.0,0.0,0.0,0.0
841251dffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8412521ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8412527ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
841252dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8412535ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841253bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412543ffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
8412549ffffffff,72.0,0.0,0.0,0.0,0.0,0.0,0.0
841254bffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
8412555ffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0
8412565ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8412583ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412591ffffffff,109.0,0.0,0.0,0.0,0.0,0.0,0.0
8412597ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
84125adffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84125c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84125c7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84125d3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84125d5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84125d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84125d9ffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
84125dbffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
84126a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84126b1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84126e7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412721ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8412723ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8412727ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8412801ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412805ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
841280dffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
8412821ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412823ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412833ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412843ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412847ffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0
841284dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8412851ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412855ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412857ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8412861ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412865ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841286bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
841286dffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
841289bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84128bdffffffff,71.0,0.0,0.0,0.0,0.0,0.0,0.0
84128c5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84128d1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84128d3ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
84128dbffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
84128e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412901ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8412907ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8412909ffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0
8412939ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841293dffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8412941ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8412943ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8412945ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412947ffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
