cell_id,Certhia americana,Certhia americana [occidentalis Group],Certhia americana montana/idahoensis,Certhia americana americana/nigrescens,Certhia americana albescens/alticola,Certhia americana pernigra,Certhia americana extima
8412949ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
841294bffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8412987ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412989ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841298dffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8412991ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8412993ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
84129a3ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
84129abffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84129b1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84129b3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84129b5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84129b7ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
84129b9ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
84129bbffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
84129bdffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84129c1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84129c7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84129cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84129d9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8412a25ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
8412a33ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8412a69ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412a89ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412a91ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412a97ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8412aa5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ab3ffffffff,99.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ab5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ab7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412abdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ad7ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b01ffffffff,62.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b03ffffffff,141.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b05ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b09ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b0bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b0dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b15ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b17ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b27ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b33ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b3bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b41ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b43ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b45ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b47ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b49ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b4bffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b4dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b51ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b53ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b55ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b57ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b63ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b6bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c01ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c03ffffffff,90.0,0.0,3.0,0.0,0.0,0.0,0.0
8412c05ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c07ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c09ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c0bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c11ffffffff,195.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c13ffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c15ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c17ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c1bffffffff,74.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c1dffffffff,123.0,0.0,2.0,0.0,0.0,0.0,0.0
8412c21ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c25ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c27ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c2dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c31ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c33ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c35ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c3bffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c47ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c49ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c4dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c53ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c55ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c5bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c83ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c85ffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c87ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c8bffffffff,59.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c91ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c97ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c9bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c9dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ca1ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ca3ffffffff,64.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ca5ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ca7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ca9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8412cabffffffff,108.0,0.0,0.0,0.0,0.0,0.0,0.0
8412cadffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0
8412cb1ffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0
8412cb5ffffffff,180.0,0.0,0.0,0.0,0.0,0.0,0.0
8412cb7ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8412cbdffffffff,229.0,0.0,0.0,0.0,0.0,0.0,0.0
8412cc1ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
8412cc5ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8412cc7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412cc9ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ccdffffffff,1901.0,0.0,0.0,0.0,0.0,0.0,0.0
8412cd5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412cd7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412cd9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ce1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ce3ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ce5ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ce7ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ce9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d01ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d03ffffffff,67.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d07ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d0bffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d11ffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d13ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d15ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d17ffffffff,496.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d19ffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d1bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d1dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d21ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d25ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d27ffffffff,82.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d29ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d2bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d2dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d31ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d33ffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d35ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d37ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d39ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d3bffffffff,161.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d3dffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d41ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d43ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d47ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d4bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d57ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d63ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d65ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d67ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d6bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d81ffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d83ffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d85ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d87ffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d89ffffffff,113.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d8bffffffff,60.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d8dffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d91ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d93ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d95ffffffff,167.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d97ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d99ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8412d9dffffffff,64.0,0.0,0.0,0.0,0.0,0.0,0.0
8412da1ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8412da3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8412da5ffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
8412da7ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8412da9ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dabffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dadffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
8412db1ffffffff,143.0,0.0,0.0,0.0,0.0,0.0,0.0
8412db3ffffffff,56.0,0.0,0.0,0.0,0.0,0.0,0.0
8412db5ffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
8412db7ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8412db9ffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dbbffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dbdffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dc1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dc3ffffffff,171.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dc7ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dc9ffffffff,145.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dcbffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dcdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dd3ffffffff,58.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dd5ffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dd7ffffffff,152.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dd9ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
8412ddbffffffff,323.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dddffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8412de1ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8412de3ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
8412de5ffffffff,113.0,0.0,0.0,0.0,0.0,0.0,0.0
8412de7ffffffff,225.0,0.0,0.0,0.0,0.0,0.0,0.0
