cell_id,Elanus caeruleus,Elanus caeruleus caeruleus,Elanus caeruleus [vociferus Group]
824047fffffffff,63.0,0.0,0.0
82404ffffffffff,163.0,0.0,0.0
82405ffffffffff,18.0,0.0,0.0
824067fffffffff,15.0,0.0,0.0
82406ffffffffff,3.0,0.0,0.0
824077fffffffff,2.0,0.0,0.0
824097fffffffff,1.0,0.0,0.0
8240a7fffffffff,6.0,0.0,0.0
824107fffffffff,6.0,0.0,0.0
82410ffffffffff,24.0,0.0,2.0
824117fffffffff,14.0,0.0,0.0
82411ffffffffff,500.0,0.0,11.0
824147fffffffff,12.0,0.0,0.0
82414ffffffffff,8.0,0.0,0.0
824157fffffffff,29.0,0.0,0.0
82415ffffffffff,7.0,0.0,0.0
82416ffffffffff,29.0,0.0,2.0
824177fffffffff,121.0,0.0,1.0
824187fffffffff,14.0,0.0,1.0
82418ffffffffff,2.0,0.0,0.0
824197fffffffff,52.0,0.0,1.0
82419ffffffffff,27.0,0.0,0.0
8241a7fffffffff,1164.0,0.0,431.0
8241b7fffffffff,44.0,0.0,0.0
82420ffffffffff,3.0,0.0,0.0
824237fffffffff,10.0,0.0,0.0
82424ffffffffff,203.0,0.0,0.0
824257fffffffff,227.0,0.0,0.0
82425ffffffffff,194.0,0.0,0.0
82426ffffffffff,126.0,0.0,0.0
8242c7fffffffff,2467.0,0.0,0.0
8242cffffffffff,2554.0,0.0,0.0
8242d7fffffffff,23.0,0.0,0.0
8242dffffffffff,1362.0,0.0,0.0
8242e7fffffffff,100.0,0.0,0.0
8242effffffffff,131.0,0.0,0.0
82431ffffffffff,29.0,0.0,0.0
824327fffffffff,6.0,0.0,0.0
82438ffffffffff,20.0,0.0,0.0
8243a7fffffffff,62.0,0.0,1.0
8243affffffffff,39.0,0.0,4.0
824b37fffffffff,9.0,0.0,1.0
824b87fffffffff,673.0,0.0,28.0
824ba7fffffffff,8511.0,0.0,487.0
824bb7fffffffff,8318.0,0.0,608.0
825207fffffffff,3.0,0.0,0.0
825217fffffffff,1.0,0.0,0.0
82521ffffffffff,26.0,0.0,0.0
825287fffffffff,4.0,0.0,0.0
82529ffffffffff,33.0,4.0,0.0
8252dffffffffff,2.0,0.0,0.0
825307fffffffff,2.0,0.0,0.0
825347fffffffff,9.0,0.0,0.0
825367fffffffff,25.0,0.0,0.0
8253a7fffffffff,2.0,0.0,0.0
8253b7fffffffff,6.0,0.0,0.0
82540ffffffffff,7.0,0.0,0.0
825417fffffffff,118.0,41.0,0.0
82541ffffffffff,44.0,6.0,0.0
825447fffffffff,15.0,0.0,0.0
8254affffffffff,136.0,16.0,0.0
8254c7fffffffff,4.0,0.0,0.0
8254e7fffffffff,12.0,7.0,0.0
8254effffffffff,2.0,0.0,0.0
8254f7fffffffff,70.0,6.0,0.0
825857fffffffff,6.0,2.0,0.0
82585ffffffffff,7.0,0.0,0.0
825887fffffffff,2.0,0.0,0.0
82588ffffffffff,2.0,0.0,0.0
825897fffffffff,51.0,1.0,0.0
8258a7fffffffff,5.0,0.0,0.0
8258b7fffffffff,4.0,0.0,0.0
8258dffffffffff,3.0,0.0,0.0
8258e7fffffffff,38.0,5.0,0.0
82599ffffffffff,32.0,3.0,0.0
826007fffffffff,401.0,0.0,0.0
82600ffffffffff,31.0,0.0,0.0
826017fffffffff,7530.0,0.0,0.0
82601ffffffffff,158.0,0.0,0.0
826027fffffffff,195.0,0.0,0.0
826037fffffffff,4080.0,0.0,0.0
826087fffffffff,408.0,0.0,0.0
82608ffffffffff,3803.0,0.0,0.0
826097fffffffff,1517.0,0.0,0.0
82609ffffffffff,900.0,0.0,0.0
8260a7fffffffff,1512.0,0.0,0.0
8260affffffffff,798.0,0.0,0.0
8260b7fffffffff,2629.0,0.0,0.0
826107fffffffff,223.0,0.0,8.0
826117fffffffff,25.0,0.0,0.0
82611ffffffffff,365.0,0.0,0.0
82618ffffffffff,2794.0,0.0,0.0
82619ffffffffff,149.0,0.0,0.0
8261affffffffff,199.0,0.0,0.0
826417fffffffff,10.0,0.0,0.0
826427fffffffff,7.0,0.0,0.0
826437fffffffff,45.0,0.0,23.0
826487fffffffff,317.0,0.0,188.0
82648ffffffffff,56.0,0.0,12.0
826497fffffffff,180.0,0.0,55.0
82649ffffffffff,82.0,0.0,15.0
8264a7fffffffff,1091.0,0.0,640.0
8264affffffffff,10.0,0.0,0.0
8264b7fffffffff,349.0,0.0,154.0
826507fffffffff,192.0,0.0,1.0
82650ffffffffff,17.0,0.0,0.0
826517fffffffff,1.0,0.0,0.0
82651ffffffffff,148.0,0.0,61.0
826527fffffffff,955.0,0.0,21.0
82652ffffffffff,2.0,0.0,0.0
826587fffffffff,970.0,0.0,0.0
82658ffffffffff,736.0,0.0,224.0
826597fffffffff,216.0,0.0,0.0
82659ffffffffff,579.0,0.0,114.0
8265a7fffffffff,11.0,0.0,0.0
8265b7fffffffff,195.0,0.0,5.0
826807fffffffff,3.0,0.0,0.0
826817fffffffff,179.0,0.0,11.0
82681ffffffffff,47.0,0.0,11.0
826847fffffffff,58.0,0.0,4.0
82684ffffffffff,1.0,0.0,0.0
82685ffffffffff,13.0,0.0,2.0
826897fffffffff,3.0,0.0,0.0
8268a7fffffffff,30.0,0.0,0.0
8268affffffffff,2.0,0.0,0.0
8268cffffffffff,3.0,0.0,1.0
8268d7fffffffff,9.0,0.0,0.0
8268dffffffffff,1.0,0.0,0.0
826937fffffffff,13.0,0.0,3.0
826a17fffffffff,1.0,0.0,0.0
826a4ffffffffff,7.0,0.0,0.0
826a57fffffffff,2.0,0.0,0.0
826a5ffffffffff,52.0,6.0,0.0
826a6ffffffffff,5.0,0.0,0.0
826ac7fffffffff,456.0,51.0,0.0
826acffffffffff,437.0,65.0,0.0
826adffffffffff,131.0,2.0,0.0
826aeffffffffff,244.0,21.0,0.0
826b17fffffffff,2.0,0.0,0.0
826b37fffffffff,3.0,0.0,0.0
826bb7fffffffff,2.0,0.0,0.0
8272dffffffffff,26.0,0.0,0.0
82750ffffffffff,36.0,5.0,0.0
82751ffffffffff,3.0,0.0,0.0
827527fffffffff,70.0,3.0,0.0
82752ffffffffff,72.0,15.0,0.0
827537fffffffff,7.0,0.0,0.0
827577fffffffff,139.0,14.0,0.0
827a47fffffffff,401.0,0.0,0.0
827a4ffffffffff,245.0,8.0,0.0
827a57fffffffff,1.0,0.0,0.0
827a5ffffffffff,3.0,0.0,0.0
827a67fffffffff,350.0,2.0,0.0
827a6ffffffffff,1816.0,63.0,0.0
827ac7fffffffff,4.0,1.0,0.0
827acffffffffff,72.0,9.0,0.0
827adffffffffff,56.0,6.0,0.0
827aeffffffffff,72.0,24.0,0.0
827b4ffffffffff,16.0,0.0,0.0
827b5ffffffffff,26.0,0.0,0.0
827b6ffffffffff,2.0,0.0,0.0
82821ffffffffff,2.0,0.0,0.0
8282a7fffffffff,3.0,0.0,0.0
828317fffffffff,11.0,5.0,0.0
82831ffffffffff,9.0,0.0,0.0
828327fffffffff,3.0,1.0,0.0
828337fffffffff,23.0,3.0,0.0
82838ffffffffff,1.0,1.0,0.0
8283a7fffffffff,2.0,0.0,0.0
8283affffffffff,9.0,2.0,0.0
828c17fffffffff,1.0,0.0,0.0
828c8ffffffffff,1.0,0.0,0.0
828caffffffffff,43.0,0.0,1.0
828cb7fffffffff,5.0,0.0,0.0
828cd7fffffffff,42.0,0.0,2.0
828da7fffffffff,3.0,0.0,0.0
828db7fffffffff,48.0,0.0,21.0
829427fffffffff,2.0,0.0,0.0
829507fffffffff,1.0,0.0,0.0
829517fffffffff,2.0,0.0,0.0
82951ffffffffff,17.0,0.0,0.0
8295a7fffffffff,24.0,0.0,4.0
8295affffffffff,8.0,0.0,1.0
829607fffffffff,36.0,14.0,0.0
82960ffffffffff,17.0,1.0,0.0
829617fffffffff,10.0,2.0,0.0
829627fffffffff,127.0,21.0,0.0
82962ffffffffff,80.0,24.0,0.0
829637fffffffff,9.0,0.0,0.0
829647fffffffff,3.0,0.0,0.0
829657fffffffff,4.0,4.0,0.0
829667fffffffff,1.0,0.0,0.0
829677fffffffff,6.0,0.0,0.0
829687fffffffff,6.0,0.0,0.0
829697fffffffff,613.0,52.0,0.0
82969ffffffffff,38.0,6.0,0.0
8296a7fffffffff,48.0,0.0,0.0
8296affffffffff,8.0,2.0,0.0
8296b7fffffffff,91.0,9.0,0.0
8296d7fffffffff,1.0,0.0,0.0
829707fffffffff,20.0,0.0,0.0
82970ffffffffff,35.0,5.0,0.0
829717fffffffff,64.0,0.0,0.0
82971ffffffffff,97.0,0.0,0.0
82972ffffffffff,208.0,59.0,0.0
829747fffffffff,150.0,14.0,0.0
82974ffffffffff,333.0,73.0,0.0
829757fffffffff,96.0,20.0,0.0
82975ffffffffff,120.0,15.0,0.0
82976ffffffffff,2.0,0.0,0.0
829777fffffffff,23.0,2.0,0.0
829787fffffffff,2.0,0.0,0.0
82978ffffffffff,10.0,0.0,0.0
82979ffffffffff,3.0,0.0,0.0
8297affffffffff,8.0,0.0,0.0
829c87fffffffff,2.0,0.0,0.0
829c8ffffffffff,1.0,0.0,0.0
829c9ffffffffff,6.0,0.0,0.0
829cd7fffffffff,5.0,0.0,0.0
82ac17fffffffff,1.0,0.0,0.0
82ac87fffffffff,273.0,11.0,0.0
82ac97fffffffff,22.0,0.0,0.0
82aca7fffffffff,209.0,24.0,0.0
82acaffffffffff,6.0,0.0,0.0
82acb7fffffffff,32.0,11.0,0.0
82ad17fffffffff,2.0,0.0,0.0
82ad37fffffffff,1710.0,498.0,0.0
82ad87fffffffff,49.0,1.0,0.0
82ad8ffffffffff,11.0,6.0,0.0
82ad97fffffffff,8.0,0.0,0.0
82ada7fffffffff,29.0,14.0,0.0
82adaffffffffff,2.0,0.0,0.0
82adb7fffffffff,16.0,4.0,0.0
82bc0ffffffffff,2.0,0.0,0.0
82bc1ffffffffff,15.0,0.0,0.0
82bc47fffffffff,65.0,2.0,0.0
82bc4ffffffffff,133.0,40.0,0.0
82bc57fffffffff,19.0,1.0,0.0
82bc5ffffffffff,4.0,0.0,0.0
82bc6ffffffffff,385.0,73.0,0.0
82bc77fffffffff,58.0,5.0,0.0
82bc8ffffffffff,89.0,10.0,0.0
82bcc7fffffffff,1298.0,358.0,0.0
82bccffffffffff,33.0,2.0,0.0
82bcd7fffffffff,1034.0,195.0,0.0
82bcdffffffffff,770.0,199.0,0.0
82bce7fffffffff,220.0,79.0,0.0
82bceffffffffff,95.0,21.0,0.0
82bcf7fffffffff,769.0,241.0,0.0
