cell_id,Garrulus glandarius,Garrulus glandarius [glandarius Group],Garrulus glandarius [atricapillus Group],Garrulus glandarius [cervicalis Group],Garrulus glandarius hyrcanus,Garrulus glandarius [brandtii Group],Garrulus glandarius [bispecularis Group],Garrulus glandarius leucotis/oatesi,Garrulus glandarius [japonicus Group]
831f72fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831f82fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831f83fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831f88fffffffff,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831f8bfffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831f8dfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831f91fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831f98fffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831fa1fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831fb4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832045fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83255afffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83255bfffffffff,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
832c0bfffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832c19fffffffff,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
832c1bfffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832c20fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
832c28fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832c8efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832d18fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832d30fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832d64fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832db0fffffffff,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
832db1fffffffff,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
832e12fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
832e13fffffffff,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
832ea9fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
832eacfffffffff,53.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0
832eadfffffffff,34.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0
833030fffffffff,34.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0
833862fffffffff,36.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
833863fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
833871fffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
833874fffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
833875fffffffff,37.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
833900fffffffff,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833901fffffffff,41.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833902fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833904fffffffff,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833905fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833906fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833910fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833911fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833915fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833918fffffffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833919fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83391dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833921fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833922fffffffff,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833925fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833928fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833929fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83392cfffffffff,29.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83392dfffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833931fffffffff,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833933fffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833944fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833954fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833962fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833972fffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833973fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833975fffffffff,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833976fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c02fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
833c1dfffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c43fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
833c52fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c58fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
833c5cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
833cccfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
833ce9fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833d10fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
833d13fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833d1efffffffff,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
833dadfffffffff,26.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
833f44fffffffff,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833f4dfffffffff,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83404cfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
834052fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
8340e1fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83411cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83416dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834192fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834ba0fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834ba2fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834bb1fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8364b6fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836599fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
