cell_id,Cacomantis flabelliformis,Cacomantis flabelliformis [flabelliformis Group],Cacomantis flabelliformis pyrrophanus,Cacomantis flabelliformis schistaceigularis,Cacomantis flabelliformis simus
82728ffffffffff,44.0,0.0,0.0,0.0,0.0
8272a7fffffffff,13.0,0.0,0.0,0.0,0.0
8272d7fffffffff,15.0,0.0,0.0,0.0,0.0
8272dffffffffff,202.0,0.0,0.0,0.0,0.0
8272f7fffffffff,2.0,0.0,0.0,0.0,0.0
829b47fffffffff,4.0,0.0,0.0,0.0,0.0
829b4ffffffffff,1.0,0.0,0.0,0.0,0.0
829b5ffffffffff,1.0,0.0,0.0,0.0,0.0
829b6ffffffffff,20.0,0.0,0.0,0.0,0.0
829c07fffffffff,19.0,0.0,0.0,0.0,0.0
829c0ffffffffff,6.0,0.0,0.0,0.0,0.0
829c27fffffffff,548.0,0.0,0.0,0.0,0.0
829c87fffffffff,1.0,0.0,0.0,0.0,0.0
829c8ffffffffff,7.0,0.0,0.0,0.0,0.0
829c9ffffffffff,86.0,0.0,0.0,0.0,0.0
829ca7fffffffff,2.0,0.0,0.0,0.0,0.0
829caffffffffff,1.0,0.0,0.0,0.0,0.0
829cc7fffffffff,1.0,0.0,0.0,0.0,0.0
829cd7fffffffff,24.0,0.0,0.0,0.0,0.0
829cf7fffffffff,5.0,0.0,0.0,0.0,0.0
829d07fffffffff,25.0,0.0,0.0,0.0,0.0
829d0ffffffffff,139.0,0.0,0.0,0.0,0.0
829d27fffffffff,160.0,0.0,0.0,0.0,0.0
829d2ffffffffff,33.0,0.0,0.0,0.0,0.0
829d57fffffffff,4.0,0.0,0.0,0.0,0.0
829d67fffffffff,2.0,0.0,0.0,0.0,0.0
829f57fffffffff,29.0,0.0,0.0,0.0,0.0
82a707fffffffff,17.0,0.0,0.0,0.0,0.0
82a71ffffffffff,8.0,0.0,0.0,0.0,0.0
82a727fffffffff,104.0,0.0,0.0,0.0,0.0
82a737fffffffff,26.0,0.0,0.0,0.0,0.0
82b82ffffffffff,5.0,0.0,0.0,0.0,0.0
82b847fffffffff,2.0,0.0,0.0,0.0,0.0
82b867fffffffff,17.0,0.0,0.0,0.0,0.0
82b86ffffffffff,2.0,0.0,0.0,0.0,0.0
82b917fffffffff,190.0,0.0,0.0,0.0,0.0
82b937fffffffff,5.0,0.0,0.0,0.0,0.0
82b95ffffffffff,3.0,0.0,0.0,0.0,0.0
82b9a7fffffffff,19.0,0.0,0.0,0.0,0.0
82b9affffffffff,10.0,0.0,0.0,0.0,0.0
82b9b7fffffffff,1.0,0.0,0.0,0.0,0.0
82be0ffffffffff,4818.0,0.0,0.0,0.0,0.0
82be1ffffffffff,948.0,0.0,0.0,0.0,0.0
82be2ffffffffff,135.0,0.0,0.0,0.0,0.0
82be47fffffffff,754.0,0.0,0.0,0.0,0.0
82be4ffffffffff,181.0,0.0,0.0,0.0,0.0
82be57fffffffff,167.0,0.0,0.0,0.0,0.0
82be5ffffffffff,6.0,0.0,0.0,0.0,0.0
82be67fffffffff,3228.0,0.0,0.0,0.0,0.0
82be6ffffffffff,433.0,0.0,0.0,0.0,0.0
82be77fffffffff,2923.0,0.0,0.0,0.0,0.0
82be8ffffffffff,5400.0,0.0,0.0,0.0,0.0
82beaffffffffff,1499.0,0.0,0.0,0.0,0.0
82bec7fffffffff,4.0,0.0,0.0,0.0,0.0
82becffffffffff,19.0,0.0,0.0,0.0,0.0
82bed7fffffffff,31.0,0.0,0.0,0.0,0.0
82bedffffffffff,70.0,0.0,0.0,0.0,0.0
82bee7fffffffff,169.0,0.0,0.0,0.0,0.0
82beeffffffffff,7.0,0.0,0.0,0.0,0.0
82bef7fffffffff,1005.0,0.0,0.0,0.0,0.0
82bf4ffffffffff,1515.0,0.0,0.0,0.0,0.0
82bf5ffffffffff,25.0,0.0,0.0,0.0,0.0
82bf6ffffffffff,371.0,0.0,0.0,0.0,0.0
82c987fffffffff,216.0,0.0,0.0,0.0,0.0
82c997fffffffff,439.0,0.0,0.0,0.0,0.0
82c99ffffffffff,53.0,0.0,0.0,0.0,0.0
82c9b7fffffffff,302.0,0.0,0.0,0.0,0.0
82d897fffffffff,79.0,0.0,0.0,0.0,0.0
82d8b7fffffffff,13.0,0.0,0.0,0.0,0.0
