cell_id,Contopus latirostris,Contopus latirostris brunneicapillus,Contopus latirostris blancoi,Contopus latirostris latirostris
824cc7fffffffff,2160.0,0.0,1149.0,0.0
824ceffffffffff,51.0,0.0,28.0,0.0
825e47fffffffff,477.0,0.0,0.0,192.0
825e5ffffffffff,190.0,0.0,0.0,0.0
825e77fffffffff,20.0,0.0,0.0,12.0
