cell_id,Mareca strepera,Mareca strepera strepera,Mareca strepera couesi
840c149ffffffff,3.0,0.0,0.0
840c14bffffffff,3.0,0.0,0.0
840c15dffffffff,2.0,0.0,0.0
840c2dbffffffff,2.0,0.0,0.0
840c415ffffffff,245.0,0.0,0.0
840c421ffffffff,2.0,0.0,0.0
840c425ffffffff,7.0,0.0,0.0
840c42dffffffff,433.0,0.0,0.0
840c441ffffffff,41.0,0.0,0.0
840c443ffffffff,2.0,0.0,0.0
840c445ffffffff,1.0,0.0,0.0
840c451ffffffff,4.0,0.0,0.0
840c455ffffffff,44.0,0.0,0.0
840c461ffffffff,10.0,0.0,0.0
840c465ffffffff,32.0,0.0,0.0
840c469ffffffff,2.0,0.0,0.0
840c46dffffffff,11.0,0.0,0.0
840c503ffffffff,42.0,0.0,0.0
840c50bffffffff,2.0,0.0,0.0
840c511ffffffff,3.0,0.0,0.0
840c51dffffffff,53.0,0.0,0.0
840c54bffffffff,5.0,0.0,0.0
840c555ffffffff,53.0,0.0,0.0
840c55bffffffff,15.0,0.0,0.0
840c5a1ffffffff,12.0,0.0,0.0
840c5a5ffffffff,588.0,0.0,0.0
840c5a7ffffffff,30.0,0.0,0.0
840c5adffffffff,39.0,0.0,0.0
840c621ffffffff,4.0,0.0,0.0
840c623ffffffff,1.0,0.0,0.0
840c63dffffffff,8.0,0.0,0.0
840c64bffffffff,3.0,0.0,0.0
840c651ffffffff,1.0,0.0,0.0
840c659ffffffff,2.0,0.0,0.0
840c65dffffffff,1.0,0.0,0.0
840c665ffffffff,7.0,0.0,0.0
840c6adffffffff,4.0,0.0,0.0
840c707ffffffff,2.0,0.0,0.0
840c71bffffffff,6.0,0.0,0.0
840c731ffffffff,22.0,0.0,0.0
840c733ffffffff,3668.0,140.0,0.0
840c735ffffffff,7.0,0.0,0.0
840c73bffffffff,28.0,0.0,0.0
840c741ffffffff,1.0,0.0,0.0
840c745ffffffff,2.0,0.0,0.0
840c74bffffffff,12.0,0.0,0.0
840c74dffffffff,9.0,0.0,0.0
840c759ffffffff,10.0,0.0,0.0
840c75dffffffff,7.0,0.0,0.0
840ca99ffffffff,1.0,0.0,0.0
840cd8dffffffff,18.0,0.0,0.0
840ce17ffffffff,5.0,0.0,0.0
840ce95ffffffff,2.0,0.0,0.0
840ce97ffffffff,1.0,0.0,0.0
840cec9ffffffff,3.0,0.0,0.0
840ced3ffffffff,2.0,0.0,0.0
840cee5ffffffff,1.0,0.0,0.0
840cee9ffffffff,5.0,0.0,0.0
840d499ffffffff,5.0,0.0,0.0
840d4a1ffffffff,2.0,0.0,0.0
840d4d5ffffffff,42.0,0.0,0.0
840d585ffffffff,6.0,0.0,0.0
840d58dffffffff,3.0,0.0,0.0
840d595ffffffff,3.0,0.0,0.0
840d5a9ffffffff,98.0,0.0,0.0
840d5e7ffffffff,5.0,0.0,0.0
840d607ffffffff,2.0,0.0,0.0
840d619ffffffff,2.0,0.0,0.0
840d629ffffffff,5.0,0.0,0.0
840d657ffffffff,6.0,0.0,0.0
840d65dffffffff,9.0,0.0,0.0
840d6c5ffffffff,2.0,0.0,0.0
840d6cdffffffff,2.0,0.0,0.0
840d6e9ffffffff,2.0,0.0,0.0
840e491ffffffff,1.0,0.0,0.0
840e493ffffffff,5.0,0.0,0.0
840e497ffffffff,8.0,0.0,0.0
840e499ffffffff,1.0,0.0,0.0
840e49bffffffff,1.0,0.0,0.0
840e4d3ffffffff,4.0,0.0,0.0
840e4dbffffffff,23.0,0.0,0.0
840e691ffffffff,1.0,0.0,0.0
840e805ffffffff,338.0,0.0,0.0
840e8e1ffffffff,2.0,0.0,0.0
840ec19ffffffff,20.0,0.0,0.0
840eca7ffffffff,4.0,0.0,0.0
840ecbdffffffff,4.0,0.0,0.0
840ecc1ffffffff,1.0,0.0,0.0
840ecc9ffffffff,18.0,0.0,0.0
840ed45ffffffff,1.0,0.0,0.0
840ed9bffffffff,1.0,0.0,0.0
840eea7ffffffff,99.0,0.0,0.0
840eeb5ffffffff,31.0,0.0,0.0
8410c23ffffffff,19.0,0.0,0.0
8410c27ffffffff,6.0,0.0,0.0
8410d27ffffffff,1.0,0.0,0.0
8410dc1ffffffff,7.0,0.0,0.0
8410dc9ffffffff,1.0,0.0,0.0
8410de5ffffffff,1.0,0.0,0.0
8411015ffffffff,2.0,0.0,0.0
8411031ffffffff,2.0,0.0,0.0
8411041ffffffff,4.0,0.0,0.0
8411059ffffffff,6.0,0.0,0.0
8411061ffffffff,131.0,0.0,0.0
8411063ffffffff,2.0,0.0,0.0
8411069ffffffff,80.0,0.0,0.0
841106bffffffff,65.0,0.0,0.0
841106dffffffff,3.0,0.0,0.0
84110ebffffffff,4.0,0.0,0.0
8411169ffffffff,8.0,0.0,0.0
8411221ffffffff,2.0,0.0,0.0
8411249ffffffff,2.0,0.0,0.0
8411251ffffffff,2.0,0.0,0.0
8411261ffffffff,3.0,0.0,0.0
8411267ffffffff,5.0,0.0,0.0
841126dffffffff,120.0,32.0,0.0
84112e3ffffffff,2.0,0.0,0.0
84112ebffffffff,2.0,0.0,0.0
8411309ffffffff,2.0,0.0,0.0
841130dffffffff,2.0,0.0,0.0
8411313ffffffff,5.0,0.0,0.0
8411345ffffffff,2.0,0.0,0.0
8411347ffffffff,2.0,0.0,0.0
8411359ffffffff,1.0,0.0,0.0
8411369ffffffff,5.0,0.0,0.0
841136bffffffff,5.0,0.0,0.0
8411813ffffffff,49.0,8.0,0.0
8411819ffffffff,1.0,0.0,0.0
841181bffffffff,6.0,0.0,0.0
8411853ffffffff,10.0,0.0,0.0
84118adffffffff,11.0,0.0,0.0
84118c5ffffffff,2.0,0.0,0.0
84118cdffffffff,46.0,6.0,0.0
84118e9ffffffff,4.0,3.0,0.0
84119d1ffffffff,1.0,1.0,0.0
8411aa3ffffffff,1.0,0.0,0.0
8411aa5ffffffff,2.0,0.0,0.0
8411aa7ffffffff,59.0,2.0,0.0
8411aa9ffffffff,1.0,0.0,0.0
8411aabffffffff,8.0,0.0,0.0
8411ab5ffffffff,2.0,0.0,0.0
8411abdffffffff,3.0,1.0,0.0
8411ad7ffffffff,1.0,0.0,0.0
8411ae3ffffffff,207.0,87.0,0.0
8411ae7ffffffff,5.0,0.0,0.0
84120b7ffffffff,2.0,0.0,0.0
841213bffffffff,2.0,0.0,0.0
8412145ffffffff,2.0,0.0,0.0
841215dffffffff,1.0,0.0,0.0
8412181ffffffff,10.0,0.0,0.0
8412185ffffffff,3.0,0.0,0.0
8412187ffffffff,66.0,0.0,0.0
841218dffffffff,1.0,0.0,0.0
8412199ffffffff,2.0,0.0,0.0
84121a7ffffffff,3.0,0.0,0.0
84121b9ffffffff,4.0,0.0,0.0
84121bbffffffff,28.0,0.0,0.0
84121bdffffffff,6.0,0.0,0.0
84121e3ffffffff,137.0,0.0,0.0
84121e7ffffffff,1.0,0.0,0.0
84122d7ffffffff,1.0,0.0,0.0
8412433ffffffff,4.0,0.0,0.0
8412485ffffffff,3.0,0.0,0.0
84124a1ffffffff,2.0,0.0,0.0
84124a5ffffffff,2.0,0.0,0.0
84124adffffffff,2.0,0.0,0.0
84124b3ffffffff,4.0,0.0,0.0
84124b5ffffffff,43.0,0.0,0.0
84124b7ffffffff,51.0,0.0,0.0
84124bdffffffff,2.0,0.0,0.0
84124d1ffffffff,5.0,0.0,0.0
84124dbffffffff,5.0,0.0,0.0
84124e7ffffffff,1.0,0.0,0.0
8412501ffffffff,1.0,0.0,0.0
8412503ffffffff,4.0,0.0,0.0
8412505ffffffff,74.0,1.0,0.0
8412507ffffffff,8.0,0.0,0.0
8412511ffffffff,23.0,0.0,0.0
8412515ffffffff,278.0,57.0,0.0
8412517ffffffff,4.0,0.0,0.0
841251dffffffff,11.0,0.0,0.0
8412523ffffffff,21.0,0.0,0.0
8412525ffffffff,28.0,2.0,0.0
8412527ffffffff,78.0,4.0,0.0
8412529ffffffff,7.0,0.0,0.0
841252bffffffff,2.0,0.0,0.0
841252dffffffff,2.0,0.0,0.0
8412531ffffffff,7.0,0.0,0.0
8412533ffffffff,3.0,0.0,0.0
8412535ffffffff,148.0,35.0,0.0
8412537ffffffff,14.0,4.0,0.0
8412539ffffffff,88.0,20.0,0.0
841253bffffffff,27.0,0.0,0.0
841253dffffffff,7.0,0.0,0.0
8412543ffffffff,6.0,0.0,0.0
8412549ffffffff,13.0,0.0,0.0
841254bffffffff,2.0,0.0,0.0
8412555ffffffff,2.0,0.0,0.0
8412567ffffffff,3.0,0.0,0.0
8412569ffffffff,2.0,0.0,0.0
8412581ffffffff,20.0,0.0,0.0
8412583ffffffff,58.0,0.0,0.0
8412585ffffffff,3.0,0.0,0.0
841258bffffffff,4.0,0.0,0.0
841258dffffffff,4.0,0.0,0.0
8412591ffffffff,347.0,0.0,0.0
8412593ffffffff,111.0,0.0,0.0
8412595ffffffff,44.0,0.0,0.0
8412597ffffffff,479.0,0.0,0.0
8412599ffffffff,21.0,0.0,0.0
841259bffffffff,30.0,0.0,0.0
841259dffffffff,21.0,0.0,0.0
84125a5ffffffff,19.0,0.0,0.0
84125a9ffffffff,7.0,0.0,0.0
84125abffffffff,2.0,0.0,0.0
84125adffffffff,58.0,0.0,0.0
84125b1ffffffff,3.0,0.0,0.0
84125b7ffffffff,2.0,0.0,0.0
84125b9ffffffff,25.0,0.0,0.0
84125bbffffffff,82.0,0.0,0.0
84125c7ffffffff,3.0,0.0,0.0
84125cbffffffff,1.0,0.0,0.0
84125cdffffffff,2.0,0.0,0.0
84125d1ffffffff,5.0,0.0,0.0
84125d3ffffffff,17.0,0.0,0.0
84125d5ffffffff,7.0,0.0,0.0
84125d7ffffffff,198.0,0.0,0.0
84125d9ffffffff,3.0,0.0,0.0
84125dbffffffff,27.0,0.0,0.0
84125e1ffffffff,2.0,0.0,0.0
84125e3ffffffff,2.0,0.0,0.0
84125e5ffffffff,26.0,0.0,0.0
84125e7ffffffff,10.0,0.0,0.0
84125edffffffff,4.0,0.0,0.0
8412721ffffffff,2.0,0.0,0.0
8412723ffffffff,55.0,13.0,0.0
8412727ffffffff,2.0,0.0,0.0
8412805ffffffff,9.0,0.0,0.0
841280dffffffff,6.0,0.0,0.0
8412847ffffffff,3.0,0.0,0.0
8412857ffffffff,1.0,0.0,0.0
8412865ffffffff,6.0,0.0,0.0
841286dffffffff,2.0,0.0,0.0
8412887ffffffff,10.0,0.0,0.0
8412891ffffffff,75.0,0.0,0.0
8412893ffffffff,47.0,0.0,0.0
8412895ffffffff,3.0,0.0,0.0
8412897ffffffff,21.0,0.0,0.0
8412899ffffffff,8.0,0.0,0.0
841289bffffffff,160.0,0.0,0.0
84128abffffffff,7.0,0.0,0.0
84128bdffffffff,8.0,0.0,0.0
84128d3ffffffff,5.0,0.0,0.0
84128dbffffffff,4.0,0.0,0.0
8412909ffffffff,2.0,0.0,0.0
8412943ffffffff,6.0,0.0,0.0
8412949ffffffff,7.0,0.0,0.0
84129b9ffffffff,8.0,0.0,0.0
84129bbffffffff,5.0,0.0,0.0
84129c9ffffffff,1.0,0.0,0.0
84129cdffffffff,2.0,0.0,0.0
8412a37ffffffff,14.0,0.0,0.0
8412aa7ffffffff,2.0,0.0,0.0
8412ab3ffffffff,2.0,0.0,0.0
8412ab5ffffffff,9.0,0.0,0.0
8412ad7ffffffff,6.0,0.0,0.0
8412b01ffffffff,20.0,0.0,0.0
8412b03ffffffff,57.0,0.0,0.0
8412b39ffffffff,2.0,0.0,0.0
8412b4bffffffff,4.0,0.0,0.0
8412c05ffffffff,3.0,0.0,0.0
8412c07ffffffff,39.0,0.0,0.0
8412c11ffffffff,62.0,0.0,0.0
8412c13ffffffff,3.0,0.0,0.0
8412c17ffffffff,15.0,0.0,0.0
8412c1bffffffff,424.0,0.0,0.0
8412c1dffffffff,46.0,0.0,0.0
8412c21ffffffff,32.0,0.0,0.0
8412c33ffffffff,27.0,0.0,0.0
8412c39ffffffff,16.0,0.0,0.0
8412c3bffffffff,43.0,0.0,0.0
8412c49ffffffff,2.0,0.0,0.0
8412c53ffffffff,1.0,0.0,0.0
8412c5bffffffff,8.0,0.0,0.0
8412c81ffffffff,29.0,0.0,0.0
8412c83ffffffff,29.0,0.0,0.0
8412c85ffffffff,57.0,0.0,0.0
8412c87ffffffff,94.0,0.0,0.0
8412c89ffffffff,80.0,0.0,0.0
8412c8bffffffff,94.0,0.0,0.0
8412c8dffffffff,2.0,0.0,0.0
8412c91ffffffff,32.0,0.0,0.0
8412c93ffffffff,24.0,0.0,0.0
8412c95ffffffff,43.0,0.0,0.0
8412c97ffffffff,219.0,0.0,0.0
8412c99ffffffff,17.0,0.0,0.0
8412c9bffffffff,17.0,0.0,0.0
8412c9dffffffff,283.0,0.0,0.0
8412ca5ffffffff,12.0,0.0,0.0
8412cabffffffff,7.0,0.0,0.0
8412cadffffffff,79.0,0.0,0.0
8412cb1ffffffff,77.0,0.0,0.0
8412cb3ffffffff,2.0,0.0,0.0
8412cb5ffffffff,10.0,0.0,0.0
8412cb9ffffffff,16.0,0.0,0.0
8412cbbffffffff,65.0,0.0,0.0
8412cbdffffffff,3.0,0.0,0.0
8412cc1ffffffff,2027.0,0.0,0.0
8412cc3ffffffff,18.0,0.0,0.0
8412cc5ffffffff,110.0,0.0,0.0
8412cc7ffffffff,178.0,0.0,0.0
8412cc9ffffffff,2393.0,0.0,0.0
8412ccbffffffff,50.0,0.0,0.0
8412ccdffffffff,4439.0,0.0,0.0
8412cd1ffffffff,18.0,0.0,0.0
8412cd3ffffffff,27.0,0.0,0.0
8412cd5ffffffff,67.0,0.0,0.0
8412cd7ffffffff,69.0,0.0,0.0
8412cd9ffffffff,576.0,0.0,0.0
8412cdbffffffff,133.0,0.0,0.0
8412cddffffffff,33.0,0.0,0.0
8412ce3ffffffff,14.0,0.0,0.0
8412ce5ffffffff,30.0,0.0,0.0
8412ce7ffffffff,4.0,0.0,0.0
8412cebffffffff,12.0,0.0,0.0
8412cedffffffff,2.0,0.0,0.0
8412d01ffffffff,103.0,0.0,0.0
8412d03ffffffff,234.0,0.0,0.0
8412d05ffffffff,8.0,0.0,0.0
8412d07ffffffff,13.0,0.0,0.0
8412d0bffffffff,55.0,0.0,0.0
8412d11ffffffff,265.0,0.0,0.0
8412d15ffffffff,5.0,0.0,0.0
8412d17ffffffff,2663.0,0.0,0.0
8412d19ffffffff,538.0,0.0,0.0
8412d1dffffffff,15.0,0.0,0.0
8412d29ffffffff,6.0,0.0,0.0
8412d33ffffffff,56.0,0.0,0.0
8412d37ffffffff,99.0,0.0,0.0
8412d39ffffffff,205.0,0.0,0.0
8412d3bffffffff,131.0,0.0,0.0
8412d3dffffffff,14.0,0.0,0.0
8412d41ffffffff,62.0,0.0,0.0
8412d47ffffffff,13.0,0.0,0.0
8412d55ffffffff,2.0,0.0,0.0
8412d57ffffffff,18.0,0.0,0.0
8412d63ffffffff,13.0,0.0,0.0
8412d69ffffffff,17.0,0.0,0.0
8412d6bffffffff,45.0,0.0,0.0
8412d81ffffffff,2.0,0.0,0.0
8412d83ffffffff,2.0,0.0,0.0
8412d87ffffffff,83.0,0.0,0.0
8412d89ffffffff,91.0,0.0,0.0
8412d8bffffffff,1.0,0.0,0.0
8412d8dffffffff,4.0,0.0,0.0
8412d91ffffffff,3.0,0.0,0.0
8412d93ffffffff,15.0,0.0,0.0
8412d95ffffffff,149.0,0.0,0.0
8412d97ffffffff,72.0,0.0,0.0
8412d99ffffffff,6.0,0.0,0.0
8412d9dffffffff,228.0,0.0,0.0
8412da1ffffffff,4.0,0.0,0.0
8412da5ffffffff,116.0,0.0,0.0
8412da7ffffffff,61.0,0.0,0.0
8412da9ffffffff,54.0,0.0,0.0
8412dabffffffff,1.0,0.0,0.0
8412dadffffffff,2.0,0.0,0.0
8412db1ffffffff,163.0,0.0,0.0
8412db3ffffffff,220.0,0.0,0.0
8412db5ffffffff,207.0,0.0,0.0
8412db7ffffffff,771.0,0.0,0.0
8412db9ffffffff,215.0,0.0,0.0
8412dbbffffffff,4.0,0.0,0.0
8412dbdffffffff,81.0,0.0,0.0
8412dc1ffffffff,25.0,0.0,0.0
8412dc3ffffffff,102.0,0.0,0.0
8412dc7ffffffff,84.0,0.0,0.0
8412dc9ffffffff,56.0,0.0,0.0
8412dd3ffffffff,27.0,0.0,0.0
8412dd5ffffffff,291.0,0.0,0.0
8412dd7ffffffff,421.0,0.0,0.0
8412ddbffffffff,1018.0,0.0,0.0
8412dddffffffff,1.0,0.0,0.0
8412de3ffffffff,4.0,0.0,0.0
8412de5ffffffff,1221.0,0.0,0.0
8412de7ffffffff,104.0,0.0,0.0
8412de9ffffffff,3.0,0.0,0.0
8412dedffffffff,58.0,0.0,0.0
8412e0bffffffff,2.0,0.0,0.0
8412e11ffffffff,46.0,0.0,0.0
8412e13ffffffff,521.0,5.0,0.0
8412e15ffffffff,35.0,0.0,0.0
8412e17ffffffff,195.0,5.0,0.0
8412e1bffffffff,61.0,0.0,0.0
8412e1dffffffff,1.0,0.0,0.0
8412e21ffffffff,7.0,0.0,0.0
8412e31ffffffff,2.0,0.0,0.0
8412e39ffffffff,3.0,0.0,0.0
8412e4dffffffff,12.0,0.0,0.0
8412e53ffffffff,4.0,0.0,0.0
8412e59ffffffff,2.0,0.0,0.0
8412e69ffffffff,2.0,0.0,0.0
8412e81ffffffff,12.0,0.0,0.0
8412e83ffffffff,12.0,0.0,0.0
8412e85ffffffff,11.0,0.0,0.0
8412e87ffffffff,20.0,0.0,0.0
8412e89ffffffff,21.0,0.0,0.0
8412e8bffffffff,31.0,0.0,0.0
8412e8dffffffff,67.0,0.0,0.0
8412e93ffffffff,11.0,0.0,0.0
8412e95ffffffff,9.0,0.0,0.0
8412e97ffffffff,4.0,0.0,0.0
8412e99ffffffff,9.0,0.0,0.0
8412e9dffffffff,4.0,0.0,0.0
8412ea1ffffffff,71.0,0.0,0.0
8412ea3ffffffff,377.0,0.0,0.0
8412ea5ffffffff,69.0,0.0,0.0
8412ea7ffffffff,388.0,0.0,0.0
8412ea9ffffffff,69.0,0.0,0.0
8412eabffffffff,12.0,0.0,0.0
8412eadffffffff,5.0,0.0,0.0
8412eb1ffffffff,34.0,0.0,0.0
8412eb3ffffffff,31.0,0.0,0.0
8412eb5ffffffff,41.0,0.0,0.0
8412eb7ffffffff,39.0,0.0,0.0
8412eb9ffffffff,84.0,0.0,0.0
8412ebbffffffff,53.0,0.0,0.0
8412ebdffffffff,30.0,0.0,0.0
8412ec1ffffffff,1178.0,23.0,0.0
8412ec3ffffffff,35.0,0.0,0.0
8412ec5ffffffff,217.0,2.0,0.0
8412ec7ffffffff,248.0,0.0,0.0
8412ec9ffffffff,576.0,33.0,0.0
8412ecbffffffff,112.0,16.0,0.0
8412ecdffffffff,550.0,2.0,0.0
8412ed1ffffffff,4.0,0.0,0.0
8412ed3ffffffff,23.0,0.0,0.0
8412ed5ffffffff,2.0,0.0,0.0
8412ed9ffffffff,30.0,0.0,0.0
8412edbffffffff,13.0,0.0,0.0
8412eddffffffff,6.0,0.0,0.0
8412ee1ffffffff,5.0,0.0,0.0
8412ee3ffffffff,57.0,0.0,0.0
8412ee7ffffffff,2.0,0.0,0.0
8412ee9ffffffff,2.0,0.0,0.0
8412eedffffffff,5.0,0.0,0.0
8412f01ffffffff,8.0,0.0,0.0
8412f05ffffffff,4.0,0.0,0.0
8412f11ffffffff,4.0,0.0,0.0
8412f13ffffffff,4.0,0.0,0.0
8412f15ffffffff,25.0,0.0,0.0
8412f29ffffffff,3.0,0.0,0.0
8412f69ffffffff,3.0,0.0,0.0
8412f6dffffffff,238.0,0.0,0.0
8413507ffffffff,2.0,0.0,0.0
8413529ffffffff,10.0,0.0,0.0
8413807ffffffff,13.0,0.0,0.0
8413809ffffffff,1.0,0.0,0.0
8413827ffffffff,2.0,0.0,0.0
8413829ffffffff,208.0,0.0,0.0
841382bffffffff,4.0,0.0,0.0
841382dffffffff,15.0,0.0,0.0
841383dffffffff,6.0,0.0,0.0
8413861ffffffff,276.0,0.0,0.0
8413865ffffffff,8.0,0.0,0.0
8413867ffffffff,50.0,0.0,0.0
8413893ffffffff,3.0,0.0,0.0
84138adffffffff,2.0,0.0,0.0
84138c7ffffffff,12.0,0.0,0.0
84138c9ffffffff,2.0,0.0,0.0
84138d5ffffffff,2.0,0.0,0.0
8413911ffffffff,7.0,0.0,0.0
8413917ffffffff,2.0,0.0,0.0
841391dffffffff,2.0,0.0,0.0
8413931ffffffff,12.0,0.0,0.0
8413933ffffffff,10.0,0.0,0.0
8413955ffffffff,1.0,0.0,0.0
841395dffffffff,3.0,0.0,0.0
84139e1ffffffff,113.0,0.0,0.0
84139edffffffff,22.0,0.0,0.0
8413a35ffffffff,1.0,0.0,0.0
8413a61ffffffff,1.0,0.0,0.0
8413b11ffffffff,1.0,0.0,0.0
8413b23ffffffff,3.0,0.0,0.0
8413b29ffffffff,2.0,0.0,0.0
8413b35ffffffff,18.0,0.0,0.0
8413b53ffffffff,23.0,0.0,0.0
8413b61ffffffff,2.0,0.0,0.0
8414ae5ffffffff,17.0,0.0,0.0
8414b27ffffffff,2.0,0.0,0.0
8415901ffffffff,2.0,0.0,0.0
8415903ffffffff,2.0,0.0,0.0
8415909ffffffff,2.0,0.0,0.0
8415915ffffffff,2.0,0.0,0.0
8415917ffffffff,3.0,0.0,0.0
8415923ffffffff,6.0,0.0,0.0
8415925ffffffff,5.0,0.0,0.0
8415927ffffffff,24.0,0.0,0.0
8415929ffffffff,31.0,0.0,0.0
841592bffffffff,19.0,0.0,0.0
841594dffffffff,5.0,0.0,0.0
8415953ffffffff,2.0,0.0,0.0
841598bffffffff,4.0,0.0,0.0
84159e9ffffffff,1.0,0.0,0.0
8415b07ffffffff,40.0,0.0,0.0
8415b0dffffffff,2.0,0.0,0.0
