cell_id,Sturnia malabarica,Sturnia malabarica malabarica,Sturnia malabarica nemoricola
833cf4fffffffff,164.0,0.0,0.0
833cf5fffffffff,5.0,0.0,0.0
833cf6fffffffff,264.0,0.0,0.0
833d10fffffffff,303.0,0.0,0.0
833d13fffffffff,1045.0,0.0,0.0
833d14fffffffff,27.0,0.0,0.0
833d15fffffffff,4.0,0.0,0.0
833d1efffffffff,7.0,0.0,0.0
833d80fffffffff,10.0,0.0,0.0
833d84fffffffff,42.0,0.0,0.0
833d86fffffffff,29.0,0.0,0.0
833d89fffffffff,7.0,0.0,0.0
833d8bfffffffff,81.0,0.0,0.0
833d8cfffffffff,9.0,0.0,0.0
833d8dfffffffff,40.0,0.0,0.0
833d91fffffffff,20.0,0.0,0.0
833d92fffffffff,25.0,0.0,0.0
833d93fffffffff,18.0,0.0,0.0
833d96fffffffff,13.0,0.0,0.0
833d98fffffffff,78.0,0.0,0.0
833d99fffffffff,46.0,0.0,0.0
833d9afffffffff,59.0,0.0,0.0
833d9bfffffffff,346.0,0.0,0.0
833d9cfffffffff,3.0,0.0,0.0
833d9dfffffffff,220.0,0.0,0.0
833d9efffffffff,102.0,0.0,0.0
833da2fffffffff,3.0,0.0,0.0
833da3fffffffff,28.0,0.0,0.0
833da8fffffffff,2.0,0.0,0.0
833da9fffffffff,31.0,0.0,0.0
833dacfffffffff,51.0,0.0,0.0
833dadfffffffff,774.0,0.0,0.0
833db1fffffffff,2.0,0.0,0.0
833db2fffffffff,12.0,0.0,0.0
833db6fffffffff,13.0,0.0,0.0
834040fffffffff,2.0,0.0,0.0
834041fffffffff,4.0,0.0,1.0
834043fffffffff,2.0,0.0,0.0
834045fffffffff,4.0,0.0,0.0
834049fffffffff,27.0,0.0,0.0
83404bfffffffff,5.0,0.0,0.0
83404cfffffffff,80.0,0.0,1.0
83404dfffffffff,68.0,0.0,0.0
834061fffffffff,2.0,0.0,0.0
834062fffffffff,1.0,0.0,0.0
834065fffffffff,3.0,0.0,0.0
83406bfffffffff,8.0,0.0,0.0
83406dfffffffff,1.0,0.0,0.0
834075fffffffff,4.0,0.0,0.0
834143fffffffff,3.0,0.0,0.0
834149fffffffff,2.0,0.0,0.0
83414dfffffffff,2.0,0.0,0.0
83414efffffffff,2.0,0.0,0.0
834160fffffffff,2.0,0.0,0.0
834169fffffffff,3.0,0.0,0.0
83416bfffffffff,9.0,0.0,0.0
8342c0fffffffff,4.0,0.0,0.0
8342c2fffffffff,3.0,0.0,0.0
8342c3fffffffff,2.0,0.0,0.0
8342c6fffffffff,18.0,0.0,0.0
8342cafffffffff,3.0,0.0,0.0
8342cbfffffffff,3.0,0.0,0.0
8342cdfffffffff,2.0,0.0,0.0
8342d1fffffffff,6.0,0.0,0.0
8342d9fffffffff,23.0,0.0,0.0
8342dbfffffffff,74.0,0.0,0.0
8342dcfffffffff,23.0,0.0,0.0
8342ddfffffffff,5.0,0.0,0.0
834b84fffffffff,6.0,0.0,0.0
834b86fffffffff,75.0,0.0,0.0
834ba0fffffffff,262.0,0.0,0.0
834ba1fffffffff,31.0,0.0,0.0
834ba2fffffffff,1003.0,0.0,0.0
834ba3fffffffff,9.0,0.0,0.0
834ba5fffffffff,46.0,0.0,0.0
834ba6fffffffff,2.0,0.0,0.0
834bb1fffffffff,2559.0,0.0,0.0
834bb5fffffffff,949.0,0.0,0.0
836002fffffffff,862.0,0.0,0.0
836004fffffffff,14.0,0.0,0.0
836006fffffffff,886.0,0.0,0.0
836010fffffffff,33.0,0.0,0.0
836011fffffffff,1039.0,0.0,0.0
836012fffffffff,2.0,0.0,0.0
836013fffffffff,73.0,0.0,0.0
836014fffffffff,1460.0,0.0,0.0
836015fffffffff,1254.0,0.0,0.0
836016fffffffff,1575.0,0.0,0.0
83601cfffffffff,5.0,0.0,0.0
83601efffffffff,1836.0,0.0,0.0
836022fffffffff,283.0,0.0,0.0
836026fffffffff,137.0,0.0,0.0
836030fffffffff,23.0,0.0,0.0
836031fffffffff,2863.0,0.0,0.0
836032fffffffff,143.0,0.0,0.0
836033fffffffff,816.0,0.0,0.0
836034fffffffff,18.0,0.0,0.0
836035fffffffff,119.0,0.0,0.0
836036fffffffff,44.0,0.0,0.0
836080fffffffff,4.0,0.0,0.0
836084fffffffff,2.0,0.0,0.0
836086fffffffff,3.0,0.0,0.0
836088fffffffff,86.0,0.0,0.0
836089fffffffff,4.0,0.0,0.0
83608afffffffff,5.0,0.0,0.0
83608bfffffffff,847.0,0.0,0.0
83608dfffffffff,7.0,0.0,0.0
83608efffffffff,41.0,0.0,0.0
836090fffffffff,44.0,0.0,0.0
836091fffffffff,11.0,0.0,0.0
836092fffffffff,22.0,0.0,0.0
836093fffffffff,14.0,0.0,0.0
836094fffffffff,12.0,0.0,0.0
836095fffffffff,20.0,0.0,0.0
836096fffffffff,287.0,0.0,0.0
836098fffffffff,14.0,0.0,0.0
83609afffffffff,3.0,0.0,0.0
83609bfffffffff,14.0,0.0,0.0
83609cfffffffff,9.0,0.0,0.0
83609dfffffffff,2.0,0.0,0.0
83609efffffffff,178.0,0.0,0.0
8360a0fffffffff,9.0,0.0,0.0
8360a1fffffffff,35.0,0.0,0.0
8360a2fffffffff,79.0,0.0,0.0
8360a3fffffffff,2.0,0.0,0.0
8360a4fffffffff,5.0,0.0,0.0
8360a5fffffffff,3.0,0.0,0.0
8360a6fffffffff,31.0,0.0,0.0
8360a8fffffffff,103.0,0.0,0.0
8360a9fffffffff,1105.0,0.0,0.0
8360aafffffffff,31.0,0.0,0.0
8360abfffffffff,39.0,0.0,0.0
8360acfffffffff,23.0,0.0,0.0
8360adfffffffff,314.0,0.0,0.0
8360aefffffffff,19.0,0.0,0.0
8360b0fffffffff,12.0,0.0,0.0
8360b1fffffffff,204.0,0.0,0.0
8360b2fffffffff,8.0,0.0,0.0
8360b3fffffffff,7.0,0.0,0.0
8360b4fffffffff,29.0,0.0,0.0
8360b5fffffffff,13.0,0.0,0.0
8360b6fffffffff,5.0,0.0,0.0
8360f6fffffffff,2.0,0.0,0.0
83611bfffffffff,7.0,0.0,0.0
836188fffffffff,96.0,0.0,0.0
836189fffffffff,1321.0,0.0,0.0
83618afffffffff,3.0,0.0,0.0
83618cfffffffff,111.0,0.0,0.0
83618dfffffffff,12.0,0.0,0.0
83618efffffffff,20.0,0.0,0.0
836198fffffffff,2.0,0.0,0.0
83619afffffffff,60.0,0.0,0.0
83619bfffffffff,2.0,0.0,0.0
83619efffffffff,2.0,0.0,0.0
8361a9fffffffff,22.0,0.0,0.0
8361abfffffffff,54.0,0.0,0.0
836416fffffffff,101.0,0.0,5.0
836480fffffffff,41.0,0.0,21.0
836481fffffffff,9.0,0.0,0.0
836482fffffffff,407.0,0.0,19.0
836484fffffffff,73.0,0.0,10.0
836485fffffffff,5.0,0.0,0.0
836486fffffffff,6.0,0.0,0.0
836488fffffffff,4.0,0.0,0.0
83648afffffffff,2.0,0.0,0.0
83648cfffffffff,20.0,0.0,0.0
83648dfffffffff,16.0,0.0,0.0
836490fffffffff,334.0,0.0,7.0
836491fffffffff,202.0,0.0,8.0
836495fffffffff,17.0,0.0,3.0
836496fffffffff,2.0,0.0,0.0
836498fffffffff,47.0,0.0,0.0
83649efffffffff,6.0,0.0,0.0
8364a0fffffffff,21.0,0.0,0.0
8364a1fffffffff,4.0,0.0,0.0
8364a2fffffffff,130.0,0.0,0.0
8364a3fffffffff,13.0,0.0,0.0
8364a4fffffffff,247.0,0.0,15.0
8364a5fffffffff,57.0,0.0,0.0
8364a6fffffffff,24.0,0.0,0.0
8364b0fffffffff,5.0,0.0,0.0
8364b1fffffffff,79.0,0.0,0.0
8364b2fffffffff,21.0,0.0,0.0
8364b3fffffffff,5.0,0.0,0.0
8364b4fffffffff,10.0,0.0,0.0
8364b5fffffffff,8.0,0.0,0.0
8364b6fffffffff,100.0,0.0,0.0
836580fffffffff,11.0,0.0,0.0
836582fffffffff,22.0,0.0,0.0
836583fffffffff,4.0,0.0,0.0
836584fffffffff,269.0,0.0,0.0
836586fffffffff,9.0,0.0,0.0
836589fffffffff,5.0,0.0,0.0
83658afffffffff,47.0,0.0,2.0
83658bfffffffff,84.0,0.0,9.0
83658efffffffff,2.0,0.0,2.0
836590fffffffff,4.0,0.0,0.0
836591fffffffff,238.0,0.0,0.0
836595fffffffff,7.0,0.0,0.0
836598fffffffff,2.0,0.0,2.0
836599fffffffff,104.0,0.0,0.0
83659bfffffffff,15.0,0.0,0.0
83659cfffffffff,76.0,0.0,0.0
8365b0fffffffff,3.0,0.0,0.0
8365b2fffffffff,25.0,0.0,0.0
8365b3fffffffff,23.0,0.0,0.0
8365b5fffffffff,5.0,0.0,0.0
8365b6fffffffff,18.0,0.0,0.0
836934fffffffff,14.0,0.0,0.0
