cell_id,Stercorarius antarcticus,Stercorarius antarcticus lonnbergi,Stercorarius antarcticus antarcticus,Stercorarius antarcticus hamiltoni
82601ffffffffff,5.0,0.0,0.0,0.0
826027fffffffff,7.0,6.0,0.0,0.0
826187fffffffff,7.0,0.0,0.0,0.0
82a247fffffffff,2.0,0.0,0.0,0.0
82a257fffffffff,3.0,3.0,0.0,0.0
82a617fffffffff,2.0,0.0,0.0,0.0
82a817fffffffff,10.0,0.0,5.0,0.0
82a837fffffffff,21.0,0.0,0.0,0.0
82a927fffffffff,7.0,0.0,0.0,0.0
82ac17fffffffff,2.0,2.0,0.0,0.0
82ad17fffffffff,2.0,0.0,0.0,0.0
82ad37fffffffff,24.0,7.0,0.0,0.0
82b917fffffffff,1.0,0.0,0.0,0.0
82b95ffffffffff,2.0,0.0,0.0,0.0
82ba2ffffffffff,5.0,5.0,0.0,0.0
82bb2ffffffffff,11.0,4.0,0.0,0.0
82bb57fffffffff,22.0,10.0,0.0,0.0
82bb5ffffffffff,2.0,0.0,0.0,0.0
82bc1ffffffffff,3.0,2.0,0.0,1.0
82bc67fffffffff,1.0,0.0,0.0,0.0
82be0ffffffffff,22.0,1.0,0.0,0.0
82be2ffffffffff,39.0,2.0,0.0,0.0
82be67fffffffff,11.0,0.0,0.0,0.0
82be6ffffffffff,8.0,5.0,0.0,0.0
82be8ffffffffff,2.0,0.0,0.0,0.0
82beaffffffffff,13.0,0.0,0.0,0.0
82bf4ffffffffff,2.0,0.0,0.0,0.0
82bf5ffffffffff,6.0,5.0,0.0,0.0
82bf6ffffffffff,1.0,0.0,0.0,0.0
82c01ffffffffff,1.0,0.0,0.0,0.0
82c0e7fffffffff,1.0,0.0,0.0,1.0
82c227fffffffff,11.0,0.0,0.0,0.0
82c2f7fffffffff,41.0,7.0,2.0,0.0
82c307fffffffff,2.0,0.0,2.0,0.0
82c30ffffffffff,2.0,0.0,0.0,0.0
82c317fffffffff,3.0,0.0,0.0,0.0
82c327fffffffff,7.0,0.0,0.0,0.0
82cc47fffffffff,2.0,2.0,0.0,0.0
82cf97fffffffff,2.0,0.0,0.0,0.0
82cfa7fffffffff,1.0,0.0,1.0,0.0
82d46ffffffffff,4.0,2.0,0.0,0.0
82da07fffffffff,23.0,15.0,0.0,0.0
82da0ffffffffff,10.0,0.0,0.0,0.0
82da1ffffffffff,41.0,36.0,0.0,0.0
82da77fffffffff,2.0,2.0,0.0,0.0
82da87fffffffff,6.0,0.0,0.0,0.0
82da8ffffffffff,2.0,0.0,0.0,0.0
82da97fffffffff,1.0,0.0,0.0,0.0
82daaffffffffff,36.0,17.0,0.0,0.0
82dab7fffffffff,5.0,5.0,0.0,0.0
82db87fffffffff,8.0,7.0,0.0,0.0
82db97fffffffff,4.0,4.0,0.0,0.0
82dceffffffffff,2.0,0.0,0.0,0.0
82de0ffffffffff,6.0,1.0,0.0,0.0
82de1ffffffffff,2.0,0.0,0.0,0.0
82de4ffffffffff,6.0,0.0,0.0,0.0
82de67fffffffff,10.0,0.0,10.0,0.0
82de77fffffffff,7.0,0.0,1.0,0.0
82de87fffffffff,2.0,0.0,0.0,0.0
82de97fffffffff,2.0,0.0,0.0,0.0
82df07fffffffff,3.0,3.0,0.0,0.0
82df17fffffffff,6.0,6.0,0.0,0.0
82df37fffffffff,11.0,0.0,0.0,0.0
82df47fffffffff,1.0,0.0,0.0,0.0
82df77fffffffff,3.0,0.0,0.0,0.0
