cell_id,Mareca strepera,Mareca strepera strepera,Mareca strepera couesi
82184ffffffffff,52.0,11.0,0.0
82185ffffffffff,10.0,2.0,0.0
821877fffffffff,7.0,0.0,0.0
82190ffffffffff,1.0,0.0,0.0
82192ffffffffff,10.0,4.0,0.0
821947fffffffff,96.0,56.0,0.0
82194ffffffffff,154.0,144.0,0.0
821957fffffffff,9.0,1.0,0.0
82195ffffffffff,27.0,13.0,0.0
82196ffffffffff,9.0,7.0,0.0
821aa7fffffffff,229.0,0.0,0.0
821b87fffffffff,2.0,0.0,0.0
821d27fffffffff,2.0,0.0,0.0
821e07fffffffff,27.0,4.0,0.0
821e0ffffffffff,30.0,0.0,0.0
821e17fffffffff,19.0,5.0,0.0
821e1ffffffffff,5.0,0.0,0.0
821e27fffffffff,11.0,0.0,0.0
821e2ffffffffff,4.0,0.0,0.0
821e37fffffffff,36.0,0.0,0.0
821e67fffffffff,6.0,0.0,0.0
821e6ffffffffff,2.0,0.0,0.0
821ea7fffffffff,1.0,1.0,0.0
821eaffffffffff,2.0,0.0,0.0
821ec7fffffffff,5.0,0.0,0.0
821ecffffffffff,16.0,0.0,0.0
821edffffffffff,3.0,0.0,0.0
821ee7fffffffff,1.0,0.0,0.0
821eeffffffffff,4.0,0.0,0.0
821f07fffffffff,6.0,0.0,0.0
821f0ffffffffff,15.0,0.0,0.0
821f17fffffffff,2.0,0.0,0.0
821f1ffffffffff,6.0,2.0,0.0
821f37fffffffff,2.0,0.0,0.0
821f47fffffffff,2.0,0.0,0.0
821f4ffffffffff,3.0,0.0,0.0
821f57fffffffff,3.0,0.0,0.0
821f5ffffffffff,3.0,0.0,0.0
821f67fffffffff,3.0,0.0,0.0
821f87fffffffff,10.0,2.0,0.0
821f8ffffffffff,23.0,0.0,0.0
821f97fffffffff,4.0,0.0,0.0
821f9ffffffffff,17.0,0.0,0.0
821faffffffffff,18.0,9.0,0.0
821fb7fffffffff,11.0,9.0,0.0
82201ffffffffff,6.0,0.0,0.0
82208ffffffffff,4.0,0.0,0.0
8220e7fffffffff,1.0,0.0,0.0
822157fffffffff,3.0,0.0,0.0
8222d7fffffffff,5.0,0.0,0.0
8222dffffffffff,10.0,0.0,0.0
82242ffffffffff,1.0,0.0,0.0
82244ffffffffff,2.0,0.0,0.0
822467fffffffff,2.0,0.0,0.0
82246ffffffffff,13.0,0.0,0.0
822477fffffffff,4.0,1.0,0.0
82248ffffffffff,2.0,0.0,0.0
822517fffffffff,6.0,2.0,0.0
822557fffffffff,1.0,0.0,0.0
82255ffffffffff,12.0,2.0,0.0
8225affffffffff,2.0,2.0,0.0
822607fffffffff,18.0,0.0,0.0
82260ffffffffff,62.0,4.0,0.0
822617fffffffff,3.0,1.0,0.0
82261ffffffffff,9.0,1.0,0.0
822627fffffffff,22.0,0.0,0.0
82262ffffffffff,26.0,1.0,0.0
822637fffffffff,5.0,0.0,0.0
822647fffffffff,122.0,0.0,0.0
82264ffffffffff,260.0,19.0,0.0
822657fffffffff,149.0,4.0,0.0
82265ffffffffff,189.0,0.0,0.0
822667fffffffff,208.0,0.0,0.0
82266ffffffffff,149.0,0.0,0.0
822677fffffffff,8.0,0.0,0.0
822687fffffffff,288.0,4.0,0.0
82268ffffffffff,586.0,3.0,0.0
822697fffffffff,219.0,1.0,0.0
82269ffffffffff,192.0,0.0,0.0
8226a7fffffffff,5.0,0.0,0.0
8226affffffffff,240.0,0.0,0.0
8226b7fffffffff,21.0,0.0,0.0
8226c7fffffffff,16.0,1.0,0.0
8226cffffffffff,145.0,1.0,0.0
8226d7fffffffff,10.0,0.0,0.0
8226dffffffffff,67.0,0.0,0.0
8226e7fffffffff,95.0,2.0,0.0
8226effffffffff,48.0,0.0,0.0
8226f7fffffffff,172.0,2.0,0.0
822707fffffffff,91.0,0.0,0.0
82270ffffffffff,25.0,10.0,0.0
822717fffffffff,53.0,1.0,0.0
82271ffffffffff,19.0,1.0,0.0
822747fffffffff,96.0,0.0,0.0
82274ffffffffff,788.0,0.0,0.0
822757fffffffff,40.0,0.0,0.0
82275ffffffffff,146.0,0.0,0.0
822767fffffffff,50.0,15.0,0.0
82276ffffffffff,113.0,69.0,0.0
822777fffffffff,28.0,6.0,0.0
822787fffffffff,11.0,0.0,0.0
82278ffffffffff,1.0,0.0,0.0
822797fffffffff,28.0,0.0,0.0
82279ffffffffff,26.0,0.0,0.0
8227a7fffffffff,43.0,2.0,0.0
8227affffffffff,23.0,0.0,0.0
8227b7fffffffff,8.0,0.0,0.0
822807fffffffff,21.0,0.0,0.0
822817fffffffff,89.0,3.0,0.0
82281ffffffffff,39.0,0.0,0.0
822837fffffffff,1285.0,10.0,0.0
822887fffffffff,15.0,0.0,0.0
82288ffffffffff,45.0,4.0,0.0
822897fffffffff,112.0,2.0,0.0
82289ffffffffff,26.0,0.0,0.0
8228a7fffffffff,2.0,0.0,0.0
8228affffffffff,42.0,3.0,0.0
8228b7fffffffff,49.0,12.0,0.0
8228c7fffffffff,9.0,0.0,0.0
8228d7fffffffff,74.0,4.0,0.0
8228dffffffffff,25.0,0.0,0.0
8228f7fffffffff,118.0,0.0,0.0
822917fffffffff,18.0,0.0,0.0
82291ffffffffff,2.0,0.0,0.0
822987fffffffff,19.0,0.0,0.0
82298ffffffffff,197.0,3.0,0.0
822997fffffffff,53.0,0.0,0.0
82299ffffffffff,9.0,0.0,0.0
8229a7fffffffff,202.0,3.0,0.0
8229affffffffff,140.0,0.0,0.0
8229b7fffffffff,177.0,0.0,0.0
822a07fffffffff,253.0,0.0,0.0
822a17fffffffff,1308.0,11.0,0.0
822a37fffffffff,918.0,7.0,0.0
822a4ffffffffff,12.0,0.0,0.0
822a87fffffffff,245.0,0.0,0.0
822a8ffffffffff,285.0,0.0,0.0
822a97fffffffff,60.0,0.0,0.0
822a9ffffffffff,16.0,0.0,0.0
822aa7fffffffff,479.0,6.0,0.0
822aaffffffffff,2289.0,197.0,0.0
822ab7fffffffff,1365.0,375.0,0.0
822ad7fffffffff,10.0,0.0,0.0
822af7fffffffff,134.0,0.0,0.0
822b07fffffffff,55.0,0.0,0.0
822b0ffffffffff,44.0,0.0,0.0
822b17fffffffff,306.0,0.0,0.0
822b1ffffffffff,105.0,0.0,0.0
822b27fffffffff,9.0,0.0,0.0
822b2ffffffffff,2.0,0.0,0.0
822b37fffffffff,40.0,0.0,0.0
822b87fffffffff,180.0,6.0,0.0
822b8ffffffffff,1494.0,1102.0,0.0
822b97fffffffff,201.0,3.0,0.0
822b9ffffffffff,1766.0,787.0,0.0
822ba7fffffffff,91.0,0.0,0.0
822baffffffffff,340.0,10.0,0.0
822bb7fffffffff,6.0,0.0,0.0
822c07fffffffff,4.0,0.0,0.0
822c0ffffffffff,12.0,0.0,0.0
822c17fffffffff,12.0,0.0,0.0
822c4ffffffffff,8.0,6.0,0.0
822c5ffffffffff,2.0,0.0,0.0
822c97fffffffff,6.0,0.0,0.0
822caffffffffff,3.0,0.0,0.0
822ce7fffffffff,7.0,0.0,0.0
822cf7fffffffff,18.0,0.0,0.0
822d67fffffffff,1.0,0.0,0.0
822da7fffffffff,2.0,0.0,0.0
822db7fffffffff,2.0,0.0,0.0
822e67fffffffff,10.0,0.0,0.0
822f5ffffffffff,2.0,0.0,0.0
823087fffffffff,1.0,0.0,0.0
82309ffffffffff,26.0,0.0,0.0
8230c7fffffffff,6.0,6.0,0.0
8230e7fffffffff,9.0,8.0,0.0
823117fffffffff,2.0,2.0,0.0
823187fffffffff,14.0,2.0,0.0
8231affffffffff,3.0,0.0,0.0
823427fffffffff,23.0,0.0,0.0
82351ffffffffff,80.0,0.0,0.0
8235affffffffff,2.0,0.0,0.0
823827fffffffff,10.0,0.0,0.0
823837fffffffff,15.0,8.0,0.0
823867fffffffff,6.0,0.0,0.0
82386ffffffffff,1.0,0.0,0.0
823877fffffffff,5.0,0.0,0.0
823907fffffffff,301.0,59.0,0.0
82390ffffffffff,60.0,22.0,0.0
823917fffffffff,175.0,7.0,0.0
82391ffffffffff,32.0,5.0,0.0
823927fffffffff,79.0,1.0,0.0
82392ffffffffff,168.0,14.0,0.0
823937fffffffff,33.0,0.0,0.0
823947fffffffff,84.0,12.0,0.0
823977fffffffff,182.0,13.0,0.0
8239affffffffff,6.0,0.0,0.0
823c07fffffffff,29.0,0.0,0.0
823c0ffffffffff,4.0,0.0,0.0
823c17fffffffff,3.0,0.0,0.0
823c1ffffffffff,38.0,0.0,0.0
823c37fffffffff,2.0,0.0,0.0
823c57fffffffff,6.0,0.0,0.0
823c5ffffffffff,25.0,4.0,0.0
823c6ffffffffff,1.0,0.0,0.0
823c77fffffffff,2.0,0.0,0.0
823c87fffffffff,5.0,0.0,0.0
823c8ffffffffff,27.0,0.0,0.0
823c97fffffffff,17.0,0.0,0.0
823c9ffffffffff,42.0,0.0,0.0
823caffffffffff,7.0,0.0,0.0
823cb7fffffffff,5.0,0.0,0.0
823ccffffffffff,5.0,2.0,0.0
823ce7fffffffff,19.0,0.0,0.0
823ceffffffffff,14.0,0.0,0.0
823cf7fffffffff,144.0,0.0,0.0
823d07fffffffff,82.0,4.0,0.0
823d17fffffffff,68.0,0.0,0.0
823d27fffffffff,8.0,0.0,0.0
823d2ffffffffff,2.0,0.0,0.0
823d37fffffffff,11.0,0.0,0.0
823d87fffffffff,24.0,3.0,0.0
823d8ffffffffff,32.0,0.0,0.0
823d97fffffffff,1.0,0.0,0.0
823da7fffffffff,17.0,4.0,0.0
823daffffffffff,5.0,0.0,0.0
823db7fffffffff,5.0,0.0,0.0
823e5ffffffffff,4.0,0.0,0.0
823e6ffffffffff,2.0,0.0,0.0
823f67fffffffff,4.0,0.0,0.0
823f6ffffffffff,3.0,0.0,0.0
82404ffffffffff,4.0,0.0,0.0
82408ffffffffff,2.0,0.0,0.0
8240e7fffffffff,2.0,0.0,0.0
82411ffffffffff,4.0,0.0,0.0
8241a7fffffffff,4.0,0.0,0.0
8241b7fffffffff,6.0,0.0,0.0
82424ffffffffff,4.0,0.0,0.0
82425ffffffffff,5.0,0.0,0.0
82426ffffffffff,8.0,0.0,0.0
8242c7fffffffff,46.0,3.0,0.0
8242cffffffffff,65.0,0.0,0.0
8242dffffffffff,3.0,0.0,0.0
8242effffffffff,13.0,0.0,0.0
824327fffffffff,9.0,0.0,0.0
824367fffffffff,7.0,0.0,0.0
8243a7fffffffff,3.0,0.0,0.0
8243affffffffff,6.0,2.0,0.0
824417fffffffff,37.0,0.0,0.0
82441ffffffffff,86.0,5.0,0.0
824437fffffffff,4.0,0.0,0.0
824447fffffffff,326.0,0.0,0.0
82444ffffffffff,115.0,0.0,0.0
824457fffffffff,47.0,0.0,0.0
82445ffffffffff,18.0,0.0,0.0
824467fffffffff,24.0,0.0,0.0
82446ffffffffff,74.0,0.0,0.0
824477fffffffff,20.0,0.0,0.0
824487fffffffff,14.0,5.0,0.0
8244a7fffffffff,12.0,0.0,0.0
8244affffffffff,183.0,0.0,0.0
8244b7fffffffff,8.0,0.0,0.0
8244c7fffffffff,205.0,0.0,0.0
8244cffffffffff,106.0,3.0,0.0
8244d7fffffffff,308.0,0.0,0.0
8244dffffffffff,33.0,0.0,0.0
8244e7fffffffff,54.0,0.0,0.0
8244effffffffff,5.0,0.0,0.0
8244f7fffffffff,120.0,0.0,0.0
824507fffffffff,2.0,0.0,0.0
82451ffffffffff,7.0,0.0,0.0
824527fffffffff,74.0,0.0,0.0
82452ffffffffff,35.0,1.0,0.0
824537fffffffff,8.0,0.0,0.0
82458ffffffffff,8.0,0.0,0.0
82459ffffffffff,1.0,0.0,0.0
8245a7fffffffff,6.0,0.0,0.0
82464ffffffffff,15.0,1.0,0.0
824807fffffffff,2.0,0.0,0.0
824817fffffffff,13.0,0.0,0.0
824827fffffffff,2.0,0.0,0.0
824837fffffffff,12.0,0.0,0.0
824847fffffffff,11.0,0.0,0.0
82484ffffffffff,3.0,0.0,0.0
82485ffffffffff,29.0,2.0,0.0
824877fffffffff,2.0,0.0,0.0
824887fffffffff,37.0,0.0,0.0
82488ffffffffff,21.0,2.0,0.0
824897fffffffff,73.0,0.0,0.0
82489ffffffffff,91.0,2.0,0.0
8248a7fffffffff,7.0,0.0,0.0
8248affffffffff,9.0,0.0,0.0
8248b7fffffffff,30.0,0.0,0.0
8248c7fffffffff,42.0,0.0,0.0
8248cffffffffff,45.0,0.0,0.0
8248d7fffffffff,28.0,0.0,0.0
8248dffffffffff,33.0,1.0,0.0
8248e7fffffffff,7.0,0.0,0.0
8248effffffffff,1015.0,5.0,0.0
8248f7fffffffff,34.0,2.0,0.0
824987fffffffff,28.0,6.0,0.0
82498ffffffffff,3.0,0.0,0.0
824997fffffffff,136.0,56.0,0.0
82499ffffffffff,5.0,0.0,0.0
8249affffffffff,15.0,12.0,0.0
824b87fffffffff,2.0,0.0,0.0
824b97fffffffff,3.0,0.0,0.0
824b9ffffffffff,10.0,0.0,0.0
824ba7fffffffff,13.0,0.0,0.0
824bb7fffffffff,35.0,5.0,0.0
824cb7fffffffff,1.0,0.0,0.0
824cc7fffffffff,38.0,0.0,0.0
824ceffffffffff,3.0,0.0,0.0
825497fffffffff,3.0,0.0,0.0
8254affffffffff,2.0,0.0,0.0
825d17fffffffff,46.0,0.0,0.0
825e67fffffffff,5.0,0.0,0.0
826007fffffffff,4.0,0.0,0.0
826017fffffffff,25.0,0.0,0.0
82601ffffffffff,1.0,0.0,0.0
826027fffffffff,17.0,0.0,0.0
826037fffffffff,21.0,0.0,0.0
826087fffffffff,8.0,0.0,0.0
82608ffffffffff,56.0,5.0,0.0
82609ffffffffff,50.0,0.0,0.0
8260a7fffffffff,7.0,0.0,0.0
8260affffffffff,61.0,0.0,0.0
8260b7fffffffff,2.0,0.0,0.0
82618ffffffffff,15.0,0.0,0.0
826497fffffffff,18.0,0.0,0.0
8264a7fffffffff,2.0,0.0,0.0
82651ffffffffff,2.0,0.0,0.0
826527fffffffff,6.0,0.0,0.0
82658ffffffffff,20.0,0.0,0.0
826637fffffffff,1.0,0.0,0.0
826747fffffffff,4.0,0.0,0.0
826947fffffffff,23.0,0.0,0.0
82696ffffffffff,3.0,0.0,0.0
826d17fffffffff,5.0,0.0,0.0
826d2ffffffffff,8.0,0.0,0.0
826d37fffffffff,21.0,0.0,0.0
827a6ffffffffff,3.0,0.0,0.0
