cell_id,Ardea herodias,Ardea herodias [herodias Group],Ardea herodias occidentalis,Ardea herodias wardi x occidentalis
83265bfffffffff,4526.0,202.0,0.0,0.0
83265cfffffffff,437.0,5.0,0.0,0.0
83265dfffffffff,1951.0,38.0,0.0,0.0
83265efffffffff,652.0,11.0,0.0,0.0
832660fffffffff,1071.0,163.0,0.0,0.0
832661fffffffff,5602.0,1303.0,0.0,0.0
832662fffffffff,2962.0,254.0,0.0,0.0
832663fffffffff,1524.0,138.0,0.0,0.0
832664fffffffff,19750.0,3353.0,0.0,0.0
832665fffffffff,2101.0,405.0,0.0,0.0
832666fffffffff,5931.0,598.0,0.0,0.0
832668fffffffff,4613.0,833.0,0.0,0.0
832669fffffffff,619.0,285.0,0.0,0.0
83266afffffffff,3029.0,410.0,0.0,0.0
83266bfffffffff,1094.0,242.0,0.0,0.0
83266cfffffffff,4319.0,582.0,0.0,0.0
83266dfffffffff,4788.0,672.0,0.0,0.0
83266efffffffff,4446.0,1192.0,0.0,0.0
832670fffffffff,386.0,7.0,0.0,0.0
832671fffffffff,3304.0,366.0,0.0,0.0
832672fffffffff,257.0,4.0,0.0,0.0
832673fffffffff,926.0,49.0,0.0,0.0
832674fffffffff,1234.0,56.0,0.0,0.0
832675fffffffff,930.0,46.0,0.0,0.0
832676fffffffff,371.0,14.0,0.0,0.0
832680fffffffff,1343.0,0.0,0.0,0.0
832681fffffffff,11708.0,0.0,0.0,0.0
832682fffffffff,176.0,0.0,0.0,0.0
832683fffffffff,762.0,0.0,0.0,0.0
832684fffffffff,135.0,6.0,0.0,0.0
832685fffffffff,1147.0,27.0,0.0,0.0
832686fffffffff,25.0,0.0,0.0,0.0
832688fffffffff,8056.0,0.0,0.0,0.0
832689fffffffff,698.0,0.0,0.0,0.0
83268afffffffff,507.0,0.0,0.0,0.0
83268bfffffffff,1012.0,65.0,0.0,0.0
83268cfffffffff,16206.0,1.0,0.0,0.0
83268dfffffffff,1502.0,0.0,0.0,0.0
83268efffffffff,515.0,0.0,0.0,0.0
832690fffffffff,1345.0,220.0,0.0,0.0
832691fffffffff,171.0,147.0,0.0,0.0
832692fffffffff,671.0,109.0,0.0,0.0
832693fffffffff,64.0,8.0,0.0,0.0
832694fffffffff,662.0,104.0,0.0,0.0
832695fffffffff,322.0,37.0,0.0,0.0
832696fffffffff,10875.0,3897.0,0.0,0.0
832698fffffffff,1901.0,0.0,0.0,0.0
832699fffffffff,1602.0,10.0,0.0,0.0
83269afffffffff,159.0,3.0,0.0,0.0
83269bfffffffff,248.0,44.0,0.0,0.0
83269cfffffffff,5977.0,2.0,0.0,0.0
83269dfffffffff,1118.0,0.0,0.0,0.0
83269efffffffff,788.0,105.0,0.0,0.0
8326a0fffffffff,19.0,0.0,0.0,0.0
8326a1fffffffff,236.0,11.0,0.0,0.0
8326a2fffffffff,95.0,26.0,0.0,0.0
8326a3fffffffff,21.0,1.0,0.0,0.0
8326a4fffffffff,60.0,10.0,0.0,0.0
8326a5fffffffff,299.0,25.0,0.0,0.0
8326a6fffffffff,17.0,1.0,0.0,0.0
8326a8fffffffff,2855.0,4.0,0.0,0.0
8326a9fffffffff,592.0,9.0,0.0,0.0
8326aafffffffff,13781.0,0.0,0.0,0.0
8326abfffffffff,319.0,0.0,0.0,0.0
8326acfffffffff,264.0,16.0,0.0,0.0
8326adfffffffff,506.0,70.0,0.0,0.0
8326aefffffffff,869.0,37.0,0.0,0.0
8326b0fffffffff,438.0,29.0,0.0,0.0
8326b1fffffffff,17.0,0.0,0.0,0.0
8326b2fffffffff,144.0,11.0,0.0,0.0
8326b3fffffffff,143.0,12.0,0.0,0.0
8326b4fffffffff,44.0,0.0,0.0,0.0
8326b5fffffffff,126.0,14.0,0.0,0.0
8326b6fffffffff,1137.0,127.0,0.0,0.0
8326c0fffffffff,134.0,7.0,0.0,0.0
8326c1fffffffff,3196.0,93.0,0.0,0.0
8326c2fffffffff,118.0,13.0,0.0,0.0
8326c3fffffffff,757.0,29.0,0.0,0.0
8326c4fffffffff,620.0,44.0,0.0,0.0
8326c5fffffffff,1505.0,37.0,0.0,0.0
8326c6fffffffff,104.0,5.0,0.0,0.0
8326c8fffffffff,10623.0,448.0,0.0,0.0
8326c9fffffffff,1796.0,46.0,0.0,0.0
8326cafffffffff,2660.0,137.0,0.0,0.0
8326cbfffffffff,6226.0,438.0,0.0,0.0
8326ccfffffffff,261.0,15.0,0.0,0.0
8326cdfffffffff,858.0,82.0,0.0,0.0
8326cefffffffff,478.0,40.0,0.0,0.0
8326d0fffffffff,60.0,25.0,0.0,0.0
8326d1fffffffff,370.0,20.0,0.0,0.0
8326d2fffffffff,309.0,32.0,0.0,0.0
8326d3fffffffff,273.0,27.0,0.0,0.0
8326d4fffffffff,743.0,50.0,0.0,0.0
8326d5fffffffff,276.0,20.0,0.0,0.0
8326d6fffffffff,110.0,5.0,0.0,0.0
8326d8fffffffff,185.0,8.0,0.0,0.0
8326d9fffffffff,1414.0,268.0,0.0,0.0
8326dafffffffff,263.0,12.0,0.0,0.0
8326dbfffffffff,640.0,158.0,0.0,0.0
8326dcfffffffff,191.0,5.0,0.0,0.0
8326ddfffffffff,920.0,55.0,0.0,0.0
8326defffffffff,1258.0,119.0,0.0,0.0
8326e0fffffffff,1076.0,131.0,0.0,0.0
8326e1fffffffff,924.0,141.0,0.0,0.0
8326e2fffffffff,5644.0,584.0,0.0,0.0
8326e3fffffffff,1656.0,212.0,0.0,0.0
8326e4fffffffff,2169.0,52.0,0.0,0.0
8326e5fffffffff,7976.0,956.0,0.0,0.0
8326e6fffffffff,659.0,98.0,0.0,0.0
8326e8fffffffff,906.0,23.0,0.0,0.0
8326e9fffffffff,986.0,32.0,0.0,0.0
8326eafffffffff,334.0,76.0,0.0,0.0
8326ebfffffffff,127.0,5.0,0.0,0.0
8326ecfffffffff,1466.0,59.0,0.0,0.0
8326edfffffffff,3196.0,57.0,0.0,0.0
8326eefffffffff,1214.0,100.0,0.0,0.0
8326f0fffffffff,302.0,29.0,0.0,0.0
8326f1fffffffff,770.0,72.0,0.0,0.0
8326f2fffffffff,2747.0,2.0,0.0,0.0
8326f3fffffffff,150.0,7.0,0.0,0.0
8326f4fffffffff,98.0,13.0,0.0,0.0
8326f5fffffffff,224.0,39.0,0.0,0.0
8326f6fffffffff,176.0,4.0,0.0,0.0
832700fffffffff,35.0,0.0,0.0,0.0
832701fffffffff,46.0,0.0,0.0,0.0
832702fffffffff,1816.0,0.0,0.0,0.0
832703fffffffff,80.0,0.0,0.0,0.0
832705fffffffff,14.0,0.0,0.0,0.0
832706fffffffff,52.0,0.0,0.0,0.0
832708fffffffff,66.0,8.0,0.0,0.0
832709fffffffff,252.0,17.0,0.0,0.0
83270afffffffff,149.0,6.0,0.0,0.0
83270bfffffffff,158.0,3.0,0.0,0.0
83270cfffffffff,16.0,0.0,0.0,0.0
83270dfffffffff,29.0,2.0,0.0,0.0
83270efffffffff,181.0,8.0,0.0,0.0
832710fffffffff,130.0,0.0,0.0,0.0
832711fffffffff,353.0,0.0,0.0,0.0
832712fffffffff,29.0,0.0,0.0,0.0
832713fffffffff,1095.0,0.0,0.0,0.0
832714fffffffff,14.0,0.0,0.0,0.0
832715fffffffff,44.0,0.0,0.0,0.0
832716fffffffff,26.0,0.0,0.0,0.0
832718fffffffff,226.0,3.0,0.0,0.0
832719fffffffff,308.0,2.0,0.0,0.0
83271afffffffff,200.0,4.0,0.0,0.0
83271bfffffffff,226.0,20.0,0.0,0.0
83271cfffffffff,174.0,0.0,0.0,0.0
83271dfffffffff,216.0,1.0,0.0,0.0
83271efffffffff,96.0,0.0,0.0,0.0
832728fffffffff,2.0,0.0,0.0,0.0
832729fffffffff,6.0,0.0,0.0,0.0
83272afffffffff,4.0,0.0,0.0,0.0
83272bfffffffff,30.0,0.0,0.0,0.0
83272cfffffffff,1.0,0.0,0.0,0.0
832732fffffffff,4.0,0.0,0.0,0.0
832734fffffffff,2.0,0.0,0.0,0.0
832735fffffffff,1.0,0.0,0.0,0.0
832740fffffffff,917.0,237.0,0.0,0.0
832741fffffffff,1358.0,0.0,0.0,0.0
832742fffffffff,265.0,10.0,0.0,0.0
832743fffffffff,2107.0,63.0,0.0,0.0
832744fffffffff,558.0,0.0,0.0,0.0
832745fffffffff,752.0,0.0,0.0,0.0
832746fffffffff,418.0,9.0,0.0,0.0
832748fffffffff,9348.0,3.0,0.0,0.0
832749fffffffff,8380.0,55.0,0.0,0.0
83274afffffffff,880.0,3.0,0.0,0.0
83274bfffffffff,4557.0,347.0,0.0,0.0
83274cfffffffff,1278.0,0.0,0.0,0.0
83274dfffffffff,8512.0,7.0,0.0,0.0
83274efffffffff,4084.0,0.0,0.0,0.0
832750fffffffff,178.0,3.0,0.0,0.0
832751fffffffff,840.0,67.0,0.0,0.0
832752fffffffff,4582.0,169.0,0.0,0.0
832753fffffffff,611.0,13.0,0.0,0.0
832754fffffffff,616.0,48.0,0.0,0.0
832755fffffffff,681.0,15.0,0.0,0.0
832756fffffffff,993.0,147.0,0.0,0.0
832758fffffffff,8361.0,173.0,0.0,0.0
832759fffffffff,24396.0,1368.0,0.0,0.0
83275afffffffff,1082.0,12.0,0.0,0.0
83275bfffffffff,2195.0,79.0,0.0,0.0
83275cfffffffff,3147.0,158.0,0.0,0.0
83275dfffffffff,7651.0,409.0,0.0,0.0
83275efffffffff,1166.0,42.0,0.0,0.0
832760fffffffff,44.0,5.0,0.0,0.0
832761fffffffff,29.0,6.0,0.0,0.0
832763fffffffff,1205.0,70.0,0.0,0.0
832764fffffffff,7.0,0.0,0.0,0.0
832766fffffffff,35.0,0.0,0.0,0.0
832768fffffffff,346.0,0.0,0.0,0.0
832769fffffffff,1092.0,141.0,0.0,0.0
83276afffffffff,1106.0,0.0,0.0,0.0
83276bfffffffff,3330.0,19.0,0.0,0.0
83276cfffffffff,173.0,12.0,0.0,0.0
83276dfffffffff,1240.0,281.0,0.0,0.0
83276efffffffff,589.0,25.0,0.0,0.0
832770fffffffff,260.0,22.0,0.0,0.0
832771fffffffff,143.0,0.0,0.0,0.0
832772fffffffff,35.0,0.0,0.0,0.0
832773fffffffff,182.0,0.0,0.0,0.0
832774fffffffff,87.0,17.0,0.0,0.0
832775fffffffff,16.0,4.0,0.0,0.0
832776fffffffff,1.0,1.0,0.0,0.0
832780fffffffff,110.0,0.0,0.0,0.0
832781fffffffff,35.0,2.0,0.0,0.0
832782fffffffff,41.0,25.0,0.0,0.0
832783fffffffff,10.0,0.0,0.0,0.0
832784fffffffff,31.0,0.0,0.0,0.0
832785fffffffff,86.0,9.0,0.0,0.0
832786fffffffff,505.0,64.0,0.0,0.0
832788fffffffff,82.0,2.0,0.0,0.0
832789fffffffff,2.0,0.0,0.0,0.0
83278afffffffff,21.0,0.0,0.0,0.0
83278bfffffffff,277.0,32.0,0.0,0.0
83278cfffffffff,203.0,17.0,0.0,0.0
83278dfffffffff,46.0,0.0,0.0,0.0
83278efffffffff,36.0,2.0,0.0,0.0
832790fffffffff,98.0,21.0,0.0,0.0
832791fffffffff,88.0,11.0,0.0,0.0
832792fffffffff,1006.0,21.0,0.0,0.0
832793fffffffff,198.0,23.0,0.0,0.0
832794fffffffff,32.0,7.0,0.0,0.0
832795fffffffff,60.0,2.0,0.0,0.0
832796fffffffff,444.0,32.0,0.0,0.0
832798fffffffff,75.0,2.0,0.0,0.0
832799fffffffff,308.0,2.0,0.0,0.0
83279afffffffff,99.0,5.0,0.0,0.0
83279bfffffffff,47.0,3.0,0.0,0.0
83279cfffffffff,117.0,11.0,0.0,0.0
83279dfffffffff,15.0,0.0,0.0,0.0
83279efffffffff,714.0,30.0,0.0,0.0
8327a0fffffffff,130.0,1.0,0.0,0.0
8327a1fffffffff,13.0,0.0,0.0,0.0
8327a2fffffffff,41.0,2.0,0.0,0.0
8327a3fffffffff,4.0,0.0,0.0,0.0
8327a4fffffffff,293.0,16.0,0.0,0.0
8327a5fffffffff,39.0,2.0,0.0,0.0
8327a6fffffffff,104.0,6.0,0.0,0.0
8327a8fffffffff,191.0,3.0,0.0,0.0
8327a9fffffffff,184.0,7.0,0.0,0.0
8327aafffffffff,111.0,3.0,0.0,0.0
8327abfffffffff,164.0,19.0,0.0,0.0
8327acfffffffff,125.0,0.0,0.0,0.0
8327adfffffffff,342.0,8.0,0.0,0.0
8327aefffffffff,40.0,0.0,0.0,0.0
8327b0fffffffff,46.0,0.0,0.0,0.0
8327b1fffffffff,110.0,0.0,0.0,0.0
8327b2fffffffff,327.0,12.0,0.0,0.0
8327b3fffffffff,63.0,4.0,0.0,0.0
8327b4fffffffff,4.0,0.0,0.0,0.0
8327b5fffffffff,28.0,6.0,0.0,0.0
8327b6fffffffff,93.0,4.0,0.0,0.0
832800fffffffff,334.0,39.0,0.0,0.0
832802fffffffff,7830.0,820.0,0.0,0.0
832803fffffffff,417.0,58.0,0.0,0.0
832806fffffffff,1308.0,23.0,0.0,0.0
832810fffffffff,698.0,29.0,0.0,0.0
832811fffffffff,1678.0,34.0,0.0,0.0
832812fffffffff,428.0,31.0,0.0,0.0
832813fffffffff,2156.0,176.0,0.0,0.0
832814fffffffff,1711.0,36.0,0.0,0.0
832815fffffffff,1552.0,27.0,0.0,0.0
832816fffffffff,181.0,15.0,0.0,0.0
832818fffffffff,1079.0,426.0,0.0,0.0
832819fffffffff,1401.0,463.0,0.0,0.0
83281afffffffff,570.0,41.0,0.0,0.0
83281bfffffffff,8393.0,2016.0,0.0,0.0
83281cfffffffff,2187.0,345.0,0.0,0.0
83281dfffffffff,332.0,29.0,0.0,0.0
83281efffffffff,4502.0,394.0,0.0,0.0
832830fffffffff,36387.0,1698.0,0.0,0.0
832831fffffffff,5069.0,330.0,0.0,0.0
832832fffffffff,16783.0,331.0,0.0,0.0
832833fffffffff,8356.0,295.0,0.0,0.0
832834fffffffff,37361.0,5554.0,0.0,0.0
832835fffffffff,1710.0,132.0,0.0,0.0
832836fffffffff,4841.0,117.0,0.0,0.0
832880fffffffff,697.0,124.0,0.0,0.0
832881fffffffff,402.0,76.0,0.0,0.0
832882fffffffff,66.0,3.0,0.0,0.0
832883fffffffff,54.0,3.0,0.0,0.0
832884fffffffff,10342.0,1527.0,0.0,0.0
832885fffffffff,3255.0,927.0,0.0,0.0
832886fffffffff,92.0,9.0,0.0,0.0
832888fffffffff,3522.0,404.0,0.0,0.0
832889fffffffff,3850.0,100.0,0.0,0.0
83288afffffffff,1215.0,55.0,0.0,0.0
83288bfffffffff,1515.0,62.0,0.0,0.0
83288cfffffffff,909.0,67.0,0.0,0.0
83288dfffffffff,1176.0,86.0,0.0,0.0
83288efffffffff,656.0,53.0,0.0,0.0
832890fffffffff,617.0,44.0,0.0,0.0
832891fffffffff,110.0,9.0,0.0,0.0
832892fffffffff,525.0,37.0,0.0,0.0
832893fffffffff,1353.0,75.0,0.0,0.0
832894fffffffff,1020.0,52.0,0.0,0.0
832895fffffffff,67.0,2.0,0.0,0.0
832896fffffffff,1052.0,99.0,0.0,0.0
832898fffffffff,1927.0,46.0,0.0,0.0
832899fffffffff,376.0,11.0,0.0,0.0
83289afffffffff,846.0,82.0,0.0,0.0
83289bfffffffff,720.0,53.0,0.0,0.0
83289cfffffffff,61.0,1.0,0.0,0.0
83289dfffffffff,622.0,22.0,0.0,0.0
83289efffffffff,1683.0,67.0,0.0,0.0
8328a1fffffffff,47.0,3.0,0.0,0.0
8328a2fffffffff,93.0,9.0,0.0,0.0
8328a3fffffffff,34.0,13.0,0.0,0.0
8328a4fffffffff,20.0,0.0,0.0,0.0
8328a5fffffffff,4.0,0.0,0.0,0.0
8328a6fffffffff,87.0,4.0,0.0,0.0
8328a8fffffffff,79.0,2.0,0.0,0.0
8328a9fffffffff,2424.0,150.0,0.0,0.0
8328aafffffffff,218.0,31.0,0.0,0.0
8328abfffffffff,105.0,6.0,0.0,0.0
8328acfffffffff,54.0,3.0,0.0,0.0
8328adfffffffff,694.0,27.0,0.0,0.0
8328aefffffffff,3277.0,444.0,0.0,0.0
8328b0fffffffff,265.0,28.0,0.0,0.0
8328b1fffffffff,1814.0,170.0,0.0,0.0
8328b2fffffffff,386.0,51.0,0.0,0.0
8328b3fffffffff,356.0,17.0,0.0,0.0
8328b4fffffffff,7.0,3.0,0.0,0.0
8328b5fffffffff,43.0,11.0,0.0,0.0
8328b6fffffffff,4218.0,1024.0,0.0,0.0
