cell_id,Hylopezus macularius,Hylopezus macularius macularius,Hylopezus macularius dilutus
835f16fffffffff,11.0,2.0,0.0
835f2bfffffffff,4.0,4.0,0.0
836641fffffffff,22.0,0.0,0.0
8366cefffffffff,50.0,0.0,0.0
8366ecfffffffff,116.0,0.0,0.0
838a45fffffffff,1.0,0.0,0.0
838af6fffffffff,1.0,0.0,0.0
