cell_id,Colaptes auratus,Colaptes auratus chrysocaulosus,Colaptes auratus gundlachi,Colaptes auratus auratus/luteus,Colaptes auratus [cafer Group],Colaptes auratus luteus x cafer
8228d7fffffffff,117884.0,0.0,0.0,2.0,23009.0,1351.0
8228dffffffffff,52207.0,0.0,0.0,85.0,9544.0,496.0
8228e7fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8228f7fffffffff,88525.0,0.0,0.0,20.0,16620.0,457.0
822917fffffffff,7964.0,0.0,0.0,0.0,1899.0,7.0
82291ffffffffff,4374.0,0.0,0.0,0.0,2712.0,11.0
822987fffffffff,5494.0,0.0,0.0,0.0,2099.0,32.0
82298ffffffffff,20462.0,0.0,0.0,0.0,7245.0,4.0
822997fffffffff,6329.0,0.0,0.0,0.0,2245.0,0.0
82299ffffffffff,1815.0,0.0,0.0,0.0,864.0,0.0
8229a7fffffffff,60590.0,0.0,0.0,10.0,18561.0,176.0
8229affffffffff,31762.0,0.0,0.0,5.0,11749.0,109.0
8229b7fffffffff,11488.0,0.0,0.0,0.0,4744.0,2.0
822a07fffffffff,2625.0,0.0,0.0,1022.0,0.0,0.0
822a17fffffffff,141423.0,0.0,0.0,35197.0,0.0,0.0
822a1ffffffffff,4.0,0.0,0.0,2.0,0.0,0.0
822a27fffffffff,3.0,0.0,0.0,3.0,0.0,0.0
822a37fffffffff,96785.0,0.0,0.0,32301.0,0.0,0.0
822a87fffffffff,27764.0,0.0,0.0,7915.0,0.0,0.0
822a8ffffffffff,41369.0,0.0,0.0,11778.0,0.0,0.0
822a97fffffffff,45452.0,0.0,0.0,9115.0,0.0,0.0
822a9ffffffffff,8113.0,0.0,0.0,2027.0,0.0,0.0
822aa7fffffffff,59777.0,0.0,0.0,26340.0,0.0,0.0
822aaffffffffff,183385.0,0.0,0.0,53283.0,0.0,0.0
822ab7fffffffff,92674.0,0.0,0.0,15833.0,0.0,0.0
822ad7fffffffff,9547.0,0.0,0.0,1680.0,0.0,0.0
822af7fffffffff,23942.0,0.0,0.0,6560.0,0.0,0.0
822b07fffffffff,8580.0,0.0,0.0,2599.0,0.0,0.0
822b0ffffffffff,10957.0,0.0,0.0,3618.0,0.0,0.0
822b17fffffffff,12999.0,0.0,0.0,431.0,0.0,0.0
822b1ffffffffff,15930.0,0.0,0.0,4841.0,0.0,0.0
822b27fffffffff,1573.0,0.0,0.0,188.0,0.0,0.0
822b2ffffffffff,1344.0,0.0,0.0,281.0,0.0,0.0
822b37fffffffff,2946.0,0.0,0.0,6.0,0.0,0.0
822b87fffffffff,31007.0,0.0,0.0,2258.0,0.0,0.0
822b8ffffffffff,49162.0,0.0,0.0,11043.0,0.0,0.0
822b97fffffffff,5758.0,0.0,0.0,472.0,0.0,0.0
822b9ffffffffff,73472.0,0.0,0.0,12863.0,0.0,0.0
822ba7fffffffff,7436.0,0.0,0.0,2.0,0.0,0.0
822baffffffffff,68693.0,0.0,0.0,1951.0,0.0,0.0
822bb7fffffffff,1844.0,0.0,0.0,0.0,0.0,0.0
824417fffffffff,5601.0,0.0,0.0,635.0,0.0,0.0
82441ffffffffff,3441.0,0.0,0.0,582.0,0.0,0.0
824437fffffffff,277.0,154.0,0.0,0.0,0.0,0.0
824447fffffffff,8637.0,0.0,0.0,348.0,0.0,0.0
82444ffffffffff,4902.0,0.0,0.0,374.0,0.0,0.0
824457fffffffff,5194.0,0.0,0.0,455.0,0.0,0.0
82445ffffffffff,2761.0,0.0,0.0,588.0,0.0,0.0
824467fffffffff,417.0,0.0,0.0,0.0,0.0,0.0
82446ffffffffff,8585.0,0.0,0.0,995.0,4.0,0.0
824477fffffffff,467.0,0.0,0.0,0.0,0.0,0.0
8244a7fffffffff,1744.0,0.0,0.0,338.0,0.0,0.0
8244affffffffff,7966.0,0.0,0.0,1355.0,0.0,0.0
8244c7fffffffff,16345.0,0.0,0.0,5122.0,0.0,0.0
8244cffffffffff,14677.0,0.0,0.0,2728.0,0.0,0.0
8244d7fffffffff,18424.0,0.0,0.0,3333.0,0.0,0.0
8244dffffffffff,18140.0,0.0,0.0,3530.0,0.0,0.0
8244e7fffffffff,4120.0,0.0,0.0,946.0,0.0,0.0
8244effffffffff,3635.0,0.0,0.0,874.0,0.0,0.0
8244f7fffffffff,7326.0,0.0,0.0,1883.0,0.0,0.0
824587fffffffff,37.0,29.0,0.0,0.0,0.0,0.0
82458ffffffffff,774.0,446.0,0.0,0.0,0.0,0.0
824597fffffffff,65.0,27.0,0.0,0.0,0.0,0.0
82459ffffffffff,420.0,240.0,0.0,0.0,0.0,0.0
8245a7fffffffff,1126.0,0.0,107.0,0.0,0.0,0.0
824807fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
82480ffffffffff,63.0,0.0,0.0,0.0,12.0,0.0
824817fffffffff,844.0,0.0,0.0,0.0,397.0,0.0
82481ffffffffff,183.0,0.0,0.0,0.0,39.0,0.0
824837fffffffff,48.0,0.0,0.0,0.0,5.0,0.0
82484ffffffffff,39.0,0.0,0.0,0.0,17.0,0.0
824857fffffffff,7.0,0.0,0.0,0.0,4.0,0.0
82485ffffffffff,2581.0,0.0,0.0,0.0,929.0,0.0
824887fffffffff,280.0,0.0,0.0,36.0,23.0,0.0
82488ffffffffff,1451.0,0.0,0.0,17.0,535.0,0.0
824897fffffffff,1332.0,0.0,0.0,90.0,12.0,0.0
82489ffffffffff,5553.0,0.0,0.0,658.0,164.0,2.0
8248a7fffffffff,1024.0,0.0,0.0,0.0,159.0,0.0
8248affffffffff,521.0,0.0,0.0,0.0,159.0,0.0
8248b7fffffffff,148.0,0.0,0.0,24.0,0.0,0.0
8248c7fffffffff,23925.0,0.0,0.0,0.0,10478.0,0.0
8248cffffffffff,12562.0,0.0,0.0,0.0,6798.0,0.0
8248d7fffffffff,3925.0,0.0,0.0,15.0,1577.0,39.0
8248dffffffffff,35114.0,0.0,0.0,0.0,17661.0,4.0
8248e7fffffffff,769.0,0.0,0.0,0.0,347.0,0.0
8248effffffffff,55020.0,0.0,0.0,0.0,26140.0,0.0
8248f7fffffffff,2673.0,0.0,0.0,0.0,1291.0,0.0
824987fffffffff,431.0,0.0,0.0,0.0,90.0,0.0
82498ffffffffff,240.0,0.0,0.0,0.0,2.0,0.0
824997fffffffff,2335.0,0.0,0.0,0.0,780.0,0.0
82499ffffffffff,65.0,0.0,0.0,0.0,8.0,0.0
8249affffffffff,283.0,0.0,0.0,0.0,67.0,0.0
8249b7fffffffff,99.0,0.0,0.0,0.0,15.0,0.0
824c9ffffffffff,12.0,9.0,0.0,0.0,0.0,0.0
826d37fffffffff,770.0,0.0,0.0,0.0,171.0,0.0
