cell_id,Ardea cinerea,Ardea cinerea cinerea/jouyi,Ardea cinerea firasa,Ardea cinerea monicae
820127fffffffff,4.0,0.0,0.0,0.0
820137fffffffff,13.0,0.0,0.0,0.0
820747fffffffff,54.0,0.0,0.0,0.0
82074ffffffffff,3.0,0.0,0.0,0.0
82075ffffffffff,55.0,0.0,0.0,0.0
820767fffffffff,40.0,0.0,0.0,0.0
820777fffffffff,52.0,0.0,0.0,0.0
820807fffffffff,113.0,0.0,0.0,0.0
820817fffffffff,165.0,5.0,0.0,0.0
82081ffffffffff,3.0,0.0,0.0,0.0
82082ffffffffff,16.0,0.0,0.0,0.0
820837fffffffff,115.0,2.0,0.0,0.0
820887fffffffff,910.0,0.0,0.0,0.0
82088ffffffffff,172.0,66.0,0.0,0.0
820897fffffffff,171.0,0.0,0.0,0.0
82089ffffffffff,1579.0,188.0,0.0,0.0
8208a7fffffffff,55.0,12.0,0.0,0.0
8208affffffffff,3.0,0.0,0.0,0.0
8208b7fffffffff,276.0,1.0,0.0,0.0
8208c7fffffffff,3.0,0.0,0.0,0.0
8208d7fffffffff,16.0,3.0,0.0,0.0
8208e7fffffffff,4.0,0.0,0.0,0.0
8208effffffffff,91.0,0.0,0.0,0.0
8208f7fffffffff,4.0,4.0,0.0,0.0
82094ffffffffff,27.0,0.0,0.0,0.0
82095ffffffffff,85.0,0.0,0.0,0.0
820987fffffffff,220.0,4.0,0.0,0.0
82098ffffffffff,54.0,0.0,0.0,0.0
820997fffffffff,379.0,2.0,0.0,0.0
82099ffffffffff,346.0,37.0,0.0,0.0
8209a7fffffffff,234.0,28.0,0.0,0.0
8209affffffffff,46.0,0.0,0.0,0.0
8209b7fffffffff,2.0,0.0,0.0,0.0
820a37fffffffff,2.0,0.0,0.0,0.0
820b97fffffffff,4.0,0.0,0.0,0.0
820bb7fffffffff,6.0,0.0,0.0,0.0
821017fffffffff,13.0,0.0,0.0,0.0
82108ffffffffff,3.0,0.0,0.0,0.0
821097fffffffff,5.0,0.0,0.0,0.0
82109ffffffffff,1.0,0.0,0.0,0.0
8210a7fffffffff,12.0,0.0,0.0,0.0
8210c7fffffffff,102.0,0.0,0.0,0.0
8210d7fffffffff,8.0,0.0,0.0,0.0
8210dffffffffff,22.0,0.0,0.0,0.0
8210f7fffffffff,10.0,0.0,0.0,0.0
821107fffffffff,162.0,0.0,0.0,0.0
821117fffffffff,6.0,0.0,0.0,0.0
82111ffffffffff,2.0,0.0,0.0,0.0
821127fffffffff,62.0,2.0,0.0,0.0
821137fffffffff,60.0,0.0,0.0,0.0
821187fffffffff,109.0,6.0,0.0,0.0
82118ffffffffff,442.0,29.0,0.0,0.0
82119ffffffffff,24.0,0.0,0.0,0.0
8211a7fffffffff,6.0,0.0,0.0,0.0
8211affffffffff,571.0,77.0,0.0,0.0
8211b7fffffffff,25.0,0.0,0.0,0.0
821487fffffffff,2.0,0.0,0.0,0.0
8214affffffffff,213.0,0.0,0.0,0.0
8214b7fffffffff,5.0,0.0,0.0,0.0
8214cffffffffff,2.0,0.0,0.0,0.0
8214d7fffffffff,2.0,0.0,0.0,0.0
82154ffffffffff,3.0,0.0,0.0,0.0
821587fffffffff,5.0,0.0,0.0,0.0
821597fffffffff,115.0,4.0,0.0,0.0
82159ffffffffff,18.0,10.0,0.0,0.0
8215b7fffffffff,53.0,0.0,0.0,0.0
821807fffffffff,358.0,29.0,0.0,0.0
82180ffffffffff,55.0,4.0,0.0,0.0
821827fffffffff,318.0,72.0,0.0,0.0
82182ffffffffff,2632.0,204.0,0.0,0.0
821847fffffffff,500.0,39.0,0.0,0.0
82184ffffffffff,9639.0,49.0,0.0,0.0
82185ffffffffff,1311.0,0.0,0.0,0.0
821867fffffffff,297.0,11.0,0.0,0.0
