cell_id,Thlypopsis sordida,Thlypopsis sordida chrysopis/orinocensis,Thlypopsis sordida sordida
846641dffffffff,26.0,0.0,0.0
8466455ffffffff,2.0,0.0,0.0
8466457ffffffff,5.0,0.0,0.0
8466639ffffffff,1.0,0.0,0.0
846671bffffffff,3.0,0.0,0.0
8466c23ffffffff,3.0,0.0,0.0
8466ce1ffffffff,17.0,0.0,0.0
8466ce9ffffffff,2.0,0.0,0.0
8466cedffffffff,4.0,0.0,0.0
8466da1ffffffff,2.0,0.0,0.0
8466db1ffffffff,2.0,0.0,0.0
8466dc3ffffffff,189.0,0.0,0.0
8466dc7ffffffff,14.0,0.0,0.0
8466dd1ffffffff,1.0,0.0,0.0
8466ddbffffffff,4.0,0.0,0.0
8466dddffffffff,18.0,0.0,0.0
8466de3ffffffff,6.0,0.0,0.0
8466de7ffffffff,25.0,0.0,0.0
8480023ffffffff,2.0,0.0,0.0
848002dffffffff,1.0,0.0,0.0
8480061ffffffff,3.0,0.0,0.0
8480101ffffffff,5.0,0.0,0.0
8480109ffffffff,52.0,0.0,0.0
848010dffffffff,2.0,0.0,0.0
848011bffffffff,27.0,0.0,0.0
8480141ffffffff,2.0,0.0,0.0
8480153ffffffff,6.0,0.0,0.0
8480155ffffffff,2.0,0.0,0.0
8480165ffffffff,2.0,0.0,0.0
8480301ffffffff,86.0,0.0,0.0
8480305ffffffff,1.0,0.0,0.0
8480309ffffffff,34.0,0.0,0.0
848030dffffffff,6.0,0.0,0.0
8480363ffffffff,5.0,0.0,0.0
8480369ffffffff,1.0,0.0,0.0
8481005ffffffff,34.0,0.0,0.0
8481007ffffffff,2.0,0.0,0.0
8481029ffffffff,3.0,0.0,0.0
8481049ffffffff,11.0,0.0,0.0
8481063ffffffff,6.0,0.0,1.0
8481101ffffffff,4.0,0.0,0.0
8481149ffffffff,2.0,0.0,0.0
848116bffffffff,2.0,0.0,0.0
84811e1ffffffff,6.0,0.0,0.0
8481211ffffffff,4.0,0.0,0.0
8481215ffffffff,3.0,0.0,0.0
8481219ffffffff,3.0,0.0,0.0
848121dffffffff,3.0,0.0,0.0
8481243ffffffff,2.0,0.0,0.0
848124bffffffff,20.0,0.0,0.0
848131dffffffff,3.0,0.0,1.0
8481331ffffffff,4.0,0.0,0.0
8481339ffffffff,35.0,0.0,0.0
8481363ffffffff,4.0,0.0,0.0
848145dffffffff,3.0,0.0,0.0
84814adffffffff,3.0,0.0,0.0
84815d9ffffffff,2.0,0.0,0.0
848162bffffffff,20.0,0.0,0.0
8481635ffffffff,6.0,0.0,0.0
8481637ffffffff,2.0,0.0,0.0
8481711ffffffff,20.0,0.0,0.0
8481713ffffffff,3.0,0.0,0.0
8481801ffffffff,2.0,0.0,0.0
8481803ffffffff,4.0,0.0,0.0
848180bffffffff,4.0,0.0,0.0
8481813ffffffff,1.0,0.0,0.0
848181dffffffff,15.0,0.0,0.0
8481839ffffffff,29.0,0.0,0.0
8481851ffffffff,18.0,0.0,0.0
8481853ffffffff,1.0,0.0,0.0
8481857ffffffff,25.0,0.0,0.0
848185bffffffff,6.0,0.0,0.0
8481885ffffffff,2.0,0.0,0.0
84818c3ffffffff,8.0,0.0,0.0
84818d9ffffffff,2.0,0.0,0.0
84818dbffffffff,2.0,0.0,0.0
84818e1ffffffff,26.0,0.0,0.0
84818e5ffffffff,2.0,0.0,0.0
84818edffffffff,2.0,0.0,0.0
8481999ffffffff,1.0,0.0,0.0
8481aadffffffff,2.0,0.0,0.0
8481ac3ffffffff,2.0,0.0,0.0
8481ad1ffffffff,2.0,0.0,0.0
8481ad5ffffffff,3.0,0.0,0.0
8481ad9ffffffff,2.0,0.0,0.0
848a2edffffffff,7.0,0.0,0.0
848a451ffffffff,24.0,0.0,0.0
848a459ffffffff,9.0,0.0,0.0
848a45bffffffff,40.0,0.0,0.0
848a45dffffffff,263.0,0.0,0.0
848a68bffffffff,7.0,0.0,0.0
848a699ffffffff,95.0,0.0,0.0
848a69bffffffff,1.0,0.0,0.0
848a69dffffffff,1.0,0.0,0.0
848a6d3ffffffff,242.0,0.0,0.0
848a6d7ffffffff,37.0,0.0,0.0
848a6d9ffffffff,44.0,0.0,0.0
848a6dbffffffff,24.0,0.0,0.0
848a707ffffffff,2.0,0.0,0.0
848aab1ffffffff,9.0,0.0,0.0
848af45ffffffff,2.0,0.0,0.0
848af69ffffffff,13.0,0.0,0.0
848b065ffffffff,2.0,0.0,0.0
