cell_id,Thlypopsis sordida,Thlypopsis sordida chrysopis/orinocensis,Thlypopsis sordida sordida
848b0c3ffffffff,1.0,0.0,0.0
848b0c9ffffffff,7.0,0.0,0.0
848b10dffffffff,6.0,0.0,0.0
848b11bffffffff,2.0,0.0,0.0
848b1c5ffffffff,6.0,0.0,0.0
848b1ebffffffff,1.0,0.0,0.0
848b201ffffffff,2.0,0.0,0.0
848b205ffffffff,4.0,0.0,0.0
848b20dffffffff,9.0,0.0,0.0
848b211ffffffff,2.0,0.0,0.0
848b213ffffffff,2.0,0.0,0.0
848b217ffffffff,1.0,0.0,0.0
848b221ffffffff,17.0,0.0,0.0
848b223ffffffff,103.0,0.0,0.0
848b229ffffffff,4.0,0.0,0.0
848b22dffffffff,24.0,0.0,0.0
848b23dffffffff,7.0,0.0,0.0
848b269ffffffff,6.0,0.0,0.0
848b26bffffffff,1.0,0.0,0.0
848b2a5ffffffff,2.0,0.0,0.0
848b2a7ffffffff,6.0,0.0,0.0
848b2c5ffffffff,1.0,0.0,0.0
848b2e9ffffffff,4.0,0.0,0.0
848b401ffffffff,1.0,0.0,0.0
848b40dffffffff,4.0,0.0,0.0
848b44bffffffff,3.0,0.0,0.0
848b459ffffffff,1.0,0.0,0.0
848b563ffffffff,4.0,0.0,0.0
848b611ffffffff,2.0,0.0,0.0
848b617ffffffff,41.0,0.0,0.0
848b637ffffffff,9.0,0.0,0.0
848b63bffffffff,7.0,0.0,0.0
848b693ffffffff,8.0,0.0,0.0
848b695ffffffff,2.0,0.0,0.0
848b699ffffffff,1.0,0.0,0.0
848b6cdffffffff,1.0,0.0,0.0
848b6d9ffffffff,1.0,0.0,0.0
848b6e5ffffffff,2.0,0.0,0.0
848b6e7ffffffff,20.0,0.0,0.0
848b6edffffffff,1.0,0.0,0.0
848b709ffffffff,3.0,0.0,0.0
848b713ffffffff,12.0,0.0,0.0
848b717ffffffff,6.0,0.0,0.0
848e60bffffffff,1.0,0.0,0.0
848e651ffffffff,4.0,0.0,0.0
848e65bffffffff,1.0,0.0,0.0
848f411ffffffff,2.0,0.0,0.0
848f443ffffffff,6.0,0.0,0.0
848f44bffffffff,8.0,0.0,0.0
848f489ffffffff,6.0,0.0,0.0
848f4a5ffffffff,7.0,0.0,0.0
848f4abffffffff,2.0,0.0,0.0
848f4c7ffffffff,10.0,0.0,0.0
848f55bffffffff,4.0,0.0,0.0
848f611ffffffff,8.0,0.0,0.0
848f613ffffffff,3.0,0.0,0.0
848f61bffffffff,35.0,0.0,0.0
848f633ffffffff,1.0,0.0,0.0
848f6cdffffffff,1.0,0.0,0.0
848f6e9ffffffff,15.0,0.0,0.0
848f6edffffffff,3.0,0.0,0.0
848f757ffffffff,1.0,0.0,0.0
848f76bffffffff,1.0,0.0,0.0
84a5969ffffffff,3.0,0.0,0.0
84a8013ffffffff,1.0,0.0,0.0
84a8019ffffffff,5.0,0.0,0.0
84a801bffffffff,8.0,0.0,0.0
84a8025ffffffff,5.0,0.0,0.0
84a802dffffffff,14.0,0.0,0.0
84a803dffffffff,5.0,0.0,0.0
84a8061ffffffff,4.0,0.0,0.0
84a8067ffffffff,1.0,0.0,0.0
84a80b1ffffffff,5.0,0.0,0.0
84a80bbffffffff,2.0,0.0,0.0
84a80edffffffff,1.0,0.0,0.0
84a8101ffffffff,776.0,0.0,0.0
84a8103ffffffff,127.0,0.0,0.0
84a8105ffffffff,248.0,0.0,0.0
84a8107ffffffff,213.0,0.0,0.0
84a8109ffffffff,15.0,0.0,0.0
84a810bffffffff,7.0,0.0,0.0
84a810dffffffff,30.0,0.0,0.0
84a8111ffffffff,1.0,0.0,0.0
84a8113ffffffff,31.0,0.0,0.0
84a8115ffffffff,141.0,0.0,0.0
84a8117ffffffff,22.0,0.0,0.0
84a8119ffffffff,1.0,0.0,0.0
84a811bffffffff,7.0,0.0,0.0
84a811dffffffff,3.0,0.0,0.0
84a8121ffffffff,13.0,0.0,0.0
84a8123ffffffff,35.0,0.0,0.0
84a8125ffffffff,4.0,0.0,0.0
84a8127ffffffff,49.0,0.0,0.0
84a8129ffffffff,20.0,0.0,0.0
84a812bffffffff,57.0,0.0,0.0
84a812dffffffff,11.0,0.0,0.0
84a8131ffffffff,16.0,0.0,0.0
84a8133ffffffff,4.0,0.0,0.0
84a8139ffffffff,59.0,0.0,0.0
84a813bffffffff,84.0,0.0,0.0
84a813dffffffff,6.0,0.0,0.0
84a8143ffffffff,13.0,0.0,0.0
84a8153ffffffff,7.0,0.0,0.0
84a8155ffffffff,9.0,0.0,0.0
84a8157ffffffff,2.0,0.0,0.0
84a8161ffffffff,7.0,0.0,0.0
84a8163ffffffff,2.0,0.0,0.0
84a8167ffffffff,8.0,0.0,0.0
84a8181ffffffff,5.0,0.0,0.0
84a8185ffffffff,26.0,0.0,0.0
84a8187ffffffff,11.0,0.0,0.0
84a8189ffffffff,4.0,0.0,0.0
84a818dffffffff,34.0,0.0,0.0
84a8195ffffffff,26.0,0.0,0.0
84a8197ffffffff,2.0,0.0,0.0
84a81a1ffffffff,7.0,0.0,0.0
84a81a5ffffffff,5.0,0.0,0.0
84a81a7ffffffff,2.0,0.0,0.0
84a81a9ffffffff,9.0,0.0,0.0
84a81abffffffff,21.0,0.0,0.0
84a81b3ffffffff,4.0,0.0,0.0
84a81b9ffffffff,5.0,0.0,0.0
84a81bbffffffff,6.0,0.0,0.0
84a81bdffffffff,4.0,0.0,0.0
84a81c5ffffffff,5.0,0.0,0.0
84a81c7ffffffff,18.0,0.0,0.0
84a81cbffffffff,2.0,0.0,0.0
84a81cdffffffff,136.0,0.0,0.0
84a81d3ffffffff,1.0,0.0,0.0
84a81d9ffffffff,11.0,0.0,0.0
84a81e1ffffffff,89.0,0.0,0.0
84a81e3ffffffff,25.0,0.0,0.0
84a81e7ffffffff,44.0,0.0,0.0
84a81e9ffffffff,174.0,0.0,0.0
84a81ebffffffff,23.0,0.0,0.0
84a81edffffffff,746.0,0.0,0.0
84a8227ffffffff,1.0,0.0,0.0
84a822bffffffff,4.0,0.0,0.0
84a826dffffffff,1.0,0.0,0.0
84a82e1ffffffff,2.0,0.0,0.0
84a8311ffffffff,3.0,0.0,0.0
84a8313ffffffff,3.0,0.0,0.0
84a8317ffffffff,3.0,0.0,0.0
84a8319ffffffff,2.0,0.0,0.0
84a831bffffffff,8.0,0.0,0.0
84a831dffffffff,1.0,0.0,0.0
84a8351ffffffff,1.0,0.0,0.0
84a8353ffffffff,6.0,0.0,0.0
84a8357ffffffff,1.0,0.0,0.0
84a835bffffffff,7.0,0.0,0.0
84a835dffffffff,2.0,0.0,0.0
84a840dffffffff,6.0,0.0,0.0
84a8411ffffffff,14.0,0.0,0.0
84a8413ffffffff,3.0,0.0,0.0
84a844dffffffff,2.0,0.0,0.0
84a845bffffffff,2.0,0.0,0.0
84a8463ffffffff,3.0,0.0,0.0
84a84a5ffffffff,4.0,0.0,0.0
84a8591ffffffff,33.0,0.0,0.0
84a8599ffffffff,16.0,0.0,0.0
84a85d3ffffffff,82.0,0.0,0.0
84a85d7ffffffff,1.0,0.0,0.0
84a860dffffffff,6.0,0.0,0.0
84a8663ffffffff,2.0,0.0,0.0
84a8763ffffffff,1.0,0.0,0.0
84a8805ffffffff,30.0,0.0,0.0
84a8807ffffffff,2.0,0.0,0.0
84a880dffffffff,2.0,0.0,0.0
84a8811ffffffff,12.0,0.0,0.0
84a8813ffffffff,2.0,0.0,0.0
84a8817ffffffff,2.0,0.0,0.0
84a8819ffffffff,2.0,0.0,0.0
84a881bffffffff,5.0,0.0,0.0
84a8845ffffffff,2.0,0.0,0.0
84a8849ffffffff,4.0,0.0,0.0
84a884bffffffff,1.0,0.0,0.0
84a884dffffffff,2.0,0.0,0.0
84a8853ffffffff,2.0,0.0,0.0
84a8863ffffffff,9.0,0.0,0.0
84a8895ffffffff,4.0,0.0,0.0
84a88bbffffffff,16.0,0.0,0.0
84a88cdffffffff,6.0,0.0,0.0
84a88ddffffffff,4.0,0.0,0.0
84a88e9ffffffff,10.0,0.0,0.0
84a8919ffffffff,1.0,0.0,0.0
84a891bffffffff,2.0,0.0,0.0
84a8a03ffffffff,23.0,0.0,0.0
84a8a07ffffffff,52.0,0.0,0.0
84a8a11ffffffff,10.0,0.0,0.0
84a8a13ffffffff,43.0,0.0,0.0
84a8a15ffffffff,10.0,0.0,0.0
84a8a17ffffffff,40.0,0.0,0.0
84a8a19ffffffff,37.0,0.0,0.0
84a8a1bffffffff,15.0,0.0,0.0
84a8a1dffffffff,10.0,0.0,0.0
84a8a23ffffffff,4.0,0.0,0.0
84a8a2bffffffff,69.0,0.0,0.0
84a8a31ffffffff,3.0,0.0,0.0
84a8a33ffffffff,2.0,0.0,0.0
84a8a35ffffffff,9.0,0.0,0.0
84a8a3bffffffff,4.0,0.0,0.0
84a8a3dffffffff,5.0,0.0,0.0
84a8a53ffffffff,26.0,0.0,0.0
84a8a85ffffffff,3.0,0.0,0.0
84a8a8bffffffff,2.0,0.0,0.0
84a8a8dffffffff,1.0,0.0,0.0
84a8a91ffffffff,4.0,0.0,0.0
84a8a95ffffffff,9.0,0.0,0.0
84a8a97ffffffff,27.0,0.0,0.0
84a8a99ffffffff,3.0,0.0,0.0
84a8a9bffffffff,1.0,0.0,0.0
84a8a9dffffffff,1.0,0.0,0.0
84a8aa7ffffffff,4.0,0.0,0.0
84a8ab1ffffffff,1.0,0.0,0.0
84a8ac1ffffffff,1.0,0.0,0.0
84a8ac5ffffffff,9.0,0.0,0.0
84a8ac7ffffffff,2.0,0.0,0.0
84a8ac9ffffffff,13.0,0.0,0.0
84a8acbffffffff,14.0,0.0,0.0
84a8acdffffffff,11.0,0.0,0.0
84a8ad1ffffffff,13.0,0.0,0.0
84a8ad3ffffffff,15.0,0.0,0.0
84a8ad5ffffffff,4.0,0.0,0.0
84a8adbffffffff,3.0,0.0,0.0
84a8ae3ffffffff,4.0,0.0,0.0
84a8ae5ffffffff,14.0,0.0,0.0
84a8b1bffffffff,1.0,0.0,0.0
84a8c01ffffffff,7.0,0.0,0.0
84a8c05ffffffff,5.0,0.0,0.0
84a8c0dffffffff,2.0,0.0,0.0
84a8c25ffffffff,11.0,0.0,0.0
84a8cebffffffff,1.0,0.0,0.0
84a8d05ffffffff,4.0,0.0,0.0
84a8d07ffffffff,1.0,0.0,0.0
84a8d11ffffffff,8.0,0.0,0.0
84a8d19ffffffff,38.0,0.0,0.0
84a8d1bffffffff,16.0,0.0,0.0
84a8d35ffffffff,1.0,0.0,0.0
84a8d37ffffffff,2.0,0.0,0.0
84a8d43ffffffff,2.0,0.0,0.0
84a8d47ffffffff,2.0,0.0,0.0
84a8d4bffffffff,2.0,0.0,0.0
84a8d9dffffffff,2.0,0.0,0.0
84a8da9ffffffff,2.0,0.0,0.0
84a8dd7ffffffff,2.0,0.0,0.0
84a8de1ffffffff,8.0,0.0,0.0
84a8de3ffffffff,2.0,0.0,0.0
84a8de7ffffffff,5.0,0.0,0.0
84a8de9ffffffff,6.0,0.0,0.0
84a8debffffffff,4.0,0.0,0.0
84a8e65ffffffff,2.0,0.0,0.0
84a8f01ffffffff,1.0,0.0,0.0
84a8f15ffffffff,1.0,0.0,0.0
84a8f41ffffffff,8.0,0.0,0.0
84a8f43ffffffff,4.0,0.0,0.0
84a8f45ffffffff,2.0,0.0,0.0
84a8f4bffffffff,2.0,0.0,0.0
84a91b5ffffffff,4.0,0.0,0.0
84a91b7ffffffff,9.0,0.0,0.0
84a9401ffffffff,1.0,0.0,0.0
84a9403ffffffff,1.0,0.0,0.0
84a9409ffffffff,1.0,0.0,0.0
84a940dffffffff,13.0,0.0,0.0
84a9411ffffffff,60.0,0.0,0.0
84a9413ffffffff,38.0,0.0,0.0
84a9417ffffffff,18.0,0.0,0.0
84a9419ffffffff,19.0,0.0,0.0
84a941bffffffff,49.0,0.0,0.0
84a9425ffffffff,6.0,0.0,0.0
84a9433ffffffff,1.0,0.0,0.0
84a9437ffffffff,1.0,0.0,0.0
84a943dffffffff,8.0,0.0,0.0
84a9441ffffffff,72.0,0.0,0.0
84a9445ffffffff,59.0,0.0,0.0
84a9447ffffffff,23.0,0.0,0.0
84a9449ffffffff,3.0,0.0,0.0
84a9453ffffffff,28.0,0.0,0.0
84a9457ffffffff,26.0,0.0,0.0
84a945bffffffff,20.0,0.0,0.0
84a9461ffffffff,40.0,0.0,0.0
84a9465ffffffff,13.0,0.0,0.0
84a9467ffffffff,10.0,0.0,0.0
84a946bffffffff,24.0,0.0,0.0
84a94c1ffffffff,2.0,0.0,0.0
84a94c5ffffffff,5.0,0.0,0.0
84a94c7ffffffff,13.0,0.0,0.0
84a94e1ffffffff,2.0,0.0,0.0
84a94e3ffffffff,6.0,0.0,0.0
84a94e5ffffffff,107.0,0.0,0.0
84a94e7ffffffff,6.0,0.0,0.0
84a94e9ffffffff,10.0,0.0,0.0
84a94edffffffff,4.0,0.0,0.0
84a953bffffffff,2.0,0.0,0.0
84a95c5ffffffff,2.0,0.0,0.0
84a95d1ffffffff,3.0,0.0,0.0
84a95d9ffffffff,10.0,0.0,0.0
84a95dbffffffff,14.0,0.0,0.0
84a9611ffffffff,32.0,0.0,0.0
84a9617ffffffff,24.0,0.0,0.0
84a9619ffffffff,5.0,0.0,0.0
84a9623ffffffff,65.0,0.0,0.0
84a9627ffffffff,37.0,0.0,0.0
84a962bffffffff,1.0,0.0,0.0
84a9631ffffffff,10.0,0.0,0.0
84a9633ffffffff,2.0,0.0,0.0
84a9637ffffffff,7.0,0.0,0.0
84a9653ffffffff,1.0,0.0,0.0
84a9659ffffffff,2.0,0.0,0.0
84a9685ffffffff,2.0,0.0,0.0
84a96a5ffffffff,5.0,0.0,0.0
84a96adffffffff,29.0,0.0,0.0
84a96e1ffffffff,4.0,0.0,0.0
84a96e5ffffffff,10.0,0.0,0.0
84a96e7ffffffff,34.0,0.0,0.0
84a96e9ffffffff,12.0,0.0,0.0
84a96edffffffff,2.0,0.0,0.0
84b2693ffffffff,2.0,0.0,0.0
84b2699ffffffff,7.0,0.0,0.0
84b2701ffffffff,2.0,0.0,0.0
84b2709ffffffff,3.0,0.0,0.0
84b270bffffffff,4.0,0.0,0.0
84b2741ffffffff,3.0,0.0,0.0
84b2749ffffffff,6.0,0.0,0.0
84b3253ffffffff,6.0,0.0,0.0
84b3257ffffffff,3.0,0.0,0.0
84b340dffffffff,18.0,0.0,0.0
84b3421ffffffff,3.0,0.0,0.0
84b3423ffffffff,19.0,0.0,0.0
84b3425ffffffff,323.0,0.0,0.0
84b3427ffffffff,14.0,0.0,0.0
84b3429ffffffff,22.0,0.0,0.0
84b3435ffffffff,7.0,0.0,0.0
84b3441ffffffff,1.0,0.0,0.0
84b3445ffffffff,11.0,0.0,0.0
84b3461ffffffff,5.0,0.0,0.0
84b3463ffffffff,12.0,0.0,0.0
84b3467ffffffff,8.0,0.0,0.0
84b346bffffffff,4.0,0.0,0.0
84b3511ffffffff,18.0,0.0,0.0
84b3513ffffffff,94.0,0.0,0.0
84b351bffffffff,27.0,0.0,0.0
84b3585ffffffff,12.0,0.0,0.0
84b3589ffffffff,21.0,0.0,0.0
84b358dffffffff,1.0,0.0,0.0
84b35a1ffffffff,3.0,0.0,0.0
84b35b5ffffffff,11.0,0.0,0.0
84b35bdffffffff,25.0,0.0,0.0
84b35c1ffffffff,12.0,0.0,0.0
84b35c5ffffffff,67.0,0.0,0.0
84b35c7ffffffff,29.0,0.0,0.0
84b35c9ffffffff,146.0,0.0,0.0
84b35cdffffffff,32.0,0.0,0.0
84b35e1ffffffff,28.0,0.0,0.0
84b35e3ffffffff,2.0,0.0,0.0
84b35e9ffffffff,19.0,0.0,0.0
84b35ebffffffff,2.0,0.0,0.0
84b3627ffffffff,1.0,0.0,0.0
84b362dffffffff,3.0,0.0,0.0
84b3661ffffffff,1.0,0.0,0.0
84b3665ffffffff,15.0,0.0,0.0
84b3667ffffffff,2.0,0.0,0.0
84b366dffffffff,13.0,0.0,0.0
84c2c97ffffffff,9.0,0.0,0.0
84c2cb3ffffffff,3.0,0.0,0.0
84c2cbbffffffff,1.0,0.0,0.0
