cell_id,Spatula cyanoptera,Spatula cyanoptera septentrionalium,Spatula cyanoptera [orinoma Group],Spatula cyanoptera cyanoptera
8326acfffffffff,2.0,0.0,0.0,0.0
8326adfffffffff,6.0,0.0,0.0,0.0
8326aefffffffff,4.0,0.0,0.0,0.0
8326b0fffffffff,9.0,0.0,0.0,0.0
8326b5fffffffff,2.0,0.0,0.0,0.0
8326b6fffffffff,16.0,0.0,0.0,0.0
8326c0fffffffff,2.0,0.0,0.0,0.0
8326c1fffffffff,4.0,0.0,0.0,0.0
8326c3fffffffff,8.0,0.0,0.0,0.0
8326c8fffffffff,75.0,0.0,0.0,0.0
8326c9fffffffff,2.0,0.0,0.0,0.0
8326cbfffffffff,49.0,0.0,0.0,0.0
8326ccfffffffff,13.0,0.0,0.0,0.0
8326d0fffffffff,7.0,0.0,0.0,0.0
8326d1fffffffff,4.0,0.0,0.0,0.0
8326d3fffffffff,12.0,0.0,0.0,0.0
8326d4fffffffff,13.0,0.0,0.0,0.0
8326d8fffffffff,3.0,0.0,0.0,0.0
8326d9fffffffff,15.0,0.0,0.0,0.0
8326dafffffffff,5.0,0.0,0.0,0.0
8326dbfffffffff,2.0,0.0,0.0,0.0
8326ddfffffffff,13.0,0.0,0.0,0.0
8326defffffffff,13.0,0.0,0.0,0.0
8326e1fffffffff,2.0,0.0,0.0,0.0
8326e2fffffffff,78.0,0.0,0.0,0.0
8326e3fffffffff,7.0,0.0,0.0,0.0
8326e4fffffffff,21.0,0.0,0.0,0.0
8326e5fffffffff,56.0,0.0,0.0,0.0
8326e6fffffffff,2.0,0.0,0.0,0.0
8326ecfffffffff,6.0,0.0,0.0,0.0
8326edfffffffff,9.0,0.0,0.0,0.0
8326eefffffffff,1.0,0.0,0.0,0.0
8326f0fffffffff,5.0,0.0,0.0,0.0
8326f1fffffffff,12.0,0.0,0.0,0.0
8326f2fffffffff,87.0,0.0,0.0,0.0
8326f3fffffffff,2.0,0.0,0.0,0.0
8326f6fffffffff,10.0,0.0,0.0,0.0
832702fffffffff,18.0,0.0,0.0,0.0
83270efffffffff,5.0,0.0,0.0,0.0
832713fffffffff,9.0,0.0,0.0,0.0
832719fffffffff,4.0,0.0,0.0,0.0
83271afffffffff,2.0,0.0,0.0,0.0
83271efffffffff,2.0,0.0,0.0,0.0
832740fffffffff,2.0,0.0,0.0,0.0
832743fffffffff,5.0,0.0,0.0,0.0
83274bfffffffff,6.0,0.0,0.0,0.0
83274dfffffffff,49.0,0.0,0.0,0.0
83274efffffffff,59.0,0.0,0.0,0.0
832752fffffffff,11.0,0.0,0.0,0.0
832758fffffffff,103.0,0.0,0.0,0.0
832759fffffffff,4.0,0.0,0.0,0.0
83275bfffffffff,4.0,0.0,0.0,0.0
83275cfffffffff,19.0,0.0,0.0,0.0
83275dfffffffff,7.0,0.0,0.0,0.0
832769fffffffff,5.0,0.0,0.0,0.0
83276bfffffffff,4.0,0.0,0.0,0.0
832786fffffffff,4.0,0.0,0.0,0.0
832788fffffffff,1.0,0.0,0.0,0.0
832789fffffffff,2.0,0.0,0.0,0.0
83278bfffffffff,2.0,0.0,0.0,0.0
83278cfffffffff,7.0,0.0,0.0,0.0
83278dfffffffff,5.0,0.0,0.0,0.0
832790fffffffff,1.0,0.0,0.0,0.0
832792fffffffff,3.0,0.0,0.0,0.0
832793fffffffff,5.0,0.0,0.0,0.0
832794fffffffff,2.0,0.0,0.0,0.0
832796fffffffff,21.0,0.0,0.0,0.0
83279cfffffffff,2.0,0.0,0.0,0.0
83279efffffffff,3.0,0.0,0.0,0.0
8327a0fffffffff,2.0,0.0,0.0,0.0
8327a2fffffffff,8.0,0.0,0.0,0.0
8327a8fffffffff,5.0,0.0,0.0,0.0
8327a9fffffffff,6.0,0.0,0.0,0.0
8327aafffffffff,7.0,0.0,0.0,0.0
8327aefffffffff,3.0,0.0,0.0,0.0
8327b0fffffffff,4.0,0.0,0.0,0.0
8327b1fffffffff,8.0,0.0,0.0,0.0
8327b2fffffffff,5.0,0.0,0.0,0.0
8327b3fffffffff,19.0,0.0,0.0,0.0
8327b5fffffffff,6.0,0.0,0.0,0.0
832800fffffffff,6.0,0.0,0.0,0.0
832802fffffffff,16.0,0.0,0.0,0.0
832806fffffffff,7.0,0.0,0.0,0.0
832810fffffffff,14.0,0.0,0.0,0.0
832812fffffffff,5.0,0.0,0.0,0.0
832813fffffffff,61.0,0.0,0.0,0.0
832814fffffffff,2.0,0.0,0.0,0.0
832815fffffffff,11.0,0.0,0.0,0.0
832816fffffffff,1.0,0.0,0.0,0.0
832818fffffffff,25.0,0.0,0.0,0.0
832819fffffffff,2.0,0.0,0.0,0.0
83281afffffffff,4.0,0.0,0.0,0.0
83281bfffffffff,60.0,0.0,0.0,0.0
83281cfffffffff,2.0,0.0,0.0,0.0
83281dfffffffff,11.0,0.0,0.0,0.0
83281efffffffff,62.0,0.0,0.0,0.0
832830fffffffff,270.0,0.0,0.0,0.0
832831fffffffff,4.0,0.0,0.0,0.0
832832fffffffff,21.0,0.0,0.0,0.0
832833fffffffff,25.0,0.0,0.0,0.0
832834fffffffff,86.0,0.0,0.0,0.0
832835fffffffff,23.0,0.0,0.0,0.0
832836fffffffff,434.0,0.0,0.0,0.0
832880fffffffff,4.0,0.0,0.0,0.0
832884fffffffff,8.0,0.0,0.0,0.0
832885fffffffff,18.0,0.0,0.0,0.0
832888fffffffff,5.0,0.0,0.0,0.0
832889fffffffff,11.0,0.0,0.0,0.0
83288afffffffff,14.0,0.0,0.0,0.0
83288efffffffff,19.0,0.0,0.0,0.0
832890fffffffff,3.0,0.0,0.0,0.0
832891fffffffff,2.0,0.0,0.0,0.0
832892fffffffff,2.0,0.0,0.0,0.0
832893fffffffff,20.0,0.0,0.0,0.0
832894fffffffff,7.0,0.0,0.0,0.0
832896fffffffff,5.0,0.0,0.0,0.0
832898fffffffff,6.0,0.0,0.0,0.0
83289efffffffff,11.0,0.0,0.0,0.0
8328a2fffffffff,2.0,0.0,0.0,0.0
8328a8fffffffff,3.0,0.0,0.0,0.0
8328a9fffffffff,4.0,0.0,0.0,0.0
8328acfffffffff,1.0,0.0,0.0,0.0
8328adfffffffff,15.0,0.0,0.0,0.0
8328aefffffffff,11.0,0.0,0.0,0.0
8328b0fffffffff,2.0,0.0,0.0,0.0
8328b1fffffffff,25.0,0.0,0.0,0.0
8328b3fffffffff,3.0,0.0,0.0,0.0
8328b6fffffffff,37.0,0.0,0.0,0.0
8328c2fffffffff,6.0,0.0,0.0,0.0
8328c6fffffffff,6.0,0.0,0.0,0.0
8328d0fffffffff,2.0,0.0,0.0,0.0
8328d1fffffffff,35.0,0.0,0.0,0.0
8328d3fffffffff,21.0,0.0,0.0,0.0
8328d5fffffffff,124.0,0.0,0.0,0.0
8328d8fffffffff,3.0,0.0,0.0,0.0
8328d9fffffffff,4.0,0.0,0.0,0.0
8328defffffffff,23.0,0.0,0.0,0.0
8328f0fffffffff,59.0,0.0,0.0,0.0
8328f1fffffffff,19.0,0.0,0.0,0.0
8328f2fffffffff,7.0,0.0,0.0,0.0
8328f3fffffffff,5.0,0.0,0.0,0.0
8328f4fffffffff,39.0,0.0,0.0,0.0
8328f5fffffffff,17.0,0.0,0.0,0.0
832912fffffffff,6.0,0.0,0.0,0.0
832913fffffffff,1.0,0.0,0.0,0.0
832916fffffffff,17.0,0.0,0.0,0.0
83291afffffffff,1.0,0.0,0.0,0.0
832980fffffffff,2.0,0.0,0.0,0.0
832982fffffffff,10.0,0.0,0.0,0.0
832984fffffffff,5.0,0.0,0.0,0.0
832985fffffffff,4.0,0.0,0.0,0.0
832986fffffffff,35.0,0.0,0.0,0.0
832988fffffffff,11.0,0.0,0.0,0.0
832989fffffffff,13.0,0.0,0.0,0.0
83298afffffffff,2.0,0.0,0.0,0.0
83298bfffffffff,13.0,0.0,0.0,0.0
83298cfffffffff,33.0,0.0,0.0,0.0
83298dfffffffff,14.0,0.0,0.0,0.0
832990fffffffff,30.0,0.0,0.0,0.0
832992fffffffff,2.0,0.0,0.0,0.0
832993fffffffff,6.0,0.0,0.0,0.0
832995fffffffff,9.0,0.0,0.0,0.0
832996fffffffff,7.0,0.0,0.0,0.0
832999fffffffff,4.0,0.0,0.0,0.0
83299afffffffff,5.0,0.0,0.0,0.0
83299bfffffffff,3.0,0.0,0.0,0.0
8329a0fffffffff,61.0,0.0,0.0,0.0
8329a1fffffffff,1.0,0.0,0.0,0.0
8329a2fffffffff,11.0,0.0,0.0,0.0
8329a3fffffffff,15.0,0.0,0.0,0.0
8329a4fffffffff,43.0,0.0,0.0,0.0
8329a5fffffffff,109.0,0.0,0.0,0.0
8329a6fffffffff,158.0,0.0,0.0,0.0
8329a8fffffffff,16.0,0.0,0.0,0.0
8329a9fffffffff,13.0,0.0,0.0,0.0
8329aafffffffff,23.0,0.0,0.0,0.0
8329abfffffffff,28.0,0.0,0.0,0.0
8329acfffffffff,8.0,0.0,0.0,0.0
8329adfffffffff,23.0,0.0,0.0,0.0
8329b0fffffffff,23.0,0.0,0.0,0.0
8329b1fffffffff,17.0,0.0,0.0,0.0
8329b2fffffffff,27.0,0.0,0.0,0.0
8329b4fffffffff,5.0,0.0,0.0,0.0
8329b5fffffffff,36.0,0.0,0.0,0.0
8329b6fffffffff,5.0,0.0,0.0,0.0
832a10fffffffff,2.0,0.0,0.0,0.0
832a13fffffffff,4.0,0.0,0.0,0.0
832a92fffffffff,5.0,0.0,0.0,0.0
832a95fffffffff,92.0,0.0,0.0,0.0
832aa1fffffffff,12.0,0.0,0.0,0.0
832aa3fffffffff,62.0,0.0,0.0,0.0
832aa6fffffffff,31.0,0.0,0.0,0.0
832aa8fffffffff,2.0,0.0,0.0,0.0
832aadfffffffff,5.0,0.0,0.0,0.0
832ab1fffffffff,4.0,0.0,0.0,0.0
832ab2fffffffff,4.0,0.0,0.0,0.0
832ab3fffffffff,1.0,0.0,0.0,0.0
832ab5fffffffff,2.0,0.0,0.0,0.0
832ab6fffffffff,19.0,0.0,0.0,0.0
832ac6fffffffff,12.0,0.0,0.0,0.0
832ad4fffffffff,1.0,0.0,0.0,0.0
832af1fffffffff,2.0,0.0,0.0,0.0
832af3fffffffff,47.0,0.0,0.0,0.0
832b0afffffffff,1.0,0.0,0.0,0.0
832b12fffffffff,7.0,0.0,0.0,0.0
832b94fffffffff,2.0,0.0,0.0,0.0
832b98fffffffff,6.0,0.0,0.0,0.0
832b9bfffffffff,13.0,0.0,0.0,0.0
832b9dfffffffff,2.0,0.0,0.0,0.0
833910fffffffff,1.0,0.0,0.0,0.0
83391efffffffff,1.0,0.0,0.0,0.0
83392dfffffffff,5.0,0.0,0.0,0.0
833946fffffffff,3.0,0.0,0.0,0.0
833960fffffffff,2.0,0.0,0.0,0.0
833970fffffffff,2.0,0.0,0.0,0.0
834413fffffffff,56.0,0.0,0.0,0.0
83441afffffffff,4.0,0.0,0.0,0.0
83441efffffffff,181.0,0.0,0.0,0.0
834424fffffffff,11.0,0.0,0.0,0.0
834441fffffffff,2.0,0.0,0.0,0.0
834445fffffffff,179.0,0.0,0.0,0.0
834446fffffffff,10.0,0.0,0.0,0.0
83444afffffffff,2.0,0.0,0.0,0.0
83444bfffffffff,20.0,0.0,0.0,0.0
83444cfffffffff,1.0,0.0,0.0,0.0
83444dfffffffff,2.0,0.0,0.0,0.0
834450fffffffff,10.0,0.0,0.0,0.0
834452fffffffff,5.0,0.0,0.0,0.0
834455fffffffff,6.0,0.0,0.0,0.0
83445cfffffffff,4.0,0.0,0.0,0.0
834463fffffffff,7.0,0.0,0.0,0.0
834469fffffffff,7.0,0.0,0.0,0.0
83446afffffffff,1.0,0.0,0.0,0.0
83446cfffffffff,31.0,0.0,0.0,0.0
83446dfffffffff,18.0,0.0,0.0,0.0
83446efffffffff,19.0,0.0,0.0,0.0
834473fffffffff,15.0,0.0,0.0,0.0
8344a1fffffffff,6.0,0.0,0.0,0.0
8344a8fffffffff,10.0,0.0,0.0,0.0
8344a9fffffffff,17.0,0.0,0.0,0.0
8344abfffffffff,628.0,0.0,0.0,0.0
8344acfffffffff,42.0,0.0,0.0,0.0
8344adfffffffff,2.0,0.0,0.0,0.0
8344aefffffffff,6.0,0.0,0.0,0.0
8344b1fffffffff,2.0,0.0,0.0,0.0
8344c1fffffffff,4.0,0.0,0.0,0.0
8344c8fffffffff,5.0,0.0,0.0,0.0
8344d2fffffffff,14.0,0.0,0.0,0.0
8344d5fffffffff,18.0,0.0,0.0,0.0
8344d9fffffffff,5.0,0.0,0.0,0.0
8344e2fffffffff,4.0,0.0,0.0,0.0
8344e3fffffffff,4.0,0.0,0.0,0.0
8344e4fffffffff,2.0,0.0,0.0,0.0
8344e5fffffffff,3.0,0.0,0.0,0.0
8344e6fffffffff,17.0,0.0,0.0,0.0
8344f3fffffffff,4.0,0.0,0.0,0.0
8344f4fffffffff,2.0,0.0,0.0,0.0
834505fffffffff,2.0,0.0,0.0,0.0
834509fffffffff,17.0,0.0,0.0,0.0
834522fffffffff,2.0,0.0,0.0,0.0
834523fffffffff,4.0,0.0,0.0,0.0
834524fffffffff,4.0,0.0,0.0,0.0
83452afffffffff,47.0,0.0,0.0,0.0
83452efffffffff,11.0,0.0,0.0,0.0
834572fffffffff,10.0,0.0,0.0,0.0
834574fffffffff,1.0,0.0,0.0,0.0
834589fffffffff,1.0,0.0,0.0,0.0
834598fffffffff,1.0,0.0,0.0,0.0
8345a3fffffffff,3.0,0.0,0.0,0.0
834806fffffffff,3.0,0.0,0.0,0.0
83480dfffffffff,2.0,0.0,0.0,0.0
834814fffffffff,18.0,0.0,0.0,0.0
834823fffffffff,10.0,0.0,0.0,0.0
83482afffffffff,76.0,0.0,0.0,0.0
83482bfffffffff,6.0,0.0,0.0,0.0
834832fffffffff,3.0,0.0,0.0,0.0
834836fffffffff,3.0,0.0,0.0,0.0
834843fffffffff,11.0,0.0,0.0,0.0
83484afffffffff,13.0,0.0,0.0,0.0
834859fffffffff,10.0,0.0,0.0,0.0
83485bfffffffff,36.0,0.0,0.0,0.0
83485dfffffffff,2.0,0.0,0.0,0.0
834882fffffffff,21.0,0.0,0.0,0.0
834883fffffffff,7.0,0.0,0.0,0.0
834886fffffffff,11.0,0.0,0.0,0.0
834888fffffffff,3.0,0.0,0.0,0.0
83488afffffffff,9.0,0.0,0.0,0.0
83488bfffffffff,6.0,0.0,0.0,0.0
83488dfffffffff,2.0,0.0,0.0,0.0
83488efffffffff,9.0,0.0,0.0,0.0
834890fffffffff,9.0,0.0,0.0,0.0
834891fffffffff,2.0,0.0,0.0,0.0
834892fffffffff,13.0,0.0,0.0,0.0
834893fffffffff,2.0,0.0,0.0,0.0
834895fffffffff,156.0,0.0,0.0,0.0
834898fffffffff,11.0,0.0,0.0,0.0
834899fffffffff,1.0,0.0,0.0,0.0
83489afffffffff,4.0,0.0,0.0,0.0
83489cfffffffff,25.0,0.0,0.0,0.0
83489dfffffffff,11.0,0.0,0.0,0.0
83489efffffffff,34.0,0.0,0.0,0.0
8348b1fffffffff,2.0,0.0,0.0,0.0
8348b3fffffffff,30.0,0.0,0.0,0.0
8348b5fffffffff,4.0,0.0,0.0,0.0
8348c0fffffffff,5.0,0.0,0.0,0.0
8348c1fffffffff,12.0,0.0,0.0,0.0
8348c2fffffffff,2.0,0.0,0.0,0.0
8348c3fffffffff,49.0,0.0,0.0,0.0
8348c4fffffffff,4.0,0.0,0.0,0.0
8348c5fffffffff,10.0,0.0,0.0,0.0
8348c6fffffffff,2.0,0.0,0.0,0.0
8348c9fffffffff,4.0,0.0,0.0,0.0
8348cbfffffffff,10.0,0.0,0.0,0.0
8348ccfffffffff,16.0,0.0,0.0,0.0
8348cdfffffffff,45.0,0.0,0.0,0.0
8348cefffffffff,9.0,0.0,0.0,0.0
8348d0fffffffff,45.0,0.0,0.0,0.0
8348d1fffffffff,3.0,0.0,0.0,0.0
8348d2fffffffff,8.0,0.0,0.0,0.0
8348d8fffffffff,109.0,0.0,0.0,0.0
8348dafffffffff,3.0,0.0,0.0,0.0
8348dbfffffffff,6.0,0.0,0.0,0.0
8348dcfffffffff,5.0,0.0,0.0,0.0
8348e8fffffffff,32.0,0.0,0.0,0.0
8348e9fffffffff,14.0,0.0,0.0,0.0
8348eafffffffff,107.0,0.0,0.0,0.0
8348ebfffffffff,5.0,0.0,0.0,0.0
8348ecfffffffff,10.0,0.0,0.0,0.0
8348eefffffffff,89.0,0.0,0.0,0.0
8348f2fffffffff,22.0,0.0,0.0,0.0
8348f3fffffffff,1.0,0.0,0.0,0.0
8348f6fffffffff,7.0,0.0,0.0,0.0
834982fffffffff,2.0,0.0,0.0,0.0
834986fffffffff,2.0,0.0,0.0,0.0
834988fffffffff,2.0,0.0,0.0,0.0
83498efffffffff,5.0,0.0,0.0,0.0
834992fffffffff,2.0,0.0,0.0,0.0
834994fffffffff,3.0,0.0,0.0,0.0
834995fffffffff,1.0,0.0,0.0,0.0
834996fffffffff,18.0,0.0,0.0,0.0
83499dfffffffff,2.0,0.0,0.0,0.0
8349a8fffffffff,1.0,0.0,0.0,0.0
8349aafffffffff,9.0,0.0,0.0,0.0
834cc0fffffffff,19.0,0.0,0.0,0.0
834cc5fffffffff,7.0,0.0,0.0,0.0
834ceefffffffff,5.0,0.0,0.0,0.0
835d11fffffffff,13.0,0.0,0.0,0.0
835d16fffffffff,2.0,0.0,0.0,0.0
836629fffffffff,2.0,0.0,0.0,0.0
8366a1fffffffff,4.0,0.0,0.0,0.0
8366a5fffffffff,10.0,0.0,0.0,0.0
8366b4fffffffff,4.0,0.0,0.0,0.0
8366b5fffffffff,27.0,0.0,0.0,0.0
8366c6fffffffff,78.0,0.0,0.0,0.0
8366d0fffffffff,20.0,0.0,0.0,0.0
8366f1fffffffff,22.0,0.0,0.0,0.0
8366f5fffffffff,44.0,0.0,0.0,0.0
836752fffffffff,6.0,0.0,0.0,0.0
836755fffffffff,6.0,0.0,0.0,0.0
836d04fffffffff,1.0,0.0,0.0,0.0
836d15fffffffff,2.0,0.0,0.0,0.0
836d2afffffffff,2.0,0.0,0.0,0.0
836d2bfffffffff,10.0,0.0,0.0,0.0
836d2cfffffffff,3.0,0.0,0.0,0.0
836d31fffffffff,10.0,0.0,0.0,0.0
836d32fffffffff,17.0,0.0,0.0,0.0
836d35fffffffff,6.0,0.0,0.0,0.0
836d61fffffffff,1.0,0.0,0.0,0.0
836d65fffffffff,1.0,0.0,0.0,0.0
836d66fffffffff,2.0,0.0,0.0,0.0
836d68fffffffff,62.0,0.0,0.0,0.0
836d69fffffffff,21.0,0.0,0.0,0.0
836d6bfffffffff,2.0,0.0,0.0,0.0
836d74fffffffff,13.0,0.0,0.0,0.0
836d75fffffffff,4.0,0.0,0.0,0.0
838171fffffffff,4.0,0.0,0.0,0.0
838e62fffffffff,8.0,0.0,0.0,0.0
838e66fffffffff,4.0,0.0,0.0,0.0
838e75fffffffff,10.0,0.0,0.0,0.0
838f09fffffffff,11.0,0.0,0.0,0.0
838f0bfffffffff,9.0,0.0,0.0,0.0
838f0dfffffffff,3.0,0.0,0.0,0.0
838f2afffffffff,4.0,0.0,0.0,0.0
838f2bfffffffff,2.0,0.0,0.0,0.0
838f2efffffffff,103.0,0.0,0.0,0.0
838f50fffffffff,53.0,0.0,0.0,0.0
838f51fffffffff,2.0,0.0,0.0,0.0
838f5efffffffff,2.0,0.0,0.0,0.0
838f76fffffffff,1.0,0.0,0.0,0.0
83a835fffffffff,3.0,0.0,0.0,0.0
83a865fffffffff,7.0,0.0,0.0,0.0
83a92efffffffff,6.0,0.0,0.0,0.0
83a949fffffffff,1.0,0.0,0.0,0.0
83a962fffffffff,2.0,0.0,0.0,0.0
83a968fffffffff,2.0,0.0,0.0,0.0
83a96afffffffff,4.0,0.0,0.0,0.0
83a96bfffffffff,1.0,0.0,0.0,0.0
83b200fffffffff,2.0,0.0,0.0,0.0
83b203fffffffff,9.0,0.0,0.0,0.0
83b219fffffffff,2.0,0.0,0.0,0.0
83b21dfffffffff,5.0,0.0,0.0,0.0
83b248fffffffff,3.0,0.0,0.0,0.0
83b249fffffffff,3.0,0.0,0.0,0.0
83b24bfffffffff,2.0,0.0,0.0,0.0
83b24dfffffffff,29.0,0.0,0.0,0.0
83b24efffffffff,2.0,0.0,0.0,0.0
83b254fffffffff,2.0,0.0,0.0,0.0
83b259fffffffff,3.0,0.0,0.0,0.0
83b25cfffffffff,9.0,0.0,0.0,0.0
83b261fffffffff,2.0,0.0,0.0,0.0
83b268fffffffff,3.0,0.0,0.0,0.0
83b26bfffffffff,6.0,0.0,0.0,0.0
83b26dfffffffff,1.0,0.0,0.0,0.0
83b26efffffffff,3.0,0.0,0.0,0.0
83b2c2fffffffff,8.0,0.0,0.0,0.0
83b2c4fffffffff,6.0,0.0,0.0,0.0
83b2c5fffffffff,76.0,0.0,0.0,0.0
83b2d8fffffffff,1.0,0.0,0.0,0.0
83b2d9fffffffff,9.0,0.0,0.0,0.0
83b2dafffffffff,4.0,0.0,0.0,0.0
83b2dcfffffffff,4.0,0.0,0.0,0.0
83b2e2fffffffff,8.0,0.0,0.0,0.0
83b2e6fffffffff,2.0,0.0,0.0,0.0
83b2ecfffffffff,16.0,0.0,0.0,0.0
83b2eefffffffff,1.0,0.0,0.0,0.0
83b300fffffffff,28.0,0.0,0.0,0.0
83b304fffffffff,37.0,0.0,0.0,0.0
83b30bfffffffff,3.0,0.0,0.0,0.0
83b31dfffffffff,1.0,0.0,0.0,0.0
83b330fffffffff,2.0,0.0,0.0,0.0
83b331fffffffff,4.0,0.0,0.0,0.0
