cell_id,Mergus merganser,Mergus merganser merganser/orientalis,Mergus merganser americanus
820127fffffffff,49.0,3.0,0.0
820137fffffffff,1084.0,171.0,0.0
8201b7fffffffff,2.0,0.0,0.0
82058ffffffffff,2.0,2.0,0.0
820747fffffffff,516.0,207.0,0.0
820757fffffffff,51.0,9.0,0.0
82075ffffffffff,321.0,71.0,0.0
820767fffffffff,23.0,13.0,0.0
820777fffffffff,183.0,132.0,0.0
820807fffffffff,17.0,0.0,0.0
820817fffffffff,126.0,19.0,0.0
82081ffffffffff,14.0,2.0,0.0
82082ffffffffff,2.0,0.0,0.0
820837fffffffff,14.0,2.0,0.0
820887fffffffff,703.0,244.0,0.0
82088ffffffffff,191.0,69.0,0.0
820897fffffffff,245.0,114.0,0.0
82089ffffffffff,1811.0,232.0,0.0
8208a7fffffffff,38.0,11.0,0.0
8208affffffffff,9.0,0.0,0.0
8208b7fffffffff,156.0,21.0,0.0
8208c7fffffffff,24.0,3.0,0.0
8208cffffffffff,130.0,30.0,0.0
8208d7fffffffff,177.0,20.0,0.0
8208dffffffffff,93.0,21.0,0.0
8208e7fffffffff,13.0,1.0,0.0
8208effffffffff,55.0,6.0,0.0
8208f7fffffffff,46.0,6.0,0.0
82094ffffffffff,20.0,0.0,0.0
82095ffffffffff,35.0,0.0,0.0
820987fffffffff,25.0,2.0,0.0
82098ffffffffff,38.0,3.0,0.0
820997fffffffff,104.0,5.0,0.0
82099ffffffffff,126.0,39.0,0.0
8209a7fffffffff,27.0,4.0,0.0
8209affffffffff,7.0,0.0,0.0
820a37fffffffff,1.0,0.0,0.0
820b8ffffffffff,1.0,0.0,0.0
820b97fffffffff,2.0,0.0,0.0
820b9ffffffffff,1.0,0.0,0.0
820bb7fffffffff,3.0,0.0,0.0
820c07fffffffff,4.0,0.0,0.0
820c0ffffffffff,5.0,0.0,0.0
820c17fffffffff,657.0,0.0,0.0
820c1ffffffffff,10.0,0.0,0.0
820c37fffffffff,15.0,0.0,0.0
820c47fffffffff,1566.0,0.0,22.0
820c57fffffffff,1164.0,0.0,15.0
820c5ffffffffff,1143.0,0.0,0.0
820c67fffffffff,80.0,0.0,0.0
820c6ffffffffff,17.0,0.0,0.0
820c77fffffffff,1460.0,0.0,57.0
820ca7fffffffff,39.0,0.0,12.0
820caffffffffff,2.0,0.0,0.0
820cc7fffffffff,2.0,0.0,0.0
820cdffffffffff,20.0,0.0,0.0
820ce7fffffffff,7.0,0.0,2.0
820ceffffffffff,58.0,0.0,3.0
820d07fffffffff,6.0,0.0,0.0
820d0ffffffffff,10.0,0.0,0.0
820d1ffffffffff,4.0,0.0,0.0
820d47fffffffff,19.0,0.0,0.0
820d4ffffffffff,35.0,0.0,0.0
820d57fffffffff,10.0,0.0,3.0
820d5ffffffffff,120.0,0.0,0.0
820d67fffffffff,5.0,0.0,0.0
820d6ffffffffff,12.0,0.0,0.0
820d77fffffffff,28.0,0.0,0.0
820d8ffffffffff,1.0,0.0,0.0
820e07fffffffff,5.0,0.0,0.0
820e0ffffffffff,216.0,0.0,0.0
820e1ffffffffff,18.0,0.0,0.0
820e27fffffffff,1.0,0.0,0.0
820e37fffffffff,1.0,0.0,0.0
820e47fffffffff,2.0,0.0,0.0
820e4ffffffffff,894.0,0.0,2.0
820e57fffffffff,30.0,0.0,0.0
820e5ffffffffff,61.0,0.0,0.0
820e67fffffffff,11.0,0.0,0.0
820e6ffffffffff,42.0,0.0,0.0
820e87fffffffff,803.0,0.0,0.0
820e8ffffffffff,13.0,0.0,0.0
820e97fffffffff,8.0,0.0,0.0
820e9ffffffffff,20.0,0.0,0.0
820ec7fffffffff,76.0,0.0,2.0
820ecffffffffff,317.0,0.0,1.0
820ed7fffffffff,13.0,0.0,0.0
820edffffffffff,44.0,0.0,1.0
820ee7fffffffff,97.0,0.0,0.0
820eeffffffffff,1266.0,0.0,0.0
820ef7fffffffff,26.0,0.0,2.0
820f5ffffffffff,6.0,0.0,0.0
821027fffffffff,4.0,0.0,0.0
8210c7fffffffff,1.0,0.0,0.0
8210dffffffffff,1.0,0.0,0.0
8210effffffffff,5.0,0.0,0.0
821107fffffffff,103.0,0.0,0.0
82110ffffffffff,6.0,0.0,0.0
821127fffffffff,81.0,11.0,0.0
82112ffffffffff,24.0,7.0,0.0
821137fffffffff,50.0,3.0,0.0
821157fffffffff,4.0,0.0,0.0
821167fffffffff,1.0,0.0,0.0
821177fffffffff,2.0,0.0,0.0
821187fffffffff,10.0,6.0,0.0
82118ffffffffff,39.0,8.0,0.0
8211affffffffff,134.0,32.0,0.0
8211b7fffffffff,11.0,0.0,0.0
821217fffffffff,10.0,0.0,0.0
82121ffffffffff,26.0,0.0,0.0
821227fffffffff,5.0,0.0,0.0
82122ffffffffff,13.0,0.0,0.0
821237fffffffff,8.0,0.0,0.0
821247fffffffff,47.0,0.0,2.0
82124ffffffffff,41.0,0.0,0.0
821257fffffffff,629.0,0.0,38.0
82125ffffffffff,234.0,0.0,4.0
821267fffffffff,21.0,0.0,0.0
82126ffffffffff,12.0,0.0,0.0
821277fffffffff,53.0,0.0,0.0
821287fffffffff,404.0,0.0,9.0
82128ffffffffff,298.0,0.0,0.0
821297fffffffff,121.0,0.0,0.0
82129ffffffffff,412.0,0.0,6.0
8212a7fffffffff,11.0,0.0,0.0
8212affffffffff,647.0,0.0,3.0
8212b7fffffffff,1094.0,0.0,0.0
8212c7fffffffff,2854.0,0.0,25.0
8212cffffffffff,17794.0,0.0,430.0
8212d7fffffffff,3195.0,0.0,78.0
8212dffffffffff,6668.0,0.0,52.0
8212e7fffffffff,627.0,0.0,17.0
8212effffffffff,1158.0,0.0,21.0
8212f7fffffffff,394.0,0.0,6.0
821307fffffffff,5.0,0.0,0.0
82132ffffffffff,3.0,0.0,0.0
821347fffffffff,3.0,0.0,0.0
821357fffffffff,100.0,0.0,0.0
82135ffffffffff,1.0,0.0,0.0
821377fffffffff,1.0,0.0,0.0
821387fffffffff,1701.0,0.0,0.0
82138ffffffffff,84.0,0.0,0.0
821397fffffffff,523.0,0.0,0.0
82139ffffffffff,938.0,0.0,0.0
8213a7fffffffff,7.0,0.0,0.0
8213affffffffff,10.0,0.0,0.0
8213b7fffffffff,66.0,0.0,0.0
8214affffffffff,23.0,0.0,0.0
821597fffffffff,5.0,0.0,0.0
82159ffffffffff,6.0,0.0,0.0
8215b7fffffffff,8.0,0.0,0.0
821617fffffffff,5.0,3.0,0.0
821637fffffffff,2.0,0.0,0.0
821657fffffffff,60.0,0.0,0.0
82165ffffffffff,10.0,3.0,0.0
821717fffffffff,5.0,5.0,0.0
82171ffffffffff,4.0,2.0,0.0
821747fffffffff,6.0,3.0,0.0
821757fffffffff,41.0,31.0,0.0
82178ffffffffff,1.0,1.0,0.0
82182ffffffffff,12.0,0.0,0.0
821847fffffffff,6.0,0.0,0.0
82184ffffffffff,3.0,0.0,0.0
821867fffffffff,3.0,0.0,0.0
82186ffffffffff,2.0,0.0,0.0
821877fffffffff,31.0,5.0,0.0
82190ffffffffff,559.0,111.0,0.0
821927fffffffff,7.0,0.0,0.0
82192ffffffffff,214.0,101.0,0.0
821947fffffffff,994.0,277.0,0.0
82194ffffffffff,318.0,72.0,0.0
821957fffffffff,629.0,185.0,0.0
82195ffffffffff,651.0,93.0,0.0
82196ffffffffff,653.0,75.0,0.0
821977fffffffff,860.0,114.0,0.0
821aa7fffffffff,643.0,0.0,8.0
821b87fffffffff,32.0,0.0,0.0
821b9ffffffffff,254.0,0.0,8.0
821bb7fffffffff,4.0,0.0,0.0
821d27fffffffff,208.0,0.0,0.0
821e07fffffffff,1150.0,69.0,0.0
821e0ffffffffff,64.0,1.0,0.0
821e17fffffffff,536.0,17.0,0.0
821e1ffffffffff,56.0,7.0,0.0
821e27fffffffff,578.0,12.0,0.0
821e2ffffffffff,175.0,0.0,0.0
821e37fffffffff,1226.0,30.0,0.0
821e4ffffffffff,4.0,0.0,0.0
821e67fffffffff,19.0,0.0,0.0
821e6ffffffffff,67.0,0.0,0.0
821e77fffffffff,23.0,0.0,0.0
821ea7fffffffff,24.0,1.0,0.0
821eaffffffffff,17.0,1.0,0.0
821eb7fffffffff,1.0,0.0,0.0
821ec7fffffffff,22.0,0.0,0.0
821ecffffffffff,2.0,1.0,0.0
821ed7fffffffff,35.0,0.0,0.0
821ee7fffffffff,26.0,1.0,0.0
821eeffffffffff,6.0,0.0,0.0
821ef7fffffffff,49.0,4.0,0.0
821f07fffffffff,715.0,244.0,0.0
821f0ffffffffff,371.0,9.0,0.0
821f17fffffffff,229.0,17.0,0.0
821f1ffffffffff,416.0,18.0,0.0
821f27fffffffff,268.0,43.0,0.0
821f2ffffffffff,655.0,232.0,0.0
821f37fffffffff,114.0,51.0,0.0
821f47fffffffff,85.0,7.0,0.0
821f4ffffffffff,59.0,0.0,0.0
821f57fffffffff,379.0,29.0,0.0
821f5ffffffffff,32.0,0.0,0.0
821f67fffffffff,197.0,3.0,0.0
821f6ffffffffff,4.0,0.0,0.0
821f77fffffffff,872.0,19.0,0.0
821f87fffffffff,1860.0,102.0,0.0
821f8ffffffffff,1669.0,391.0,0.0
821f97fffffffff,314.0,119.0,0.0
821f9ffffffffff,339.0,86.0,0.0
821fa7fffffffff,143.0,17.0,0.0
821faffffffffff,651.0,8.0,0.0
821fb7fffffffff,139.0,6.0,0.0
822017fffffffff,2.0,0.0,0.0
82201ffffffffff,4.0,0.0,0.0
822047fffffffff,1.0,0.0,0.0
82204ffffffffff,33.0,2.0,0.0
82205ffffffffff,2.0,0.0,0.0
82206ffffffffff,4.0,0.0,0.0
822087fffffffff,11.0,0.0,0.0
82208ffffffffff,16.0,0.0,0.0
8220affffffffff,7.0,0.0,0.0
8220b7fffffffff,1.0,0.0,0.0
8220e7fffffffff,2.0,0.0,0.0
8220f7fffffffff,4.0,0.0,0.0
822127fffffffff,5.0,0.0,0.0
82219ffffffffff,5.0,0.0,0.0
8222d7fffffffff,17.0,0.0,0.0
822427fffffffff,43.0,0.0,0.0
82242ffffffffff,6.0,0.0,0.0
822437fffffffff,4.0,0.0,0.0
822447fffffffff,2.0,0.0,0.0
822467fffffffff,62.0,0.0,0.0
82246ffffffffff,19.0,0.0,0.0
822477fffffffff,31.0,0.0,0.0
822487fffffffff,3.0,0.0,0.0
82248ffffffffff,40.0,5.0,0.0
822497fffffffff,2.0,0.0,0.0
82249ffffffffff,5.0,0.0,0.0
8224affffffffff,2.0,0.0,0.0
8224c7fffffffff,2.0,0.0,0.0
8224d7fffffffff,1.0,0.0,0.0
822507fffffffff,2.0,0.0,0.0
82250ffffffffff,3.0,0.0,0.0
822517fffffffff,47.0,0.0,0.0
82251ffffffffff,1.0,0.0,0.0
822547fffffffff,66.0,3.0,0.0
822557fffffffff,2.0,0.0,0.0
82255ffffffffff,160.0,0.0,0.0
82256ffffffffff,2.0,2.0,0.0
822577fffffffff,16.0,0.0,0.0
8225a7fffffffff,8.0,0.0,0.0
8225affffffffff,13.0,0.0,0.0
8225b7fffffffff,34.0,2.0,0.0
822607fffffffff,831.0,0.0,79.0
82260ffffffffff,1154.0,0.0,59.0
822617fffffffff,536.0,0.0,6.0
82261ffffffffff,448.0,0.0,9.0
822627fffffffff,2651.0,0.0,24.0
82262ffffffffff,3273.0,0.0,84.0
822637fffffffff,215.0,0.0,10.0
822647fffffffff,1972.0,0.0,21.0
82264ffffffffff,138.0,0.0,0.0
822657fffffffff,1818.0,0.0,27.0
82265ffffffffff,18.0,0.0,0.0
822667fffffffff,10229.0,0.0,553.0
82266ffffffffff,615.0,0.0,13.0
822677fffffffff,1408.0,0.0,28.0
822687fffffffff,10438.0,0.0,25.0
82268ffffffffff,18959.0,0.0,2.0
822697fffffffff,3897.0,0.0,461.0
82269ffffffffff,7401.0,0.0,35.0
8226a7fffffffff,376.0,0.0,5.0
8226affffffffff,5182.0,0.0,51.0
8226b7fffffffff,2122.0,0.0,88.0
8226c7fffffffff,319.0,0.0,3.0
8226cffffffffff,4.0,0.0,2.0
8226d7fffffffff,459.0,0.0,24.0
8226dffffffffff,142.0,0.0,9.0
8226e7fffffffff,2902.0,0.0,54.0
8226effffffffff,92.0,0.0,3.0
8226f7fffffffff,277.0,0.0,0.0
822707fffffffff,1298.0,0.0,0.0
82270ffffffffff,879.0,0.0,16.0
822717fffffffff,258.0,0.0,0.0
82271ffffffffff,282.0,0.0,3.0
822727fffffffff,4.0,0.0,0.0
82272ffffffffff,38.0,0.0,0.0
822737fffffffff,2.0,0.0,0.0
822747fffffffff,8360.0,0.0,40.0
