cell_id,Scytalopus latrans,Scytalopus latrans latrans,Scytalopus latrans subcinereus
82660ffffffffff,340.0,2.0,0.0
82661ffffffffff,2381.0,22.0,0.0
82662ffffffffff,13.0,0.0,0.0
8266c7fffffffff,492.0,0.0,0.0
8266d7fffffffff,2145.0,258.0,0.0
8266dffffffffff,1744.0,189.0,0.0
8266e7fffffffff,5118.0,123.0,0.0
8266f7fffffffff,521.0,3.0,0.0
828f0ffffffffff,211.0,7.0,33.0
828f2ffffffffff,255.0,0.0,0.0
828f57fffffffff,133.0,0.0,10.0
828f77fffffffff,555.0,51.0,5.0
