cell_id,Taeniopygia guttata,Taeniopygia guttata guttata,Taeniopygia guttata castanotis
84b9901ffffffff,12.0,0.0,2.0
84b9907ffffffff,13.0,0.0,0.0
84b990bffffffff,27.0,0.0,2.0
84b9911ffffffff,3.0,0.0,0.0
84b9915ffffffff,8.0,0.0,5.0
84b9917ffffffff,4.0,0.0,1.0
84b9919ffffffff,2.0,0.0,0.0
84b9931ffffffff,4.0,0.0,0.0
84b9935ffffffff,11.0,0.0,0.0
84b9937ffffffff,8.0,0.0,0.0
84b9949ffffffff,4.0,0.0,0.0
84b994dffffffff,2.0,0.0,0.0
84b9951ffffffff,17.0,0.0,2.0
84b9953ffffffff,2.0,0.0,0.0
84b9955ffffffff,18.0,0.0,0.0
84b9957ffffffff,1.0,0.0,0.0
84b995bffffffff,18.0,0.0,2.0
84b996bffffffff,8.0,0.0,0.0
84b9987ffffffff,2.0,0.0,0.0
84b99a1ffffffff,1.0,0.0,1.0
84b99c1ffffffff,6.0,0.0,4.0
84b99c5ffffffff,18.0,0.0,8.0
84b99c9ffffffff,76.0,0.0,18.0
84b99cbffffffff,11.0,0.0,4.0
84b99cdffffffff,18.0,0.0,5.0
84b99e5ffffffff,8.0,0.0,3.0
84b99e9ffffffff,25.0,0.0,5.0
84b99edffffffff,37.0,0.0,27.0
84b9a05ffffffff,11.0,0.0,0.0
84b9a0dffffffff,2.0,0.0,0.0
84b9a11ffffffff,1.0,0.0,0.0
84b9a13ffffffff,64.0,0.0,5.0
84b9a1dffffffff,2.0,0.0,0.0
84b9a23ffffffff,2.0,0.0,2.0
84b9a31ffffffff,31.0,0.0,13.0
84b9a33ffffffff,18.0,0.0,4.0
84b9a35ffffffff,2.0,0.0,0.0
84b9a37ffffffff,6.0,0.0,0.0
84b9a3bffffffff,4.0,0.0,0.0
84b9a4bffffffff,12.0,0.0,0.0
84b9a51ffffffff,2.0,0.0,0.0
84b9a57ffffffff,2.0,0.0,0.0
84b9a59ffffffff,23.0,0.0,5.0
84b9a63ffffffff,7.0,0.0,1.0
84b9a65ffffffff,38.0,0.0,10.0
84b9a67ffffffff,2.0,0.0,2.0
84b9a6dffffffff,1.0,0.0,0.0
84b9a85ffffffff,5.0,0.0,1.0
84b9a87ffffffff,1.0,0.0,0.0
84b9a95ffffffff,2.0,0.0,2.0
84b9aa1ffffffff,12.0,0.0,0.0
84b9aa5ffffffff,18.0,0.0,0.0
84b9aa7ffffffff,5.0,0.0,0.0
84b9ab1ffffffff,1.0,0.0,0.0
84b9ab7ffffffff,17.0,0.0,1.0
84b9ab9ffffffff,12.0,0.0,10.0
84b9ac1ffffffff,14.0,0.0,3.0
84b9ac3ffffffff,5.0,0.0,0.0
84b9ac9ffffffff,1.0,0.0,0.0
84b9ad1ffffffff,4.0,0.0,0.0
84b9ad3ffffffff,6.0,0.0,0.0
84b9ad5ffffffff,38.0,0.0,2.0
84b9ae3ffffffff,2.0,0.0,2.0
84b9b01ffffffff,8.0,0.0,0.0
84b9b05ffffffff,3.0,0.0,1.0
84b9b07ffffffff,6.0,0.0,0.0
84b9b09ffffffff,9.0,0.0,1.0
84b9b15ffffffff,2.0,0.0,0.0
84b9b19ffffffff,4.0,0.0,0.0
84b9b21ffffffff,67.0,0.0,35.0
84b9b23ffffffff,69.0,0.0,9.0
84b9b2bffffffff,240.0,0.0,30.0
84b9b31ffffffff,111.0,0.0,19.0
84b9b33ffffffff,45.0,0.0,17.0
84b9b35ffffffff,13.0,0.0,2.0
84b9b37ffffffff,87.0,0.0,13.0
84b9b3bffffffff,2.0,0.0,0.0
84b9b3dffffffff,83.0,0.0,8.0
84b9b41ffffffff,11.0,0.0,6.0
84b9b43ffffffff,3.0,0.0,0.0
84b9b45ffffffff,22.0,0.0,4.0
84b9b47ffffffff,16.0,0.0,4.0
84b9b4bffffffff,37.0,0.0,10.0
84b9b4dffffffff,10.0,0.0,5.0
84b9b51ffffffff,71.0,0.0,13.0
84b9b55ffffffff,119.0,0.0,14.0
84b9b57ffffffff,3.0,0.0,0.0
84b9b59ffffffff,13.0,0.0,5.0
84b9b5dffffffff,11.0,0.0,1.0
84b9b63ffffffff,6.0,0.0,0.0
84b9b65ffffffff,4.0,0.0,0.0
84b9b67ffffffff,4.0,0.0,4.0
84be081ffffffff,63.0,0.0,2.0
84be085ffffffff,276.0,0.0,51.0
84be089ffffffff,5.0,0.0,0.0
84be097ffffffff,4.0,0.0,0.0
84be0a3ffffffff,105.0,0.0,20.0
84be0a5ffffffff,6.0,0.0,2.0
84be0a7ffffffff,16.0,0.0,3.0
84be0abffffffff,4.0,0.0,0.0
84be0b5ffffffff,7.0,0.0,7.0
84be0b9ffffffff,12.0,0.0,0.0
84be0bdffffffff,165.0,0.0,43.0
84be19bffffffff,12.0,0.0,1.0
84be1a9ffffffff,1.0,0.0,0.0
84be1d3ffffffff,9.0,0.0,0.0
84be401ffffffff,91.0,0.0,11.0
84be403ffffffff,8.0,0.0,4.0
84be405ffffffff,21.0,0.0,1.0
84be407ffffffff,9.0,0.0,5.0
84be409ffffffff,15.0,0.0,0.0
84be40bffffffff,3.0,0.0,1.0
84be40dffffffff,1.0,0.0,0.0
84be421ffffffff,29.0,0.0,8.0
84be425ffffffff,6.0,0.0,0.0
84be427ffffffff,4.0,0.0,0.0
84be429ffffffff,25.0,0.0,11.0
84be42dffffffff,4.0,0.0,2.0
84be431ffffffff,5.0,0.0,0.0
84be439ffffffff,22.0,0.0,3.0
84be445ffffffff,4.0,0.0,2.0
84be447ffffffff,32.0,0.0,13.0
84be457ffffffff,3.0,0.0,0.0
84be461ffffffff,4.0,0.0,0.0
84be463ffffffff,6.0,0.0,2.0
84be469ffffffff,5.0,0.0,5.0
84be46bffffffff,5.0,0.0,0.0
84be46dffffffff,7.0,0.0,2.0
84be483ffffffff,3.0,0.0,3.0
84be491ffffffff,5.0,0.0,0.0
84be497ffffffff,5.0,0.0,0.0
84be4a1ffffffff,3.0,0.0,0.0
84be4a3ffffffff,10.0,0.0,0.0
84be4abffffffff,3.0,0.0,0.0
84be4adffffffff,2.0,0.0,0.0
84be4b1ffffffff,2.0,0.0,0.0
84be4b3ffffffff,1.0,0.0,0.0
84be4b5ffffffff,4.0,0.0,2.0
84be4b7ffffffff,3.0,0.0,3.0
84be4bdffffffff,2.0,0.0,0.0
84be4d5ffffffff,12.0,0.0,2.0
84be4e5ffffffff,1.0,0.0,0.0
84be4edffffffff,2.0,0.0,0.0
84be501ffffffff,12.0,0.0,1.0
84be503ffffffff,2.0,0.0,0.0
84be505ffffffff,4.0,0.0,0.0
84be507ffffffff,328.0,0.0,28.0
84be50bffffffff,4.0,0.0,0.0
84be50dffffffff,5.0,0.0,2.0
84be511ffffffff,2.0,0.0,0.0
84be515ffffffff,4.0,0.0,0.0
84be519ffffffff,4.0,0.0,0.0
84be51bffffffff,1.0,0.0,0.0
84be535ffffffff,3.0,0.0,0.0
84be539ffffffff,7.0,0.0,1.0
84be545ffffffff,2.0,0.0,0.0
84be547ffffffff,4.0,0.0,0.0
84be551ffffffff,70.0,0.0,18.0
84be557ffffffff,33.0,0.0,2.0
84be559ffffffff,7.0,0.0,0.0
84be56bffffffff,2.0,0.0,0.0
84be591ffffffff,1.0,0.0,0.0
84be593ffffffff,2.0,0.0,2.0
84be5a7ffffffff,6.0,0.0,5.0
84be5b1ffffffff,1.0,0.0,0.0
84be5b3ffffffff,9.0,0.0,0.0
84be5b9ffffffff,4.0,0.0,2.0
84be5d3ffffffff,14.0,0.0,0.0
84be5d5ffffffff,23.0,0.0,8.0
84be5dbffffffff,10.0,0.0,2.0
84be5edffffffff,5.0,0.0,5.0
84be631ffffffff,1832.0,0.0,595.0
84be635ffffffff,8.0,0.0,2.0
84be63bffffffff,4.0,0.0,2.0
84be713ffffffff,38.0,0.0,14.0
84be717ffffffff,3.0,0.0,0.0
84be727ffffffff,1.0,0.0,1.0
84be737ffffffff,1.0,0.0,0.0
84be891ffffffff,8.0,0.0,2.0
84be89bffffffff,5.0,0.0,0.0
84be8b3ffffffff,1.0,0.0,0.0
84be8b7ffffffff,1.0,0.0,0.0
84be8d3ffffffff,4.0,0.0,0.0
84be8d9ffffffff,1.0,0.0,1.0
84be8dbffffffff,1.0,0.0,1.0
84bec05ffffffff,2.0,0.0,0.0
84bec07ffffffff,25.0,0.0,2.0
84bec13ffffffff,5.0,0.0,0.0
84bec15ffffffff,9.0,0.0,0.0
84bec17ffffffff,23.0,0.0,0.0
84bec19ffffffff,2.0,0.0,0.0
84bec2dffffffff,2.0,0.0,0.0
84bec39ffffffff,2.0,0.0,0.0
84bec45ffffffff,2.0,0.0,2.0
84bec47ffffffff,3.0,0.0,0.0
84bec49ffffffff,4.0,0.0,0.0
84bec4dffffffff,4.0,0.0,0.0
84bec53ffffffff,1.0,0.0,0.0
84bec55ffffffff,1.0,0.0,0.0
84bec57ffffffff,8.0,0.0,8.0
84bec5bffffffff,3.0,0.0,0.0
84bec5dffffffff,13.0,0.0,2.0
84bec61ffffffff,4.0,0.0,0.0
84bec63ffffffff,14.0,0.0,0.0
84bec6bffffffff,1.0,0.0,0.0
84bec87ffffffff,8.0,0.0,3.0
84bec89ffffffff,5.0,0.0,1.0
84bec8bffffffff,95.0,0.0,11.0
84bec8dffffffff,10.0,0.0,2.0
84bec93ffffffff,9.0,0.0,0.0
84bec95ffffffff,13.0,0.0,9.0
84beca3ffffffff,25.0,0.0,7.0
84beca7ffffffff,2.0,0.0,0.0
84becabffffffff,4.0,0.0,0.0
84becadffffffff,7.0,0.0,0.0
84becb3ffffffff,3.0,0.0,0.0
84becb5ffffffff,11.0,0.0,3.0
84becb7ffffffff,5.0,0.0,0.0
84becc3ffffffff,8.0,0.0,2.0
84becc7ffffffff,37.0,0.0,7.0
84becc9ffffffff,6.0,0.0,4.0
84becd1ffffffff,12.0,0.0,2.0
84becd5ffffffff,14.0,0.0,0.0
84becddffffffff,21.0,0.0,0.0
84bece5ffffffff,2.0,0.0,0.0
84bece9ffffffff,405.0,0.0,74.0
84becebffffffff,119.0,0.0,31.0
84bed19ffffffff,4.0,0.0,0.0
84bed29ffffffff,2.0,0.0,2.0
84bed41ffffffff,6.0,0.0,2.0
84bed43ffffffff,2.0,0.0,0.0
84bed45ffffffff,10.0,0.0,0.0
84bed4dffffffff,5.0,0.0,2.0
84bed59ffffffff,6.0,0.0,2.0
84bed6dffffffff,2.0,0.0,0.0
84bed87ffffffff,9.0,0.0,2.0
84bed89ffffffff,4.0,0.0,3.0
84bedb1ffffffff,5.0,0.0,5.0
84bedb3ffffffff,2.0,0.0,2.0
84bedcbffffffff,2.0,0.0,2.0
84bedd1ffffffff,11.0,0.0,0.0
84bedd5ffffffff,2.0,0.0,0.0
84bee01ffffffff,8.0,0.0,0.0
84bee03ffffffff,3.0,0.0,3.0
84bee07ffffffff,2.0,0.0,0.0
84bee11ffffffff,4.0,0.0,0.0
84bee13ffffffff,7.0,0.0,4.0
84bee15ffffffff,7.0,0.0,0.0
84bee17ffffffff,38.0,0.0,1.0
84bee19ffffffff,8.0,0.0,0.0
84bee1bffffffff,3.0,0.0,1.0
84bee21ffffffff,2.0,0.0,0.0
84bee23ffffffff,1.0,0.0,0.0
84bee25ffffffff,7.0,0.0,0.0
84bee27ffffffff,1.0,0.0,0.0
84bee29ffffffff,11.0,0.0,2.0
84bee2bffffffff,2.0,0.0,0.0
84bee2dffffffff,1.0,0.0,0.0
84bee31ffffffff,3.0,0.0,0.0
84bee33ffffffff,2.0,0.0,0.0
84bee35ffffffff,4.0,0.0,4.0
84bee39ffffffff,3.0,0.0,0.0
84bee3bffffffff,29.0,0.0,0.0
84bee3dffffffff,2.0,0.0,2.0
84bee41ffffffff,10.0,0.0,3.0
84bee49ffffffff,16.0,0.0,3.0
84bee51ffffffff,2.0,0.0,1.0
84bee53ffffffff,4.0,0.0,0.0
84bee5bffffffff,1.0,0.0,0.0
84bee61ffffffff,7.0,0.0,2.0
84bee63ffffffff,4.0,0.0,0.0
84bee65ffffffff,33.0,0.0,2.0
84bee67ffffffff,1.0,0.0,0.0
84bee69ffffffff,8.0,0.0,2.0
84bee6dffffffff,80.0,0.0,28.0
84bee81ffffffff,5.0,0.0,2.0
84bee83ffffffff,1.0,0.0,0.0
84bee85ffffffff,31.0,0.0,12.0
84bee89ffffffff,2.0,0.0,2.0
84bee93ffffffff,12.0,0.0,3.0
84bee97ffffffff,1.0,0.0,1.0
84bee9dffffffff,2.0,0.0,0.0
84beea3ffffffff,4.0,0.0,2.0
84beea7ffffffff,5.0,0.0,2.0
84beea9ffffffff,14.0,0.0,0.0
84beeabffffffff,57.0,0.0,16.0
84beeb1ffffffff,1.0,0.0,0.0
84beeb3ffffffff,9.0,0.0,9.0
84beeb5ffffffff,2.0,0.0,2.0
84beec3ffffffff,21.0,0.0,3.0
84beec5ffffffff,3.0,0.0,0.0
84beec7ffffffff,6.0,0.0,0.0
84beec9ffffffff,2.0,0.0,0.0
84beecdffffffff,5.0,0.0,5.0
84beed1ffffffff,1.0,0.0,0.0
84beee1ffffffff,3.0,0.0,0.0
84beee3ffffffff,4.0,0.0,3.0
84beee5ffffffff,7.0,0.0,4.0
84beee7ffffffff,6.0,0.0,0.0
84beee9ffffffff,6.0,0.0,0.0
84beeebffffffff,7.0,0.0,1.0
84beeedffffffff,6.0,0.0,0.0
84bef03ffffffff,9.0,0.0,1.0
84bef05ffffffff,2.0,0.0,0.0
84bef07ffffffff,58.0,0.0,16.0
84bef09ffffffff,8.0,0.0,0.0
84bef0bffffffff,4.0,0.0,4.0
84bef11ffffffff,1.0,0.0,1.0
84bef15ffffffff,15.0,0.0,1.0
84bef19ffffffff,2.0,0.0,2.0
84bef1bffffffff,12.0,0.0,0.0
84bef1dffffffff,3.0,0.0,0.0
84bef21ffffffff,157.0,0.0,17.0
84bef23ffffffff,3.0,0.0,0.0
84bef25ffffffff,5.0,0.0,0.0
84bef27ffffffff,17.0,0.0,0.0
84bef29ffffffff,8.0,0.0,0.0
84bef2bffffffff,3.0,0.0,1.0
84bef2dffffffff,26.0,0.0,3.0
84bef33ffffffff,6.0,0.0,0.0
84bef35ffffffff,2.0,0.0,1.0
84bef37ffffffff,4.0,0.0,0.0
84bef3dffffffff,44.0,0.0,3.0
84bef51ffffffff,5.0,0.0,2.0
84bef53ffffffff,2.0,0.0,0.0
84bef55ffffffff,7.0,0.0,7.0
84bef5bffffffff,4.0,0.0,2.0
84bef5dffffffff,77.0,0.0,0.0
84bef63ffffffff,14.0,0.0,2.0
84bef65ffffffff,17.0,0.0,2.0
84bef67ffffffff,9.0,0.0,0.0
84bef6bffffffff,5.0,0.0,0.0
84c9925ffffffff,2.0,0.0,0.0
