cell_id,Pterodroma hasitata,Pterodroma hasitata (White-faced),Pterodroma hasitata (Dark-faced)
832a0dfffffffff,1.0,0.0,0.0
832a18fffffffff,3.0,0.0,1.0
832a1afffffffff,4.0,0.0,0.0
832a2cfffffffff,1.0,0.0,0.0
832ac0fffffffff,2.0,0.0,0.0
832ac2fffffffff,10.0,0.0,0.0
832ac6fffffffff,3415.0,109.0,86.0
832acbfffffffff,1.0,0.0,0.0
832ad5fffffffff,1.0,0.0,0.0
832af1fffffffff,196.0,25.0,10.0
832af5fffffffff,20.0,5.0,0.0
833ba1fffffffff,1.0,0.0,0.0
