cell_id,Rynchops niger,Rynchops niger niger,Rynchops niger cinerascens,Rynchops niger intercedens
832830fffffffff,33.0,0.0,0.0,0.0
832834fffffffff,1894.0,0.0,0.0,0.0
832912fffffffff,868.0,0.0,0.0,0.0
832913fffffffff,2.0,0.0,0.0,0.0
8329a0fffffffff,156.0,0.0,0.0,0.0
8329a1fffffffff,134.0,0.0,0.0,0.0
8329a4fffffffff,3376.0,0.0,0.0,0.0
8329a5fffffffff,5465.0,27.0,0.0,0.0
8329a6fffffffff,687.0,0.0,0.0,0.0
8329adfffffffff,1.0,0.0,0.0,0.0
832a06fffffffff,25.0,0.0,0.0,0.0
832a10fffffffff,4728.0,1.0,0.0,0.0
832a11fffffffff,1.0,0.0,0.0,0.0
832a13fffffffff,5781.0,0.0,0.0,0.0
832a14fffffffff,175.0,0.0,0.0,0.0
832a15fffffffff,740.0,0.0,0.0,0.0
832a1afffffffff,304.0,34.0,0.0,0.0
832a31fffffffff,95.0,0.0,0.0,0.0
832a33fffffffff,25.0,0.0,0.0,0.0
832aa9fffffffff,3473.0,21.0,0.0,0.0
832aadfffffffff,11420.0,0.0,0.0,0.0
832ac6fffffffff,585.0,0.0,0.0,0.0
832ad0fffffffff,680.0,0.0,0.0,0.0
832ad1fffffffff,173.0,0.0,0.0,0.0
832ad3fffffffff,1442.0,0.0,0.0,0.0
832ad5fffffffff,573.0,0.0,0.0,0.0
832af0fffffffff,113.0,0.0,0.0,0.0
832af1fffffffff,1919.0,0.0,0.0,0.0
832af3fffffffff,968.0,0.0,0.0,0.0
832af4fffffffff,11.0,0.0,0.0,0.0
832af6fffffffff,1340.0,0.0,0.0,0.0
834410fffffffff,3.0,0.0,0.0,0.0
834412fffffffff,1094.0,29.0,0.0,0.0
834413fffffffff,4203.0,54.0,0.0,0.0
834414fffffffff,167.0,2.0,0.0,0.0
834415fffffffff,6.0,0.0,0.0,0.0
834416fffffffff,354.0,16.0,0.0,0.0
83441afffffffff,2823.0,64.0,0.0,0.0
83441bfffffffff,950.0,4.0,0.0,0.0
83441efffffffff,6750.0,186.0,0.0,0.0
834424fffffffff,134.0,0.0,0.0,0.0
834432fffffffff,46.0,0.0,0.0,0.0
834436fffffffff,6.0,0.0,0.0,0.0
834444fffffffff,17.0,0.0,0.0,0.0
834445fffffffff,66.0,0.0,0.0,0.0
834446fffffffff,224.0,0.0,0.0,0.0
834450fffffffff,2776.0,0.0,0.0,0.0
834454fffffffff,42.0,0.0,0.0,0.0
834455fffffffff,3918.0,0.0,0.0,0.0
834456fffffffff,401.0,0.0,0.0,0.0
834463fffffffff,278.0,0.0,0.0,0.0
83446cfffffffff,7328.0,404.0,0.0,0.0
83446efffffffff,1423.0,0.0,0.0,0.0
834471fffffffff,654.0,0.0,0.0,0.0
834472fffffffff,1.0,0.0,0.0,0.0
834473fffffffff,1938.0,0.0,0.0,0.0
8344a1fffffffff,298.0,2.0,0.0,0.0
8344a5fffffffff,37.0,0.0,0.0,0.0
8344a8fffffffff,1329.0,31.0,0.0,0.0
8344a9fffffffff,250.0,0.0,0.0,0.0
8344abfffffffff,3644.0,119.0,0.0,0.0
8344acfffffffff,1671.0,1.0,0.0,0.0
8344adfffffffff,71.0,0.0,0.0,0.0
8344aefffffffff,188.0,0.0,0.0,0.0
8344d0fffffffff,3832.0,0.0,0.0,0.0
8344d2fffffffff,515.0,0.0,0.0,0.0
8344d3fffffffff,4.0,0.0,0.0,0.0
8344d5fffffffff,3719.0,0.0,0.0,0.0
8344e4fffffffff,203.0,0.0,0.0,0.0
8344e5fffffffff,115.0,0.0,0.0,0.0
8344e6fffffffff,1153.0,0.0,0.0,0.0
8344f0fffffffff,2608.0,0.0,0.0,0.0
8344f3fffffffff,4042.0,0.0,0.0,0.0
8344f5fffffffff,7.0,0.0,0.0,0.0
8344f6fffffffff,1832.0,0.0,0.0,0.0
834501fffffffff,1.0,0.0,0.0,0.0
834505fffffffff,2.0,0.0,0.0,0.0
834509fffffffff,146.0,0.0,0.0,0.0
83450afffffffff,5.0,0.0,0.0,0.0
83450bfffffffff,526.0,0.0,0.0,0.0
834519fffffffff,2.0,0.0,0.0,0.0
834521fffffffff,2.0,0.0,0.0,0.0
834522fffffffff,19.0,0.0,0.0,0.0
834524fffffffff,51.0,0.0,0.0,0.0
834525fffffffff,1.0,0.0,0.0,0.0
834529fffffffff,2.0,0.0,0.0,0.0
834531fffffffff,2.0,0.0,0.0,0.0
834532fffffffff,3.0,0.0,0.0,0.0
834549fffffffff,6.0,0.0,0.0,0.0
834554fffffffff,8.0,0.0,0.0,0.0
834569fffffffff,45.0,0.0,0.0,0.0
83456dfffffffff,7.0,0.0,0.0,0.0
834572fffffffff,788.0,0.0,0.0,0.0
834574fffffffff,11.0,3.0,0.0,0.0
834576fffffffff,13.0,4.0,0.0,0.0
834588fffffffff,13.0,2.0,0.0,0.0
83458afffffffff,1.0,0.0,0.0,0.0
83458cfffffffff,223.0,24.0,0.0,0.0
83458efffffffff,1.0,0.0,0.0,0.0
834598fffffffff,25.0,4.0,0.0,0.0
83459cfffffffff,2.0,0.0,0.0,0.0
834801fffffffff,105.0,34.0,0.0,0.0
834802fffffffff,22.0,0.0,0.0,0.0
834803fffffffff,2.0,0.0,0.0,0.0
834806fffffffff,26.0,6.0,0.0,0.0
834808fffffffff,13.0,0.0,0.0,0.0
834809fffffffff,108.0,0.0,0.0,0.0
83480bfffffffff,86.0,0.0,0.0,0.0
83480efffffffff,62.0,0.0,0.0,0.0
834823fffffffff,6.0,0.0,0.0,0.0
83482afffffffff,220.0,0.0,0.0,0.0
83482bfffffffff,3.0,0.0,0.0,0.0
83482efffffffff,3.0,0.0,0.0,0.0
834830fffffffff,2.0,0.0,0.0,0.0
834832fffffffff,37.0,0.0,0.0,0.0
834833fffffffff,106.0,3.0,0.0,0.0
834836fffffffff,122.0,0.0,0.0,0.0
834843fffffffff,23.0,0.0,0.0,0.0
83484afffffffff,513.0,0.0,0.0,0.0
834856fffffffff,112.0,0.0,0.0,0.0
834858fffffffff,49.0,0.0,0.0,0.0
834859fffffffff,6.0,0.0,0.0,0.0
83485bfffffffff,16.0,0.0,0.0,0.0
83485cfffffffff,8.0,0.0,0.0,0.0
83485efffffffff,27.0,0.0,0.0,0.0
834870fffffffff,5.0,0.0,0.0,0.0
834873fffffffff,11.0,0.0,0.0,0.0
834890fffffffff,2302.0,37.0,0.0,0.0
834892fffffffff,667.0,0.0,0.0,0.0
834893fffffffff,86.0,0.0,0.0,0.0
834895fffffffff,2240.0,13.0,0.0,0.0
8348b0fffffffff,6.0,0.0,0.0,0.0
8348b1fffffffff,82.0,0.0,0.0,0.0
8348b2fffffffff,8604.0,0.0,0.0,0.0
8348b3fffffffff,339.0,0.0,0.0,0.0
8348b4fffffffff,26.0,0.0,0.0,0.0
834992fffffffff,46.0,8.0,0.0,0.0
834993fffffffff,7.0,0.0,0.0,0.0
834996fffffffff,431.0,119.0,0.0,0.0
8349a2fffffffff,29.0,0.0,0.0,0.0
8349a3fffffffff,4.0,0.0,0.0,0.0
8349a8fffffffff,34.0,0.0,0.0,0.0
8349a9fffffffff,196.0,0.0,0.0,0.0
8349abfffffffff,12.0,0.0,0.0,0.0
8349acfffffffff,1.0,0.0,0.0,0.0
8349adfffffffff,2.0,0.0,0.0,0.0
8349b4fffffffff,3.0,0.0,0.0,0.0
8349b5fffffffff,33.0,0.0,0.0,0.0
8349b6fffffffff,2.0,0.0,0.0,0.0
834c9afffffffff,2.0,0.0,0.0,0.0
835f08fffffffff,24.0,0.0,0.0,0.0
835f09fffffffff,122.0,0.0,0.0,0.0
835f0bfffffffff,23.0,0.0,0.0,0.0
835f0efffffffff,7.0,0.0,0.0,0.0
835f12fffffffff,77.0,0.0,0.0,0.0
835f13fffffffff,16.0,0.0,0.0,0.0
835f1cfffffffff,18.0,0.0,0.0,0.0
835f1dfffffffff,4.0,0.0,0.0,0.0
835f1efffffffff,7.0,0.0,0.0,0.0
835f28fffffffff,4.0,0.0,0.0,0.0
835f29fffffffff,79.0,0.0,0.0,0.0
835f2bfffffffff,122.0,0.0,0.0,0.0
835f49fffffffff,19.0,0.0,0.0,0.0
835f4afffffffff,1.0,0.0,0.0,0.0
835f4bfffffffff,138.0,0.0,9.0,0.0
835f56fffffffff,4.0,0.0,0.0,0.0
835f58fffffffff,315.0,0.0,0.0,0.0
835f5bfffffffff,16.0,0.0,0.0,0.0
835f5dfffffffff,1.0,0.0,0.0,0.0
835f68fffffffff,23.0,0.0,0.0,0.0
836600fffffffff,5.0,0.0,0.0,0.0
836604fffffffff,8.0,0.0,0.0,0.0
836605fffffffff,2.0,0.0,0.0,0.0
836606fffffffff,48.0,0.0,0.0,0.0
836609fffffffff,1.0,0.0,0.0,0.0
83660afffffffff,18.0,0.0,0.0,0.0
83660efffffffff,29.0,0.0,0.0,0.0
836611fffffffff,4.0,0.0,0.0,0.0
836612fffffffff,5.0,0.0,0.0,0.0
836613fffffffff,2.0,0.0,0.0,0.0
836619fffffffff,24.0,0.0,0.0,0.0
836620fffffffff,653.0,0.0,35.0,0.0
836621fffffffff,3.0,0.0,0.0,0.0
836622fffffffff,391.0,0.0,36.0,0.0
836625fffffffff,161.0,0.0,9.0,0.0
83662cfffffffff,10.0,0.0,0.0,0.0
836631fffffffff,145.0,0.0,0.0,0.0
836641fffffffff,483.0,0.0,20.0,0.0
836643fffffffff,2.0,0.0,0.0,0.0
836644fffffffff,11.0,0.0,0.0,0.0
836645fffffffff,7.0,0.0,0.0,0.0
836650fffffffff,8.0,0.0,0.0,0.0
836651fffffffff,2.0,0.0,0.0,0.0
836652fffffffff,33.0,0.0,0.0,0.0
836653fffffffff,7.0,0.0,0.0,0.0
836654fffffffff,169.0,0.0,0.0,0.0
836656fffffffff,68.0,0.0,0.0,0.0
83665afffffffff,6.0,0.0,0.0,0.0
83665efffffffff,19.0,0.0,0.0,0.0
836660fffffffff,6.0,0.0,0.0,0.0
836662fffffffff,4.0,0.0,0.0,0.0
836663fffffffff,33.0,0.0,0.0,0.0
836664fffffffff,42.0,0.0,10.0,0.0
836666fffffffff,1.0,0.0,0.0,0.0
83666afffffffff,4.0,0.0,0.0,0.0
83666efffffffff,7.0,0.0,0.0,0.0
836670fffffffff,29.0,0.0,0.0,0.0
836671fffffffff,3.0,0.0,0.0,0.0
836672fffffffff,232.0,0.0,0.0,0.0
836673fffffffff,37.0,0.0,0.0,0.0
836674fffffffff,3.0,0.0,0.0,0.0
836675fffffffff,126.0,0.0,0.0,0.0
836676fffffffff,3.0,0.0,0.0,0.0
8366a0fffffffff,16.0,0.0,0.0,0.0
8366a1fffffffff,7.0,0.0,0.0,0.0
8366a2fffffffff,2.0,0.0,0.0,0.0
8366a3fffffffff,12.0,0.0,0.0,0.0
8366a5fffffffff,216.0,0.0,0.0,0.0
8366a6fffffffff,2.0,0.0,0.0,0.0
8366b4fffffffff,6.0,0.0,0.0,0.0
8366b6fffffffff,3.0,0.0,0.0,0.0
8366c0fffffffff,65.0,0.0,0.0,0.0
8366c1fffffffff,24.0,0.0,0.0,0.0
8366c3fffffffff,12.0,0.0,0.0,0.0
8366c4fffffffff,4.0,0.0,0.0,0.0
8366cefffffffff,53.0,0.0,0.0,0.0
8366d2fffffffff,1.0,0.0,0.0,0.0
8366dcfffffffff,98.0,0.0,10.0,0.0
8366ddfffffffff,21.0,0.0,0.0,0.0
8366e1fffffffff,23.0,0.0,0.0,0.0
8366e2fffffffff,2.0,0.0,0.0,0.0
8366e4fffffffff,9.0,0.0,0.0,0.0
8366e5fffffffff,93.0,0.0,0.0,0.0
8366e6fffffffff,304.0,0.0,0.0,0.0
8366ecfffffffff,197.0,0.0,0.0,0.0
8366eefffffffff,22.0,0.0,0.0,0.0
8366f0fffffffff,24.0,0.0,0.0,0.0
836740fffffffff,10.0,0.0,0.0,0.0
836741fffffffff,107.0,0.0,0.0,0.0
836742fffffffff,9.0,0.0,0.0,0.0
836743fffffffff,108.0,0.0,6.0,0.0
83674afffffffff,1.0,0.0,0.0,0.0
83674cfffffffff,31.0,0.0,0.0,0.0
83674dfffffffff,17.0,0.0,3.0,0.0
83674efffffffff,47.0,0.0,5.0,0.0
836750fffffffff,3.0,0.0,3.0,0.0
836752fffffffff,259.0,0.0,0.0,0.0
836753fffffffff,4.0,0.0,0.0,0.0
836755fffffffff,47.0,0.0,0.0,0.0
836756fffffffff,2.0,0.0,0.0,0.0
836759fffffffff,9.0,0.0,0.0,0.0
83675afffffffff,4.0,0.0,0.0,0.0
83675bfffffffff,24.0,0.0,0.0,0.0
83675dfffffffff,3.0,0.0,0.0,0.0
83675efffffffff,4.0,0.0,0.0,0.0
836769fffffffff,33.0,0.0,10.0,0.0
83676bfffffffff,38.0,0.0,0.0,0.0
836773fffffffff,273.0,0.0,0.0,0.0
83679afffffffff,34.0,0.0,0.0,0.0
83679bfffffffff,102.0,0.0,0.0,0.0
836d04fffffffff,86.0,9.0,0.0,0.0
836d05fffffffff,25.0,0.0,0.0,0.0
836d06fffffffff,21.0,4.0,0.0,0.0
836d14fffffffff,36.0,5.0,0.0,0.0
836d15fffffffff,10.0,0.0,0.0,0.0
836d24fffffffff,25.0,0.0,0.0,0.0
836d25fffffffff,241.0,0.0,0.0,0.0
836d26fffffffff,4.0,0.0,0.0,0.0
836d2afffffffff,43.0,0.0,0.0,0.0
836d2bfffffffff,484.0,0.0,0.0,0.0
836d31fffffffff,259.0,55.0,0.0,0.0
836d34fffffffff,140.0,13.0,0.0,0.0
836d35fffffffff,28.0,2.0,0.0,0.0
836d60fffffffff,395.0,0.0,0.0,0.0
836d61fffffffff,52.0,0.0,0.0,0.0
836d63fffffffff,63.0,0.0,0.0,0.0
836d66fffffffff,97.0,0.0,0.0,0.0
836d68fffffffff,41.0,0.0,0.0,0.0
836d69fffffffff,969.0,0.0,0.0,0.0
836d6bfffffffff,39.0,0.0,0.0,0.0
836d6dfffffffff,14.0,0.0,0.0,0.0
836d6efffffffff,2.0,0.0,0.0,0.0
836d74fffffffff,126.0,0.0,0.0,0.0
836d75fffffffff,334.0,0.0,0.0,0.0
836d76fffffffff,147.0,0.0,0.0,0.0
838008fffffffff,25.0,0.0,0.0,0.0
838009fffffffff,15.0,0.0,0.0,0.0
83800efffffffff,8.0,0.0,0.0,0.0
838010fffffffff,2.0,0.0,0.0,0.0
838011fffffffff,1.0,0.0,0.0,0.0
838016fffffffff,5.0,0.0,0.0,0.0
83802bfffffffff,3.0,0.0,0.0,0.0
838044fffffffff,26.0,0.0,0.0,0.0
838046fffffffff,5.0,0.0,0.0,0.0
838048fffffffff,9.0,0.0,0.0,0.0
83804efffffffff,2.0,0.0,0.0,0.0
838054fffffffff,61.0,0.0,0.0,0.0
838055fffffffff,11.0,0.0,0.0,0.0
83806afffffffff,4.0,0.0,0.0,0.0
83806cfffffffff,2.0,0.0,0.0,0.0
838073fffffffff,3.0,0.0,0.0,0.0
8380a4fffffffff,1.0,0.0,0.0,0.0
838143fffffffff,1.0,0.0,0.0,0.0
838145fffffffff,43.0,0.0,0.0,0.0
83814dfffffffff,4.0,0.0,0.0,0.0
83814efffffffff,4.0,0.0,0.0,0.0
838151fffffffff,1.0,0.0,0.0,0.0
838160fffffffff,2.0,0.0,0.0,0.0
838162fffffffff,51.0,0.0,0.0,0.0
838163fffffffff,71.0,0.0,0.0,0.0
838171fffffffff,2.0,0.0,0.0,0.0
83818bfffffffff,9.0,0.0,0.0,0.0
838a00fffffffff,6.0,0.0,0.0,0.0
838a05fffffffff,3.0,0.0,0.0,0.0
838a06fffffffff,1.0,0.0,0.0,0.0
838a10fffffffff,8.0,0.0,0.0,0.0
838a15fffffffff,1.0,0.0,0.0,0.0
838a1bfffffffff,7.0,0.0,0.0,0.0
838a1efffffffff,1.0,0.0,0.0,0.0
838a21fffffffff,4.0,0.0,0.0,0.0
838a23fffffffff,1.0,0.0,0.0,0.0
838a24fffffffff,2.0,0.0,0.0,0.0
838a25fffffffff,2.0,0.0,0.0,0.0
838a2efffffffff,8.0,0.0,0.0,0.0
838a31fffffffff,30.0,0.0,0.0,0.0
838a33fffffffff,41.0,0.0,0.0,0.0
838a41fffffffff,2.0,0.0,0.0,0.0
838a45fffffffff,92.0,0.0,4.0,0.0
838a56fffffffff,1.0,0.0,0.0,0.0
838a63fffffffff,36.0,0.0,0.0,0.0
838a68fffffffff,20.0,0.0,0.0,0.0
838a69fffffffff,56.0,0.0,0.0,0.0
838a6dfffffffff,174.0,0.0,0.0,0.0
