cell_id,Rynchops niger,Rynchops niger niger,Rynchops niger cinerascens,Rynchops niger intercedens
838a70fffffffff,25.0,0.0,0.0,0.0
838a72fffffffff,4.0,0.0,0.0,0.0
838a73fffffffff,6.0,0.0,0.0,0.0
838a75fffffffff,4.0,0.0,0.0,0.0
838a80fffffffff,8.0,0.0,0.0,0.0
838a8cfffffffff,18.0,0.0,0.0,0.0
838a8efffffffff,2.0,0.0,0.0,0.0
838a92fffffffff,6.0,0.0,0.0,0.0
838a9cfffffffff,12.0,0.0,0.0,0.0
838aa9fffffffff,3.0,0.0,0.0,0.0
838aaafffffffff,8.0,0.0,0.0,0.0
838aabfffffffff,40.0,0.0,0.0,0.0
838aacfffffffff,1.0,0.0,0.0,0.0
838aadfffffffff,6.0,0.0,0.0,0.0
838ac1fffffffff,2.0,0.0,0.0,0.0
838ad8fffffffff,3.0,0.0,0.0,0.0
838adafffffffff,6.0,0.0,0.0,0.0
838adcfffffffff,10.0,0.0,0.0,0.0
838ae4fffffffff,1.0,0.0,0.0,0.0
838ae5fffffffff,6.0,0.0,0.0,0.0
838ae8fffffffff,6.0,0.0,0.0,0.0
838aeefffffffff,2.0,0.0,0.0,0.0
838af0fffffffff,19.0,0.0,0.0,0.0
838af1fffffffff,10.0,0.0,0.0,0.0
838af4fffffffff,20.0,0.0,0.0,0.0
838af6fffffffff,182.0,0.0,0.0,0.0
838b01fffffffff,1.0,0.0,0.0,0.0
838b05fffffffff,1.0,0.0,0.0,0.0
838b08fffffffff,7.0,0.0,0.0,0.0
838b0bfffffffff,5.0,0.0,0.0,0.0
838b0cfffffffff,31.0,0.0,0.0,0.0
838b0dfffffffff,31.0,0.0,0.0,0.0
838b0efffffffff,1.0,0.0,0.0,0.0
838b10fffffffff,2.0,0.0,0.0,0.0
838b13fffffffff,2.0,0.0,0.0,0.0
838b1cfffffffff,4.0,0.0,0.0,0.0
838b1efffffffff,17.0,0.0,0.0,0.0
838b22fffffffff,17.0,0.0,0.0,0.0
838b23fffffffff,9.0,0.0,0.0,0.0
838b28fffffffff,2.0,0.0,0.0,0.0
838b2afffffffff,4.0,0.0,0.0,0.0
838b2cfffffffff,4.0,0.0,0.0,0.0
838b2efffffffff,2.0,0.0,0.0,0.0
838b31fffffffff,2.0,0.0,0.0,0.0
838b40fffffffff,11.0,0.0,1.0,0.0
838b44fffffffff,177.0,0.0,0.0,0.0
838b45fffffffff,110.0,0.0,0.0,0.0
838b48fffffffff,4.0,0.0,0.0,0.0
838b4efffffffff,2.0,0.0,0.0,0.0
838b50fffffffff,9.0,0.0,0.0,0.0
838b52fffffffff,9.0,0.0,0.0,0.0
838b56fffffffff,14.0,0.0,0.0,0.0
838b5dfffffffff,10.0,0.0,0.0,0.0
838b61fffffffff,8.0,0.0,0.0,0.0
838b62fffffffff,58.0,0.0,13.0,0.0
838b63fffffffff,554.0,0.0,28.0,0.0
838b69fffffffff,19.0,0.0,0.0,0.0
838b6efffffffff,190.0,0.0,0.0,0.0
838b70fffffffff,1.0,0.0,0.0,0.0
838b71fffffffff,204.0,0.0,2.0,0.0
838b72fffffffff,8.0,0.0,0.0,0.0
838b74fffffffff,10.0,0.0,0.0,0.0
838b75fffffffff,3.0,0.0,0.0,0.0
838b88fffffffff,18.0,0.0,0.0,0.0
838b9dfffffffff,32.0,0.0,0.0,0.0
838ba2fffffffff,3.0,0.0,0.0,0.0
838ba6fffffffff,6.0,0.0,0.0,0.0
838bb5fffffffff,3.0,0.0,0.0,0.0
838e44fffffffff,17.0,0.0,0.0,0.0
838e45fffffffff,287.0,0.0,0.0,0.0
838e4cfffffffff,4.0,0.0,0.0,0.0
838e62fffffffff,1675.0,0.0,24.0,0.0
838e63fffffffff,8.0,0.0,0.0,0.0
838e64fffffffff,2.0,0.0,0.0,0.0
838e6afffffffff,3.0,0.0,0.0,0.0
838e75fffffffff,65.0,0.0,0.0,0.0
838f08fffffffff,11.0,0.0,0.0,0.0
838f09fffffffff,5.0,0.0,0.0,0.0
838f0bfffffffff,67.0,0.0,0.0,0.0
838f2afffffffff,25.0,0.0,2.0,0.0
838f2bfffffffff,4.0,0.0,0.0,0.0
838f2efffffffff,20.0,0.0,0.0,0.0
838f40fffffffff,22.0,0.0,0.0,0.0
838f41fffffffff,1.0,0.0,0.0,0.0
838f43fffffffff,1.0,0.0,0.0,0.0
838f44fffffffff,31.0,0.0,0.0,0.0
838f48fffffffff,20.0,0.0,0.0,0.0
838f4bfffffffff,1.0,0.0,0.0,0.0
838f4cfffffffff,41.0,0.0,0.0,0.0
838f50fffffffff,174.0,0.0,1.0,0.0
838f53fffffffff,6.0,0.0,0.0,0.0
838f5afffffffff,4.0,0.0,0.0,0.0
838f5bfffffffff,39.0,0.0,4.0,0.0
838f5efffffffff,16.0,0.0,0.0,0.0
838f61fffffffff,52.0,0.0,0.0,0.0
838f63fffffffff,3.0,0.0,0.0,0.0
838f6bfffffffff,2.0,0.0,0.0,0.0
838f6efffffffff,10.0,0.0,0.0,0.0
838f71fffffffff,3.0,0.0,0.0,0.0
83a80bfffffffff,2.0,0.0,0.0,0.0
83a810fffffffff,260.0,0.0,0.0,0.0
83a811fffffffff,55.0,0.0,0.0,0.0
83a812fffffffff,15.0,0.0,0.0,0.0
83a813fffffffff,1.0,0.0,0.0,0.0
83a814fffffffff,35.0,0.0,0.0,0.0
83a815fffffffff,8.0,0.0,0.0,0.0
83a816fffffffff,2.0,0.0,0.0,0.0
83a81cfffffffff,5.0,0.0,0.0,0.0
83a81dfffffffff,3.0,0.0,0.0,0.0
83a81efffffffff,2.0,0.0,0.0,0.0
83a82afffffffff,3.0,0.0,0.0,0.0
83a82cfffffffff,5.0,0.0,0.0,0.0
83a831fffffffff,39.0,0.0,0.0,0.0
83a833fffffffff,37.0,0.0,0.0,0.0
83a835fffffffff,61.0,0.0,0.0,0.0
83a840fffffffff,34.0,0.0,0.0,0.0
83a841fffffffff,14.0,0.0,0.0,0.0
83a842fffffffff,33.0,0.0,0.0,0.0
83a844fffffffff,1.0,0.0,0.0,0.0
83a845fffffffff,13.0,0.0,0.0,0.0
83a846fffffffff,4.0,0.0,0.0,0.0
83a84afffffffff,17.0,0.0,0.0,0.0
83a84efffffffff,17.0,0.0,0.0,0.0
83a859fffffffff,459.0,0.0,0.0,0.0
83a85afffffffff,4.0,0.0,0.0,0.0
83a85bfffffffff,9.0,0.0,0.0,0.0
83a85dfffffffff,1599.0,0.0,0.0,0.0
83a860fffffffff,11.0,0.0,0.0,3.0
83a862fffffffff,2.0,0.0,0.0,0.0
83a864fffffffff,4.0,0.0,0.0,0.0
83a865fffffffff,12.0,0.0,0.0,4.0
83a891fffffffff,3.0,0.0,0.0,0.0
83a893fffffffff,4.0,0.0,0.0,0.0
83a89efffffffff,7.0,0.0,0.0,0.0
83a8a0fffffffff,189.0,0.0,0.0,0.0
83a8a1fffffffff,8.0,0.0,0.0,0.0
83a8a2fffffffff,37.0,0.0,0.0,0.0
83a8a5fffffffff,2.0,0.0,0.0,0.0
83a8b1fffffffff,6.0,0.0,0.0,0.0
83a8c0fffffffff,19.0,0.0,0.0,0.0
83a8c2fffffffff,6.0,0.0,0.0,0.0
83a8c8fffffffff,2.0,0.0,0.0,0.0
83a8c9fffffffff,8.0,0.0,0.0,0.0
83a8cafffffffff,1.0,0.0,0.0,0.0
83a8ccfffffffff,7.0,0.0,0.0,0.0
83a8cefffffffff,6.0,0.0,0.0,0.0
83a8d1fffffffff,1.0,0.0,0.0,0.0
83a8d3fffffffff,1.0,0.0,0.0,0.0
83a8e6fffffffff,2.0,0.0,0.0,0.0
83a900fffffffff,7.0,0.0,0.0,0.0
83a901fffffffff,8.0,0.0,0.0,0.0
83a903fffffffff,40.0,0.0,0.0,0.0
83a905fffffffff,320.0,0.0,0.0,22.0
83a918fffffffff,55.0,0.0,0.0,0.0
83a91bfffffffff,94.0,0.0,0.0,0.0
83a91dfffffffff,5.0,0.0,0.0,0.0
83a921fffffffff,21.0,0.0,0.0,0.0
83a92cfffffffff,2.0,0.0,0.0,0.0
83a92dfffffffff,1.0,0.0,0.0,0.0
83a92efffffffff,40.0,0.0,0.0,0.0
83a940fffffffff,7.0,0.0,0.0,0.0
83a941fffffffff,66.0,0.0,0.0,0.0
83a943fffffffff,7.0,0.0,0.0,0.0
83a944fffffffff,48.0,0.0,0.0,0.0
83a945fffffffff,20.0,0.0,0.0,0.0
83a946fffffffff,19.0,0.0,0.0,0.0
83a94cfffffffff,2.0,0.0,0.0,0.0
83a94efffffffff,404.0,0.0,0.0,48.0
83a950fffffffff,7.0,0.0,0.0,0.0
83a953fffffffff,3.0,0.0,0.0,0.0
83a959fffffffff,8.0,0.0,0.0,0.0
83a95afffffffff,1.0,0.0,0.0,1.0
83a95bfffffffff,2.0,0.0,0.0,2.0
83a95dfffffffff,2.0,0.0,0.0,0.0
83a961fffffffff,13.0,0.0,0.0,0.0
83a962fffffffff,34.0,0.0,0.0,0.0
83a964fffffffff,23.0,0.0,0.0,0.0
83a96afffffffff,60.0,0.0,0.0,0.0
83a96bfffffffff,3.0,0.0,0.0,0.0
83a96efffffffff,9.0,0.0,0.0,0.0
83a974fffffffff,2.0,0.0,0.0,0.0
83b200fffffffff,67.0,0.0,3.0,0.0
83b203fffffffff,10.0,0.0,0.0,0.0
83b204fffffffff,21.0,0.0,0.0,0.0
83b218fffffffff,2.0,0.0,0.0,0.0
83b219fffffffff,698.0,0.0,35.0,0.0
83b21bfffffffff,8.0,0.0,2.0,0.0
83b21dfffffffff,48.0,0.0,0.0,0.0
83b222fffffffff,1.0,0.0,0.0,0.0
83b226fffffffff,79.0,0.0,9.0,0.0
83b241fffffffff,124.0,0.0,0.0,0.0
83b242fffffffff,1.0,0.0,0.0,0.0
83b245fffffffff,2.0,0.0,0.0,0.0
83b24cfffffffff,1.0,0.0,0.0,0.0
83b24dfffffffff,8.0,0.0,0.0,0.0
83b24efffffffff,2.0,0.0,0.0,0.0
83b262fffffffff,4.0,0.0,0.0,0.0
83b266fffffffff,5.0,0.0,0.0,0.0
83b268fffffffff,34.0,0.0,0.0,0.0
83b269fffffffff,17.0,0.0,0.0,0.0
83b26afffffffff,4.0,0.0,0.0,0.0
83b26dfffffffff,5.0,0.0,0.0,0.0
83b275fffffffff,10.0,0.0,0.0,0.0
83b2c0fffffffff,1386.0,0.0,118.0,0.0
83b2c2fffffffff,132.0,0.0,19.0,0.0
83b2c3fffffffff,133.0,0.0,9.0,0.0
83b2c4fffffffff,1024.0,0.0,58.0,0.0
83b2d8fffffffff,116.0,0.0,2.0,0.0
83b2dafffffffff,155.0,0.0,1.0,0.0
83b2dbfffffffff,1.0,0.0,0.0,0.0
83b2dcfffffffff,58.0,0.0,2.0,0.0
83b2e2fffffffff,405.0,0.0,37.0,0.0
83b2e6fffffffff,4.0,0.0,0.0,0.0
83b2e8fffffffff,5.0,0.0,0.0,0.0
83b2eefffffffff,1.0,0.0,0.0,0.0
83b300fffffffff,17.0,0.0,5.0,0.0
83b303fffffffff,34.0,0.0,2.0,0.0
83b304fffffffff,763.0,0.0,89.0,0.0
83b319fffffffff,27.0,0.0,2.0,0.0
83b31dfffffffff,5.0,0.0,0.0,0.0
83b330fffffffff,106.0,0.0,0.0,0.0
