cell_id,Tringa semipalmata,Tringa semipalmata semipalmata,Tringa semipalmata inornata
840c555ffffffff,11.0,0.0,6.0
840e491ffffffff,4.0,0.0,0.0
840e497ffffffff,2.0,0.0,0.0
840e4dbffffffff,1.0,0.0,0.0
840eea7ffffffff,2.0,0.0,0.0
8412515ffffffff,4.0,0.0,4.0
8412525ffffffff,1.0,0.0,0.0
8412597ffffffff,1.0,0.0,0.0
8412c1dffffffff,2.0,0.0,0.0
8412c81ffffffff,1.0,0.0,0.0
8412c97ffffffff,5.0,0.0,2.0
8412cbbffffffff,2.0,0.0,0.0
8412cc1ffffffff,4.0,0.0,1.0
8412ccdffffffff,6.0,0.0,1.0
8412cd9ffffffff,2.0,0.0,0.0
8412ce3ffffffff,3.0,0.0,0.0
8412ce7ffffffff,2.0,0.0,0.0
8412d33ffffffff,3.0,0.0,0.0
8412d8dffffffff,2.0,0.0,0.0
8412db7ffffffff,4.0,0.0,0.0
8412ddbffffffff,4.0,0.0,0.0
8412dedffffffff,1.0,0.0,0.0
8412e21ffffffff,2.0,0.0,0.0
8412ea1ffffffff,2.0,0.0,0.0
8412ec1ffffffff,3.0,0.0,3.0
8412ec7ffffffff,1.0,0.0,0.0
8412f6dffffffff,2.0,0.0,0.0
8413867ffffffff,5.0,0.0,0.0
841aa07ffffffff,2.0,0.0,0.0
841aa23ffffffff,7.0,0.0,3.0
841aa35ffffffff,2.0,0.0,0.0
841aa3dffffffff,74.0,6.0,0.0
841b831ffffffff,1.0,0.0,0.0
841b99bffffffff,2.0,2.0,0.0
841b9a5ffffffff,63.0,0.0,0.0
8426017ffffffff,3.0,0.0,3.0
8426029ffffffff,2.0,0.0,0.0
8426033ffffffff,2.0,0.0,0.0
8426039ffffffff,3.0,0.0,3.0
8426085ffffffff,1.0,0.0,0.0
84260a3ffffffff,1.0,0.0,0.0
84260a9ffffffff,4.0,0.0,0.0
84260adffffffff,3.0,0.0,1.0
84260b3ffffffff,1.0,0.0,1.0
84260b9ffffffff,12.0,0.0,4.0
84260bbffffffff,5.0,0.0,2.0
84260d9ffffffff,2.0,0.0,0.0
84260e3ffffffff,2.0,0.0,0.0
8426115ffffffff,1.0,0.0,0.0
8426117ffffffff,1.0,0.0,0.0
84261dbffffffff,2.0,0.0,0.0
8426205ffffffff,2.0,0.0,0.0
8426233ffffffff,5.0,0.0,0.0
842624bffffffff,2.0,0.0,0.0
8426251ffffffff,2.0,0.0,0.0
8426293ffffffff,2.0,0.0,2.0
84262b3ffffffff,2.0,0.0,0.0
8426341ffffffff,1.0,0.0,0.0
842640dffffffff,2.0,0.0,2.0
8426415ffffffff,1.0,0.0,0.0
8426417ffffffff,2.0,0.0,0.0
8426425ffffffff,2.0,0.0,0.0
8426427ffffffff,1.0,0.0,0.0
842643bffffffff,8.0,0.0,0.0
8426461ffffffff,13.0,0.0,9.0
842646bffffffff,5.0,0.0,1.0
842646dffffffff,2.0,0.0,0.0
8426481ffffffff,2.0,0.0,0.0
8426489ffffffff,27.0,0.0,8.0
842648bffffffff,2.0,0.0,0.0
8426493ffffffff,2.0,0.0,0.0
8426497ffffffff,1.0,0.0,0.0
84264a1ffffffff,5.0,0.0,0.0
84264bbffffffff,5.0,0.0,1.0
84264c1ffffffff,2.0,0.0,0.0
84264c3ffffffff,5.0,0.0,0.0
84264c5ffffffff,37.0,0.0,6.0
84264c7ffffffff,4.0,0.0,0.0
84264cbffffffff,2.0,0.0,0.0
84264cdffffffff,1.0,0.0,1.0
84264d1ffffffff,3.0,0.0,1.0
84264d3ffffffff,5.0,0.0,5.0
84264d5ffffffff,3.0,0.0,0.0
84264d9ffffffff,38.0,0.0,12.0
84264dbffffffff,2.0,0.0,0.0
84264ddffffffff,3.0,0.0,0.0
84264e5ffffffff,7.0,0.0,2.0
842652bffffffff,4.0,0.0,0.0
842652dffffffff,2.0,0.0,0.0
8426533ffffffff,17.0,0.0,0.0
842653bffffffff,2.0,0.0,0.0
842653dffffffff,2.0,0.0,0.0
8426541ffffffff,5.0,0.0,0.0
8426547ffffffff,2.0,0.0,0.0
8426551ffffffff,2.0,0.0,0.0
8426555ffffffff,37.0,0.0,2.0
8426561ffffffff,2.0,0.0,0.0
8426565ffffffff,2.0,0.0,0.0
