cell_id,Aethopyga siparaja,Aethopyga siparaja [seheriae Group],Aethopyga siparaja [siparaja Group],Aethopyga siparaja flavostriata/beccarii
843ce0bffffffff,8.0,0.0,0.0,0.0
843ce11ffffffff,33.0,0.0,0.0,0.0
843ce13ffffffff,6.0,0.0,0.0,0.0
843ce15ffffffff,577.0,0.0,0.0,0.0
843ce17ffffffff,5.0,0.0,0.0,0.0
843ce19ffffffff,35.0,0.0,0.0,0.0
843ce1bffffffff,33.0,0.0,0.0,0.0
843ce1dffffffff,32.0,0.0,0.0,0.0
843ce29ffffffff,9.0,0.0,0.0,0.0
843ce2bffffffff,17.0,0.0,0.0,0.0
843ce33ffffffff,1.0,0.0,0.0,0.0
843ce3bffffffff,25.0,0.0,0.0,0.0
843ce41ffffffff,1.0,0.0,0.0,0.0
843ce43ffffffff,15.0,0.0,0.0,0.0
843ce45ffffffff,15.0,0.0,0.0,0.0
843ce4bffffffff,40.0,0.0,0.0,0.0
843ce4dffffffff,130.0,0.0,0.0,0.0
843ce51ffffffff,26.0,1.0,0.0,0.0
843ce53ffffffff,18.0,0.0,0.0,0.0
843ce55ffffffff,186.0,2.0,0.0,0.0
843ce57ffffffff,245.0,0.0,0.0,0.0
843ce59ffffffff,4.0,0.0,0.0,0.0
843ce5bffffffff,18.0,0.0,0.0,0.0
843ce5dffffffff,121.0,19.0,0.0,0.0
843ce83ffffffff,38.0,0.0,0.0,0.0
843ce85ffffffff,7.0,0.0,0.0,0.0
843ce87ffffffff,14.0,0.0,0.0,0.0
843ce89ffffffff,3.0,0.0,0.0,0.0
843ce8bffffffff,18.0,0.0,0.0,0.0
843ce8dffffffff,3.0,0.0,0.0,0.0
843ce93ffffffff,1.0,0.0,0.0,0.0
843ce95ffffffff,2.0,0.0,0.0,0.0
843cea1ffffffff,9.0,0.0,0.0,0.0
843cea3ffffffff,2.0,0.0,0.0,0.0
843cea5ffffffff,3.0,0.0,0.0,0.0
843cea7ffffffff,5.0,0.0,0.0,0.0
843ceabffffffff,5.0,0.0,0.0,0.0
843ceb9ffffffff,1.0,0.0,0.0,0.0
843cebbffffffff,4.0,0.0,0.0,0.0
843cebdffffffff,5.0,0.0,0.0,0.0
843cec1ffffffff,351.0,0.0,0.0,0.0
843cec3ffffffff,146.0,0.0,0.0,0.0
843cec5ffffffff,2.0,0.0,0.0,0.0
843cec9ffffffff,112.0,0.0,0.0,0.0
843cecbffffffff,9.0,0.0,0.0,0.0
843cecdffffffff,33.0,0.0,0.0,0.0
843ced1ffffffff,9.0,0.0,0.0,0.0
843ced3ffffffff,1.0,0.0,0.0,0.0
843ced5ffffffff,28.0,0.0,0.0,0.0
843ced7ffffffff,5.0,0.0,0.0,0.0
843ced9ffffffff,2.0,0.0,0.0,0.0
843ceddffffffff,6.0,0.0,0.0,0.0
843cf35ffffffff,54.0,0.0,0.0,0.0
843d101ffffffff,50.0,0.0,0.0,0.0
843d103ffffffff,13.0,0.0,0.0,0.0
843d105ffffffff,3.0,0.0,0.0,0.0
843d107ffffffff,1326.0,0.0,0.0,0.0
843d109ffffffff,101.0,0.0,0.0,0.0
843d10dffffffff,16.0,0.0,0.0,0.0
843d131ffffffff,65.0,0.0,0.0,0.0
843d133ffffffff,12.0,0.0,0.0,0.0
843d135ffffffff,56.0,0.0,0.0,0.0
843d137ffffffff,193.0,0.0,0.0,0.0
843d139ffffffff,689.0,0.0,0.0,0.0
843d13bffffffff,5.0,0.0,0.0,0.0
843d13dffffffff,335.0,0.0,0.0,0.0
843d141ffffffff,2.0,0.0,0.0,0.0
843d143ffffffff,14.0,0.0,0.0,0.0
843d147ffffffff,37.0,0.0,0.0,0.0
843d149ffffffff,7.0,0.0,0.0,0.0
843d14bffffffff,4.0,0.0,0.0,0.0
843d151ffffffff,3.0,0.0,0.0,0.0
843d155ffffffff,7.0,0.0,0.0,0.0
843d159ffffffff,5.0,0.0,0.0,0.0
843d15dffffffff,16.0,0.0,0.0,0.0
843d1a7ffffffff,1.0,0.0,0.0,0.0
843d1a9ffffffff,2.0,0.0,0.0,0.0
843d1adffffffff,4.0,0.0,0.0,0.0
843d1e7ffffffff,5.0,0.0,0.0,0.0
843d1e9ffffffff,2.0,0.0,0.0,0.0
843d1edffffffff,37.0,0.0,0.0,0.0
843d305ffffffff,2.0,0.0,0.0,0.0
843d307ffffffff,2.0,0.0,0.0,0.0
843d335ffffffff,32.0,0.0,0.0,0.0
843d337ffffffff,17.0,0.0,0.0,0.0
843d339ffffffff,2.0,0.0,0.0,0.0
843d33dffffffff,7.0,0.0,0.0,0.0
843d345ffffffff,12.0,0.0,0.0,0.0
843d363ffffffff,71.0,0.0,0.0,0.0
843d36bffffffff,4.0,0.0,0.0,0.0
843da91ffffffff,1.0,0.0,0.0,0.0
843da93ffffffff,2.0,0.0,0.0,0.0
843da97ffffffff,6.0,0.0,0.0,0.0
843da9dffffffff,2.0,0.0,0.0,0.0
843dac9ffffffff,10.0,0.0,0.0,0.0
843dad1ffffffff,517.0,0.0,0.0,0.0
843dad5ffffffff,5.0,0.0,0.0,0.0
843dad7ffffffff,14.0,0.0,0.0,0.0
843dad9ffffffff,135.0,0.0,0.0,0.0
843dadbffffffff,11.0,0.0,0.0,0.0
843daddffffffff,445.0,0.0,0.0,0.0
8440413ffffffff,3.0,0.0,0.0,0.0
8440499ffffffff,9.0,0.0,0.0,0.0
844049dffffffff,2.0,0.0,0.0,0.0
84404b1ffffffff,2.0,0.0,0.0,0.0
84404c1ffffffff,10.0,0.0,0.0,0.0
84404c5ffffffff,25.0,0.0,0.0,0.0
84404cbffffffff,7.0,0.0,0.0,0.0
84404cdffffffff,5.0,0.0,0.0,0.0
84404ddffffffff,12.0,0.0,0.0,0.0
8440613ffffffff,3.0,0.0,0.0,0.0
8440615ffffffff,6.0,0.0,0.0,0.0
8440619ffffffff,136.0,0.0,0.0,0.0
844061bffffffff,15.0,0.0,0.0,0.0
8440651ffffffff,6.0,0.0,0.0,0.0
8440653ffffffff,2.0,0.0,0.0,0.0
84406b1ffffffff,4.0,0.0,0.0,0.0
84406b5ffffffff,2.0,0.0,0.0,0.0
84406b7ffffffff,20.0,0.0,0.0,0.0
8441417ffffffff,1.0,0.0,0.0,0.0
844141bffffffff,1.0,1.0,0.0,0.0
8441421ffffffff,12.0,0.0,0.0,0.0
844142bffffffff,1.0,0.0,0.0,0.0
8441431ffffffff,10.0,0.0,0.0,0.0
8441433ffffffff,42.0,1.0,0.0,0.0
8441437ffffffff,5.0,0.0,0.0,0.0
8441439ffffffff,6.0,0.0,0.0,0.0
844143bffffffff,16.0,4.0,0.0,0.0
844148bffffffff,2.0,0.0,0.0,0.0
8441491ffffffff,5.0,0.0,0.0,0.0
8441493ffffffff,17.0,0.0,0.0,0.0
8441497ffffffff,4.0,0.0,0.0,0.0
84414b1ffffffff,6.0,0.0,0.0,0.0
84414b3ffffffff,5.0,0.0,0.0,0.0
84414b7ffffffff,2.0,0.0,0.0,0.0
84414c3ffffffff,2.0,0.0,0.0,0.0
84414cbffffffff,2.0,0.0,0.0,0.0
84414d3ffffffff,2.0,0.0,0.0,0.0
84414d5ffffffff,2.0,0.0,0.0,0.0
84414d9ffffffff,4.0,0.0,0.0,0.0
84414e3ffffffff,4.0,0.0,0.0,0.0
8441539ffffffff,6.0,0.0,0.0,0.0
844153bffffffff,12.0,0.0,0.0,0.0
844153dffffffff,7.0,0.0,0.0,0.0
8441585ffffffff,2.0,0.0,0.0,0.0
8441587ffffffff,2.0,0.0,0.0,0.0
844159bffffffff,2.0,0.0,0.0,0.0
844159dffffffff,6.0,2.0,0.0,0.0
84415c3ffffffff,12.0,0.0,0.0,0.0
84415ddffffffff,1.0,0.0,0.0,0.0
84415edffffffff,2.0,0.0,0.0,0.0
8441609ffffffff,2.0,0.0,0.0,0.0
8441611ffffffff,2.0,0.0,0.0,0.0
8441617ffffffff,3.0,0.0,0.0,0.0
8441643ffffffff,12.0,1.0,0.0,0.0
8441655ffffffff,14.0,0.0,0.0,0.0
844165dffffffff,9.0,0.0,0.0,0.0
84416a3ffffffff,13.0,0.0,0.0,0.0
84416abffffffff,3.0,0.0,0.0,0.0
84416b1ffffffff,3.0,0.0,0.0,0.0
84416bdffffffff,14.0,0.0,0.0,0.0
84416ddffffffff,2.0,0.0,0.0,0.0
84416e1ffffffff,22.0,0.0,0.0,0.0
84416e5ffffffff,9.0,2.0,0.0,0.0
84416edffffffff,20.0,8.0,0.0,0.0
844269bffffffff,2.0,0.0,0.0,0.0
8464125ffffffff,2.0,0.0,0.0,0.0
846414dffffffff,2.0,0.0,0.0,0.0
8464161ffffffff,6.0,0.0,0.0,0.0
8464165ffffffff,26.0,1.0,0.0,0.0
846416dffffffff,537.0,85.0,0.0,0.0
8464225ffffffff,1.0,0.0,0.0,0.0
846422dffffffff,9.0,0.0,0.0,0.0
8464265ffffffff,9.0,0.0,2.0,0.0
8464267ffffffff,4.0,0.0,0.0,0.0
846426dffffffff,1.0,0.0,1.0,0.0
846428bffffffff,30.0,0.0,0.0,0.0
846429dffffffff,17.0,0.0,0.0,0.0
84642d7ffffffff,1.0,0.0,0.0,0.0
846430bffffffff,4.0,0.0,0.0,0.0
8464313ffffffff,1.0,0.0,0.0,0.0
8464319ffffffff,108.0,0.0,2.0,0.0
846431dffffffff,10.0,0.0,0.0,0.0
8464323ffffffff,76.0,17.0,4.0,0.0
8464339ffffffff,1.0,0.0,0.0,0.0
846433bffffffff,1.0,0.0,0.0,0.0
846433dffffffff,20.0,7.0,0.0,0.0
8464343ffffffff,68.0,0.0,11.0,0.0
846434bffffffff,3.0,0.0,1.0,0.0
8464353ffffffff,5.0,0.0,0.0,0.0
8464357ffffffff,15.0,0.0,0.0,0.0
8464359ffffffff,11.0,0.0,0.0,0.0
846435bffffffff,11.0,0.0,0.0,0.0
8464825ffffffff,48.0,10.0,0.0,0.0
8464829ffffffff,1.0,0.0,0.0,0.0
846482bffffffff,5.0,0.0,0.0,0.0
846482dffffffff,1.0,0.0,0.0,0.0
8464845ffffffff,2.0,0.0,0.0,0.0
84648c9ffffffff,2.0,0.0,0.0,0.0
84648d3ffffffff,1.0,0.0,0.0,0.0
8464901ffffffff,1.0,0.0,0.0,0.0
8464911ffffffff,21.0,3.0,0.0,0.0
846491dffffffff,10.0,0.0,0.0,0.0
8464925ffffffff,3.0,0.0,0.0,0.0
8464929ffffffff,2.0,0.0,0.0,0.0
8464941ffffffff,3.0,0.0,0.0,0.0
846494dffffffff,2.0,0.0,0.0,0.0
8464953ffffffff,4.0,0.0,0.0,0.0
8464955ffffffff,10.0,10.0,0.0,0.0
8464963ffffffff,2.0,0.0,0.0,0.0
8464967ffffffff,2.0,0.0,0.0,0.0
8464983ffffffff,2.0,0.0,0.0,0.0
84649a9ffffffff,2.0,0.0,0.0,0.0
84649b5ffffffff,2.0,0.0,0.0,0.0
84649d7ffffffff,2.0,0.0,0.0,0.0
8464a03ffffffff,2.0,0.0,0.0,0.0
8464a11ffffffff,2.0,0.0,0.0,0.0
8464a15ffffffff,4.0,1.0,0.0,0.0
8464a17ffffffff,3.0,1.0,0.0,0.0
8464a1bffffffff,1.0,0.0,0.0,0.0
8464a35ffffffff,5.0,2.0,0.0,0.0
8464a3dffffffff,2.0,0.0,0.0,0.0
8464a4dffffffff,2.0,0.0,0.0,0.0
8464a51ffffffff,1.0,0.0,0.0,0.0
8464a57ffffffff,50.0,0.0,0.0,0.0
8464a5bffffffff,3.0,0.0,0.0,0.0
8464b25ffffffff,7.0,0.0,0.0,0.0
8464b29ffffffff,21.0,3.0,0.0,0.0
8464b31ffffffff,6.0,0.0,0.0,0.0
8464b37ffffffff,8.0,0.0,0.0,0.0
8464b41ffffffff,1.0,0.0,0.0,0.0
8464b51ffffffff,5.0,0.0,0.0,0.0
8464b53ffffffff,6.0,6.0,0.0,0.0
8464b55ffffffff,3.0,2.0,0.0,0.0
8464b5dffffffff,7.0,7.0,0.0,0.0
8464b67ffffffff,4.0,0.0,0.0,0.0
8465005ffffffff,8.0,0.0,0.0,0.0
846500bffffffff,6.0,0.0,0.0,0.0
846501dffffffff,1.0,0.0,0.0,0.0
8465029ffffffff,1.0,0.0,0.0,0.0
8465031ffffffff,2.0,0.0,0.0,0.0
8465033ffffffff,7.0,0.0,0.0,0.0
8465039ffffffff,4.0,0.0,0.0,0.0
8465051ffffffff,7.0,0.0,0.0,0.0
8465053ffffffff,2.0,0.0,0.0,0.0
8465055ffffffff,5.0,0.0,0.0,0.0
8465057ffffffff,7.0,0.0,0.0,0.0
846511bffffffff,1.0,0.0,0.0,0.0
8465181ffffffff,2.0,0.0,0.0,0.0
8465183ffffffff,29.0,0.0,2.0,0.0
8465187ffffffff,2.0,0.0,0.0,0.0
8465189ffffffff,1.0,0.0,0.0,0.0
846518bffffffff,18.0,0.0,0.0,0.0
8465191ffffffff,1.0,0.0,0.0,0.0
8465195ffffffff,3.0,0.0,0.0,0.0
846519dffffffff,1.0,0.0,0.0,0.0
84651b1ffffffff,5.0,0.0,0.0,0.0
84651b3ffffffff,17.0,0.0,0.0,0.0
84651b7ffffffff,6.0,0.0,0.0,0.0
84651b9ffffffff,2.0,0.0,0.0,0.0
84651bbffffffff,5.0,0.0,0.0,0.0
84651bdffffffff,4.0,0.0,0.0,0.0
84651c1ffffffff,2.0,0.0,0.0,0.0
84651c9ffffffff,6.0,0.0,2.0,0.0
84651cdffffffff,46.0,2.0,8.0,0.0
84651d1ffffffff,5.0,0.0,0.0,0.0
84651d9ffffffff,9.0,0.0,0.0,0.0
84651dbffffffff,24.0,0.0,0.0,0.0
84651ebffffffff,2.0,0.0,0.0,0.0
846520dffffffff,1367.0,0.0,0.0,0.0
8465225ffffffff,18.0,0.0,0.0,0.0
8465227ffffffff,3.0,0.0,0.0,0.0
8465229ffffffff,17.0,0.0,0.0,0.0
8465257ffffffff,11.0,0.0,0.0,0.0
8465263ffffffff,232.0,0.0,0.0,0.0
8465267ffffffff,1.0,0.0,0.0,0.0
846526bffffffff,3.0,0.0,0.0,0.0
8465295ffffffff,1.0,0.0,0.0,0.0
84652e5ffffffff,2.0,0.0,0.0,0.0
8465501ffffffff,1.0,0.0,0.0,0.0
8465535ffffffff,2.0,0.0,0.0,0.0
8465545ffffffff,6.0,0.0,0.0,0.0
846556bffffffff,4.0,0.0,0.0,0.0
8465731ffffffff,24.0,0.0,0.0,0.0
8465811ffffffff,2.0,0.0,0.0,0.0
8465813ffffffff,11.0,0.0,0.0,0.0
8465815ffffffff,1.0,0.0,0.0,0.0
8465819ffffffff,4.0,0.0,0.0,0.0
8465851ffffffff,7.0,0.0,0.0,0.0
8465855ffffffff,3.0,0.0,0.0,0.0
8465857ffffffff,4.0,0.0,0.0,0.0
8465897ffffffff,7.0,0.0,0.0,0.0
846589bffffffff,6.0,0.0,0.0,0.0
84658a3ffffffff,6.0,2.0,0.0,0.0
84658a9ffffffff,2.0,0.0,0.0,0.0
84658abffffffff,2.0,0.0,0.0,0.0
84658adffffffff,2.0,0.0,0.0,0.0
84658b3ffffffff,6.0,0.0,0.0,0.0
84658bbffffffff,2.0,0.0,0.0,0.0
84658e1ffffffff,3.0,0.0,0.0,0.0
84658e7ffffffff,16.0,8.0,0.0,0.0
8465907ffffffff,1.0,0.0,0.0,0.0
8465911ffffffff,2.0,0.0,0.0,0.0
8465929ffffffff,2.0,0.0,0.0,0.0
8465959ffffffff,6.0,0.0,0.0,0.0
8465961ffffffff,3.0,0.0,0.0,0.0
8465969ffffffff,3.0,0.0,0.0,0.0
846598bffffffff,2.0,0.0,0.0,0.0
8465991ffffffff,1.0,0.0,0.0,0.0
8465993ffffffff,183.0,31.0,0.0,0.0
846599bffffffff,1.0,0.0,0.0,0.0
84659c1ffffffff,4.0,0.0,0.0,0.0
84659c9ffffffff,4.0,0.0,0.0,0.0
84659dbffffffff,6.0,4.0,0.0,0.0
8465aadffffffff,1.0,0.0,0.0,0.0
8465b01ffffffff,114.0,7.0,0.0,0.0
8465b09ffffffff,2.0,0.0,0.0,0.0
8465b0bffffffff,1.0,0.0,0.0,0.0
8465b23ffffffff,8.0,0.0,0.0,0.0
8465b2bffffffff,60.0,0.0,0.0,0.0
8465b39ffffffff,22.0,0.0,0.0,0.0
8465b3dffffffff,126.0,0.0,0.0,0.0
8465b61ffffffff,1.0,0.0,0.0,0.0
8465b6bffffffff,8.0,0.0,0.0,0.0
8468025ffffffff,15.0,0.0,2.0,0.0
8468101ffffffff,18.0,0.0,6.0,0.0
8468103ffffffff,1.0,0.0,0.0,0.0
8468111ffffffff,2.0,0.0,1.0,0.0
8468115ffffffff,3.0,0.0,0.0,0.0
8468119ffffffff,4.0,0.0,2.0,0.0
846811bffffffff,133.0,0.0,15.0,0.0
846811dffffffff,1.0,0.0,0.0,0.0
8468123ffffffff,9.0,0.0,0.0,0.0
8468125ffffffff,12.0,0.0,2.0,0.0
8468129ffffffff,3.0,0.0,0.0,0.0
846812bffffffff,4.0,0.0,0.0,0.0
8468139ffffffff,1.0,0.0,0.0,0.0
8468153ffffffff,5.0,0.0,0.0,0.0
8468157ffffffff,50.0,0.0,6.0,0.0
8468163ffffffff,4.0,0.0,0.0,0.0
8468167ffffffff,2.0,0.0,0.0,0.0
8468181ffffffff,9.0,0.0,0.0,0.0
8468185ffffffff,11.0,0.0,0.0,0.0
8468189ffffffff,154.0,0.0,22.0,0.0
846818bffffffff,6.0,0.0,0.0,0.0
846818dffffffff,179.0,0.0,44.0,0.0
846819dffffffff,32.0,0.0,2.0,0.0
84681a9ffffffff,5.0,0.0,0.0,0.0
84681b9ffffffff,2.0,0.0,0.0,0.0
84681c3ffffffff,613.0,0.0,93.0,0.0
84681c5ffffffff,15.0,0.0,4.0,0.0
84681d5ffffffff,115.0,0.0,26.0,0.0
84681d7ffffffff,2.0,0.0,0.0,0.0
84681e3ffffffff,1.0,0.0,0.0,0.0
84681edffffffff,5.0,0.0,0.0,0.0
84688adffffffff,1.0,0.0,0.0,0.0
8468965ffffffff,7.0,0.0,0.0,0.0
84689a3ffffffff,2.0,0.0,0.0,0.0
8468a51ffffffff,7.0,0.0,0.0,0.0
8468a59ffffffff,1.0,0.0,1.0,0.0
8468a63ffffffff,2.0,0.0,0.0,0.0
8468ac9ffffffff,14.0,0.0,1.0,0.0
8468c23ffffffff,2.0,0.0,0.0,0.0
8468c81ffffffff,22.0,0.0,0.0,7.0
8468c8bffffffff,16.0,0.0,0.0,11.0
8468ce7ffffffff,17.0,0.0,0.0,11.0
8468d23ffffffff,3.0,0.0,0.0,3.0
8468d29ffffffff,14.0,0.0,0.0,6.0
8468d2bffffffff,37.0,0.0,0.0,17.0
8468d8dffffffff,1.0,0.0,0.0,0.0
8468ddbffffffff,27.0,0.0,0.0,12.0
8468f63ffffffff,2.0,0.0,0.0,0.0
8468f6bffffffff,2.0,0.0,0.0,0.0
8469327ffffffff,1.0,0.0,0.0,0.0
8469341ffffffff,2.0,0.0,0.0,0.0
8469345ffffffff,43.0,0.0,0.0,0.0
8469349ffffffff,1.0,1.0,0.0,0.0
846934dffffffff,3.0,0.0,0.0,0.0
84699a5ffffffff,11.0,0.0,0.0,0.0
848c107ffffffff,5.0,0.0,0.0,0.0
848c113ffffffff,1.0,0.0,0.0,0.0
848c1a7ffffffff,11.0,0.0,0.0,0.0
848c965ffffffff,8.0,0.0,0.0,0.0
848c967ffffffff,17.0,0.0,4.0,0.0
848cad5ffffffff,5.0,0.0,0.0,0.0
848cc27ffffffff,6.0,0.0,0.0,0.0
848cd5dffffffff,4.0,0.0,0.0,0.0
848cdc1ffffffff,7.0,0.0,0.0,0.0
849500bffffffff,22.0,0.0,0.0,14.0
8495055ffffffff,2.0,0.0,0.0,2.0
8495217ffffffff,6.0,0.0,0.0,6.0
84952d5ffffffff,2.0,0.0,0.0,2.0
84952d9ffffffff,1.0,0.0,0.0,0.0
