cell_id,Larus glaucoides,Larus glaucoides thayeri,Larus glaucoides kumlieni,Larus glaucoides glaucoides,Larus glaucoides thayeri/kumlieni,Larus glaucoides kumlieni/glaucoides,Larus glaucoides thayeri x glaucoides/kumlieni
820137fffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
820157fffffffff,7.0,0.0,0.0,4.0,0.0,3.0,0.0
82025ffffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
82068ffffffffff,5.0,0.0,0.0,0.0,0.0,4.0,0.0
8206d7fffffffff,9.0,2.0,0.0,1.0,0.0,5.0,0.0
8206dffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820747fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
82074ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
820757fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
82075ffffffffff,15.0,0.0,4.0,2.0,1.0,2.0,0.0
820767fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
820777fffffffff,9.0,0.0,0.0,3.0,0.0,6.0,0.0
820887fffffffff,7.0,0.0,0.0,0.0,0.0,3.0,0.0
82099ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8209a7fffffffff,5.0,0.0,0.0,2.0,0.0,2.0,0.0
820c17fffffffff,26.0,23.0,0.0,0.0,0.0,0.0,0.0
820c37fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
820c47fffffffff,29.0,21.0,3.0,3.0,0.0,2.0,0.0
820c57fffffffff,29.0,21.0,0.0,3.0,0.0,1.0,0.0
820c5ffffffffff,99.0,94.0,0.0,0.0,0.0,0.0,0.0
820c6ffffffffff,9.0,8.0,0.0,0.0,0.0,0.0,0.0
820c77fffffffff,28.0,24.0,0.0,0.0,0.0,0.0,0.0
820c8ffffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
820ca7fffffffff,76.0,75.0,0.0,0.0,0.0,0.0,0.0
820d07fffffffff,46.0,39.0,0.0,0.0,0.0,5.0,0.0
