cell_id,Stelgidopteryx serripennis,Stelgidopteryx serripennis [serripennis Group],Stelgidopteryx serripennis ridgwayi/stuarti
832609fffffffff,105.0,0.0,0.0
83260afffffffff,468.0,0.0,0.0
83260bfffffffff,654.0,1.0,0.0
83260cfffffffff,42.0,0.0,0.0
83260dfffffffff,120.0,0.0,0.0
83260efffffffff,251.0,5.0,0.0
832610fffffffff,46.0,0.0,0.0
832611fffffffff,139.0,1.0,0.0
832612fffffffff,75.0,0.0,0.0
832613fffffffff,11.0,0.0,0.0
832614fffffffff,14.0,0.0,0.0
832615fffffffff,20.0,0.0,0.0
832616fffffffff,102.0,0.0,0.0
832618fffffffff,103.0,0.0,0.0
832619fffffffff,41.0,0.0,0.0
83261afffffffff,32.0,0.0,0.0
83261bfffffffff,59.0,0.0,0.0
83261cfffffffff,9.0,0.0,0.0
83261dfffffffff,35.0,1.0,0.0
83261efffffffff,5.0,0.0,0.0
832620fffffffff,214.0,0.0,0.0
832621fffffffff,362.0,0.0,0.0
832622fffffffff,148.0,0.0,0.0
832623fffffffff,203.0,0.0,0.0
832624fffffffff,146.0,0.0,0.0
832625fffffffff,126.0,0.0,0.0
832626fffffffff,356.0,0.0,0.0
832628fffffffff,91.0,0.0,0.0
832629fffffffff,195.0,0.0,0.0
83262afffffffff,35.0,0.0,0.0
83262bfffffffff,203.0,0.0,0.0
83262cfffffffff,1851.0,0.0,0.0
83262dfffffffff,581.0,0.0,0.0
83262efffffffff,159.0,0.0,0.0
832630fffffffff,40.0,0.0,0.0
832631fffffffff,10.0,0.0,0.0
832632fffffffff,8.0,0.0,0.0
832633fffffffff,37.0,0.0,0.0
832634fffffffff,230.0,0.0,0.0
832635fffffffff,57.0,0.0,0.0
832636fffffffff,188.0,0.0,0.0
832640fffffffff,718.0,0.0,0.0
832641fffffffff,581.0,0.0,0.0
832642fffffffff,498.0,0.0,0.0
832643fffffffff,1112.0,0.0,0.0
832644fffffffff,93.0,0.0,0.0
832645fffffffff,126.0,0.0,0.0
832646fffffffff,2622.0,7.0,0.0
832648fffffffff,1024.0,0.0,0.0
832649fffffffff,915.0,0.0,0.0
83264afffffffff,730.0,0.0,0.0
83264bfffffffff,438.0,0.0,0.0
83264cfffffffff,778.0,0.0,0.0
83264dfffffffff,3008.0,0.0,0.0
83264efffffffff,1012.0,0.0,0.0
832650fffffffff,689.0,0.0,0.0
832651fffffffff,498.0,0.0,0.0
832652fffffffff,1510.0,0.0,0.0
832653fffffffff,1191.0,0.0,0.0
832654fffffffff,470.0,0.0,0.0
832655fffffffff,2501.0,0.0,0.0
832656fffffffff,3427.0,0.0,0.0
832658fffffffff,107.0,0.0,0.0
832659fffffffff,1766.0,0.0,0.0
83265afffffffff,264.0,0.0,0.0
83265bfffffffff,1225.0,0.0,0.0
83265cfffffffff,479.0,0.0,0.0
83265dfffffffff,619.0,0.0,0.0
83265efffffffff,193.0,0.0,0.0
832660fffffffff,318.0,12.0,0.0
832661fffffffff,1635.0,0.0,0.0
832662fffffffff,712.0,26.0,0.0
832663fffffffff,684.0,16.0,0.0
832664fffffffff,9698.0,0.0,0.0
832665fffffffff,560.0,0.0,0.0
832666fffffffff,2010.0,0.0,0.0
832668fffffffff,1017.0,0.0,0.0
832669fffffffff,201.0,0.0,0.0
83266afffffffff,913.0,0.0,0.0
83266bfffffffff,980.0,0.0,0.0
83266cfffffffff,1038.0,0.0,0.0
83266dfffffffff,1358.0,0.0,0.0
83266efffffffff,966.0,0.0,0.0
832670fffffffff,144.0,0.0,0.0
832671fffffffff,1289.0,0.0,0.0
832672fffffffff,72.0,0.0,0.0
832673fffffffff,165.0,0.0,0.0
832674fffffffff,295.0,0.0,0.0
832675fffffffff,310.0,0.0,0.0
832676fffffffff,78.0,0.0,0.0
832680fffffffff,319.0,0.0,0.0
832681fffffffff,2800.0,0.0,0.0
832682fffffffff,84.0,0.0,0.0
832683fffffffff,331.0,0.0,0.0
832684fffffffff,45.0,0.0,0.0
832685fffffffff,526.0,0.0,0.0
832686fffffffff,29.0,0.0,0.0
832688fffffffff,2377.0,0.0,0.0
832689fffffffff,119.0,0.0,0.0
83268afffffffff,191.0,0.0,0.0
83268bfffffffff,298.0,0.0,0.0
83268cfffffffff,3850.0,0.0,0.0
83268dfffffffff,333.0,0.0,0.0
83268efffffffff,275.0,0.0,0.0
832690fffffffff,750.0,0.0,0.0
832691fffffffff,23.0,0.0,0.0
832692fffffffff,323.0,0.0,0.0
832693fffffffff,30.0,0.0,0.0
832694fffffffff,535.0,0.0,0.0
832695fffffffff,81.0,0.0,0.0
832696fffffffff,4654.0,0.0,0.0
832698fffffffff,749.0,0.0,0.0
832699fffffffff,736.0,0.0,0.0
83269afffffffff,104.0,1.0,0.0
83269bfffffffff,109.0,0.0,0.0
83269cfffffffff,1826.0,0.0,0.0
83269dfffffffff,327.0,0.0,0.0
83269efffffffff,101.0,0.0,0.0
8326a0fffffffff,4.0,0.0,0.0
8326a1fffffffff,188.0,0.0,0.0
8326a2fffffffff,61.0,0.0,0.0
8326a3fffffffff,13.0,0.0,0.0
8326a4fffffffff,8.0,0.0,0.0
8326a5fffffffff,162.0,0.0,0.0
8326a6fffffffff,4.0,0.0,0.0
8326a8fffffffff,457.0,0.0,0.0
8326a9fffffffff,221.0,0.0,0.0
8326aafffffffff,1551.0,0.0,0.0
8326abfffffffff,176.0,0.0,0.0
8326acfffffffff,160.0,0.0,0.0
8326adfffffffff,230.0,1.0,0.0
8326aefffffffff,396.0,0.0,0.0
8326b0fffffffff,129.0,0.0,0.0
8326b1fffffffff,29.0,0.0,0.0
8326b2fffffffff,41.0,0.0,0.0
8326b3fffffffff,86.0,0.0,0.0
8326b4fffffffff,10.0,0.0,0.0
8326b5fffffffff,72.0,0.0,0.0
8326b6fffffffff,412.0,0.0,0.0
8326c0fffffffff,35.0,0.0,0.0
8326c1fffffffff,340.0,0.0,0.0
8326c2fffffffff,21.0,0.0,0.0
8326c3fffffffff,167.0,0.0,0.0
8326c4fffffffff,125.0,0.0,0.0
8326c5fffffffff,47.0,0.0,0.0
8326c6fffffffff,45.0,0.0,0.0
8326c8fffffffff,931.0,0.0,0.0
8326c9fffffffff,117.0,0.0,0.0
8326cafffffffff,189.0,0.0,0.0
8326cbfffffffff,632.0,0.0,0.0
8326ccfffffffff,51.0,0.0,0.0
8326cdfffffffff,85.0,0.0,0.0
8326cefffffffff,13.0,0.0,0.0
8326d0fffffffff,12.0,0.0,0.0
8326d1fffffffff,59.0,0.0,0.0
8326d2fffffffff,25.0,0.0,0.0
8326d3fffffffff,42.0,0.0,0.0
8326d4fffffffff,150.0,0.0,0.0
8326d5fffffffff,20.0,0.0,0.0
8326d6fffffffff,67.0,0.0,0.0
8326d8fffffffff,18.0,0.0,0.0
8326d9fffffffff,58.0,0.0,0.0
8326dafffffffff,32.0,0.0,0.0
8326dbfffffffff,31.0,0.0,0.0
8326dcfffffffff,27.0,0.0,0.0
8326ddfffffffff,41.0,0.0,0.0
8326defffffffff,107.0,0.0,0.0
8326e0fffffffff,154.0,0.0,0.0
8326e1fffffffff,241.0,0.0,0.0
8326e2fffffffff,891.0,0.0,0.0
8326e3fffffffff,167.0,0.0,0.0
8326e4fffffffff,525.0,0.0,0.0
8326e5fffffffff,2032.0,0.0,0.0
8326e6fffffffff,156.0,0.0,0.0
8326e8fffffffff,129.0,0.0,0.0
8326e9fffffffff,475.0,0.0,0.0
8326eafffffffff,112.0,0.0,0.0
8326ebfffffffff,8.0,0.0,0.0
8326ecfffffffff,587.0,0.0,0.0
8326edfffffffff,812.0,0.0,0.0
8326eefffffffff,264.0,0.0,0.0
8326f0fffffffff,154.0,0.0,0.0
8326f1fffffffff,275.0,0.0,0.0
8326f2fffffffff,456.0,0.0,0.0
8326f3fffffffff,74.0,0.0,0.0
8326f4fffffffff,34.0,0.0,0.0
8326f5fffffffff,58.0,0.0,0.0
8326f6fffffffff,43.0,0.0,0.0
832700fffffffff,2.0,0.0,0.0
832702fffffffff,43.0,0.0,0.0
832703fffffffff,12.0,0.0,0.0
832706fffffffff,2.0,0.0,0.0
832708fffffffff,28.0,0.0,0.0
832709fffffffff,57.0,0.0,0.0
83270afffffffff,21.0,0.0,0.0
83270bfffffffff,42.0,0.0,0.0
83270dfffffffff,2.0,0.0,0.0
83270efffffffff,49.0,0.0,0.0
832710fffffffff,12.0,0.0,0.0
832711fffffffff,7.0,0.0,0.0
832712fffffffff,18.0,0.0,0.0
832713fffffffff,76.0,0.0,0.0
832718fffffffff,75.0,0.0,0.0
832719fffffffff,140.0,0.0,0.0
83271afffffffff,56.0,0.0,0.0
83271bfffffffff,110.0,0.0,0.0
83271cfffffffff,35.0,0.0,0.0
83271dfffffffff,37.0,0.0,0.0
83271efffffffff,12.0,0.0,0.0
832740fffffffff,527.0,0.0,0.0
832741fffffffff,315.0,0.0,0.0
832742fffffffff,74.0,0.0,0.0
832743fffffffff,867.0,0.0,0.0
832744fffffffff,52.0,0.0,0.0
832745fffffffff,106.0,0.0,0.0
832746fffffffff,174.0,0.0,0.0
832748fffffffff,2295.0,0.0,0.0
832749fffffffff,3258.0,0.0,0.0
83274afffffffff,218.0,0.0,0.0
83274bfffffffff,2031.0,0.0,0.0
83274cfffffffff,292.0,0.0,0.0
83274dfffffffff,2027.0,0.0,0.0
83274efffffffff,869.0,0.0,0.0
832750fffffffff,30.0,0.0,0.0
832751fffffffff,189.0,0.0,0.0
832752fffffffff,907.0,0.0,0.0
832753fffffffff,497.0,0.0,0.0
832754fffffffff,217.0,0.0,0.0
832755fffffffff,75.0,0.0,0.0
832756fffffffff,216.0,0.0,0.0
832758fffffffff,3784.0,0.0,0.0
832759fffffffff,5894.0,0.0,0.0
83275afffffffff,846.0,0.0,0.0
83275bfffffffff,1264.0,0.0,0.0
83275cfffffffff,1049.0,0.0,0.0
83275dfffffffff,3509.0,0.0,0.0
83275efffffffff,482.0,0.0,0.0
832760fffffffff,2.0,0.0,0.0
832761fffffffff,3.0,0.0,0.0
832763fffffffff,166.0,0.0,0.0
832768fffffffff,93.0,0.0,0.0
832769fffffffff,255.0,0.0,0.0
83276afffffffff,181.0,0.0,0.0
83276bfffffffff,1650.0,0.0,0.0
83276cfffffffff,6.0,0.0,0.0
83276dfffffffff,201.0,0.0,0.0
83276efffffffff,52.0,0.0,0.0
832771fffffffff,23.0,0.0,0.0
832772fffffffff,2.0,0.0,0.0
832773fffffffff,12.0,0.0,0.0
832780fffffffff,88.0,0.0,0.0
832781fffffffff,29.0,0.0,0.0
832782fffffffff,13.0,0.0,0.0
832784fffffffff,33.0,0.0,0.0
832785fffffffff,47.0,0.0,0.0
832786fffffffff,167.0,0.0,0.0
832788fffffffff,40.0,0.0,0.0
832789fffffffff,5.0,0.0,0.0
83278afffffffff,4.0,0.0,0.0
83278bfffffffff,66.0,0.0,0.0
83278cfffffffff,265.0,0.0,0.0
83278dfffffffff,43.0,0.0,0.0
83278efffffffff,10.0,0.0,0.0
832790fffffffff,78.0,0.0,0.0
832791fffffffff,35.0,0.0,0.0
832792fffffffff,724.0,0.0,0.0
832793fffffffff,182.0,0.0,0.0
832794fffffffff,23.0,0.0,0.0
832795fffffffff,58.0,0.0,0.0
832796fffffffff,73.0,0.0,0.0
832798fffffffff,21.0,0.0,0.0
832799fffffffff,98.0,0.0,0.0
83279afffffffff,72.0,0.0,0.0
83279bfffffffff,21.0,0.0,0.0
83279cfffffffff,52.0,0.0,0.0
83279dfffffffff,8.0,0.0,0.0
83279efffffffff,222.0,0.0,0.0
8327a0fffffffff,77.0,0.0,0.0
8327a1fffffffff,4.0,0.0,0.0
8327a2fffffffff,16.0,0.0,0.0
8327a3fffffffff,14.0,0.0,0.0
8327a4fffffffff,1.0,0.0,0.0
8327a6fffffffff,20.0,0.0,0.0
8327a8fffffffff,84.0,0.0,0.0
8327a9fffffffff,122.0,0.0,0.0
8327aafffffffff,57.0,0.0,0.0
8327abfffffffff,50.0,0.0,0.0
8327acfffffffff,75.0,0.0,0.0
8327adfffffffff,135.0,0.0,0.0
8327aefffffffff,20.0,0.0,0.0
8327b0fffffffff,17.0,0.0,0.0
8327b1fffffffff,55.0,0.0,0.0
8327b2fffffffff,176.0,0.0,0.0
8327b3fffffffff,34.0,0.0,0.0
8327b5fffffffff,15.0,0.0,0.0
8327b6fffffffff,78.0,0.0,0.0
832800fffffffff,59.0,0.0,0.0
832802fffffffff,1569.0,0.0,0.0
832803fffffffff,44.0,0.0,0.0
832806fffffffff,491.0,0.0,0.0
832810fffffffff,148.0,0.0,0.0
832811fffffffff,527.0,0.0,0.0
832812fffffffff,118.0,0.0,0.0
832813fffffffff,281.0,0.0,0.0
832814fffffffff,897.0,0.0,0.0
832815fffffffff,354.0,0.0,0.0
832816fffffffff,58.0,0.0,0.0
832818fffffffff,248.0,62.0,0.0
832819fffffffff,29.0,7.0,0.0
83281afffffffff,125.0,0.0,0.0
83281bfffffffff,338.0,2.0,0.0
83281cfffffffff,393.0,15.0,0.0
83281dfffffffff,62.0,4.0,0.0
83281efffffffff,677.0,0.0,0.0
832830fffffffff,5996.0,82.0,0.0
832831fffffffff,675.0,29.0,0.0
832832fffffffff,5423.0,0.0,0.0
832833fffffffff,735.0,0.0,0.0
832834fffffffff,8755.0,50.0,0.0
832835fffffffff,385.0,0.0,0.0
832836fffffffff,1630.0,2.0,0.0
832880fffffffff,264.0,0.0,0.0
832881fffffffff,456.0,80.0,0.0
832882fffffffff,15.0,0.0,0.0
832883fffffffff,64.0,0.0,0.0
832884fffffffff,3033.0,0.0,0.0
832885fffffffff,922.0,2.0,0.0
832886fffffffff,126.0,0.0,0.0
832888fffffffff,1206.0,11.0,0.0
832889fffffffff,1942.0,0.0,0.0
83288afffffffff,680.0,0.0,0.0
83288bfffffffff,716.0,0.0,0.0
83288cfffffffff,655.0,75.0,0.0
83288dfffffffff,381.0,6.0,0.0
83288efffffffff,388.0,24.0,0.0
832890fffffffff,424.0,0.0,0.0
832891fffffffff,114.0,0.0,0.0
832892fffffffff,504.0,0.0,0.0
832893fffffffff,906.0,0.0,0.0
832894fffffffff,480.0,0.0,0.0
832895fffffffff,25.0,0.0,0.0
832896fffffffff,245.0,0.0,0.0
832898fffffffff,957.0,0.0,0.0
832899fffffffff,127.0,0.0,0.0
83289afffffffff,178.0,0.0,0.0
83289bfffffffff,392.0,0.0,0.0
83289cfffffffff,19.0,0.0,0.0
83289dfffffffff,182.0,0.0,0.0
83289efffffffff,600.0,0.0,0.0
8328a0fffffffff,7.0,0.0,0.0
8328a1fffffffff,97.0,9.0,0.0
8328a2fffffffff,40.0,0.0,0.0
8328a3fffffffff,87.0,0.0,0.0
8328a4fffffffff,22.0,0.0,0.0
8328a5fffffffff,2.0,0.0,0.0
8328a6fffffffff,58.0,0.0,0.0
8328a8fffffffff,77.0,0.0,0.0
8328a9fffffffff,997.0,0.0,0.0
8328aafffffffff,215.0,6.0,0.0
8328abfffffffff,171.0,0.0,0.0
8328acfffffffff,39.0,0.0,0.0
8328adfffffffff,230.0,0.0,0.0
8328aefffffffff,1358.0,58.0,0.0
8328b0fffffffff,266.0,0.0,0.0
8328b1fffffffff,672.0,0.0,0.0
8328b2fffffffff,278.0,0.0,0.0
8328b3fffffffff,68.0,0.0,0.0
8328b4fffffffff,12.0,0.0,0.0
8328b5fffffffff,115.0,0.0,0.0
8328b6fffffffff,1096.0,0.0,0.0
8328c2fffffffff,302.0,0.0,0.0
8328c3fffffffff,2.0,0.0,0.0
8328c6fffffffff,401.0,0.0,0.0
8328cafffffffff,21.0,0.0,0.0
8328d0fffffffff,1041.0,0.0,0.0
8328d1fffffffff,4136.0,0.0,0.0
8328d2fffffffff,594.0,0.0,0.0
8328d3fffffffff,908.0,0.0,0.0
8328d4fffffffff,1476.0,0.0,0.0
8328d5fffffffff,4836.0,0.0,0.0
8328d6fffffffff,1286.0,0.0,0.0
8328d8fffffffff,438.0,0.0,0.0
8328d9fffffffff,86.0,0.0,0.0
8328dafffffffff,142.0,0.0,0.0
8328dbfffffffff,16.0,0.0,0.0
8328dcfffffffff,829.0,0.0,0.0
8328ddfffffffff,149.0,0.0,0.0
8328defffffffff,3117.0,0.0,0.0
8328f0fffffffff,2931.0,0.0,0.0
8328f1fffffffff,359.0,0.0,0.0
8328f2fffffffff,564.0,0.0,0.0
8328f3fffffffff,458.0,0.0,0.0
8328f4fffffffff,1078.0,0.0,0.0
8328f5fffffffff,750.0,0.0,0.0
8328f6fffffffff,298.0,0.0,0.0
832912fffffffff,2612.0,0.0,0.0
832913fffffffff,252.0,0.0,0.0
83291afffffffff,262.0,0.0,0.0
832980fffffffff,54.0,0.0,0.0
832981fffffffff,134.0,0.0,0.0
832982fffffffff,110.0,0.0,0.0
832983fffffffff,3.0,0.0,0.0
832984fffffffff,423.0,0.0,0.0
832985fffffffff,333.0,0.0,0.0
832986fffffffff,3328.0,0.0,0.0
832988fffffffff,106.0,0.0,0.0
832989fffffffff,1179.0,0.0,0.0
83298afffffffff,20.0,0.0,0.0
83298bfffffffff,86.0,0.0,0.0
83298cfffffffff,1174.0,0.0,0.0
83298dfffffffff,489.0,0.0,0.0
83298efffffffff,19.0,0.0,0.0
832990fffffffff,202.0,3.0,0.0
832991fffffffff,43.0,0.0,0.0
832992fffffffff,96.0,3.0,0.0
832993fffffffff,67.0,0.0,0.0
832994fffffffff,62.0,0.0,0.0
832995fffffffff,1609.0,0.0,0.0
832996fffffffff,64.0,0.0,0.0
832998fffffffff,54.0,0.0,0.0
832999fffffffff,183.0,0.0,0.0
83299afffffffff,29.0,0.0,0.0
83299bfffffffff,117.0,0.0,0.0
83299cfffffffff,6.0,0.0,0.0
83299dfffffffff,4.0,0.0,0.0
83299efffffffff,17.0,0.0,0.0
8329a0fffffffff,7845.0,0.0,0.0
8329a1fffffffff,11988.0,0.0,0.0
8329a2fffffffff,48.0,0.0,0.0
8329a3fffffffff,368.0,0.0,0.0
8329a4fffffffff,7100.0,0.0,0.0
8329a5fffffffff,9129.0,0.0,0.0
8329a6fffffffff,2441.0,0.0,0.0
8329a8fffffffff,251.0,0.0,0.0
8329a9fffffffff,669.0,0.0,0.0
8329aafffffffff,632.0,0.0,0.0
8329abfffffffff,654.0,0.0,0.0
8329acfffffffff,1198.0,0.0,0.0
8329adfffffffff,1407.0,0.0,0.0
8329aefffffffff,652.0,0.0,0.0
8329b0fffffffff,1282.0,0.0,0.0
8329b1fffffffff,469.0,0.0,0.0
8329b2fffffffff,2939.0,0.0,0.0
8329b3fffffffff,9.0,0.0,0.0
8329b4fffffffff,10.0,0.0,0.0
8329b5fffffffff,1116.0,0.0,0.0
8329b6fffffffff,2509.0,0.0,0.0
832a06fffffffff,22.0,0.0,0.0
832a10fffffffff,9752.0,49.0,0.0
832a12fffffffff,2961.0,0.0,0.0
832a13fffffffff,5250.0,0.0,0.0
832a14fffffffff,7355.0,0.0,0.0
832a15fffffffff,1682.0,5.0,0.0
832a16fffffffff,1631.0,5.0,0.0
832a1afffffffff,2.0,0.0,0.0
832a30fffffffff,3733.0,0.0,0.0
832a31fffffffff,2070.0,0.0,0.0
832a32fffffffff,1643.0,0.0,0.0
832a33fffffffff,3648.0,30.0,0.0
832a34fffffffff,1077.0,0.0,0.0
832a36fffffffff,985.0,0.0,0.0
832a80fffffffff,323.0,12.0,0.0
832a81fffffffff,792.0,16.0,0.0
832a82fffffffff,706.0,0.0,0.0
832a83fffffffff,65.0,0.0,0.0
832a84fffffffff,3855.0,35.0,0.0
832a85fffffffff,1344.0,39.0,0.0
832a86fffffffff,984.0,13.0,0.0
832a88fffffffff,657.0,0.0,0.0
832a89fffffffff,1592.0,0.0,0.0
832a8afffffffff,1637.0,0.0,0.0
832a8bfffffffff,2888.0,0.0,0.0
832a8cfffffffff,2486.0,0.0,0.0
832a8dfffffffff,835.0,0.0,0.0
832a8efffffffff,1153.0,2.0,0.0
832a90fffffffff,2727.0,0.0,0.0
832a91fffffffff,1088.0,0.0,0.0
832a92fffffffff,719.0,0.0,0.0
832a93fffffffff,3555.0,0.0,0.0
832a94fffffffff,3023.0,0.0,0.0
832a95fffffffff,4032.0,0.0,0.0
832a96fffffffff,255.0,0.0,0.0
832a98fffffffff,93.0,0.0,0.0
832a99fffffffff,727.0,0.0,0.0
832a9afffffffff,339.0,0.0,0.0
832a9bfffffffff,713.0,0.0,0.0
832a9cfffffffff,334.0,5.0,0.0
832a9dfffffffff,465.0,41.0,0.0
832a9efffffffff,692.0,0.0,0.0
832aa0fffffffff,843.0,4.0,0.0
832aa1fffffffff,4484.0,0.0,0.0
832aa2fffffffff,266.0,0.0,0.0
832aa3fffffffff,2298.0,0.0,0.0
832aa4fffffffff,7574.0,0.0,0.0
832aa5fffffffff,905.0,15.0,0.0
832aa6fffffffff,1012.0,8.0,0.0
832aa8fffffffff,12489.0,335.0,0.0
832aa9fffffffff,673.0,14.0,0.0
832aaafffffffff,5916.0,138.0,0.0
832aabfffffffff,1073.0,0.0,0.0
832aacfffffffff,10863.0,50.0,0.0
832aadfffffffff,6574.0,0.0,0.0
832aaefffffffff,3304.0,36.0,0.0
832ab0fffffffff,2284.0,0.0,0.0
832ab1fffffffff,1427.0,0.0,0.0
832ab2fffffffff,16961.0,0.0,0.0
832ab3fffffffff,7517.0,0.0,0.0
832ab4fffffffff,2120.0,7.0,0.0
832ab5fffffffff,2176.0,9.0,0.0
832ab6fffffffff,1405.0,0.0,0.0
832ac6fffffffff,52.0,0.0,0.0
832ad0fffffffff,112.0,0.0,0.0
832ad1fffffffff,96.0,0.0,0.0
832ad2fffffffff,54.0,0.0,0.0
832ad3fffffffff,290.0,0.0,0.0
832ad4fffffffff,104.0,0.0,0.0
832ad5fffffffff,341.0,0.0,0.0
832ad6fffffffff,2462.0,0.0,0.0
832af0fffffffff,146.0,0.0,0.0
832af1fffffffff,54.0,0.0,0.0
832af2fffffffff,150.0,0.0,0.0
832af3fffffffff,208.0,0.0,0.0
832af6fffffffff,1601.0,0.0,0.0
832b13fffffffff,5.0,0.0,0.0
832b18fffffffff,29.0,0.0,0.0
832b1afffffffff,294.0,0.0,0.0
832b1bfffffffff,6.0,0.0,0.0
832b1efffffffff,6.0,0.0,0.0
832b80fffffffff,1.0,0.0,0.0
832b81fffffffff,669.0,4.0,0.0
832b82fffffffff,8.0,0.0,0.0
832b83fffffffff,832.0,89.0,0.0
832b85fffffffff,8.0,0.0,0.0
832b88fffffffff,77.0,0.0,0.0
832b89fffffffff,1811.0,0.0,0.0
832b8afffffffff,909.0,0.0,0.0
832b8bfffffffff,420.0,31.0,0.0
832b8cfffffffff,613.0,0.0,0.0
832b8dfffffffff,1097.0,0.0,0.0
832b8efffffffff,237.0,0.0,0.0
832b90fffffffff,4.0,0.0,0.0
832b98fffffffff,1965.0,42.0,0.0
832b99fffffffff,1911.0,2.0,0.0
832b9afffffffff,566.0,0.0,0.0
832b9bfffffffff,5792.0,62.0,0.0
832b9cfffffffff,2.0,0.0,0.0
832b9dfffffffff,2221.0,0.0,0.0
832b9efffffffff,147.0,0.0,0.0
832ba8fffffffff,146.0,0.0,0.0
832ba9fffffffff,73.0,0.0,0.0
832baafffffffff,2436.0,0.0,0.0
832babfffffffff,330.0,0.0,0.0
832badfffffffff,19.0,0.0,0.0
832baefffffffff,207.0,0.0,0.0
834412fffffffff,221.0,0.0,0.0
834413fffffffff,731.0,2.0,0.0
834414fffffffff,487.0,0.0,0.0
834415fffffffff,6.0,0.0,0.0
834416fffffffff,822.0,0.0,0.0
83441afffffffff,710.0,10.0,0.0
83441bfffffffff,62.0,0.0,0.0
83441efffffffff,878.0,8.0,0.0
834424fffffffff,58.0,1.0,4.0
834430fffffffff,2.0,0.0,0.0
834432fffffffff,53.0,0.0,0.0
834434fffffffff,22.0,0.0,0.0
834436fffffffff,42.0,0.0,0.0
834440fffffffff,1581.0,0.0,0.0
834441fffffffff,67.0,0.0,0.0
834442fffffffff,121.0,0.0,0.0
834443fffffffff,303.0,0.0,0.0
834444fffffffff,231.0,0.0,0.0
834445fffffffff,1270.0,0.0,0.0
