cell_id,Stelgidopteryx serripennis,Stelgidopteryx serripennis [serripennis Group],Stelgidopteryx serripennis ridgwayi/stuarti
831214fffffffff,2.0,0.0,0.0
831218fffffffff,14.0,0.0,0.0
83121afffffffff,12.0,0.0,0.0
83121bfffffffff,2.0,0.0,0.0
83121efffffffff,28.0,0.0,0.0
83124bfffffffff,2.0,0.0,0.0
831250fffffffff,4.0,0.0,0.0
831252fffffffff,4.0,0.0,0.0
831254fffffffff,2.0,0.0,0.0
831255fffffffff,2.0,0.0,0.0
831259fffffffff,38.0,0.0,0.0
831272fffffffff,6.0,0.0,0.0
831280fffffffff,86.0,0.0,0.0
831283fffffffff,1.0,0.0,0.0
831284fffffffff,31.0,0.0,0.0
831285fffffffff,9.0,0.0,0.0
831286fffffffff,10.0,0.0,0.0
831288fffffffff,15.0,0.0,0.0
831289fffffffff,234.0,0.0,0.0
83128afffffffff,2.0,0.0,0.0
83128bfffffffff,172.0,0.0,0.0
83128dfffffffff,65.0,0.0,0.0
83128efffffffff,4.0,0.0,0.0
831299fffffffff,2.0,0.0,0.0
83129afffffffff,2.0,0.0,0.0
83129bfffffffff,21.0,0.0,0.0
83129dfffffffff,7.0,0.0,0.0
8312a2fffffffff,4.0,0.0,0.0
8312a3fffffffff,17.0,0.0,0.0
8312a9fffffffff,8.0,0.0,0.0
8312aafffffffff,8.0,0.0,0.0
8312abfffffffff,41.0,0.0,0.0
8312adfffffffff,23.0,0.0,0.0
8312c0fffffffff,196.0,0.0,0.0
8312c1fffffffff,680.0,1.0,0.0
8312c2fffffffff,183.0,0.0,0.0
8312c3fffffffff,432.0,0.0,0.0
8312c4fffffffff,3.0,0.0,0.0
8312c5fffffffff,14.0,0.0,0.0
8312c6fffffffff,2.0,0.0,0.0
8312c8fffffffff,293.0,0.0,0.0
8312c9fffffffff,46.0,0.0,0.0
8312cafffffffff,285.0,0.0,0.0
8312cbfffffffff,146.0,0.0,0.0
8312ccfffffffff,2673.0,0.0,0.0
8312cdfffffffff,71.0,0.0,0.0
8312cefffffffff,97.0,0.0,0.0
8312d0fffffffff,418.0,0.0,0.0
8312d1fffffffff,1660.0,0.0,0.0
8312d2fffffffff,63.0,0.0,0.0
8312d3fffffffff,512.0,0.0,0.0
8312d4fffffffff,92.0,0.0,0.0
8312d5fffffffff,90.0,0.0,0.0
8312d6fffffffff,288.0,0.0,0.0
8312d8fffffffff,683.0,0.0,0.0
8312d9fffffffff,413.0,0.0,0.0
8312dafffffffff,208.0,0.0,0.0
8312dbfffffffff,730.0,0.0,0.0
8312dcfffffffff,1073.0,5.0,0.0
8312ddfffffffff,2042.0,6.0,0.0
8312defffffffff,1978.0,0.0,0.0
8312e0fffffffff,2.0,0.0,0.0
8312e1fffffffff,10.0,0.0,0.0
8312e2fffffffff,27.0,0.0,0.0
8312e3fffffffff,2.0,0.0,0.0
8312e8fffffffff,18.0,0.0,0.0
8312eafffffffff,164.0,0.0,0.0
8312ebfffffffff,28.0,0.0,0.0
8312ecfffffffff,46.0,0.0,0.0
8312edfffffffff,2.0,0.0,0.0
8312eefffffffff,20.0,0.0,0.0
8312f0fffffffff,6.0,0.0,0.0
8312f1fffffffff,73.0,0.0,0.0
8312f2fffffffff,42.0,0.0,0.0
8312f3fffffffff,12.0,0.0,0.0
8312f6fffffffff,354.0,0.0,0.0
831399fffffffff,2.0,0.0,0.0
832600fffffffff,51.0,0.0,0.0
832601fffffffff,257.0,0.0,0.0
832602fffffffff,63.0,0.0,0.0
832603fffffffff,185.0,17.0,0.0
832604fffffffff,25.0,0.0,0.0
832605fffffffff,193.0,0.0,0.0
832606fffffffff,21.0,0.0,0.0
832608fffffffff,213.0,7.0,0.0
