cell_id,Coereba flaveola,Coereba flaveola bahamensis,Coereba flaveola caboti,Coereba flaveola [flaveola Group],Coereba flaveola [portoricensis Group],Coereba flaveola [bartholemica Group],Coereba flaveola atrata,Coereba flaveola aterrima,Coereba flaveola lowii,Coereba flaveola laurae/melanornis,Coereba flaveola [luteola Group]
8444b59ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444b5bffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444b5dffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444b63ffffffff,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444b65ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444b67ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444b69ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444b6bffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445019ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445053ffffffff,745.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445057ffffffff,57.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445059ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844505bffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
8445085ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84450a1ffffffff,59.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84450a3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84450a5ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84450a7ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84450a9ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84450abffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84450adffffffff,2558.0,0.0,1553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84450e1ffffffff,183.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84450e3ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84450e7ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84450ebffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844519bffffffff,33.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84451d3ffffffff,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445203ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844520bffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445211ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445213ffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445215ffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
8445217ffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844521bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844521dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445221ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445225ffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844522dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445233ffffffff,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
844523bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445253ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8445257ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445289ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84452c1ffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84452c3ffffffff,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
84452c5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84452c7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84452c9ffffffff,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
84452cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84452cdffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84452d5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84452d9ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84452e1ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84452e5ffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84452e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
84452e9ffffffff,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84452ebffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84452edffffffff,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
8445305ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445365ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445649ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445843ffffffff,116.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445847ffffffff,352.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84459b7ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445a33ffffffff,2104.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445aedffffffff,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445b07ffffffff,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445b21ffffffff,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445b23ffffffff,346.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445b25ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445b27ffffffff,278.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445b29ffffffff,683.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445b2bffffffff,137.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445b2dffffffff,127.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445b3dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449961ffffffff,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
8449963ffffffff,402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0
8449969ffffffff,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844996bffffffff,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
844c809ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c811ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c819ffffffff,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c833ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c837ffffffff,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c883ffffffff,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c887ffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c88bffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c893ffffffff,92.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c895ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c897ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c899ffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c89bffffffff,34.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c89dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c8abffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c8b5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c8b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c8bbffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c8bdffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c907ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c941ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c943ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c945ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c94bffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c94dffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c95dffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844c969ffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844caa1ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844caa3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844caa5ffffffff,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844caabffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cabdffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cb25ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cb27ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cb3dffffffff,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc09ffffffff,221.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc0bffffffff,4051.0,0.0,0.0,0.0,798.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc2dffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc43ffffffff,420.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc51ffffffff,2822.0,0.0,0.0,0.0,691.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc53ffffffff,487.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc55ffffffff,2440.0,0.0,0.0,0.0,651.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc57ffffffff,2544.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc59ffffffff,4168.0,0.0,0.0,0.0,979.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc5bffffffff,1109.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc5dffffffff,1139.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc61ffffffff,708.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc65ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc67ffffffff,58.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc6dffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd09ffffffff,119.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd0dffffffff,187.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd21ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd25ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd29ffffffff,203.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd2dffffffff,79.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd41ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd43ffffffff,541.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd45ffffffff,193.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd47ffffffff,15.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd49ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd4bffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd4dffffffff,200.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd51ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd55ffffffff,26.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd59ffffffff,32.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd5bffffffff,104.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd5dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd63ffffffff,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd65ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd67ffffffff,68.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd69ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd6bffffffff,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cd6dffffffff,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844ce81ffffffff,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844ce85ffffffff,370.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
844ce8bffffffff,526.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
844ce95ffffffff,255.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
844ce9dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cea9ffffffff,1242.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0
844ceadffffffff,2633.0,0.0,0.0,0.0,902.0,0.0,0.0,0.0,0.0,0.0,0.0
844ceb9ffffffff,174.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
844ced5ffffffff,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844ced7ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cee3ffffffff,825.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0
844cee5ffffffff,3884.0,0.0,0.0,0.0,637.0,0.0,0.0,0.0,0.0,0.0,0.0
844cee7ffffffff,6870.0,0.0,0.0,0.0,1171.0,0.0,0.0,0.0,0.0,0.0,0.0
844cf21ffffffff,26.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cf23ffffffff,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cf25ffffffff,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cf27ffffffff,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cf31ffffffff,38.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cf33ffffffff,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cf35ffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cf37ffffffff,284.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cf3bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844cf3dffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844d497ffffffff,343.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
844d4bbffffffff,1236.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
845e405ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845e423ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
845e429ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845e42bffffffff,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845e431ffffffff,40.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
845e433ffffffff,42.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
845e435ffffffff,45.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
845e437ffffffff,716.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0
845e43dffffffff,483.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
845e461ffffffff,55.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
845e463ffffffff,198.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0
845e467ffffffff,114.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
845e469ffffffff,660.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0
845e4a1ffffffff,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845e4a3ffffffff,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845e4adffffffff,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845e4b1ffffffff,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845e4b5ffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845e4b7ffffffff,345.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
845e591ffffffff,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845e599ffffffff,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
845e59bffffffff,154.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
845e5cbffffffff,818.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
845e5d3ffffffff,481.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
845e5d7ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845e5d9ffffffff,224.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0
845e5dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845e5ddffffffff,485.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
845e62dffffffff,229.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
845e659ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845e667ffffffff,2712.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,0.0,0.0,0.0
845e705ffffffff,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845e711ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
845e713ffffffff,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
845e717ffffffff,52.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
845e719ffffffff,137.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
845e71bffffffff,840.0,0.0,0.0,0.0,0.0,0.0,282.0,0.0,0.0,0.0,0.0
845e729ffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845e72bffffffff,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845e753ffffffff,58.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
845f00bffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f011ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f013ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f02bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f031ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f035ffffffff,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f037ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f03dffffffff,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f083ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f08bffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f095ffffffff,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
