cell_id,Perisoreus canadensis,Perisoreus canadensis [canadensis Group],Perisoreus canadensis capitalis/bicolor,Perisoreus canadensis obscurus/griseus
832898fffffffff,2.0,0.0,1.0,0.0
83289cfffffffff,6.0,0.0,6.0,0.0
8328a9fffffffff,16.0,0.0,0.0,16.0
8328aafffffffff,9.0,0.0,4.0,0.0
8328adfffffffff,1.0,0.0,0.0,0.0
8328d1fffffffff,43.0,0.0,0.0,0.0
8328d2fffffffff,5.0,0.0,0.0,5.0
8328d3fffffffff,9.0,1.0,2.0,4.0
8328d4fffffffff,5.0,0.0,0.0,5.0
8328d5fffffffff,5.0,0.0,0.0,2.0
8328d6fffffffff,4.0,0.0,0.0,4.0
8328d8fffffffff,2.0,0.0,0.0,0.0
8328d9fffffffff,2.0,0.0,0.0,0.0
8328dafffffffff,4.0,0.0,0.0,0.0
8328dcfffffffff,64.0,0.0,0.0,5.0
8328ddfffffffff,2.0,0.0,0.0,0.0
8328defffffffff,2.0,0.0,0.0,2.0
8328f0fffffffff,17.0,0.0,0.0,4.0
8328f1fffffffff,2.0,0.0,0.0,0.0
8328f2fffffffff,14.0,0.0,0.0,12.0
8328f3fffffffff,4.0,0.0,0.0,0.0
8328f5fffffffff,2.0,0.0,0.0,2.0
832990fffffffff,2.0,0.0,1.0,0.0
832992fffffffff,13.0,0.0,0.0,0.0
832a14fffffffff,7.0,0.0,0.0,0.0
832a32fffffffff,15.0,1.0,0.0,0.0
832a36fffffffff,1.0,0.0,0.0,0.0
832b00fffffffff,1.0,1.0,0.0,0.0
832b06fffffffff,1.0,0.0,0.0,0.0
832b0cfffffffff,3.0,0.0,0.0,0.0
832b10fffffffff,2.0,2.0,0.0,0.0
832b12fffffffff,1.0,0.0,0.0,0.0
832b13fffffffff,2.0,0.0,0.0,0.0
832b14fffffffff,3.0,0.0,0.0,0.0
832b16fffffffff,63.0,0.0,0.0,0.0
832b21fffffffff,1.0,1.0,0.0,0.0
832b81fffffffff,1.0,0.0,0.0,0.0
832b83fffffffff,23.0,0.0,0.0,0.0
832b84fffffffff,15.0,0.0,0.0,0.0
832b85fffffffff,8.0,0.0,0.0,0.0
832b86fffffffff,2.0,0.0,0.0,0.0
832b88fffffffff,60.0,15.0,0.0,0.0
832b8cfffffffff,24.0,11.0,0.0,0.0
832b91fffffffff,8.0,0.0,0.0,0.0
832b93fffffffff,5.0,0.0,0.0,0.0
832b98fffffffff,44.0,2.0,0.0,0.0
832b9cfffffffff,37.0,7.0,0.0,0.0
832b9dfffffffff,7.0,0.0,0.0,0.0
832b9efffffffff,21.0,2.0,0.0,0.0
832ba1fffffffff,4.0,0.0,0.0,0.0
832ba5fffffffff,3.0,0.0,0.0,0.0
832ba8fffffffff,66.0,7.0,0.0,0.0
832ba9fffffffff,17.0,12.0,0.0,0.0
832baafffffffff,8.0,0.0,0.0,0.0
832babfffffffff,10.0,9.0,0.0,0.0
832bacfffffffff,13.0,0.0,0.0,0.0
832badfffffffff,7.0,0.0,0.0,0.0
832baefffffffff,11.0,0.0,0.0,0.0
832bb0fffffffff,1.0,0.0,0.0,0.0
832bb2fffffffff,2.0,0.0,0.0,0.0
832bb3fffffffff,2.0,0.0,0.0,0.0
8348ccfffffffff,2.0,0.0,0.0,0.0
8348d8fffffffff,43.0,0.0,6.0,0.0
8348dafffffffff,2.0,0.0,0.0,0.0
