cell_id,Todiramphus sacer,Todiramphus sacer [juliae Group],Todiramphus sacer [sacer Group],Todiramphus sacer [solomonis Group],Todiramphus sacer [vitiensis Group],Todiramphus sacer marinus
839b4cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
839e06fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
