cell_id,Psilopogon chrysopogon,Psilopogon chrysopogon chrysopogon/laetus,Psilopogon chrysopogon chrysopsis
826437fffffffff,1.0,1.0,0.0
826507fffffffff,436.0,311.0,0.0
82651ffffffffff,202.0,104.0,0.0
826527fffffffff,5.0,4.0,0.0
82658ffffffffff,3.0,0.0,0.0
