cell_id,Polioptila caerulea,Polioptila caerulea [obscura Group],Polioptila caerulea caerulea,Polioptila caerulea cozumelae
8326dafffffffff,2.0,0.0,0.0,0.0
8326dbfffffffff,14.0,0.0,2.0,0.0
8326defffffffff,15.0,0.0,0.0,0.0
8326e0fffffffff,2.0,0.0,0.0,0.0
8326e1fffffffff,19.0,0.0,1.0,0.0
8326e2fffffffff,4.0,0.0,0.0,0.0
8326e3fffffffff,2.0,0.0,0.0,0.0
8326e4fffffffff,16.0,0.0,4.0,0.0
8326e5fffffffff,61.0,0.0,45.0,0.0
8326e6fffffffff,2.0,0.0,0.0,0.0
8326e8fffffffff,5.0,0.0,0.0,0.0
8326e9fffffffff,4.0,0.0,0.0,0.0
8326ebfffffffff,4.0,0.0,4.0,0.0
8326ecfffffffff,5.0,0.0,0.0,0.0
8326edfffffffff,29.0,0.0,3.0,0.0
8326eefffffffff,1.0,0.0,0.0,0.0
8326f0fffffffff,5.0,0.0,3.0,0.0
8326f1fffffffff,6.0,0.0,3.0,0.0
8326f2fffffffff,42.0,15.0,14.0,0.0
8326f3fffffffff,4.0,0.0,0.0,0.0
8326f4fffffffff,2.0,0.0,0.0,0.0
8326f5fffffffff,1.0,0.0,0.0,0.0
8326f6fffffffff,5.0,0.0,2.0,0.0
83270afffffffff,1.0,0.0,1.0,0.0
832719fffffffff,4.0,0.0,0.0,0.0
83271afffffffff,4.0,0.0,0.0,0.0
83271cfffffffff,2.0,0.0,0.0,0.0
83271dfffffffff,17.0,0.0,2.0,0.0
832740fffffffff,24.0,0.0,0.0,0.0
832741fffffffff,3.0,0.0,0.0,0.0
832742fffffffff,33.0,0.0,0.0,0.0
832743fffffffff,1.0,0.0,0.0,0.0
832744fffffffff,13.0,0.0,0.0,0.0
832745fffffffff,6.0,0.0,0.0,0.0
832746fffffffff,8.0,0.0,0.0,0.0
832748fffffffff,148.0,0.0,0.0,0.0
832749fffffffff,61.0,0.0,0.0,0.0
83274afffffffff,1.0,0.0,0.0,0.0
83274bfffffffff,15.0,0.0,0.0,0.0
83274cfffffffff,8.0,0.0,0.0,0.0
83274dfffffffff,82.0,0.0,0.0,0.0
83274efffffffff,31.0,0.0,0.0,0.0
832750fffffffff,3.0,0.0,0.0,0.0
832751fffffffff,17.0,0.0,0.0,0.0
832752fffffffff,2.0,0.0,0.0,0.0
832754fffffffff,2.0,0.0,0.0,0.0
832756fffffffff,5.0,0.0,0.0,0.0
832758fffffffff,14.0,0.0,0.0,0.0
832759fffffffff,9.0,0.0,0.0,0.0
83275afffffffff,11.0,0.0,0.0,0.0
83275bfffffffff,11.0,0.0,0.0,0.0
83275cfffffffff,11.0,0.0,0.0,0.0
83275dfffffffff,19.0,0.0,0.0,0.0
83275efffffffff,8.0,0.0,0.0,0.0
832763fffffffff,24.0,0.0,0.0,0.0
832769fffffffff,7.0,0.0,0.0,0.0
83276afffffffff,6.0,0.0,0.0,0.0
83276bfffffffff,60.0,0.0,0.0,0.0
83276dfffffffff,4.0,0.0,2.0,0.0
83276efffffffff,2.0,0.0,0.0,0.0
832771fffffffff,18.0,0.0,0.0,0.0
832773fffffffff,4.0,0.0,0.0,0.0
832788fffffffff,14.0,3.0,0.0,0.0
83278cfffffffff,1.0,0.0,0.0,0.0
832798fffffffff,18.0,0.0,0.0,0.0
832799fffffffff,5.0,0.0,0.0,0.0
8327abfffffffff,1.0,0.0,0.0,0.0
8327adfffffffff,6.0,0.0,0.0,0.0
832802fffffffff,48.0,1.0,0.0,0.0
832806fffffffff,18.0,0.0,0.0,0.0
832810fffffffff,5.0,0.0,0.0,0.0
832811fffffffff,4.0,0.0,0.0,0.0
832813fffffffff,22.0,0.0,0.0,0.0
832814fffffffff,8.0,0.0,0.0,0.0
832815fffffffff,21.0,0.0,0.0,0.0
832818fffffffff,7.0,3.0,2.0,0.0
832819fffffffff,2.0,0.0,0.0,0.0
83281bfffffffff,5.0,0.0,0.0,0.0
83281cfffffffff,11.0,2.0,0.0,0.0
83281dfffffffff,2.0,0.0,0.0,0.0
83281efffffffff,18.0,2.0,0.0,0.0
832830fffffffff,224.0,2.0,0.0,0.0
832831fffffffff,10.0,0.0,0.0,0.0
832832fffffffff,106.0,1.0,0.0,0.0
832833fffffffff,23.0,0.0,0.0,0.0
832834fffffffff,165.0,9.0,0.0,0.0
832835fffffffff,186.0,0.0,0.0,0.0
832836fffffffff,164.0,0.0,0.0,0.0
832884fffffffff,24.0,0.0,0.0,0.0
832888fffffffff,2.0,0.0,0.0,0.0
832889fffffffff,7.0,1.0,0.0,0.0
83288bfffffffff,2.0,0.0,0.0,0.0
832890fffffffff,1.0,0.0,0.0,0.0
832891fffffffff,5.0,0.0,0.0,0.0
832893fffffffff,32.0,0.0,0.0,0.0
832894fffffffff,5.0,0.0,0.0,0.0
8328a9fffffffff,98.0,0.0,0.0,0.0
8328aafffffffff,2.0,0.0,0.0,0.0
8328abfffffffff,2.0,0.0,0.0,0.0
8328adfffffffff,8.0,0.0,0.0,0.0
8328aefffffffff,5.0,0.0,0.0,0.0
8328b0fffffffff,9.0,0.0,0.0,0.0
8328b2fffffffff,18.0,0.0,0.0,0.0
8328b3fffffffff,1.0,1.0,0.0,0.0
8328b6fffffffff,18.0,0.0,0.0,0.0
8328c2fffffffff,7.0,0.0,5.0,0.0
8328c6fffffffff,2.0,0.0,0.0,0.0
8328d1fffffffff,24.0,0.0,0.0,0.0
8328d5fffffffff,23.0,0.0,4.0,0.0
8328d6fffffffff,4.0,0.0,0.0,0.0
8328dcfffffffff,150.0,0.0,60.0,0.0
8328ddfffffffff,1.0,0.0,0.0,0.0
8328defffffffff,10.0,0.0,0.0,0.0
8328f0fffffffff,31.0,0.0,2.0,0.0
8328f1fffffffff,12.0,3.0,0.0,0.0
8328f2fffffffff,27.0,6.0,0.0,0.0
8328f4fffffffff,59.0,0.0,0.0,0.0
8328f5fffffffff,6.0,0.0,0.0,0.0
8328f6fffffffff,7.0,0.0,0.0,0.0
832912fffffffff,4.0,2.0,0.0,0.0
83291afffffffff,27.0,14.0,0.0,0.0
832980fffffffff,4.0,0.0,0.0,0.0
832981fffffffff,7.0,7.0,0.0,0.0
832984fffffffff,41.0,0.0,0.0,0.0
832985fffffffff,34.0,1.0,0.0,0.0
832986fffffffff,47.0,3.0,0.0,0.0
832988fffffffff,7.0,0.0,0.0,0.0
832989fffffffff,5.0,0.0,0.0,0.0
83298bfffffffff,2.0,0.0,0.0,0.0
83298cfffffffff,41.0,7.0,0.0,0.0
83298dfffffffff,16.0,2.0,0.0,0.0
832990fffffffff,24.0,6.0,0.0,0.0
832992fffffffff,7.0,1.0,0.0,0.0
832994fffffffff,7.0,5.0,0.0,0.0
832995fffffffff,53.0,0.0,0.0,0.0
832996fffffffff,10.0,0.0,0.0,0.0
83299afffffffff,5.0,3.0,0.0,0.0
8329a0fffffffff,224.0,5.0,0.0,0.0
8329a1fffffffff,64.0,13.0,0.0,0.0
8329a2fffffffff,12.0,0.0,0.0,0.0
8329a3fffffffff,2.0,0.0,0.0,0.0
8329a4fffffffff,35.0,15.0,0.0,0.0
8329a5fffffffff,52.0,2.0,0.0,0.0
8329a6fffffffff,141.0,4.0,0.0,0.0
8329a9fffffffff,33.0,2.0,0.0,0.0
8329aafffffffff,27.0,6.0,0.0,0.0
8329abfffffffff,2.0,0.0,0.0,0.0
8329acfffffffff,10.0,2.0,0.0,0.0
8329adfffffffff,2.0,0.0,0.0,0.0
8329aefffffffff,3.0,0.0,0.0,0.0
8329b0fffffffff,9.0,5.0,0.0,0.0
8329b1fffffffff,13.0,0.0,0.0,0.0
8329b2fffffffff,21.0,3.0,0.0,0.0
8329b3fffffffff,2.0,0.0,0.0,0.0
8329b4fffffffff,6.0,0.0,0.0,0.0
8329b5fffffffff,39.0,9.0,0.0,0.0
8329b6fffffffff,26.0,5.0,2.0,0.0
832a06fffffffff,35.0,0.0,8.0,0.0
832a10fffffffff,261.0,0.0,25.0,0.0
832a12fffffffff,1223.0,0.0,4.0,0.0
832a13fffffffff,1162.0,0.0,11.0,0.0
832a14fffffffff,77.0,0.0,5.0,0.0
832a15fffffffff,18.0,0.0,2.0,0.0
832a16fffffffff,16.0,0.0,0.0,0.0
832a30fffffffff,210.0,0.0,16.0,0.0
832a31fffffffff,122.0,0.0,22.0,0.0
832a32fffffffff,133.0,0.0,13.0,0.0
832a33fffffffff,195.0,0.0,58.0,0.0
832a34fffffffff,137.0,0.0,17.0,0.0
832a36fffffffff,73.0,0.0,0.0,0.0
832a80fffffffff,6.0,0.0,0.0,0.0
832a81fffffffff,5.0,0.0,2.0,0.0
832a82fffffffff,7.0,0.0,0.0,0.0
832a84fffffffff,23.0,0.0,0.0,0.0
832a85fffffffff,9.0,0.0,2.0,0.0
832a86fffffffff,2.0,0.0,0.0,0.0
832a88fffffffff,13.0,0.0,0.0,0.0
832a89fffffffff,23.0,0.0,5.0,0.0
832a8afffffffff,29.0,0.0,0.0,0.0
832a8bfffffffff,114.0,0.0,106.0,0.0
832a8cfffffffff,40.0,0.0,0.0,0.0
832a8dfffffffff,131.0,0.0,0.0,0.0
832a8efffffffff,19.0,0.0,0.0,0.0
832a90fffffffff,4.0,0.0,0.0,0.0
832a91fffffffff,9.0,0.0,0.0,0.0
832a93fffffffff,21.0,0.0,2.0,0.0
832a94fffffffff,2.0,0.0,1.0,0.0
832a95fffffffff,5.0,0.0,0.0,0.0
832a96fffffffff,2.0,0.0,0.0,0.0
832a99fffffffff,8.0,0.0,0.0,0.0
832a9afffffffff,3.0,0.0,0.0,0.0
832a9bfffffffff,29.0,0.0,0.0,0.0
832a9cfffffffff,6.0,0.0,2.0,0.0
832aa0fffffffff,2.0,0.0,0.0,0.0
832aa1fffffffff,16.0,0.0,2.0,0.0
832aa2fffffffff,2.0,0.0,0.0,0.0
832aa3fffffffff,19.0,0.0,5.0,0.0
832aa4fffffffff,39.0,0.0,9.0,0.0
832aa5fffffffff,2.0,0.0,2.0,0.0
832aa6fffffffff,2.0,0.0,0.0,0.0
832aa8fffffffff,224.0,0.0,36.0,0.0
832aa9fffffffff,61.0,0.0,2.0,0.0
832aaafffffffff,109.0,0.0,21.0,0.0
832aabfffffffff,26.0,0.0,0.0,0.0
832aacfffffffff,1878.0,0.0,75.0,0.0
832aadfffffffff,406.0,0.0,23.0,0.0
832aaefffffffff,97.0,0.0,2.0,0.0
832ab0fffffffff,70.0,0.0,3.0,0.0
832ab1fffffffff,7.0,0.0,0.0,0.0
832ab2fffffffff,413.0,0.0,25.0,0.0
832ab3fffffffff,9.0,0.0,0.0,0.0
832ab4fffffffff,35.0,0.0,2.0,0.0
832ab5fffffffff,195.0,0.0,67.0,0.0
832ab6fffffffff,22.0,0.0,0.0,0.0
832ad0fffffffff,6.0,0.0,4.0,0.0
832ad2fffffffff,3.0,0.0,0.0,0.0
832ad3fffffffff,4.0,0.0,0.0,0.0
832ad4fffffffff,16.0,0.0,0.0,0.0
832ad6fffffffff,15.0,0.0,7.0,0.0
832af0fffffffff,20.0,0.0,0.0,0.0
832af1fffffffff,3.0,0.0,0.0,0.0
832af2fffffffff,4.0,0.0,0.0,0.0
832af3fffffffff,4.0,0.0,0.0,0.0
832af6fffffffff,84.0,0.0,0.0,0.0
832b00fffffffff,21.0,0.0,0.0,0.0
832b01fffffffff,21.0,0.0,0.0,0.0
832b03fffffffff,19.0,0.0,0.0,0.0
832b05fffffffff,13.0,0.0,0.0,0.0
832b06fffffffff,6.0,0.0,0.0,0.0
832b0afffffffff,55.0,0.0,0.0,0.0
832b0cfffffffff,43.0,0.0,0.0,0.0
832b0efffffffff,2.0,0.0,0.0,0.0
832b12fffffffff,5.0,0.0,0.0,0.0
832b16fffffffff,63.0,0.0,1.0,0.0
832b18fffffffff,59.0,0.0,0.0,0.0
832b19fffffffff,12.0,0.0,0.0,0.0
832b1afffffffff,29.0,0.0,0.0,0.0
832b1bfffffffff,5.0,0.0,2.0,0.0
832b1cfffffffff,21.0,0.0,0.0,0.0
832b1dfffffffff,26.0,0.0,0.0,0.0
832b28fffffffff,26.0,0.0,0.0,0.0
832b2afffffffff,8.0,0.0,0.0,0.0
832b2cfffffffff,6.0,0.0,0.0,0.0
832b30fffffffff,8.0,0.0,0.0,0.0
832b31fffffffff,10.0,0.0,0.0,0.0
832b32fffffffff,2.0,0.0,0.0,0.0
832b33fffffffff,4.0,0.0,0.0,0.0
832b80fffffffff,2.0,0.0,0.0,0.0
832b81fffffffff,84.0,0.0,0.0,0.0
832b83fffffffff,53.0,0.0,2.0,0.0
832b89fffffffff,19.0,0.0,0.0,0.0
832b8afffffffff,16.0,0.0,7.0,0.0
832b8cfffffffff,27.0,0.0,3.0,0.0
832b8dfffffffff,53.0,0.0,0.0,0.0
832b8efffffffff,7.0,0.0,3.0,0.0
832b98fffffffff,152.0,0.0,7.0,0.0
832b99fffffffff,28.0,0.0,2.0,0.0
832b9afffffffff,9.0,0.0,2.0,0.0
832b9bfffffffff,128.0,0.0,9.0,0.0
832b9dfffffffff,16.0,0.0,2.0,0.0
832b9efffffffff,4.0,0.0,0.0,0.0
832ba5fffffffff,3.0,0.0,0.0,0.0
832ba8fffffffff,20.0,0.0,0.0,0.0
832ba9fffffffff,5.0,0.0,0.0,0.0
832baafffffffff,558.0,0.0,4.0,0.0
832babfffffffff,10.0,0.0,0.0,0.0
832bacfffffffff,58.0,0.0,0.0,0.0
832baefffffffff,3.0,0.0,0.0,0.0
834412fffffffff,6.0,0.0,0.0,0.0
834413fffffffff,34.0,0.0,0.0,0.0
834414fffffffff,5.0,0.0,0.0,0.0
834416fffffffff,73.0,0.0,30.0,0.0
83441afffffffff,93.0,0.0,66.0,0.0
83441efffffffff,22.0,0.0,0.0,0.0
834430fffffffff,7.0,0.0,0.0,0.0
834432fffffffff,4.0,0.0,0.0,0.0
834440fffffffff,62.0,0.0,0.0,0.0
834441fffffffff,6.0,0.0,0.0,0.0
834443fffffffff,6.0,0.0,0.0,0.0
834444fffffffff,4.0,0.0,0.0,0.0
834445fffffffff,39.0,0.0,0.0,0.0
834446fffffffff,26.0,0.0,0.0,0.0
834448fffffffff,9.0,0.0,1.0,0.0
834449fffffffff,8.0,0.0,0.0,0.0
83444afffffffff,4.0,0.0,0.0,0.0
83444bfffffffff,8.0,0.0,0.0,0.0
83444cfffffffff,26.0,0.0,0.0,0.0
83444efffffffff,6.0,0.0,0.0,0.0
834450fffffffff,21.0,0.0,2.0,0.0
834451fffffffff,9.0,0.0,0.0,0.0
834452fffffffff,1.0,0.0,0.0,0.0
834455fffffffff,39.0,0.0,0.0,0.0
834458fffffffff,1.0,0.0,0.0,0.0
834459fffffffff,4.0,0.0,0.0,0.0
83445bfffffffff,5.0,0.0,0.0,0.0
83445cfffffffff,3.0,0.0,0.0,0.0
834463fffffffff,16.0,0.0,0.0,0.0
834468fffffffff,3.0,0.0,0.0,0.0
83446afffffffff,11.0,0.0,1.0,0.0
83446cfffffffff,59.0,0.0,11.0,0.0
83446dfffffffff,59.0,0.0,2.0,0.0
83446efffffffff,39.0,0.0,4.0,0.0
834473fffffffff,5.0,0.0,0.0,0.0
834480fffffffff,1.0,0.0,0.0,0.0
834484fffffffff,204.0,0.0,0.0,0.0
834485fffffffff,5.0,0.0,0.0,0.0
834486fffffffff,3.0,0.0,0.0,0.0
8344a1fffffffff,13.0,0.0,8.0,0.0
8344a3fffffffff,43.0,0.0,0.0,0.0
8344a5fffffffff,46.0,0.0,14.0,0.0
8344a8fffffffff,2.0,0.0,2.0,0.0
8344a9fffffffff,10.0,0.0,5.0,0.0
8344abfffffffff,3.0,0.0,2.0,0.0
8344acfffffffff,6.0,0.0,6.0,0.0
8344adfffffffff,33.0,0.0,5.0,0.0
8344aefffffffff,1.0,0.0,1.0,0.0
8344b1fffffffff,1.0,0.0,0.0,0.0
8344b5fffffffff,10.0,0.0,0.0,0.0
8344c0fffffffff,1.0,0.0,0.0,0.0
8344c1fffffffff,113.0,0.0,2.0,0.0
8344c2fffffffff,2.0,0.0,0.0,0.0
8344c3fffffffff,49.0,0.0,2.0,0.0
8344c8fffffffff,13.0,0.0,2.0,0.0
8344c9fffffffff,51.0,0.0,0.0,0.0
8344cafffffffff,12.0,0.0,5.0,0.0
8344cbfffffffff,26.0,0.0,13.0,0.0
8344ccfffffffff,9.0,0.0,2.0,0.0
8344cdfffffffff,27.0,0.0,6.0,0.0
8344cefffffffff,3.0,0.0,2.0,0.0
8344d0fffffffff,24.0,0.0,0.0,0.0
8344d1fffffffff,25.0,0.0,0.0,0.0
8344d2fffffffff,8.0,0.0,0.0,0.0
8344d3fffffffff,11.0,0.0,0.0,0.0
8344d5fffffffff,62.0,0.0,4.0,0.0
8344d8fffffffff,12.0,0.0,8.0,0.0
8344d9fffffffff,9.0,0.0,0.0,0.0
8344dafffffffff,7.0,0.0,6.0,0.0
8344dbfffffffff,87.0,0.0,59.0,0.0
8344ddfffffffff,57.0,0.0,16.0,0.0
8344defffffffff,5.0,0.0,0.0,0.0
8344e4fffffffff,4.0,0.0,0.0,0.0
8344e9fffffffff,4.0,0.0,0.0,0.0
8344eafffffffff,2.0,0.0,0.0,0.0
8344ebfffffffff,2.0,0.0,0.0,0.0
8344edfffffffff,8.0,0.0,0.0,0.0
8344eefffffffff,14.0,0.0,0.0,0.0
8344f0fffffffff,13.0,0.0,13.0,0.0
8344f3fffffffff,10.0,0.0,0.0,0.0
8344f4fffffffff,5.0,0.0,0.0,0.0
8344f5fffffffff,4.0,0.0,4.0,0.0
8344f6fffffffff,1.0,0.0,1.0,0.0
834501fffffffff,4.0,0.0,0.0,0.0
834508fffffffff,34.0,34.0,0.0,0.0
834509fffffffff,380.0,380.0,0.0,0.0
83450bfffffffff,93.0,93.0,0.0,0.0
83450dfffffffff,165.0,165.0,0.0,0.0
834520fffffffff,1.0,0.0,0.0,0.0
834524fffffffff,3.0,0.0,0.0,0.0
834526fffffffff,3.0,0.0,0.0,0.0
83452afffffffff,14.0,0.0,1.0,0.0
83452efffffffff,17.0,0.0,0.0,0.0
834564fffffffff,4.0,0.0,2.0,0.0
834572fffffffff,44.0,44.0,0.0,0.0
83458cfffffffff,6.0,0.0,0.0,0.0
8345a3fffffffff,28.0,0.0,0.0,0.0
834803fffffffff,1.0,0.0,0.0,0.0
83480afffffffff,6.0,0.0,6.0,0.0
834810fffffffff,2.0,0.0,0.0,0.0
834814fffffffff,2.0,0.0,0.0,0.0
834816fffffffff,2.0,0.0,0.0,0.0
83482bfffffffff,1.0,0.0,0.0,0.0
83482efffffffff,1.0,0.0,0.0,0.0
834830fffffffff,4.0,4.0,0.0,0.0
834833fffffffff,2.0,0.0,0.0,0.0
834836fffffffff,71.0,64.0,0.0,0.0
834843fffffffff,1.0,0.0,0.0,0.0
83484afffffffff,4.0,0.0,0.0,0.0
834859fffffffff,6.0,0.0,0.0,0.0
83485afffffffff,2.0,2.0,0.0,0.0
83485bfffffffff,81.0,6.0,0.0,0.0
83485dfffffffff,9.0,0.0,0.0,0.0
834872fffffffff,2.0,0.0,0.0,0.0
834880fffffffff,1.0,0.0,0.0,0.0
834882fffffffff,2.0,0.0,2.0,0.0
834883fffffffff,10.0,4.0,3.0,0.0
834888fffffffff,1.0,0.0,0.0,0.0
83488afffffffff,2.0,0.0,0.0,0.0
83488bfffffffff,7.0,0.0,0.0,0.0
83488dfffffffff,4.0,4.0,0.0,0.0
83488efffffffff,6.0,0.0,3.0,0.0
834890fffffffff,6.0,0.0,0.0,0.0
834891fffffffff,4.0,0.0,0.0,0.0
834892fffffffff,6.0,0.0,0.0,0.0
834893fffffffff,10.0,0.0,2.0,0.0
834895fffffffff,38.0,0.0,6.0,0.0
834898fffffffff,5.0,0.0,0.0,0.0
834899fffffffff,33.0,0.0,11.0,0.0
83489afffffffff,21.0,0.0,0.0,0.0
83489bfffffffff,2.0,0.0,0.0,0.0
83489cfffffffff,8.0,0.0,1.0,0.0
83489dfffffffff,15.0,2.0,12.0,0.0
83489efffffffff,4.0,0.0,0.0,0.0
8348a2fffffffff,6.0,0.0,0.0,0.0
8348abfffffffff,72.0,65.0,4.0,0.0
8348b1fffffffff,8.0,0.0,5.0,0.0
8348b2fffffffff,1.0,0.0,1.0,0.0
8348b3fffffffff,44.0,0.0,11.0,0.0
8348c0fffffffff,26.0,4.0,0.0,0.0
8348c1fffffffff,7.0,0.0,0.0,0.0
8348c2fffffffff,2.0,2.0,0.0,0.0
8348c3fffffffff,15.0,0.0,0.0,0.0
8348c5fffffffff,42.0,34.0,0.0,0.0
8348c6fffffffff,18.0,2.0,0.0,0.0
8348c8fffffffff,5.0,3.0,0.0,0.0
8348c9fffffffff,1.0,0.0,0.0,0.0
8348cbfffffffff,2.0,2.0,0.0,0.0
8348cdfffffffff,53.0,24.0,2.0,0.0
8348cefffffffff,4.0,0.0,0.0,0.0
8348d3fffffffff,2.0,0.0,0.0,0.0
8348d4fffffffff,21.0,18.0,0.0,0.0
8348d5fffffffff,8.0,0.0,0.0,0.0
8348d8fffffffff,140.0,0.0,0.0,0.0
8348dcfffffffff,14.0,2.0,0.0,0.0
8348e2fffffffff,1.0,0.0,0.0,0.0
8348e3fffffffff,4.0,0.0,0.0,0.0
8348e8fffffffff,115.0,28.0,0.0,0.0
8348e9fffffffff,9.0,3.0,6.0,0.0
8348eafffffffff,35.0,5.0,0.0,0.0
8348ebfffffffff,126.0,22.0,1.0,0.0
8348ecfffffffff,25.0,0.0,6.0,0.0
8348edfffffffff,12.0,5.0,0.0,0.0
8348eefffffffff,10.0,5.0,0.0,0.0
8348f2fffffffff,25.0,4.0,0.0,0.0
8348f6fffffffff,4.0,4.0,0.0,0.0
834982fffffffff,3.0,0.0,0.0,0.0
834983fffffffff,6.0,0.0,0.0,0.0
834986fffffffff,4.0,0.0,0.0,0.0
834990fffffffff,2.0,0.0,0.0,0.0
834991fffffffff,2.0,0.0,0.0,0.0
834993fffffffff,2.0,0.0,0.0,0.0
834994fffffffff,4.0,0.0,0.0,0.0
