cell_id,Falco sparverius,Falco sparverius [sparverius Group],Falco sparverius paulus,Falco sparverius caribaearum,Falco sparverius dominicensis,Falco sparverius sparverioides,Falco sparverius [cinnamominus Group],Falco sparverius fernandensis
830c05fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c25fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c60fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c62fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c64fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c65fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c66fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c71fffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c73fffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c74fffffffff,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830c76fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d09fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d42fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d46fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d48fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d49fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d4afffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d4cfffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d4dfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d4efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d53fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d56fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d58fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d59fffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d5afffffffff,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d5bfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d5cfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d5efffffffff,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830d61fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d6efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d72fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d73fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830e48fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830e49fffffffff,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830e4afffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830e4bfffffffff,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830e4cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830e4dfffffffff,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830e51fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830e53fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830e59fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830e5afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830e5bfffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830e80fffffffff,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830e8dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830e91fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830e96fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830e9afffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830e9dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830ec1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830ec8fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830ec9fffffffff,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830ecafffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830ecbfffffffff,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830eccfffffffff,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830ecdfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830ed8fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830ed9fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830edafffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830edbfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830ee1fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830ee8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830eeafffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830eecfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830eedfffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830ef2fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830ef3fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83120afffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83120bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83120cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831211fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831213fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831214fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831215fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831218fffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831219fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83121afffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83121bfffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83121dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83121efffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831222fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831223fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831225fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831226fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831229fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83122bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83122cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83122efffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831230fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831233fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831234fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831236fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831241fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831243fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831244fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831245fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831246fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831248fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83124afffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83124bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83124dfffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83124efffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831250fffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831251fffffffff,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831252fffffffff,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831253fffffffff,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831254fffffffff,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831255fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831256fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831258fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831259fffffffff,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83125afffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83125bfffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83125cfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83125dfffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83125efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831260fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83126afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83126bfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83126efffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831272fffffffff,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831280fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831284fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831285fffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831288fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831289fffffffff,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
