cell_id,Zonotrichia capensis,Zonotrichia capensis [capensis Group],Zonotrichia capensis australis
84b24bbffffffff,10.0,0.0,0.0
84b24c1ffffffff,2.0,0.0,0.0
84b24c3ffffffff,2.0,0.0,0.0
84b24d1ffffffff,344.0,0.0,0.0
84b24d3ffffffff,428.0,0.0,0.0
84b24d5ffffffff,26.0,0.0,0.0
84b24d7ffffffff,61.0,0.0,0.0
84b24d9ffffffff,27.0,0.0,0.0
84b24dbffffffff,558.0,0.0,0.0
84b24ddffffffff,3.0,0.0,0.0
84b2593ffffffff,9.0,0.0,9.0
84b25d5ffffffff,1.0,0.0,1.0
84b25d9ffffffff,5.0,0.0,5.0
84b25e1ffffffff,3.0,0.0,0.0
84b2613ffffffff,16.0,0.0,0.0
84b2681ffffffff,1.0,0.0,0.0
84b2687ffffffff,8.0,0.0,0.0
84b2689ffffffff,4.0,0.0,0.0
84b268bffffffff,31.0,0.0,0.0
84b268dffffffff,2.0,0.0,0.0
84b2691ffffffff,27.0,0.0,0.0
84b2693ffffffff,20.0,0.0,0.0
84b2695ffffffff,11.0,0.0,0.0
84b2697ffffffff,7.0,0.0,0.0
84b2699ffffffff,3.0,0.0,0.0
84b269bffffffff,11.0,0.0,0.0
84b269dffffffff,16.0,0.0,0.0
84b26a3ffffffff,2.0,0.0,0.0
84b26abffffffff,2.0,0.0,0.0
84b26b1ffffffff,25.0,0.0,0.0
84b26b3ffffffff,18.0,0.0,0.0
84b26b5ffffffff,2.0,0.0,0.0
84b26b7ffffffff,2.0,0.0,0.0
84b26b9ffffffff,17.0,0.0,0.0
84b26bbffffffff,4.0,0.0,0.0
84b26bdffffffff,84.0,0.0,0.0
84b26c3ffffffff,4.0,0.0,0.0
84b26c5ffffffff,2.0,0.0,0.0
84b26c7ffffffff,1.0,0.0,0.0
84b26d1ffffffff,5.0,0.0,0.0
84b26d5ffffffff,1.0,0.0,0.0
84b26d7ffffffff,46.0,0.0,0.0
84b26dbffffffff,1.0,0.0,0.0
84b26ddffffffff,10.0,0.0,0.0
84b26e3ffffffff,3.0,0.0,0.0
84b2709ffffffff,2.0,0.0,0.0
84b2749ffffffff,2.0,2.0,0.0
84b2c0dffffffff,72.0,72.0,0.0
84b2c17ffffffff,1.0,0.0,0.0
84b2c41ffffffff,56.0,56.0,0.0
84b2c43ffffffff,1.0,0.0,0.0
84b2c45ffffffff,1.0,0.0,0.0
84b2c47ffffffff,28.0,27.0,0.0
84b2c49ffffffff,32.0,32.0,0.0
84b2c4bffffffff,12.0,6.0,0.0
84b2c4dffffffff,30.0,30.0,0.0
84b2c51ffffffff,6.0,6.0,0.0
84b2c53ffffffff,3.0,0.0,0.0
84b2c55ffffffff,2.0,0.0,0.0
84b2ca9ffffffff,8.0,0.0,8.0
84b2cddffffffff,3.0,0.0,0.0
84b2ce5ffffffff,2.0,2.0,0.0
84b2d93ffffffff,2.0,2.0,0.0
84b2e21ffffffff,2.0,2.0,0.0
84b2e27ffffffff,16.0,16.0,0.0
84b2e33ffffffff,2.0,0.0,0.0
84b2e35ffffffff,4.0,4.0,0.0
84b2e4dffffffff,2.0,2.0,0.0
84b2e91ffffffff,4.0,0.0,0.0
84b2ee1ffffffff,2.0,0.0,0.0
84b2ee9ffffffff,2.0,0.0,0.0
84b3001ffffffff,2.0,2.0,0.0
84b3009ffffffff,5.0,1.0,0.0
84b3047ffffffff,4.0,4.0,0.0
84b305dffffffff,5.0,5.0,0.0
84b30b5ffffffff,2.0,2.0,0.0
84b31dbffffffff,1.0,0.0,0.0
84b3201ffffffff,2.0,0.0,0.0
84b3511ffffffff,1.0,0.0,0.0
84b3517ffffffff,1.0,0.0,1.0
84b3519ffffffff,1.0,0.0,1.0
84b3553ffffffff,2.0,0.0,2.0
84b355dffffffff,1.0,0.0,1.0
84b3589ffffffff,3.0,3.0,0.0
84b35a7ffffffff,3.0,2.0,1.0
84b35adffffffff,2.0,2.0,0.0
84b35e1ffffffff,2.0,0.0,0.0
84b35e3ffffffff,2.0,2.0,0.0
84b35e7ffffffff,2.0,2.0,0.0
84b35e9ffffffff,2.0,1.0,0.0
84c21b3ffffffff,7.0,7.0,0.0
84c21bbffffffff,16.0,16.0,0.0
84c2c11ffffffff,6.0,0.0,0.0
84c2c19ffffffff,2.0,0.0,0.0
84c2c23ffffffff,2.0,0.0,0.0
84c2c53ffffffff,28.0,1.0,0.0
84c2c5bffffffff,20.0,3.0,0.0
84c2c91ffffffff,41.0,0.0,0.0
84c2c93ffffffff,8.0,0.0,0.0
84c2c95ffffffff,3.0,0.0,0.0
84c2c97ffffffff,56.0,0.0,0.0
84c2c99ffffffff,126.0,0.0,0.0
84c2c9bffffffff,5.0,0.0,0.0
84c2cbbffffffff,2.0,0.0,0.0
84c2cd3ffffffff,316.0,0.0,0.0
84c2ce1ffffffff,6.0,0.0,0.0
84c2d09ffffffff,2.0,0.0,0.0
84c2d1dffffffff,4.0,0.0,0.0
84c2d43ffffffff,10.0,0.0,0.0
84c2d4bffffffff,5.0,0.0,0.0
84c2d55ffffffff,3.0,0.0,0.0
84c2d5dffffffff,4.0,0.0,0.0
84c2e07ffffffff,4.0,3.0,0.0
84c2e33ffffffff,3.0,0.0,0.0
84c2e67ffffffff,2.0,0.0,0.0
84c2e93ffffffff,6.0,0.0,0.0
84c2e95ffffffff,6.0,0.0,0.0
84c2e97ffffffff,6.0,0.0,0.0
84c2e99ffffffff,75.0,0.0,0.0
84c2e9bffffffff,6.0,0.0,0.0
84c2e9dffffffff,2.0,0.0,0.0
84c2ea1ffffffff,2.0,0.0,0.0
84c2eadffffffff,7.0,0.0,0.0
84c2eb9ffffffff,13.0,0.0,0.0
84c2ebbffffffff,52.0,0.0,0.0
84c2f33ffffffff,4.0,0.0,0.0
84c2f37ffffffff,22.0,0.0,0.0
84c3053ffffffff,1.0,0.0,1.0
84c3203ffffffff,3.0,0.0,3.0
84c3215ffffffff,3.0,0.0,3.0
84c3217ffffffff,3.0,0.0,3.0
84c3239ffffffff,3.0,0.0,3.0
84c3243ffffffff,1.0,0.0,1.0
84c3297ffffffff,1.0,0.0,0.0
84c32a5ffffffff,6.0,0.0,6.0
84c32adffffffff,3.0,0.0,3.0
84c32e1ffffffff,10.0,0.0,10.0
84c345bffffffff,5.0,0.0,0.0
84c3487ffffffff,11.0,0.0,0.0
84c34b7ffffffff,8.0,0.0,0.0
84c34bdffffffff,47.0,0.0,0.0
84c371bffffffff,3.0,0.0,0.0
84ce80bffffffff,3.0,0.0,3.0
84ce819ffffffff,3.0,2.0,0.0
84ce931ffffffff,4.0,0.0,4.0
84ceaa5ffffffff,1.0,1.0,0.0
84ceaa7ffffffff,2.0,2.0,0.0
84ceac1ffffffff,2.0,2.0,0.0
84ceb4bffffffff,4.0,0.0,4.0
84cf123ffffffff,4.0,0.0,0.0
84cf127ffffffff,3.0,0.0,0.0
84cf129ffffffff,2.0,0.0,2.0
84cf16dffffffff,1.0,0.0,0.0
84cfa01ffffffff,2.0,0.0,0.0
84cfa43ffffffff,2.0,0.0,0.0
84cfa47ffffffff,3.0,0.0,0.0
84cfa49ffffffff,2.0,0.0,2.0
84cfa4dffffffff,2.0,0.0,0.0
84cfacdffffffff,5.0,0.0,0.0
84df41dffffffff,2.0,0.0,0.0
84df451ffffffff,3.0,0.0,0.0
84df683ffffffff,4.0,2.0,0.0
84df687ffffffff,4.0,2.0,2.0
84df69dffffffff,1.0,1.0,0.0
84df6b7ffffffff,2.0,0.0,2.0
84df6d7ffffffff,2.0,0.0,0.0
