cell_id,Cinnyris reichenowi,Cinnyris reichenowi preussi,Cinnyris reichenowi reichenowi
8258cffffffffff,1.0,1.0,0.0
8258d7fffffffff,42.0,37.0,0.0
8258dffffffffff,25.0,1.0,0.0
826ac7fffffffff,70.0,0.0,6.0
826acffffffffff,1.0,0.0,0.0
826adffffffffff,1829.0,0.0,127.0
826aeffffffffff,16.0,0.0,1.0
827a47fffffffff,571.0,0.0,1.0
827a4ffffffffff,475.0,0.0,3.0
827a6ffffffffff,440.0,0.0,0.0
82828ffffffffff,5.0,0.0,0.0
8282d7fffffffff,130.0,74.0,0.0
8296d7fffffffff,6.0,0.0,0.0
