cell_id,Treron phoenicopterus,Treron phoenicopterus chlorigaster/phillipsi,Treron phoenicopterus [phoenicopterus Group]
8460929ffffffff,5.0,0.0,0.0
8460931ffffffff,36.0,0.0,0.0
8460937ffffffff,6.0,0.0,0.0
8460939ffffffff,16.0,0.0,0.0
846093bffffffff,44.0,0.0,0.0
846093dffffffff,12.0,0.0,0.0
8460941ffffffff,12.0,0.0,0.0
8460943ffffffff,6.0,0.0,0.0
8460947ffffffff,12.0,0.0,0.0
8460949ffffffff,4.0,0.0,0.0
846094bffffffff,17.0,0.0,0.0
846094dffffffff,169.0,0.0,0.0
8460955ffffffff,9.0,0.0,0.0
8460959ffffffff,8.0,0.0,0.0
8460961ffffffff,334.0,0.0,0.0
8460963ffffffff,4.0,0.0,0.0
8460965ffffffff,475.0,0.0,0.0
8460969ffffffff,40.0,0.0,0.0
846096bffffffff,45.0,0.0,0.0
846096dffffffff,13.0,0.0,0.0
8460981ffffffff,1.0,0.0,0.0
8460985ffffffff,20.0,0.0,0.0
8460989ffffffff,2.0,0.0,0.0
8460997ffffffff,7.0,0.0,0.0
846099bffffffff,2.0,0.0,0.0
84609a9ffffffff,7.0,0.0,0.0
84609b5ffffffff,9.0,0.0,0.0
84609b7ffffffff,21.0,0.0,0.0
84609c3ffffffff,3.0,0.0,0.0
84609c7ffffffff,35.0,0.0,0.0
84609cbffffffff,2.0,0.0,0.0
84609d5ffffffff,2.0,0.0,0.0
84609e1ffffffff,177.0,0.0,0.0
84609e3ffffffff,86.0,0.0,0.0
84609e5ffffffff,3.0,0.0,0.0
84609e9ffffffff,21.0,0.0,0.0
84609ebffffffff,153.0,0.0,0.0
84609edffffffff,7.0,0.0,0.0
8460a13ffffffff,2.0,0.0,0.0
8460a1bffffffff,2.0,0.0,0.0
8460a25ffffffff,14.0,0.0,0.0
8460a27ffffffff,251.0,0.0,0.0
8460a61ffffffff,319.0,0.0,0.0
8460a63ffffffff,25.0,0.0,0.0
8460a83ffffffff,16.0,0.0,0.0
8460a89ffffffff,23.0,0.0,0.0
8460a8bffffffff,68.0,0.0,0.0
8460a95ffffffff,2.0,0.0,0.0
8460a97ffffffff,19.0,0.0,0.0
8460a99ffffffff,2.0,0.0,0.0
8460a9dffffffff,4.0,0.0,0.0
8460ab1ffffffff,2.0,0.0,0.0
8460ab3ffffffff,4.0,0.0,0.0
8460ab5ffffffff,5.0,0.0,0.0
8460ab9ffffffff,2.0,0.0,0.0
8460acdffffffff,2.0,0.0,0.0
8460ad1ffffffff,7.0,0.0,0.0
8460ad5ffffffff,2.0,0.0,0.0
8460ad7ffffffff,256.0,0.0,0.0
8460addffffffff,4.0,0.0,0.0
8460b11ffffffff,12.0,0.0,0.0
8460b15ffffffff,7.0,0.0,0.0
8460b17ffffffff,34.0,0.0,0.0
8460b19ffffffff,43.0,0.0,0.0
8460b1bffffffff,8.0,0.0,0.0
8460b27ffffffff,42.0,0.0,0.0
8460b29ffffffff,16.0,0.0,0.0
8460b2bffffffff,9.0,0.0,0.0
8460b3bffffffff,6.0,0.0,0.0
8460b3dffffffff,30.0,0.0,0.0
8460b41ffffffff,9.0,0.0,0.0
8460b45ffffffff,5.0,0.0,0.0
8460b47ffffffff,33.0,0.0,0.0
8460b49ffffffff,2.0,0.0,0.0
8460b53ffffffff,1.0,0.0,0.0
8460b61ffffffff,2.0,0.0,0.0
8460b63ffffffff,1.0,0.0,0.0
8460b6bffffffff,3.0,0.0,0.0
8460f65ffffffff,2.0,0.0,0.0
8460f6dffffffff,2.0,0.0,0.0
8461885ffffffff,14.0,0.0,0.0
8461887ffffffff,8.0,0.0,0.0
846189bffffffff,9.0,0.0,0.0
84618bbffffffff,2.0,0.0,0.0
84619a5ffffffff,70.0,0.0,0.0
84619b3ffffffff,2.0,0.0,0.0
846480dffffffff,44.0,0.0,0.0
8464829ffffffff,7.0,0.0,0.0
8464839ffffffff,3.0,0.0,0.0
84648a5ffffffff,2.0,0.0,0.0
84648b5ffffffff,5.0,0.0,0.0
84648c1ffffffff,13.0,0.0,0.0
84648c9ffffffff,4.0,0.0,0.0
84648ddffffffff,2.0,0.0,0.0
84648ebffffffff,9.0,0.0,0.0
8464981ffffffff,3.0,0.0,0.0
8464983ffffffff,14.0,0.0,0.0
8464999ffffffff,3.0,0.0,0.0
84649d7ffffffff,2.0,0.0,0.0
8464a35ffffffff,2.0,0.0,0.0
8464a39ffffffff,2.0,0.0,0.0
8464a3dffffffff,57.0,0.0,0.0
8465815ffffffff,2.0,0.0,0.0
8465827ffffffff,2.0,0.0,0.0
8465909ffffffff,5.0,0.0,0.0
8465911ffffffff,156.0,0.0,0.0
846591bffffffff,63.0,0.0,0.0
846591dffffffff,19.0,0.0,0.0
8465949ffffffff,2.0,0.0,0.0
8465955ffffffff,2.0,0.0,0.0
8465959ffffffff,4.0,0.0,0.0
846595dffffffff,8.0,0.0,0.0
8465b01ffffffff,4.0,0.0,0.0
8465b21ffffffff,18.0,0.0,0.0
8465b25ffffffff,2.0,0.0,0.0
8465b27ffffffff,4.0,0.0,0.0
8465b2bffffffff,2.0,0.0,0.0
8465b31ffffffff,2.0,0.0,0.0
8465b33ffffffff,6.0,0.0,0.0
8465b3dffffffff,1.0,0.0,0.0
8465b67ffffffff,2.0,0.0,0.0
