cell_id,Spinus pinus,Spinus pinus pinus/macropterus,Spinus pinus perplexus,Spinus pinus (green morph)
822777fffffffff,2039.0,0.0,0.0,0.0
822787fffffffff,409.0,0.0,0.0,0.0
82278ffffffffff,611.0,0.0,0.0,0.0
822797fffffffff,2581.0,0.0,0.0,0.0
82279ffffffffff,1239.0,0.0,0.0,0.0
8227a7fffffffff,360.0,0.0,0.0,0.0
8227affffffffff,881.0,0.0,0.0,0.0
8227b7fffffffff,552.0,0.0,0.0,0.0
822807fffffffff,4415.0,0.0,0.0,0.0
822817fffffffff,3869.0,47.0,0.0,0.0
82281ffffffffff,7647.0,0.0,0.0,0.0
822837fffffffff,26643.0,178.0,0.0,0.0
822887fffffffff,7530.0,0.0,0.0,0.0
82288ffffffffff,4779.0,0.0,0.0,0.0
822897fffffffff,6458.0,0.0,0.0,0.0
82289ffffffffff,5852.0,3.0,0.0,0.0
8228a7fffffffff,498.0,0.0,0.0,0.0
8228affffffffff,5209.0,0.0,0.0,0.0
8228b7fffffffff,3978.0,0.0,0.0,0.0
8228c7fffffffff,2222.0,0.0,0.0,0.0
8228cffffffffff,46.0,0.0,0.0,0.0
8228d7fffffffff,53644.0,0.0,0.0,0.0
8228dffffffffff,21627.0,0.0,0.0,0.0
8228f7fffffffff,24038.0,0.0,0.0,0.0
822917fffffffff,591.0,0.0,0.0,0.0
82291ffffffffff,1372.0,0.0,0.0,0.0
822987fffffffff,1301.0,0.0,0.0,0.0
82298ffffffffff,4121.0,0.0,0.0,0.0
822997fffffffff,2201.0,16.0,0.0,0.0
82299ffffffffff,1034.0,0.0,0.0,0.0
8229a7fffffffff,5325.0,0.0,0.0,0.0
8229affffffffff,3723.0,0.0,0.0,0.0
8229b7fffffffff,1616.0,0.0,0.0,0.0
822a07fffffffff,175.0,0.0,0.0,0.0
822a17fffffffff,6833.0,0.0,0.0,0.0
822a27fffffffff,5.0,0.0,0.0,0.0
822a37fffffffff,9855.0,11.0,0.0,0.0
822a87fffffffff,1936.0,12.0,0.0,0.0
822a8ffffffffff,5242.0,0.0,0.0,0.0
822a97fffffffff,3397.0,0.0,0.0,0.0
822a9ffffffffff,779.0,2.0,0.0,0.0
822aa7fffffffff,4450.0,0.0,0.0,0.0
822aaffffffffff,8606.0,57.0,0.0,0.0
822ab7fffffffff,8130.0,1.0,0.0,0.0
822ad7fffffffff,784.0,0.0,0.0,0.0
822af7fffffffff,1074.0,0.0,0.0,0.0
822b07fffffffff,1743.0,0.0,0.0,0.0
822b0ffffffffff,2374.0,0.0,0.0,0.0
822b17fffffffff,11057.0,0.0,0.0,0.0
822b1ffffffffff,3202.0,0.0,0.0,0.0
822b27fffffffff,513.0,0.0,0.0,0.0
822b2ffffffffff,436.0,0.0,0.0,0.0
822b37fffffffff,3544.0,0.0,0.0,0.0
822b87fffffffff,6416.0,185.0,0.0,0.0
822b8ffffffffff,8761.0,6.0,0.0,0.0
822b97fffffffff,3223.0,0.0,0.0,0.0
822b9ffffffffff,14503.0,80.0,0.0,0.0
822ba7fffffffff,7797.0,0.0,0.0,0.0
822baffffffffff,17528.0,0.0,0.0,0.0
822bb7fffffffff,1364.0,0.0,0.0,0.0
824447fffffffff,1109.0,0.0,0.0,0.0
82444ffffffffff,444.0,0.0,0.0,0.0
824457fffffffff,201.0,0.0,0.0,0.0
82445ffffffffff,771.0,0.0,0.0,0.0
824467fffffffff,16.0,0.0,0.0,0.0
82446ffffffffff,2607.0,0.0,0.0,2.0
824477fffffffff,16.0,0.0,0.0,0.0
8244c7fffffffff,3050.0,0.0,0.0,0.0
8244cffffffffff,2236.0,2.0,0.0,0.0
8244d7fffffffff,78.0,0.0,0.0,0.0
8244dffffffffff,3193.0,35.0,0.0,0.0
8244e7fffffffff,482.0,0.0,0.0,0.0
8244effffffffff,401.0,0.0,0.0,0.0
8244f7fffffffff,12.0,0.0,0.0,0.0
82480ffffffffff,1.0,0.0,0.0,0.0
824817fffffffff,145.0,0.0,0.0,0.0
82481ffffffffff,26.0,0.0,0.0,0.0
824837fffffffff,72.0,0.0,0.0,0.0
82485ffffffffff,160.0,0.0,0.0,0.0
824887fffffffff,435.0,0.0,0.0,0.0
82488ffffffffff,1153.0,0.0,0.0,0.0
824897fffffffff,419.0,0.0,0.0,0.0
82489ffffffffff,6311.0,3.0,0.0,0.0
8248a7fffffffff,297.0,0.0,0.0,0.0
8248affffffffff,909.0,0.0,0.0,0.0
8248b7fffffffff,70.0,0.0,0.0,0.0
8248c7fffffffff,9462.0,0.0,0.0,0.0
8248cffffffffff,4562.0,0.0,0.0,0.0
8248d7fffffffff,1709.0,0.0,0.0,0.0
8248dffffffffff,15201.0,145.0,0.0,0.0
8248e7fffffffff,94.0,0.0,0.0,0.0
8248effffffffff,21720.0,0.0,0.0,0.0
8248f7fffffffff,3184.0,0.0,0.0,0.0
824987fffffffff,612.0,22.0,0.0,0.0
82498ffffffffff,8.0,0.0,0.0,0.0
824997fffffffff,2053.0,243.0,0.0,0.0
82499ffffffffff,40.0,0.0,0.0,0.0
8249affffffffff,160.0,24.0,0.0,0.0
8249b7fffffffff,12.0,0.0,0.0,0.0
826d27fffffffff,55.0,0.0,36.0,0.0
826d2ffffffffff,368.0,0.0,200.0,0.0
