cell_id,Dysithamnus leucostictus,Dysithamnus leucostictus leucostictus,Dysithamnus leucostictus tucuyensis
8266c7fffffffff,41.0,0.0,0.0
8266dffffffffff,6.0,2.0,0.0
8266e7fffffffff,10.0,4.0,0.0
826747fffffffff,2.0,0.0,1.0
82674ffffffffff,2.0,0.0,0.0
828f77fffffffff,9.0,3.0,0.0
