cell_id,Garrulus glandarius,Garrulus glandarius [glandarius Group],Garrulus glandarius [atricapillus Group],Garrulus glandarius [cervicalis Group],Garrulus glandarius hyrcanus,Garrulus glandarius [brandtii Group],Garrulus glandarius [bispecularis Group],Garrulus glandarius leucotis/oatesi,Garrulus glandarius [japonicus Group]
821f47fffffffff,148.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f4ffffffffff,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f57fffffffff,593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f5ffffffffff,459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f67fffffffff,188.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f6ffffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f77fffffffff,703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f87fffffffff,2460.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f8ffffffffff,1477.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f97fffffffff,629.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f9ffffffffff,1302.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821fa7fffffffff,1761.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821faffffffffff,3162.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821fb7fffffffff,808.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82206ffffffffff,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
82209ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822127fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822427fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822467fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82248ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8224d7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822527fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822547fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822557fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82255ffffffffff,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822577fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822c07fffffffff,203.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
822c0ffffffffff,251.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
822c17fffffffff,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822c1ffffffffff,67.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822c27fffffffff,299.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
822c2ffffffffff,732.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0
822c37fffffffff,42.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
822c77fffffffff,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822c87fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822c9ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822caffffffffff,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822cc7fffffffff,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822ccffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822ce7fffffffff,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822cf7fffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822d07fffffffff,441.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
822d17fffffffff,539.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
822d1ffffffffff,135.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822d27fffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822d2ffffffffff,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822d37fffffffff,1411.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
822d47fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822d57fffffffff,52.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822d5ffffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822d67fffffffff,391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822d77fffffffff,57.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822d87fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822da7fffffffff,254.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
822daffffffffff,109.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822db7fffffffff,8298.0,0.0,4105.0,0.0,0.0,0.0,0.0,0.0,0.0
822e0ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
822e17fffffffff,47.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
822e1ffffffffff,33.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
822e2ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822e67fffffffff,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
822e6ffffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822e77fffffffff,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0
822eaffffffffff,156.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0
822ec7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822ecffffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822ee7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822ef7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822f5ffffffffff,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
823007fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82301ffffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82302ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823037fffffffff,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
823097fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82309ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8230c7fffffffff,196.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
8230cffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8230d7fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8230e7fffffffff,709.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0
8230effffffffff,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8230f7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823117fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82311ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823127fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823147fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823157fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82315ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82316ffffffffff,34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
823177fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823187fffffffff,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823197fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8231affffffffff,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
823827fffffffff,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823837fffffffff,169.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0
823867fffffffff,31.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
82386ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823877fffffffff,23.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
823907fffffffff,6530.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82390ffffffffff,998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823917fffffffff,4847.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82391ffffffffff,2571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823927fffffffff,6840.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82392ffffffffff,5405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823937fffffffff,2485.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823947fffffffff,1878.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82394ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823957fffffffff,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823967fffffffff,1363.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82396ffffffffff,685.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823977fffffffff,2537.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823987fffffffff,63.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
82398ffffffffff,29.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
8239affffffffff,73.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
823c07fffffffff,211.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
823c0ffffffffff,304.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0
823c1ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c37fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c47fffffffff,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
823c57fffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c5ffffffffff,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823ccffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823cdffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823ce7fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
823d17fffffffff,926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823d1ffffffffff,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823d37fffffffff,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823daffffffffff,1988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823e6ffffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
823f27fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823f2ffffffffff,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823f37fffffffff,74.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823f47fffffffff,66.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
823f4ffffffffff,110.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823f67fffffffff,1041.0,8.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
823f6ffffffffff,589.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
823f77fffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824007fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82400ffffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824017fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82401ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82402ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824037fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824047fffffffff,32.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
82404ffffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
824057fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82405ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
824077fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82408ffffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240a7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240affffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240b7fffffffff,83.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
8240c7fffffffff,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240d7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240dffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240e7fffffffff,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240effffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82411ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
824157fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824167fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82416ffffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
824187fffffffff,91.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
82418ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824197fffffffff,166.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
82419ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8241a7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8241affffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8241b7fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824327fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824337fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824367fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824b37fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824b67fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
824b6ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
824b77fffffffff,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
824b87fffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824ba7fffffffff,2894.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0
824bb7fffffffff,122.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
826487fffffffff,443.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0
826497fffffffff,354.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,0.0
82649ffffffffff,57.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0
8264a7fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8264b7fffffffff,156.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0
826587fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826597fffffffff,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82659ffffffffff,67.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
8265b7fffffffff,325.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0
826937fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
