cell_id,Larus dominicanus,Larus dominicanus dominicanus,Larus dominicanus austrinus,Larus dominicanus judithae,Larus dominicanus vetula,Larus dominicanus melisandae
8419433ffffffff,17.0,0.0,0.0,0.0,9.0,0.0
841aa07ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426aabffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428343ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8429a1dffffffff,18.0,0.0,0.0,0.0,0.0,0.0
842a847ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842a86dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842aab9ffffffff,48.0,0.0,0.0,0.0,0.0,0.0
842ab3bffffffff,33.0,0.0,0.0,0.0,0.0,0.0
842b0c5ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8439115ffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8439227ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8439337ffffffff,7.0,0.0,0.0,0.0,4.0,0.0
843992dffffffff,3.0,0.0,0.0,0.0,2.0,0.0
84441abffffffff,4.0,0.0,0.0,0.0,0.0,0.0
844454bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
844455dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8444633ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84446cdffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8444739ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84450b1ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8445727ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
844833bffffffff,4.0,1.0,0.0,0.0,0.0,0.0
8448923ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8448b2bffffffff,26.0,0.0,0.0,0.0,0.0,0.0
84541adffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8454ac3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8454addffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8454c51ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8454c53ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8455121ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
845f583ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
846620bffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8466a15ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466a51ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8466a5bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8466d33ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8466d49ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8467551ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8467553ffffffff,43.0,0.0,0.0,0.0,0.0,0.0
846c593ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846c595ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
846c597ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
846d605ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
