cell_id,Larus californicus,Larus californicus californicus,Larus californicus albertaensis
8412993ffffffff,24.0,0.0,0.0
8412995ffffffff,79.0,0.0,0.0
8412997ffffffff,19.0,0.0,0.0
84129a1ffffffff,4.0,0.0,0.0
84129a3ffffffff,8.0,0.0,0.0
84129a5ffffffff,3.0,0.0,0.0
84129a7ffffffff,1.0,0.0,0.0
84129abffffffff,41.0,0.0,0.0
84129adffffffff,14.0,0.0,0.0
84129b1ffffffff,3.0,0.0,0.0
84129b5ffffffff,15.0,0.0,0.0
84129b7ffffffff,12.0,0.0,0.0
84129b9ffffffff,204.0,0.0,0.0
84129bbffffffff,1255.0,0.0,0.0
84129bdffffffff,4.0,0.0,0.0
84129c1ffffffff,10.0,0.0,0.0
84129c3ffffffff,7.0,0.0,0.0
84129c7ffffffff,3.0,0.0,0.0
84129c9ffffffff,6.0,0.0,0.0
84129cdffffffff,46.0,0.0,0.0
84129d1ffffffff,2.0,0.0,0.0
84129d9ffffffff,18.0,0.0,0.0
84129ddffffffff,3.0,0.0,0.0
84129e1ffffffff,3.0,0.0,0.0
8412a25ffffffff,32.0,0.0,0.0
8412aa3ffffffff,2.0,0.0,0.0
8412aa5ffffffff,2.0,0.0,0.0
8412ab3ffffffff,2.0,0.0,0.0
8412ab5ffffffff,20.0,0.0,0.0
8412abdffffffff,5.0,0.0,0.0
8412ad7ffffffff,1.0,0.0,0.0
8412b01ffffffff,159.0,0.0,0.0
8412b03ffffffff,344.0,0.0,0.0
8412b05ffffffff,8.0,0.0,0.0
8412b07ffffffff,1.0,0.0,0.0
8412b0bffffffff,11.0,0.0,0.0
8412b0dffffffff,10.0,0.0,0.0
8412b13ffffffff,4.0,0.0,0.0
8412b15ffffffff,4.0,0.0,0.0
8412b17ffffffff,3.0,0.0,0.0
8412b1dffffffff,1.0,0.0,0.0
8412b29ffffffff,2.0,0.0,0.0
8412b31ffffffff,5.0,0.0,0.0
8412b33ffffffff,17.0,0.0,0.0
8412b35ffffffff,2.0,0.0,0.0
8412b39ffffffff,6.0,0.0,0.0
8412b3bffffffff,3.0,0.0,0.0
8412b41ffffffff,9.0,0.0,0.0
8412b43ffffffff,2.0,0.0,0.0
8412b45ffffffff,4.0,0.0,0.0
8412b47ffffffff,33.0,0.0,0.0
8412b49ffffffff,6.0,0.0,0.0
8412b4bffffffff,20.0,0.0,0.0
8412b4dffffffff,2.0,0.0,0.0
8412b53ffffffff,12.0,0.0,0.0
8412b55ffffffff,27.0,0.0,0.0
8412b63ffffffff,14.0,0.0,0.0
8412c01ffffffff,4.0,0.0,0.0
8412c03ffffffff,17.0,0.0,0.0
8412c05ffffffff,3.0,0.0,0.0
8412c07ffffffff,6.0,0.0,0.0
8412c0bffffffff,4.0,0.0,0.0
8412c11ffffffff,73.0,0.0,0.0
8412c17ffffffff,16.0,0.0,0.0
8412c1bffffffff,49.0,0.0,0.0
8412c1dffffffff,38.0,0.0,0.0
8412c21ffffffff,20.0,0.0,0.0
8412c27ffffffff,2.0,0.0,0.0
8412c33ffffffff,29.0,0.0,0.0
8412c37ffffffff,2.0,0.0,0.0
8412c39ffffffff,3.0,0.0,0.0
8412c3bffffffff,87.0,0.0,0.0
8412c45ffffffff,2.0,0.0,0.0
8412c47ffffffff,2.0,0.0,0.0
8412c49ffffffff,1.0,0.0,0.0
8412c4dffffffff,1.0,0.0,0.0
8412c5bffffffff,7.0,0.0,0.0
8412c81ffffffff,15.0,0.0,0.0
8412c83ffffffff,23.0,0.0,0.0
8412c85ffffffff,99.0,0.0,0.0
8412c87ffffffff,57.0,0.0,0.0
8412c89ffffffff,16.0,0.0,0.0
8412c8bffffffff,101.0,0.0,0.0
8412c8dffffffff,2.0,0.0,0.0
8412c91ffffffff,6.0,0.0,0.0
8412c93ffffffff,3.0,0.0,0.0
8412c95ffffffff,10.0,0.0,0.0
8412c97ffffffff,57.0,0.0,0.0
8412c99ffffffff,2.0,0.0,0.0
8412c9bffffffff,22.0,0.0,0.0
8412c9dffffffff,234.0,0.0,0.0
8412ca3ffffffff,2.0,0.0,0.0
8412ca5ffffffff,10.0,0.0,0.0
8412ca7ffffffff,2.0,0.0,0.0
8412cabffffffff,22.0,0.0,0.0
8412cadffffffff,81.0,0.0,0.0
8412cb1ffffffff,24.0,0.0,0.0
8412cb5ffffffff,9.0,0.0,0.0
8412cb9ffffffff,17.0,0.0,0.0
8412cbbffffffff,22.0,0.0,0.0
8412cbdffffffff,25.0,0.0,0.0
8412cc1ffffffff,2080.0,0.0,0.0
8412cc3ffffffff,3.0,0.0,0.0
8412cc5ffffffff,2.0,0.0,0.0
8412cc7ffffffff,20.0,0.0,0.0
8412cc9ffffffff,941.0,0.0,0.0
8412ccbffffffff,12.0,0.0,0.0
8412ccdffffffff,4925.0,0.0,0.0
8412cd1ffffffff,17.0,0.0,0.0
8412cd3ffffffff,40.0,0.0,0.0
8412cd5ffffffff,39.0,0.0,0.0
8412cd7ffffffff,51.0,0.0,0.0
8412cd9ffffffff,360.0,0.0,0.0
8412cdbffffffff,58.0,0.0,0.0
8412cddffffffff,15.0,0.0,0.0
8412ce3ffffffff,2.0,0.0,0.0
8412ce5ffffffff,17.0,0.0,0.0
8412ce7ffffffff,4.0,0.0,0.0
8412cebffffffff,11.0,0.0,0.0
8412d01ffffffff,42.0,0.0,0.0
8412d03ffffffff,1.0,0.0,0.0
8412d05ffffffff,3.0,0.0,0.0
8412d07ffffffff,1.0,0.0,0.0
8412d0bffffffff,6.0,0.0,0.0
8412d0dffffffff,2.0,0.0,0.0
8412d11ffffffff,122.0,0.0,0.0
8412d15ffffffff,3.0,0.0,0.0
8412d17ffffffff,1072.0,0.0,0.0
8412d19ffffffff,148.0,0.0,0.0
8412d1dffffffff,4.0,0.0,0.0
8412d27ffffffff,23.0,0.0,0.0
8412d33ffffffff,40.0,0.0,0.0
8412d35ffffffff,2.0,0.0,0.0
8412d39ffffffff,11.0,0.0,0.0
8412d3bffffffff,77.0,0.0,0.0
8412d41ffffffff,1.0,0.0,0.0
8412d4dffffffff,2.0,0.0,0.0
8412d57ffffffff,20.0,0.0,0.0
8412d63ffffffff,9.0,0.0,0.0
8412d67ffffffff,12.0,0.0,0.0
8412d81ffffffff,1.0,0.0,0.0
8412d85ffffffff,6.0,0.0,0.0
8412d87ffffffff,3.0,0.0,0.0
8412d89ffffffff,196.0,0.0,0.0
8412d95ffffffff,113.0,0.0,0.0
8412d97ffffffff,50.0,0.0,0.0
8412d9bffffffff,3.0,0.0,0.0
8412d9dffffffff,10.0,0.0,0.0
8412da5ffffffff,8.0,0.0,0.0
8412da7ffffffff,55.0,0.0,0.0
8412dabffffffff,10.0,0.0,0.0
8412db1ffffffff,20.0,0.0,0.0
8412db3ffffffff,115.0,0.0,0.0
8412db5ffffffff,5.0,0.0,0.0
8412db7ffffffff,82.0,0.0,0.0
8412db9ffffffff,10.0,0.0,0.0
8412dbbffffffff,12.0,0.0,0.0
8412dbdffffffff,7.0,0.0,0.0
8412dc1ffffffff,108.0,0.0,0.0
8412dc3ffffffff,395.0,0.0,0.0
8412dc5ffffffff,13.0,0.0,0.0
8412dc7ffffffff,13.0,0.0,0.0
8412dc9ffffffff,310.0,0.0,0.0
8412dcbffffffff,15.0,0.0,0.0
8412dd5ffffffff,34.0,0.0,0.0
8412dd7ffffffff,22.0,0.0,0.0
8412ddbffffffff,115.0,0.0,0.0
8412dddffffffff,20.0,0.0,0.0
8412de5ffffffff,301.0,0.0,0.0
8412de7ffffffff,1.0,0.0,0.0
8412dedffffffff,249.0,0.0,0.0
8412e0bffffffff,4.0,0.0,0.0
8412e11ffffffff,33.0,0.0,0.0
8412e13ffffffff,434.0,0.0,0.0
8412e15ffffffff,13.0,0.0,0.0
8412e17ffffffff,32.0,0.0,2.0
8412e1bffffffff,43.0,0.0,0.0
8412e1dffffffff,1.0,0.0,0.0
8412e21ffffffff,1.0,0.0,0.0
8412e39ffffffff,8.0,0.0,0.0
8412e3bffffffff,2.0,0.0,0.0
8412e3dffffffff,6.0,0.0,0.0
8412e4bffffffff,2.0,0.0,0.0
8412e53ffffffff,2.0,0.0,0.0
8412e59ffffffff,2.0,0.0,0.0
8412e69ffffffff,2.0,0.0,0.0
8412e81ffffffff,9.0,0.0,0.0
8412e83ffffffff,6.0,0.0,0.0
8412e85ffffffff,2.0,0.0,0.0
8412e87ffffffff,5.0,0.0,0.0
8412e89ffffffff,17.0,0.0,0.0
8412e8bffffffff,1.0,0.0,0.0
8412e8dffffffff,94.0,0.0,0.0
8412e95ffffffff,3.0,0.0,0.0
8412e97ffffffff,2.0,0.0,0.0
8412e99ffffffff,2.0,0.0,0.0
8412ea1ffffffff,8.0,0.0,0.0
8412ea3ffffffff,90.0,0.0,0.0
8412ea7ffffffff,141.0,0.0,0.0
8412ea9ffffffff,28.0,0.0,0.0
8412eb1ffffffff,4.0,0.0,0.0
8412eb3ffffffff,8.0,0.0,0.0
8412eb5ffffffff,11.0,0.0,0.0
8412eb7ffffffff,14.0,0.0,0.0
8412eb9ffffffff,18.0,0.0,0.0
8412ebbffffffff,5.0,0.0,0.0
8412ebdffffffff,53.0,0.0,0.0
8412ec1ffffffff,703.0,0.0,26.0
8412ec3ffffffff,6.0,0.0,0.0
8412ec5ffffffff,93.0,0.0,6.0
8412ec7ffffffff,62.0,0.0,0.0
8412ec9ffffffff,34.0,0.0,5.0
8412ecbffffffff,15.0,0.0,0.0
8412ecdffffffff,180.0,0.0,0.0
8412ed1ffffffff,6.0,0.0,0.0
8412ed9ffffffff,5.0,0.0,0.0
8412ee1ffffffff,2.0,0.0,0.0
8412ee3ffffffff,18.0,0.0,0.0
8412ee7ffffffff,2.0,0.0,0.0
8412ee9ffffffff,3.0,0.0,0.0
8412eebffffffff,2.0,0.0,0.0
8412f05ffffffff,6.0,0.0,0.0
8412f11ffffffff,2.0,0.0,0.0
8412f13ffffffff,1.0,0.0,0.0
8412f15ffffffff,2.0,0.0,0.0
8412f1bffffffff,1.0,0.0,0.0
8412f29ffffffff,4.0,0.0,0.0
8412f2bffffffff,2.0,0.0,0.0
8412f33ffffffff,1.0,0.0,0.0
8412f6dffffffff,62.0,0.0,0.0
8413529ffffffff,145.0,0.0,0.0
8413907ffffffff,2.0,0.0,0.0
8413911ffffffff,10.0,0.0,0.0
8413917ffffffff,18.0,0.0,0.0
8413919ffffffff,5.0,0.0,0.0
841391dffffffff,12.0,0.0,0.0
8413931ffffffff,7.0,0.0,0.0
8413933ffffffff,5.0,0.0,0.0
8413935ffffffff,2.0,0.0,0.0
8413939ffffffff,1.0,0.0,0.0
84139e1ffffffff,56.0,0.0,0.0
84139edffffffff,124.0,0.0,0.0
841d241ffffffff,4.0,0.0,0.0
841d243ffffffff,35.0,0.0,0.0
841d24bffffffff,4.0,0.0,0.0
841d25dffffffff,2.0,0.0,0.0
841d649ffffffff,5.0,0.0,0.0
841d663ffffffff,2.0,0.0,0.0
842600dffffffff,2.0,0.0,0.0
8426015ffffffff,2.0,0.0,0.0
8426021ffffffff,4.0,0.0,0.0
8426025ffffffff,2.0,0.0,0.0
8426039ffffffff,5.0,0.0,0.0
8426041ffffffff,3.0,0.0,0.0
8426047ffffffff,4.0,0.0,0.0
8426049ffffffff,2.0,0.0,0.0
842604dffffffff,2.0,0.0,0.0
8426065ffffffff,3.0,0.0,0.0
842612dffffffff,5.0,0.0,0.0
842614bffffffff,94.0,0.0,0.0
8426165ffffffff,29.0,0.0,0.0
842616dffffffff,2.0,0.0,0.0
8426221ffffffff,2.0,0.0,0.0
8426225ffffffff,6.0,0.0,0.0
8426227ffffffff,4.0,0.0,0.0
8426265ffffffff,2.0,0.0,0.0
8426267ffffffff,2.0,0.0,0.0
842626dffffffff,6.0,0.0,0.0
8426301ffffffff,3.0,0.0,0.0
8426303ffffffff,2.0,0.0,0.0
8426307ffffffff,1.0,0.0,0.0
8426309ffffffff,8.0,0.0,0.0
842630bffffffff,9.0,0.0,0.0
842630dffffffff,2.0,0.0,0.0
8426315ffffffff,2.0,0.0,0.0
842631dffffffff,4.0,0.0,0.0
842632bffffffff,4.0,0.0,0.0
8426331ffffffff,1.0,0.0,0.0
8426337ffffffff,38.0,0.0,0.0
8426341ffffffff,259.0,0.0,0.0
8426345ffffffff,59.0,0.0,0.0
8426347ffffffff,10.0,0.0,0.0
8426349ffffffff,5.0,0.0,0.0
842634bffffffff,59.0,0.0,0.0
842634dffffffff,123.0,0.0,0.0
8426353ffffffff,2.0,0.0,0.0
8426355ffffffff,2.0,0.0,0.0
8426357ffffffff,2.0,0.0,0.0
8426363ffffffff,2.0,0.0,0.0
8426365ffffffff,6.0,0.0,0.0
8426369ffffffff,49.0,0.0,0.0
842636bffffffff,63.0,0.0,0.0
8426801ffffffff,2.0,0.0,0.0
8426803ffffffff,102.0,0.0,0.0
8426805ffffffff,17.0,0.0,0.0
8426809ffffffff,40.0,0.0,0.0
842680bffffffff,1629.0,0.0,0.0
8426811ffffffff,15.0,0.0,0.0
8426813ffffffff,3.0,0.0,0.0
8426815ffffffff,32.0,0.0,0.0
8426817ffffffff,252.0,0.0,0.0
8426819ffffffff,56.0,0.0,0.0
842681bffffffff,708.0,0.0,0.0
842681dffffffff,75.0,0.0,0.0
8426821ffffffff,4.0,0.0,0.0
8426835ffffffff,4.0,0.0,0.0
842683bffffffff,2.0,0.0,0.0
8426841ffffffff,54.0,0.0,0.0
8426843ffffffff,16.0,0.0,0.0
8426849ffffffff,4.0,0.0,0.0
842684dffffffff,41.0,0.0,0.0
8426851ffffffff,260.0,0.0,0.0
8426853ffffffff,250.0,0.0,0.0
8426855ffffffff,96.0,0.0,0.0
8426857ffffffff,87.0,0.0,0.0
8426859ffffffff,404.0,0.0,0.0
842685bffffffff,110.0,0.0,0.0
842685dffffffff,635.0,0.0,0.0
8426869ffffffff,2.0,0.0,0.0
842686bffffffff,1.0,0.0,0.0
842686dffffffff,2.0,2.0,0.0
8426881ffffffff,1560.0,0.0,0.0
8426885ffffffff,10.0,0.0,0.0
8426887ffffffff,16.0,0.0,0.0
8426889ffffffff,95.0,0.0,0.0
842688bffffffff,5.0,0.0,0.0
842688dffffffff,34.0,0.0,0.0
84268a1ffffffff,39.0,0.0,0.0
84268a3ffffffff,40.0,0.0,0.0
84268a7ffffffff,3.0,0.0,0.0
84268abffffffff,2.0,0.0,0.0
84268adffffffff,10.0,0.0,0.0
84268b3ffffffff,62.0,0.0,0.0
84268b5ffffffff,3.0,0.0,0.0
84268b7ffffffff,5.0,0.0,0.0
84268b9ffffffff,7.0,0.0,0.0
84268bdffffffff,5.0,0.0,0.0
84268c1ffffffff,5.0,0.0,0.0
84268c3ffffffff,16.0,0.0,0.0
84268c5ffffffff,221.0,0.0,0.0
84268c7ffffffff,1346.0,0.0,0.0
84268cbffffffff,3.0,0.0,0.0
84268cdffffffff,4091.0,0.0,0.0
84268d3ffffffff,183.0,0.0,0.0
84268d7ffffffff,264.0,0.0,0.0
84268e1ffffffff,277.0,0.0,0.0
84268e5ffffffff,19.0,0.0,0.0
84268e7ffffffff,3.0,0.0,0.0
84268e9ffffffff,175.0,0.0,0.0
84268ebffffffff,390.0,0.0,0.0
84268edffffffff,127.0,0.0,0.0
8426901ffffffff,45.0,0.0,0.0
8426905ffffffff,443.0,0.0,0.0
8426907ffffffff,11.0,0.0,0.0
8426909ffffffff,7.0,0.0,0.0
842690bffffffff,8.0,0.0,0.0
842690dffffffff,207.0,0.0,0.0
8426915ffffffff,3.0,0.0,0.0
8426923ffffffff,92.0,0.0,0.0
8426927ffffffff,20.0,0.0,0.0
8426929ffffffff,666.0,0.0,0.0
842692bffffffff,27.0,0.0,0.0
8426939ffffffff,10.0,0.0,0.0
842693dffffffff,1.0,0.0,0.0
8426941ffffffff,78.0,1.0,0.0
8426943ffffffff,2.0,0.0,0.0
8426945ffffffff,541.0,0.0,0.0
8426947ffffffff,13.0,0.0,0.0
842694bffffffff,10.0,0.0,0.0
842694dffffffff,283.0,0.0,0.0
8426951ffffffff,2.0,0.0,0.0
8426957ffffffff,13.0,0.0,0.0
8426959ffffffff,25.0,0.0,0.0
842695dffffffff,2.0,0.0,0.0
8426961ffffffff,6040.0,0.0,0.0
8426963ffffffff,2314.0,0.0,0.0
8426965ffffffff,83.0,0.0,0.0
8426967ffffffff,39.0,0.0,0.0
8426969ffffffff,8387.0,0.0,0.0
842696bffffffff,1885.0,0.0,0.0
842696dffffffff,6.0,0.0,0.0
8426981ffffffff,9.0,0.0,0.0
8426983ffffffff,6.0,0.0,0.0
8426987ffffffff,128.0,0.0,0.0
8426989ffffffff,4.0,0.0,0.0
8426991ffffffff,2.0,0.0,0.0
8426995ffffffff,26.0,0.0,0.0
8426997ffffffff,19.0,0.0,0.0
8426999ffffffff,10.0,0.0,0.0
842699dffffffff,13.0,0.0,0.0
84269a9ffffffff,5.0,0.0,0.0
84269b1ffffffff,18.0,0.0,0.0
84269bbffffffff,67.0,0.0,0.0
84269c1ffffffff,26.0,0.0,0.0
84269c3ffffffff,16.0,0.0,0.0
84269c7ffffffff,2.0,0.0,0.0
84269cbffffffff,197.0,0.0,0.0
84269cdffffffff,397.0,0.0,0.0
84269d1ffffffff,154.0,0.0,0.0
84269d3ffffffff,3.0,0.0,0.0
84269d5ffffffff,167.0,0.0,0.0
84269ddffffffff,6.0,0.0,0.0
84269e9ffffffff,2.0,0.0,0.0
84269ebffffffff,10.0,0.0,0.0
84269edffffffff,4.0,0.0,0.0
8426a01ffffffff,2.0,0.0,0.0
8426a07ffffffff,4.0,0.0,0.0
8426a15ffffffff,14.0,0.0,0.0
8426a21ffffffff,25.0,0.0,0.0
8426a27ffffffff,25.0,0.0,0.0
8426a29ffffffff,33.0,0.0,0.0
8426a2bffffffff,134.0,0.0,0.0
8426a33ffffffff,2.0,0.0,0.0
8426a37ffffffff,22.0,0.0,0.0
8426a3bffffffff,5.0,0.0,0.0
8426a41ffffffff,22.0,0.0,0.0
8426a4bffffffff,26.0,0.0,0.0
8426a51ffffffff,2.0,0.0,0.0
8426a53ffffffff,4.0,0.0,0.0
8426a57ffffffff,3.0,0.0,0.0
8426a69ffffffff,2.0,0.0,0.0
8426a81ffffffff,62.0,0.0,0.0
8426a87ffffffff,605.0,0.0,0.0
8426a8bffffffff,254.0,0.0,0.0
8426a95ffffffff,10.0,0.0,0.0
8426a97ffffffff,6.0,0.0,0.0
8426aa1ffffffff,230.0,0.0,0.0
8426aa3ffffffff,2.0,0.0,0.0
8426aa5ffffffff,2607.0,0.0,0.0
8426aa7ffffffff,722.0,0.0,0.0
8426aa9ffffffff,4.0,0.0,0.0
8426aabffffffff,565.0,0.0,0.0
8426aadffffffff,417.0,0.0,0.0
8426abdffffffff,4.0,0.0,0.0
8426ac5ffffffff,14.0,0.0,0.0
8426ad1ffffffff,51.0,0.0,0.0
8426ae5ffffffff,1.0,0.0,0.0
8426ae7ffffffff,110.0,0.0,0.0
8426ae9ffffffff,10.0,0.0,0.0
8426b0bffffffff,55.0,0.0,0.0
8426b0dffffffff,9.0,0.0,0.0
8426b1bffffffff,2.0,0.0,0.0
8426b1dffffffff,12.0,0.0,0.0
8426b21ffffffff,2.0,0.0,0.0
8426b23ffffffff,2.0,0.0,0.0
8426b25ffffffff,51.0,0.0,0.0
8426b27ffffffff,11.0,0.0,0.0
8426b2bffffffff,3.0,0.0,0.0
8426b2dffffffff,2.0,0.0,0.0
8426b31ffffffff,3.0,0.0,0.0
8426b33ffffffff,35.0,0.0,0.0
8426b37ffffffff,3.0,0.0,0.0
8426b39ffffffff,18.0,0.0,0.0
8426b3bffffffff,2.0,0.0,0.0
8426b3dffffffff,34.0,0.0,0.0
8426b47ffffffff,1.0,0.0,0.0
8426b51ffffffff,47.0,0.0,0.0
8426b55ffffffff,46.0,0.0,0.0
8426b57ffffffff,5.0,0.0,0.0
8426b5dffffffff,12.0,0.0,0.0
8426b61ffffffff,6.0,0.0,0.0
8426b63ffffffff,1.0,0.0,0.0
8426b65ffffffff,14.0,0.0,0.0
8426b67ffffffff,6.0,0.0,0.0
8426b69ffffffff,132.0,0.0,0.0
8426b6dffffffff,5.0,0.0,0.0
8426d25ffffffff,1.0,0.0,0.0
8426f25ffffffff,68.0,0.0,0.0
8426f2dffffffff,227.0,0.0,0.0
8427023ffffffff,11.0,0.0,0.0
8427027ffffffff,4.0,0.0,0.0
8427103ffffffff,2.0,0.0,0.0
842711bffffffff,135.0,0.0,0.0
8427127ffffffff,4.0,0.0,0.0
8427131ffffffff,7.0,0.0,0.0
8427133ffffffff,48.0,0.0,0.0
8427135ffffffff,1.0,0.0,0.0
842713bffffffff,9.0,0.0,0.0
8427157ffffffff,4.0,0.0,0.0
8427163ffffffff,2.0,0.0,0.0
8427183ffffffff,5.0,0.0,0.0
8427187ffffffff,6.0,0.0,0.0
842719dffffffff,10.0,0.0,0.0
84271a1ffffffff,4.0,0.0,0.0
84271a9ffffffff,6.0,0.0,0.0
84271abffffffff,19.0,0.0,0.0
84271adffffffff,6.0,0.0,0.0
84271b3ffffffff,6.0,0.0,0.0
84271b5ffffffff,36.0,0.0,0.0
84271b7ffffffff,4.0,0.0,0.0
84271c9ffffffff,8.0,0.0,0.0
84271ebffffffff,1.0,0.0,0.0
8427801ffffffff,121.0,0.0,0.0
8427805ffffffff,2.0,0.0,0.0
8427807ffffffff,1.0,0.0,0.0
842780bffffffff,4.0,0.0,0.0
842780dffffffff,19.0,0.0,0.0
8427815ffffffff,4.0,0.0,0.0
8427829ffffffff,12.0,0.0,0.0
842782dffffffff,14.0,0.0,0.0
842783dffffffff,5.0,0.0,0.0
8427841ffffffff,2.0,0.0,0.0
8427847ffffffff,8.0,0.0,0.0
8427849ffffffff,3.0,0.0,0.0
8427857ffffffff,2.0,0.0,0.0
8427859ffffffff,31.0,0.0,0.0
842785bffffffff,168.0,0.0,0.0
8427861ffffffff,467.0,0.0,0.0
8427865ffffffff,8.0,0.0,0.0
8427867ffffffff,24.0,0.0,0.0
8427869ffffffff,4.0,0.0,0.0
842786bffffffff,50.0,0.0,0.0
842786dffffffff,2.0,0.0,0.0
8427883ffffffff,4.0,0.0,0.0
8427889ffffffff,5.0,0.0,0.0
84278b1ffffffff,65.0,0.0,0.0
84278b3ffffffff,15.0,0.0,0.0
84278b9ffffffff,2.0,0.0,0.0
84278bbffffffff,3.0,0.0,0.0
84278c3ffffffff,9.0,0.0,0.0
84278c9ffffffff,5.0,0.0,0.0
84278cbffffffff,19.0,0.0,0.0
84278d5ffffffff,10.0,0.0,0.0
84278d9ffffffff,2.0,0.0,0.0
84278ebffffffff,1.0,0.0,0.0
8427903ffffffff,6.0,0.0,0.0
8427905ffffffff,266.0,0.0,0.0
842790bffffffff,1.0,0.0,0.0
842790dffffffff,6.0,0.0,0.0
8427913ffffffff,31.0,0.0,0.0
8427915ffffffff,7.0,0.0,0.0
842791bffffffff,29.0,0.0,0.0
842791dffffffff,4.0,0.0,0.0
8427921ffffffff,54.0,0.0,0.0
8427923ffffffff,42.0,0.0,0.0
8427927ffffffff,896.0,0.0,0.0
8427929ffffffff,16.0,0.0,0.0
842792bffffffff,5.0,0.0,0.0
842792dffffffff,12.0,0.0,0.0
8427931ffffffff,19.0,0.0,0.0
8427935ffffffff,6.0,0.0,0.0
8427937ffffffff,42.0,0.0,0.0
842793bffffffff,21.0,0.0,0.0
8427941ffffffff,2.0,0.0,0.0
8427943ffffffff,2.0,0.0,0.0
8427945ffffffff,35.0,0.0,0.0
842794bffffffff,22.0,0.0,0.0
