cell_id,Leptopterus chabert,Leptopterus chabert chabert,Leptopterus chabert schistocercus
84a231bffffffff,15.0,14.0,0.0
84a3993ffffffff,4.0,0.0,4.0
84a399bffffffff,21.0,0.0,21.0
84a3ab7ffffffff,2.0,2.0,0.0
