cell_id,Aegithalos caudatus,Aegithalos caudatus caudatus,Aegithalos caudatus [europaeus Group],Aegithalos caudatus [alpinus Group]
84185b7ffffffff,4.0,0.0,0.0,0.0
84185bbffffffff,141.0,0.0,0.0,0.0
8418603ffffffff,1.0,0.0,0.0,0.0
8418607ffffffff,1.0,0.0,0.0,0.0
8418609ffffffff,5.0,0.0,0.0,0.0
841860dffffffff,11.0,0.0,4.0,0.0
8418611ffffffff,2.0,0.0,0.0,0.0
8418613ffffffff,2.0,0.0,0.0,0.0
8418617ffffffff,1.0,0.0,0.0,0.0
8418619ffffffff,1.0,0.0,0.0,0.0
841861bffffffff,1.0,0.0,0.0,0.0
841861dffffffff,1.0,0.0,0.0,0.0
8418623ffffffff,17.0,0.0,0.0,0.0
8418625ffffffff,2.0,0.0,0.0,0.0
8418627ffffffff,6.0,0.0,2.0,0.0
8418629ffffffff,48.0,0.0,19.0,0.0
841862bffffffff,2.0,0.0,0.0,0.0
8418631ffffffff,10.0,0.0,3.0,0.0
8418633ffffffff,10.0,0.0,2.0,0.0
8418635ffffffff,7.0,0.0,0.0,0.0
8418637ffffffff,9.0,0.0,1.0,0.0
841863dffffffff,16.0,0.0,0.0,0.0
8418653ffffffff,2.0,0.0,0.0,0.0
8418655ffffffff,2.0,0.0,0.0,0.0
8418657ffffffff,2.0,0.0,0.0,0.0
8418659ffffffff,2.0,0.0,0.0,0.0
841865dffffffff,3.0,0.0,0.0,0.0
8418663ffffffff,2.0,0.0,0.0,0.0
8418667ffffffff,1.0,0.0,1.0,0.0
841866bffffffff,2.0,0.0,2.0,0.0
8418683ffffffff,6.0,0.0,0.0,0.0
8418685ffffffff,9.0,0.0,0.0,0.0
8418687ffffffff,6.0,0.0,2.0,0.0
841868dffffffff,2.0,0.0,0.0,0.0
8418695ffffffff,6.0,0.0,0.0,0.0
8418697ffffffff,8.0,0.0,2.0,0.0
841869dffffffff,3.0,0.0,0.0,0.0
84186a1ffffffff,8.0,0.0,0.0,0.0
84186a3ffffffff,1.0,0.0,0.0,0.0
84186a5ffffffff,9.0,0.0,0.0,0.0
84186a7ffffffff,45.0,0.0,4.0,0.0
84186a9ffffffff,1.0,0.0,0.0,0.0
84186abffffffff,7.0,0.0,0.0,0.0
84186b7ffffffff,17.0,0.0,0.0,0.0
84186bdffffffff,1.0,0.0,0.0,0.0
84186c1ffffffff,31.0,0.0,0.0,0.0
84186c3ffffffff,25.0,0.0,0.0,0.0
84186c5ffffffff,25.0,0.0,2.0,0.0
84186c7ffffffff,1.0,0.0,0.0,0.0
84186c9ffffffff,48.0,0.0,0.0,0.0
84186cbffffffff,21.0,0.0,0.0,0.0
84186cdffffffff,13.0,0.0,0.0,0.0
84186d1ffffffff,13.0,0.0,11.0,0.0
84186d5ffffffff,4.0,0.0,0.0,0.0
84186d7ffffffff,2.0,0.0,2.0,0.0
84186dbffffffff,9.0,0.0,1.0,0.0
84186ddffffffff,8.0,0.0,0.0,0.0
84186e1ffffffff,1.0,0.0,0.0,0.0
84186e5ffffffff,3.0,0.0,0.0,0.0
84186e7ffffffff,5.0,0.0,0.0,0.0
84186e9ffffffff,3.0,0.0,0.0,0.0
84186ebffffffff,6.0,0.0,0.0,0.0
84186edffffffff,27.0,0.0,2.0,0.0
8418709ffffffff,2.0,0.0,0.0,0.0
841870dffffffff,141.0,0.0,11.0,0.0
8418711ffffffff,3.0,0.0,0.0,0.0
8418713ffffffff,2.0,0.0,2.0,0.0
8418717ffffffff,4.0,0.0,0.0,0.0
841871bffffffff,8.0,0.0,0.0,0.0
841873bffffffff,48.0,0.0,14.0,0.0
8418741ffffffff,14.0,0.0,6.0,0.0
8418743ffffffff,2.0,0.0,0.0,0.0
8418747ffffffff,44.0,0.0,4.0,0.0
8418749ffffffff,6.0,0.0,0.0,0.0
841874bffffffff,21.0,0.0,2.0,0.0
841875dffffffff,20.0,0.0,0.0,0.0
8419081ffffffff,18.0,0.0,0.0,0.0
8419083ffffffff,12.0,0.0,0.0,0.0
8419087ffffffff,2.0,0.0,0.0,0.0
8419089ffffffff,10.0,0.0,0.0,0.0
841908bffffffff,16.0,0.0,1.0,0.0
8419091ffffffff,20.0,0.0,0.0,0.0
8419093ffffffff,9.0,0.0,0.0,0.0
8419095ffffffff,8.0,0.0,0.0,0.0
8419097ffffffff,3.0,0.0,0.0,0.0
8419099ffffffff,11.0,0.0,2.0,0.0
841909bffffffff,46.0,0.0,0.0,0.0
841909dffffffff,7.0,0.0,0.0,0.0
84190b3ffffffff,3.0,0.0,0.0,0.0
84190b9ffffffff,1.0,0.0,0.0,0.0
84190bbffffffff,16.0,0.0,0.0,0.0
84190c1ffffffff,6.0,0.0,0.0,0.0
84190c5ffffffff,2.0,0.0,0.0,0.0
84190c7ffffffff,16.0,0.0,0.0,0.0
84190c9ffffffff,1.0,0.0,0.0,0.0
84190cbffffffff,10.0,0.0,0.0,0.0
84190d1ffffffff,13.0,0.0,2.0,0.0
84190d3ffffffff,9.0,0.0,0.0,0.0
84190d5ffffffff,10.0,0.0,0.0,0.0
84190d7ffffffff,11.0,0.0,0.0,0.0
84190d9ffffffff,161.0,0.0,18.0,0.0
84190dbffffffff,11.0,0.0,3.0,0.0
84190ddffffffff,30.0,0.0,0.0,0.0
84190ebffffffff,1.0,0.0,0.0,0.0
8419293ffffffff,2.0,0.0,0.0,0.0
8419297ffffffff,1.0,0.0,0.0,0.0
84192abffffffff,2.0,0.0,2.0,0.0
84192b1ffffffff,19.0,0.0,19.0,0.0
84192b3ffffffff,21.0,0.0,5.0,0.0
84192b5ffffffff,17.0,0.0,13.0,0.0
84192b7ffffffff,30.0,0.0,8.0,0.0
84192bbffffffff,10.0,0.0,0.0,0.0
8419401ffffffff,59.0,0.0,9.0,0.0
8419403ffffffff,97.0,0.0,18.0,0.0
8419405ffffffff,341.0,0.0,14.0,0.0
8419407ffffffff,230.0,0.0,6.0,0.0
841940dffffffff,60.0,0.0,2.0,0.0
8419411ffffffff,483.0,0.0,84.0,0.0
8419413ffffffff,766.0,0.0,214.0,0.0
8419415ffffffff,1124.0,0.0,216.0,0.0
8419417ffffffff,686.0,0.0,95.0,0.0
841941bffffffff,181.0,0.0,46.0,0.0
841941dffffffff,5.0,0.0,0.0,0.0
8419421ffffffff,258.0,0.0,45.0,0.0
8419423ffffffff,281.0,0.0,28.0,0.0
8419425ffffffff,67.0,0.0,23.0,0.0
8419427ffffffff,989.0,0.0,509.0,0.0
8419429ffffffff,186.0,0.0,33.0,0.0
841942bffffffff,704.0,0.0,253.0,0.0
841942dffffffff,158.0,0.0,35.0,0.0
8419431ffffffff,183.0,0.0,19.0,0.0
8419433ffffffff,400.0,0.0,10.0,0.0
8419435ffffffff,388.0,0.0,39.0,0.0
8419437ffffffff,610.0,0.0,26.0,0.0
8419439ffffffff,75.0,0.0,5.0,0.0
841943bffffffff,107.0,0.0,58.0,0.0
841943dffffffff,164.0,0.0,94.0,0.0
8419461ffffffff,39.0,0.0,7.0,0.0
8419463ffffffff,22.0,0.0,5.0,0.0
8419465ffffffff,47.0,0.0,9.0,0.0
8419467ffffffff,73.0,0.0,44.0,0.0
841946bffffffff,34.0,0.0,8.0,0.0
841946dffffffff,3.0,0.0,0.0,0.0
8419481ffffffff,51.0,0.0,12.0,0.0
8419483ffffffff,9.0,0.0,0.0,0.0
8419485ffffffff,260.0,0.0,27.0,0.0
841948bffffffff,42.0,0.0,8.0,0.0
841948dffffffff,549.0,0.0,95.0,0.0
8419495ffffffff,12.0,0.0,4.0,0.0
8419497ffffffff,3.0,0.0,0.0,0.0
8419499ffffffff,13.0,0.0,4.0,0.0
841949dffffffff,2.0,0.0,0.0,0.0
84194a1ffffffff,171.0,0.0,9.0,0.0
84194a3ffffffff,2.0,0.0,0.0,0.0
84194a5ffffffff,1183.0,0.0,158.0,0.0
84194a7ffffffff,39.0,0.0,0.0,0.0
84194a9ffffffff,404.0,0.0,4.0,0.0
84194abffffffff,107.0,0.0,6.0,0.0
84194adffffffff,1053.0,0.0,69.0,0.0
84194b9ffffffff,55.0,0.0,4.0,0.0
84194bbffffffff,23.0,0.0,2.0,0.0
84194c5ffffffff,445.0,0.0,150.0,0.0
84194d1ffffffff,19.0,0.0,1.0,0.0
84194d3ffffffff,51.0,0.0,18.0,0.0
84194d5ffffffff,6.0,0.0,3.0,0.0
84194d7ffffffff,33.0,0.0,0.0,0.0
84194d9ffffffff,51.0,0.0,1.0,0.0
84194dbffffffff,187.0,0.0,5.0,0.0
84194ddffffffff,98.0,0.0,18.0,0.0
84194e1ffffffff,88.0,0.0,16.0,0.0
84194e3ffffffff,58.0,0.0,11.0,0.0
84194e5ffffffff,994.0,0.0,25.0,0.0
84194e7ffffffff,871.0,0.0,52.0,0.0
84194e9ffffffff,264.0,0.0,27.0,0.0
84194ebffffffff,135.0,0.0,7.0,0.0
84194edffffffff,581.0,0.0,49.0,0.0
8419501ffffffff,110.0,0.0,0.0,0.0
8419507ffffffff,78.0,0.0,0.0,0.0
841950bffffffff,4.0,0.0,4.0,0.0
841950dffffffff,1.0,0.0,0.0,0.0
8419511ffffffff,59.0,0.0,6.0,0.0
8419513ffffffff,64.0,0.0,12.0,0.0
8419517ffffffff,81.0,0.0,14.0,0.0
8419519ffffffff,121.0,0.0,23.0,0.0
841951bffffffff,479.0,0.0,116.0,0.0
8419521ffffffff,5.0,0.0,0.0,0.0
8419525ffffffff,2.0,0.0,0.0,0.0
8419527ffffffff,18.0,0.0,0.0,0.0
8419529ffffffff,27.0,0.0,13.0,0.0
841952dffffffff,17.0,0.0,2.0,0.0
8419531ffffffff,15.0,0.0,6.0,0.0
8419533ffffffff,12.0,0.0,4.0,0.0
841953bffffffff,91.0,0.0,14.0,0.0
8419543ffffffff,23.0,0.0,8.0,0.0
8419545ffffffff,4.0,0.0,0.0,0.0
8419547ffffffff,13.0,0.0,7.0,0.0
8419549ffffffff,4.0,0.0,0.0,0.0
841954bffffffff,3.0,0.0,0.0,0.0
841954dffffffff,9.0,0.0,0.0,0.0
8419551ffffffff,12.0,0.0,0.0,0.0
8419553ffffffff,47.0,0.0,10.0,0.0
8419555ffffffff,52.0,0.0,16.0,0.0
8419557ffffffff,225.0,0.0,87.0,0.0
8419559ffffffff,17.0,0.0,3.0,0.0
841955bffffffff,25.0,0.0,5.0,0.0
841955dffffffff,28.0,0.0,12.0,0.0
8419565ffffffff,9.0,0.0,7.0,0.0
8419567ffffffff,1.0,0.0,0.0,0.0
8419569ffffffff,2.0,0.0,0.0,0.0
841956bffffffff,7.0,0.0,0.0,0.0
8419581ffffffff,209.0,0.0,6.0,0.0
8419583ffffffff,138.0,0.0,3.0,0.0
8419585ffffffff,30.0,0.0,2.0,0.0
8419587ffffffff,70.0,0.0,4.0,0.0
8419589ffffffff,101.0,0.0,11.0,0.0
841958bffffffff,75.0,0.0,4.0,0.0
841958dffffffff,8.0,0.0,0.0,0.0
8419591ffffffff,727.0,0.0,44.0,0.0
8419593ffffffff,35.0,0.0,2.0,0.0
8419595ffffffff,49.0,0.0,3.0,0.0
8419597ffffffff,377.0,0.0,2.0,0.0
8419599ffffffff,56.0,0.0,5.0,0.0
841959bffffffff,359.0,0.0,24.0,0.0
841959dffffffff,51.0,0.0,9.0,0.0
84195a1ffffffff,28.0,0.0,6.0,0.0
84195a3ffffffff,14.0,0.0,0.0,0.0
84195a5ffffffff,22.0,0.0,2.0,0.0
84195a9ffffffff,7.0,0.0,0.0,0.0
84195abffffffff,36.0,0.0,6.0,0.0
84195adffffffff,4.0,0.0,0.0,0.0
84195b1ffffffff,38.0,0.0,2.0,0.0
84195b5ffffffff,25.0,0.0,0.0,0.0
84195b7ffffffff,48.0,0.0,2.0,0.0
84195b9ffffffff,209.0,0.0,21.0,0.0
84195bbffffffff,101.0,0.0,6.0,0.0
84195bdffffffff,30.0,0.0,2.0,0.0
84195c1ffffffff,110.0,0.0,11.0,0.0
84195c3ffffffff,177.0,0.0,4.0,0.0
84195c5ffffffff,74.0,0.0,7.0,0.0
84195c7ffffffff,277.0,0.0,104.0,0.0
84195c9ffffffff,439.0,0.0,35.0,0.0
84195cbffffffff,444.0,0.0,3.0,0.0
84195cdffffffff,54.0,0.0,0.0,0.0
84195d1ffffffff,260.0,0.0,31.0,0.0
84195d3ffffffff,523.0,0.0,38.0,0.0
84195d5ffffffff,210.0,0.0,3.0,0.0
84195d7ffffffff,95.0,0.0,5.0,0.0
84195d9ffffffff,424.0,0.0,181.0,0.0
84195dbffffffff,351.0,0.0,31.0,0.0
84195ddffffffff,51.0,0.0,0.0,0.0
84195e1ffffffff,24.0,0.0,0.0,0.0
84195e3ffffffff,14.0,0.0,2.0,0.0
84195e5ffffffff,5.0,0.0,0.0,0.0
84195e7ffffffff,20.0,0.0,0.0,0.0
84195e9ffffffff,25.0,0.0,0.0,0.0
84195ebffffffff,21.0,0.0,6.0,0.0
84195edffffffff,19.0,0.0,0.0,0.0
