cell_id,Aegithalos caudatus,Aegithalos caudatus caudatus,Aegithalos caudatus [europaeus Group],Aegithalos caudatus [alpinus Group]
8408065ffffffff,1.0,0.0,0.0,0.0
8408149ffffffff,2.0,0.0,0.0,0.0
8408165ffffffff,2.0,0.0,0.0,0.0
8408327ffffffff,2.0,0.0,0.0,0.0
8408329ffffffff,2.0,0.0,0.0,0.0
840832dffffffff,1.0,0.0,0.0,0.0
8408337ffffffff,1.0,0.0,0.0,0.0
8408801ffffffff,1.0,0.0,0.0,0.0
8408809ffffffff,3.0,0.0,0.0,0.0
840880bffffffff,4.0,0.0,0.0,0.0
840880dffffffff,37.0,0.0,0.0,0.0
8408829ffffffff,4.0,0.0,0.0,0.0
840882bffffffff,5.0,0.0,0.0,0.0
840882dffffffff,10.0,0.0,0.0,0.0
8408839ffffffff,2.0,0.0,0.0,0.0
840883dffffffff,4.0,0.0,0.0,0.0
8408843ffffffff,2.0,0.0,0.0,0.0
8408845ffffffff,5.0,0.0,0.0,0.0
8408847ffffffff,3.0,0.0,0.0,0.0
840884dffffffff,1.0,0.0,0.0,0.0
8408855ffffffff,1.0,0.0,0.0,0.0
8408859ffffffff,2.0,0.0,0.0,0.0
8408863ffffffff,8.0,0.0,0.0,0.0
8408865ffffffff,2.0,0.0,0.0,0.0
8408867ffffffff,57.0,0.0,0.0,0.0
8408869ffffffff,6.0,0.0,0.0,0.0
840886bffffffff,15.0,0.0,0.0,0.0
8408881ffffffff,2.0,0.0,0.0,0.0
8408889ffffffff,7.0,0.0,0.0,0.0
84088adffffffff,2.0,0.0,0.0,0.0
84088bdffffffff,2.0,0.0,0.0,0.0
8408901ffffffff,4.0,0.0,0.0,0.0
8408937ffffffff,4.0,0.0,0.0,0.0
8408959ffffffff,9.0,0.0,0.0,0.0
840895bffffffff,21.0,0.0,0.0,0.0
8408985ffffffff,11.0,0.0,0.0,0.0
8408987ffffffff,2.0,0.0,0.0,0.0
840898bffffffff,6.0,0.0,0.0,0.0
8408995ffffffff,10.0,0.0,0.0,0.0
8408997ffffffff,16.0,5.0,0.0,0.0
840899bffffffff,1.0,0.0,0.0,0.0
840899dffffffff,2.0,0.0,0.0,0.0
84089a1ffffffff,2.0,0.0,0.0,0.0
84089a5ffffffff,1.0,0.0,0.0,0.0
84089a7ffffffff,4.0,0.0,0.0,0.0
84089a9ffffffff,52.0,0.0,0.0,0.0
84089abffffffff,4.0,0.0,0.0,0.0
84089adffffffff,5.0,0.0,0.0,0.0
84089b5ffffffff,1.0,0.0,0.0,0.0
84089bdffffffff,4.0,0.0,0.0,0.0
84089d1ffffffff,3.0,0.0,0.0,0.0
84089d3ffffffff,8.0,0.0,0.0,0.0
84089dbffffffff,4.0,0.0,0.0,0.0
84089e3ffffffff,2.0,0.0,0.0,0.0
84089e5ffffffff,4.0,2.0,0.0,0.0
84089ebffffffff,3.0,0.0,0.0,0.0
8408a21ffffffff,3.0,0.0,0.0,0.0
8408a25ffffffff,2.0,0.0,0.0,0.0
8408a27ffffffff,5.0,0.0,0.0,0.0
8408a2bffffffff,2.0,0.0,0.0,0.0
8408b03ffffffff,2.0,0.0,0.0,0.0
8408b05ffffffff,2.0,0.0,0.0,0.0
8408b09ffffffff,2.0,0.0,0.0,0.0
8408b0bffffffff,1.0,0.0,0.0,0.0
8408b11ffffffff,26.0,0.0,0.0,0.0
8408b15ffffffff,12.0,0.0,0.0,0.0
8408b17ffffffff,2.0,0.0,0.0,0.0
8408b1dffffffff,4.0,0.0,0.0,0.0
8408b33ffffffff,16.0,0.0,0.0,0.0
8408b37ffffffff,11.0,0.0,0.0,0.0
8408b3dffffffff,1.0,0.0,0.0,0.0
8408b47ffffffff,2.0,0.0,0.0,0.0
8408b51ffffffff,2.0,0.0,0.0,0.0
8408b63ffffffff,2.0,0.0,0.0,0.0
8408b65ffffffff,5.0,0.0,0.0,0.0
8408b67ffffffff,5.0,0.0,0.0,0.0
8408c95ffffffff,2.0,0.0,0.0,0.0
8408d11ffffffff,2.0,0.0,0.0,0.0
8408d19ffffffff,9.0,2.0,0.0,0.0
8408d1dffffffff,2.0,0.0,0.0,0.0
8408d5dffffffff,1.0,0.0,0.0,0.0
8408d8bffffffff,2.0,0.0,0.0,0.0
8408f2dffffffff,2.0,0.0,0.0,0.0
8409803ffffffff,2.0,0.0,0.0,0.0
84098c1ffffffff,3.0,0.0,0.0,0.0
84098c5ffffffff,2.0,0.0,0.0,0.0
84098dbffffffff,1.0,0.0,0.0,0.0
8409913ffffffff,2.0,0.0,0.0,0.0
840991bffffffff,10.0,4.0,0.0,0.0
840998bffffffff,2.0,0.0,0.0,0.0
8409991ffffffff,3.0,2.0,0.0,0.0
8409993ffffffff,19.0,6.0,0.0,0.0
8409995ffffffff,2.0,2.0,0.0,0.0
8409997ffffffff,3.0,1.0,0.0,0.0
840999bffffffff,3.0,1.0,0.0,0.0
84099b9ffffffff,7.0,7.0,0.0,0.0
84099e9ffffffff,1.0,0.0,0.0,0.0
840bb01ffffffff,5.0,0.0,0.0,0.0
840bb03ffffffff,4.0,1.0,0.0,0.0
840bb07ffffffff,3.0,0.0,0.0,0.0
840bb39ffffffff,3.0,0.0,0.0,0.0
841012dffffffff,2.0,0.0,0.0,0.0
8410161ffffffff,2.0,0.0,0.0,0.0
8410165ffffffff,1.0,0.0,0.0,0.0
8410167ffffffff,4.0,0.0,0.0,0.0
8410231ffffffff,1.0,0.0,0.0,0.0
841023dffffffff,1.0,0.0,0.0,0.0
8410245ffffffff,1.0,0.0,0.0,0.0
8410811ffffffff,1.0,0.0,0.0,0.0
8410895ffffffff,1.0,0.0,0.0,0.0
8410c21ffffffff,1.0,0.0,0.0,0.0
8410c23ffffffff,34.0,0.0,0.0,0.0
8410c27ffffffff,5.0,0.0,0.0,0.0
8410c35ffffffff,2.0,2.0,0.0,0.0
8410d21ffffffff,1.0,0.0,0.0,0.0
8410d29ffffffff,1.0,0.0,0.0,0.0
8410d65ffffffff,1.0,0.0,0.0,0.0
8410dc1ffffffff,6.0,0.0,0.0,0.0
8410dc9ffffffff,25.0,0.0,0.0,0.0
8410dcdffffffff,5.0,1.0,0.0,0.0
8410ee1ffffffff,8.0,0.0,2.0,0.0
8410f1bffffffff,2.0,0.0,0.0,0.0
8411031ffffffff,15.0,0.0,0.0,0.0
8411041ffffffff,6.0,0.0,0.0,0.0
8411045ffffffff,4.0,0.0,0.0,0.0
841105dffffffff,2.0,0.0,0.0,0.0
8411061ffffffff,13.0,0.0,0.0,0.0
8411063ffffffff,2.0,0.0,0.0,0.0
8411069ffffffff,22.0,0.0,0.0,0.0
841106bffffffff,18.0,0.0,0.0,0.0
8411155ffffffff,1.0,0.0,0.0,0.0
841115bffffffff,4.0,3.0,0.0,0.0
8411169ffffffff,17.0,0.0,0.0,0.0
841120dffffffff,1.0,0.0,0.0,0.0
8411231ffffffff,1.0,0.0,0.0,0.0
8411235ffffffff,4.0,0.0,0.0,0.0
8411237ffffffff,2.0,0.0,0.0,0.0
841123dffffffff,2.0,0.0,0.0,0.0
8411255ffffffff,1.0,0.0,0.0,0.0
8411257ffffffff,2.0,0.0,0.0,0.0
8411261ffffffff,4.0,0.0,0.0,0.0
8411263ffffffff,3.0,0.0,0.0,0.0
841126dffffffff,12.0,3.0,0.0,0.0
84112ebffffffff,1.0,0.0,0.0,0.0
8411301ffffffff,2.0,0.0,0.0,0.0
8411345ffffffff,2.0,0.0,0.0,0.0
8411347ffffffff,4.0,0.0,0.0,0.0
8411349ffffffff,2.0,0.0,0.0,0.0
841134dffffffff,6.0,0.0,0.0,0.0
8411355ffffffff,2.0,0.0,0.0,0.0
841135dffffffff,3.0,0.0,0.0,0.0
8411363ffffffff,2.0,0.0,0.0,0.0
841136bffffffff,9.0,0.0,0.0,0.0
8411549ffffffff,2.0,0.0,0.0,0.0
8411807ffffffff,2.0,0.0,0.0,0.0
8411811ffffffff,13.0,0.0,0.0,0.0
8411813ffffffff,19.0,0.0,0.0,0.0
8411817ffffffff,3.0,0.0,0.0,0.0
841181bffffffff,9.0,0.0,0.0,0.0
841181dffffffff,44.0,0.0,0.0,0.0
8411839ffffffff,2.0,0.0,0.0,0.0
8411853ffffffff,12.0,0.0,0.0,0.0
841185bffffffff,2.0,0.0,0.0,0.0
841185dffffffff,3.0,0.0,0.0,0.0
84118adffffffff,21.0,0.0,0.0,0.0
84118bdffffffff,2.0,0.0,0.0,0.0
84118c1ffffffff,4.0,0.0,0.0,0.0
84118c5ffffffff,14.0,0.0,0.0,0.0
84118c7ffffffff,2.0,0.0,0.0,0.0
84118c9ffffffff,13.0,0.0,0.0,0.0
84118cdffffffff,39.0,5.0,0.0,0.0
84118e1ffffffff,2.0,0.0,0.0,0.0
84118e7ffffffff,2.0,0.0,0.0,0.0
84118e9ffffffff,12.0,0.0,0.0,0.0
8411913ffffffff,2.0,0.0,0.0,0.0
8411965ffffffff,3.0,0.0,0.0,0.0
84119ebffffffff,1.0,0.0,0.0,0.0
8411a43ffffffff,2.0,0.0,0.0,0.0
8411a6bffffffff,2.0,0.0,0.0,0.0
8411a85ffffffff,1.0,0.0,0.0,0.0
8411aa1ffffffff,22.0,0.0,0.0,0.0
8411aa5ffffffff,47.0,0.0,0.0,0.0
8411aa7ffffffff,230.0,0.0,0.0,0.0
8411aa9ffffffff,8.0,0.0,0.0,0.0
8411aabffffffff,5.0,0.0,0.0,0.0
8411aadffffffff,58.0,0.0,0.0,0.0
8411ab5ffffffff,10.0,3.0,0.0,0.0
8411abdffffffff,10.0,4.0,0.0,0.0
8411ae3ffffffff,171.0,43.0,0.0,0.0
8411ae5ffffffff,4.0,2.0,0.0,0.0
8411ae7ffffffff,16.0,3.0,0.0,0.0
8411b4dffffffff,2.0,0.0,0.0,0.0
8411b69ffffffff,2.0,0.0,0.0,0.0
8414813ffffffff,21.0,5.0,0.0,0.0
8414963ffffffff,1.0,0.0,0.0,0.0
84149adffffffff,20.0,12.0,0.0,0.0
84149e7ffffffff,2.0,0.0,0.0,0.0
8414ae5ffffffff,56.0,47.0,0.0,0.0
8414aedffffffff,4.0,4.0,0.0,0.0
8415889ffffffff,2.0,0.0,0.0,0.0
84158adffffffff,2.0,0.0,0.0,0.0
84158e5ffffffff,2.0,2.0,0.0,0.0
8415923ffffffff,1.0,0.0,0.0,0.0
8415929ffffffff,2.0,0.0,0.0,0.0
841592bffffffff,1.0,0.0,0.0,0.0
8415983ffffffff,6.0,0.0,0.0,0.0
841598bffffffff,49.0,18.0,0.0,0.0
841599dffffffff,2.0,0.0,0.0,0.0
8415b07ffffffff,2.0,0.0,0.0,0.0
8418019ffffffff,2.0,0.0,0.0,0.0
841801bffffffff,12.0,0.0,0.0,0.0
841801dffffffff,1.0,0.0,1.0,0.0
8418053ffffffff,3.0,0.0,0.0,0.0
84180cdffffffff,4.0,0.0,0.0,0.0
8418203ffffffff,1.0,0.0,0.0,0.0
8418213ffffffff,2.0,0.0,0.0,0.0
8418215ffffffff,2.0,0.0,0.0,0.0
841821bffffffff,4.0,0.0,0.0,0.0
841821dffffffff,2.0,0.0,2.0,0.0
8418231ffffffff,3.0,0.0,0.0,0.0
8418233ffffffff,22.0,0.0,12.0,0.0
8418237ffffffff,12.0,0.0,0.0,0.0
8418251ffffffff,1.0,0.0,0.0,0.0
8418253ffffffff,2.0,0.0,0.0,0.0
8418255ffffffff,7.0,0.0,2.0,0.0
841825bffffffff,10.0,0.0,2.0,0.0
8418281ffffffff,5.0,0.0,0.0,0.0
8418287ffffffff,3.0,0.0,0.0,0.0
841828bffffffff,37.0,0.0,0.0,0.0
841828dffffffff,11.0,0.0,0.0,0.0
84182a1ffffffff,10.0,0.0,1.0,0.0
84182a3ffffffff,22.0,0.0,0.0,0.0
84182a5ffffffff,14.0,0.0,0.0,0.0
84182a7ffffffff,15.0,0.0,0.0,0.0
84182abffffffff,4.0,0.0,0.0,0.0
84182adffffffff,4.0,0.0,0.0,0.0
84182c1ffffffff,436.0,0.0,7.0,0.0
84182c3ffffffff,118.0,0.0,0.0,0.0
84182c5ffffffff,4.0,0.0,0.0,0.0
84182c7ffffffff,3.0,0.0,0.0,0.0
84182c9ffffffff,47.0,0.0,0.0,0.0
84182cbffffffff,242.0,0.0,0.0,0.0
84182d3ffffffff,2.0,0.0,0.0,0.0
84182d5ffffffff,6.0,0.0,0.0,0.0
84182dbffffffff,2.0,0.0,0.0,0.0
84182e1ffffffff,6.0,0.0,0.0,0.0
84182e3ffffffff,3.0,0.0,0.0,0.0
84182e5ffffffff,62.0,0.0,29.0,0.0
84182e7ffffffff,10.0,0.0,0.0,0.0
84182e9ffffffff,15.0,0.0,2.0,0.0
84182ebffffffff,4.0,0.0,2.0,0.0
84182edffffffff,4.0,0.0,4.0,0.0
8418409ffffffff,1.0,0.0,0.0,0.0
8418443ffffffff,63.0,0.0,4.0,0.0
8418445ffffffff,2.0,0.0,0.0,0.0
8418447ffffffff,4.0,0.0,2.0,0.0
841844bffffffff,1.0,0.0,0.0,0.0
841844dffffffff,9.0,0.0,0.0,0.0
8418451ffffffff,6.0,0.0,0.0,0.0
8418455ffffffff,2.0,0.0,0.0,0.0
8418457ffffffff,11.0,0.0,2.0,0.0
8418459ffffffff,20.0,0.0,4.0,0.0
841845bffffffff,17.0,0.0,0.0,0.0
841845dffffffff,27.0,0.0,0.0,0.0
8418469ffffffff,12.0,0.0,0.0,0.0
841846bffffffff,4.0,0.0,0.0,0.0
841846dffffffff,2.0,0.0,0.0,0.0
8418491ffffffff,80.0,0.0,0.0,0.0
8418493ffffffff,241.0,0.0,0.0,0.0
8418495ffffffff,1897.0,0.0,2.0,0.0
8418497ffffffff,227.0,0.0,0.0,0.0
841849bffffffff,6.0,0.0,0.0,0.0
841849dffffffff,152.0,0.0,0.0,0.0
84184a3ffffffff,10.0,0.0,0.0,0.0
84184b1ffffffff,331.0,0.0,0.0,0.0
84184b3ffffffff,130.0,0.0,0.0,0.0
84184b5ffffffff,171.0,0.0,2.0,0.0
84184b7ffffffff,234.0,0.0,0.0,0.0
84184b9ffffffff,75.0,0.0,0.0,0.0
84184bbffffffff,335.0,0.0,0.0,0.0
84184bdffffffff,84.0,0.0,3.0,0.0
84184c3ffffffff,20.0,0.0,10.0,0.0
84184c9ffffffff,4.0,0.0,0.0,0.0
84184cbffffffff,2.0,0.0,0.0,0.0
84184d5ffffffff,14.0,0.0,0.0,0.0
84184d9ffffffff,8.0,0.0,2.0,0.0
84184dbffffffff,3.0,0.0,0.0,0.0
84184ddffffffff,75.0,0.0,0.0,0.0
8418593ffffffff,35.0,0.0,0.0,0.0
8418597ffffffff,41.0,0.0,0.0,0.0
84185b1ffffffff,5.0,0.0,0.0,0.0
84185b3ffffffff,94.0,0.0,0.0,0.0
84185b5ffffffff,30.0,0.0,0.0,0.0
