cell_id,Anser albifrons,Anser albifrons flavirostris,Anser albifrons albifrons,Anser albifrons gambelli/sponsa,Anser albifrons elgasi
840d0ddffffffff,2.0,0.0,0.0,0.0,0.0
840d44dffffffff,2.0,0.0,0.0,0.0,0.0
840d5a9ffffffff,5.0,0.0,0.0,1.0,0.0
840d5b9ffffffff,1.0,0.0,0.0,0.0,0.0
840d629ffffffff,6.0,0.0,0.0,0.0,0.0
840d667ffffffff,4.0,0.0,0.0,0.0,0.0
840d753ffffffff,1.0,0.0,0.0,0.0,0.0
840d761ffffffff,27.0,0.0,0.0,27.0,0.0
840e493ffffffff,2.0,0.0,0.0,0.0,0.0
840e497ffffffff,3.0,0.0,0.0,0.0,0.0
840e4dbffffffff,4.0,0.0,0.0,0.0,0.0
840e805ffffffff,13.0,0.0,0.0,0.0,0.0
840eb37ffffffff,2.0,0.0,0.0,0.0,0.0
840ecb9ffffffff,2.0,0.0,0.0,0.0,0.0
840ecbdffffffff,2.0,0.0,0.0,0.0,0.0
840eea7ffffffff,3.0,0.0,0.0,3.0,0.0
840fb27ffffffff,4.0,0.0,0.0,0.0,0.0
841103bffffffff,1.0,0.0,0.0,0.0,0.0
841106bffffffff,2.0,0.0,0.0,0.0,0.0
8411345ffffffff,3.0,0.0,0.0,0.0,0.0
8411347ffffffff,7.0,0.0,0.0,0.0,0.0
841135dffffffff,2.0,0.0,0.0,0.0,0.0
841136bffffffff,6.0,0.0,0.0,0.0,0.0
8411811ffffffff,4.0,0.0,4.0,0.0,0.0
8411813ffffffff,6.0,0.0,6.0,0.0,0.0
841181bffffffff,4.0,0.0,0.0,0.0,0.0
841181dffffffff,2.0,0.0,2.0,0.0,0.0
84118e9ffffffff,11.0,0.0,11.0,0.0,0.0
8411aa7ffffffff,5.0,0.0,0.0,0.0,0.0
8411ae3ffffffff,21.0,0.0,21.0,0.0,0.0
8411ae7ffffffff,7.0,0.0,7.0,0.0,0.0
84121e3ffffffff,1.0,0.0,0.0,0.0,0.0
84124a7ffffffff,3.0,0.0,0.0,0.0,0.0
84124b5ffffffff,2.0,0.0,0.0,0.0,0.0
84124d9ffffffff,2.0,0.0,0.0,0.0,0.0
8412515ffffffff,4.0,0.0,0.0,0.0,0.0
8412539ffffffff,6.0,0.0,0.0,0.0,0.0
841253bffffffff,2.0,0.0,0.0,0.0,0.0
8412593ffffffff,3.0,0.0,0.0,0.0,0.0
8412597ffffffff,5.0,0.0,0.0,0.0,0.0
84125bbffffffff,4.0,0.0,0.0,0.0,0.0
84125d7ffffffff,11.0,0.0,0.0,0.0,0.0
84125d9ffffffff,1.0,0.0,0.0,0.0,0.0
84125ddffffffff,2.0,0.0,0.0,0.0,0.0
8412721ffffffff,4.0,0.0,0.0,0.0,0.0
8412805ffffffff,6.0,0.0,0.0,0.0,0.0
841285dffffffff,2.0,0.0,0.0,0.0,0.0
841289bffffffff,2.0,0.0,0.0,0.0,0.0
84128bdffffffff,15.0,0.0,0.0,0.0,0.0
84128d3ffffffff,2.0,0.0,0.0,2.0,0.0
8412909ffffffff,6.0,0.0,0.0,0.0,0.0
8412949ffffffff,2.0,0.0,0.0,0.0,0.0
8412a25ffffffff,3.0,0.0,0.0,0.0,0.0
8412b01ffffffff,9.0,0.0,0.0,0.0,2.0
8412b03ffffffff,8.0,0.0,0.0,0.0,0.0
8412b29ffffffff,2.0,0.0,0.0,0.0,0.0
8412b63ffffffff,3.0,0.0,0.0,0.0,0.0
8412c11ffffffff,2.0,0.0,0.0,0.0,0.0
8412c33ffffffff,5.0,0.0,0.0,0.0,0.0
8412c3bffffffff,2.0,0.0,0.0,0.0,0.0
8412c83ffffffff,3.0,0.0,0.0,0.0,0.0
8412c89ffffffff,5.0,0.0,0.0,0.0,0.0
8412c8bffffffff,6.0,0.0,0.0,0.0,0.0
8412c9dffffffff,2.0,0.0,0.0,0.0,0.0
8412cadffffffff,2.0,0.0,0.0,0.0,0.0
8412cbbffffffff,3.0,0.0,0.0,0.0,0.0
8412cc1ffffffff,9.0,0.0,0.0,0.0,0.0
8412cc9ffffffff,33.0,0.0,0.0,3.0,0.0
8412ccdffffffff,12.0,0.0,0.0,2.0,0.0
8412cd9ffffffff,2.0,0.0,0.0,0.0,0.0
8412ce7ffffffff,1.0,0.0,0.0,0.0,0.0
8412d01ffffffff,1.0,0.0,0.0,0.0,0.0
8412d03ffffffff,3.0,0.0,0.0,0.0,0.0
8412d11ffffffff,3.0,0.0,0.0,0.0,0.0
8412d17ffffffff,8.0,0.0,0.0,0.0,0.0
8412d29ffffffff,1.0,0.0,0.0,0.0,0.0
8412d3dffffffff,2.0,0.0,0.0,0.0,0.0
8412d63ffffffff,3.0,0.0,0.0,0.0,0.0
8412d95ffffffff,1.0,0.0,0.0,0.0,0.0
8412d9dffffffff,6.0,0.0,0.0,0.0,0.0
8412db1ffffffff,2.0,0.0,0.0,0.0,0.0
8412db3ffffffff,3.0,0.0,0.0,0.0,0.0
8412db7ffffffff,6.0,0.0,0.0,0.0,0.0
8412dc9ffffffff,12.0,0.0,0.0,0.0,0.0
8412dd3ffffffff,5.0,0.0,0.0,0.0,0.0
8412dd7ffffffff,14.0,0.0,0.0,0.0,0.0
8412ddbffffffff,25.0,0.0,0.0,0.0,0.0
8412de5ffffffff,4.0,0.0,0.0,0.0,0.0
8412e13ffffffff,7.0,0.0,0.0,0.0,0.0
8412e1bffffffff,2.0,0.0,0.0,0.0,0.0
8412e8bffffffff,5.0,0.0,0.0,0.0,0.0
8412ea1ffffffff,4.0,0.0,0.0,0.0,0.0
8412ea3ffffffff,9.0,0.0,0.0,0.0,0.0
8412ec1ffffffff,10.0,0.0,0.0,0.0,0.0
8412ecbffffffff,2.0,0.0,0.0,0.0,0.0
8412ecdffffffff,5.0,0.0,0.0,0.0,0.0
8413827ffffffff,2.0,0.0,0.0,0.0,0.0
8413829ffffffff,1.0,0.0,0.0,0.0,0.0
8413839ffffffff,2.0,0.0,0.0,0.0,0.0
841383dffffffff,61.0,0.0,0.0,0.0,0.0
8413861ffffffff,5.0,0.0,0.0,0.0,0.0
841389bffffffff,3.0,0.0,0.0,0.0,0.0
84138c7ffffffff,5.0,0.0,0.0,0.0,0.0
84138d7ffffffff,2.0,0.0,0.0,0.0,0.0
8413937ffffffff,2.0,0.0,0.0,0.0,0.0
84139e1ffffffff,5.0,0.0,0.0,0.0,1.0
84139edffffffff,1.0,0.0,0.0,0.0,0.0
8413a35ffffffff,3.0,0.0,0.0,0.0,0.0
8413a95ffffffff,1.0,0.0,0.0,0.0,0.0
8413b29ffffffff,3.0,0.0,0.0,0.0,0.0
8414ae5ffffffff,1.0,0.0,0.0,0.0,0.0
8415927ffffffff,5.0,0.0,0.0,0.0,0.0
8416507ffffffff,19.0,0.0,0.0,0.0,0.0
841653bffffffff,1.0,0.0,0.0,0.0,0.0
84165e1ffffffff,2.0,0.0,0.0,0.0,0.0
8418233ffffffff,2.0,2.0,0.0,0.0,0.0
841828bffffffff,27.0,23.0,0.0,0.0,0.0
84182e5ffffffff,5.0,3.0,0.0,0.0,0.0
8418461ffffffff,1.0,1.0,0.0,0.0,0.0
8418495ffffffff,3.0,0.0,0.0,0.0,0.0
841849dffffffff,4.0,0.0,0.0,0.0,0.0
84184b1ffffffff,3.0,0.0,0.0,0.0,0.0
84184b3ffffffff,1.0,0.0,0.0,0.0,0.0
84184bdffffffff,1.0,0.0,0.0,0.0,0.0
84185bbffffffff,32.0,0.0,3.0,0.0,0.0
841870dffffffff,3.0,0.0,3.0,0.0,0.0
8418729ffffffff,10.0,0.0,4.0,0.0,0.0
8418747ffffffff,3.0,0.0,3.0,0.0,0.0
84190a9ffffffff,2.0,0.0,0.0,0.0,0.0
84190bbffffffff,1.0,1.0,0.0,0.0,0.0
8419229ffffffff,1.0,1.0,0.0,0.0,0.0
8419281ffffffff,2.0,2.0,0.0,0.0,0.0
8419283ffffffff,1.0,0.0,1.0,0.0,0.0
8419401ffffffff,9.0,2.0,4.0,0.0,0.0
8419405ffffffff,3.0,0.0,1.0,0.0,0.0
8419411ffffffff,11.0,0.0,0.0,0.0,0.0
8419413ffffffff,4.0,0.0,0.0,0.0,0.0
8419415ffffffff,2.0,2.0,0.0,0.0,0.0
841941bffffffff,3.0,0.0,3.0,0.0,0.0
8419421ffffffff,12.0,2.0,7.0,0.0,0.0
8419423ffffffff,10.0,0.0,0.0,0.0,0.0
8419427ffffffff,2.0,0.0,2.0,0.0,0.0
8419429ffffffff,1.0,0.0,1.0,0.0,0.0
8419435ffffffff,5.0,0.0,0.0,0.0,0.0
8419439ffffffff,3.0,0.0,0.0,0.0,0.0
8419465ffffffff,2.0,0.0,0.0,0.0,0.0
841948dffffffff,3.0,0.0,0.0,0.0,0.0
84194a1ffffffff,1.0,0.0,0.0,0.0,0.0
84194a5ffffffff,20.0,0.0,2.0,0.0,0.0
84194a7ffffffff,2.0,0.0,0.0,0.0,0.0
84194a9ffffffff,1.0,0.0,0.0,0.0,0.0
84194abffffffff,12.0,0.0,6.0,0.0,0.0
84194adffffffff,7.0,0.0,5.0,0.0,0.0
84194c5ffffffff,31.0,0.0,28.0,0.0,0.0
84194d9ffffffff,2.0,0.0,0.0,0.0,0.0
84194ddffffffff,1.0,0.0,0.0,0.0,0.0
84194e1ffffffff,4.0,0.0,2.0,0.0,0.0
84194e7ffffffff,16.0,0.0,1.0,0.0,0.0
84194ebffffffff,2.0,0.0,0.0,0.0,0.0
8419501ffffffff,1.0,0.0,1.0,0.0,0.0
841950dffffffff,1.0,0.0,1.0,0.0,0.0
8419511ffffffff,1.0,0.0,0.0,0.0,0.0
8419519ffffffff,2.0,0.0,2.0,0.0,0.0
841953bffffffff,2.0,2.0,0.0,0.0,0.0
8419545ffffffff,1.0,0.0,1.0,0.0,0.0
8419565ffffffff,2.0,2.0,0.0,0.0,0.0
841956dffffffff,2.0,2.0,0.0,0.0,0.0
8419581ffffffff,4.0,0.0,2.0,0.0,0.0
8419587ffffffff,4.0,0.0,4.0,0.0,0.0
8419589ffffffff,4.0,0.0,0.0,0.0,0.0
8419591ffffffff,2.0,0.0,0.0,0.0,0.0
8419595ffffffff,3.0,0.0,0.0,0.0,0.0
841959bffffffff,13.0,0.0,0.0,0.0,0.0
84195b9ffffffff,1.0,0.0,1.0,0.0,0.0
84195bbffffffff,3.0,0.0,0.0,0.0,0.0
84195c1ffffffff,2.0,0.0,0.0,0.0,0.0
84195c5ffffffff,2.0,0.0,0.0,0.0,0.0
84195c7ffffffff,6.0,0.0,2.0,2.0,0.0
84195c9ffffffff,6.0,0.0,0.0,0.0,0.0
84195d1ffffffff,6.0,0.0,0.0,0.0,0.0
84195d3ffffffff,10.0,0.0,0.0,0.0,0.0
84195d5ffffffff,5.0,0.0,2.0,0.0,0.0
84195d9ffffffff,3.0,0.0,3.0,0.0,0.0
84195dbffffffff,2.0,0.0,2.0,0.0,0.0
84195e5ffffffff,2.0,2.0,0.0,0.0,0.0
8419721ffffffff,8.0,2.0,1.0,0.0,0.0
8419739ffffffff,2.0,0.0,2.0,0.0,0.0
841973bffffffff,13.0,0.0,13.0,0.0,0.0
841aa23ffffffff,3.0,3.0,0.0,0.0,0.0
841aa3dffffffff,1.0,1.0,0.0,0.0,0.0
841b9a5ffffffff,2.0,0.0,0.0,0.0,0.0
841b9a9ffffffff,2.0,0.0,0.0,0.0,0.0
841d243ffffffff,2.0,0.0,0.0,0.0,0.0
841e00bffffffff,2.0,0.0,0.0,0.0,0.0
841e023ffffffff,17.0,0.0,0.0,0.0,0.0
841e025ffffffff,3.0,0.0,0.0,0.0,0.0
841e02dffffffff,1.0,0.0,0.0,0.0,0.0
841e045ffffffff,39.0,0.0,0.0,0.0,0.0
841e04bffffffff,2.0,0.0,1.0,0.0,0.0
841e061ffffffff,105.0,0.0,4.0,0.0,0.0
841e063ffffffff,2.0,0.0,0.0,0.0,0.0
841e067ffffffff,8.0,0.0,0.0,0.0,0.0
841e069ffffffff,41.0,0.0,0.0,0.0,0.0
841e06bffffffff,15.0,0.0,0.0,0.0,0.0
841e06dffffffff,2.0,0.0,0.0,0.0,0.0
841e085ffffffff,4.0,0.0,0.0,0.0,0.0
841e0a9ffffffff,11.0,0.0,0.0,0.0,0.0
841e0c3ffffffff,15.0,0.0,0.0,0.0,0.0
841e0e3ffffffff,13.0,0.0,0.0,0.0,0.0
841e0e7ffffffff,28.0,0.0,5.0,0.0,0.0
841e103ffffffff,2.0,0.0,0.0,0.0,0.0
841e139ffffffff,4.0,0.0,0.0,0.0,0.0
841e195ffffffff,3.0,0.0,0.0,0.0,0.0
841e19dffffffff,4.0,0.0,0.0,0.0,0.0
841e1b3ffffffff,1.0,0.0,0.0,0.0,0.0
841e1bbffffffff,4.0,0.0,0.0,0.0,0.0
841e1c9ffffffff,2.0,0.0,0.0,0.0,0.0
841e1cbffffffff,2.0,0.0,0.0,0.0,0.0
841e1ddffffffff,7.0,0.0,0.0,0.0,0.0
841e1e5ffffffff,2.0,0.0,0.0,0.0,0.0
841e205ffffffff,1.0,0.0,0.0,0.0,0.0
841e223ffffffff,2.0,0.0,0.0,0.0,0.0
841e225ffffffff,17.0,0.0,0.0,0.0,0.0
841e24bffffffff,1.0,0.0,0.0,0.0,0.0
841e257ffffffff,2.0,0.0,0.0,0.0,0.0
841e2bbffffffff,2.0,0.0,0.0,0.0,0.0
841e307ffffffff,24.0,0.0,0.0,0.0,0.0
841e30bffffffff,2.0,0.0,0.0,0.0,0.0
841e30dffffffff,6.0,0.0,0.0,0.0,0.0
841e319ffffffff,10.0,0.0,0.0,0.0,0.0
841e339ffffffff,49.0,0.0,0.0,0.0,0.0
841e343ffffffff,2.0,0.0,0.0,0.0,0.0
841e345ffffffff,10.0,0.0,0.0,0.0,0.0
841e34bffffffff,2.0,0.0,0.0,0.0,0.0
841e351ffffffff,4.0,0.0,0.0,0.0,0.0
841e353ffffffff,3.0,0.0,0.0,0.0,0.0
841e357ffffffff,7.0,0.0,0.0,0.0,0.0
841e367ffffffff,2.0,0.0,0.0,0.0,0.0
841e36bffffffff,2.0,0.0,0.0,0.0,0.0
841e5a5ffffffff,1.0,0.0,1.0,0.0,0.0
841e697ffffffff,8.0,0.0,0.0,0.0,0.0
841e6e7ffffffff,1.0,0.0,0.0,0.0,0.0
841ea51ffffffff,5.0,0.0,0.0,0.0,0.0
841ea53ffffffff,43.0,0.0,2.0,0.0,0.0
841ec1dffffffff,1.0,0.0,0.0,0.0,0.0
841ec4dffffffff,2.0,0.0,0.0,0.0,0.0
841ec9bffffffff,2.0,0.0,0.0,0.0,0.0
841ec9dffffffff,3.0,0.0,0.0,0.0,0.0
841ecadffffffff,2.0,0.0,0.0,0.0,0.0
841ecbbffffffff,3.0,0.0,0.0,0.0,0.0
841ee37ffffffff,2.0,0.0,0.0,0.0,0.0
841ee97ffffffff,2.0,0.0,0.0,0.0,0.0
841eeb7ffffffff,1.0,0.0,0.0,0.0,0.0
841f001ffffffff,6.0,0.0,2.0,0.0,0.0
841f011ffffffff,1.0,0.0,0.0,0.0,0.0
841f09bffffffff,1.0,0.0,0.0,0.0,0.0
841f0d1ffffffff,2.0,0.0,0.0,0.0,0.0
841f10dffffffff,2.0,0.0,0.0,0.0,0.0
841f199ffffffff,2.0,0.0,0.0,0.0,0.0
841f1a1ffffffff,3.0,0.0,0.0,0.0,0.0
841f1a9ffffffff,2.0,0.0,0.0,0.0,0.0
841f1b3ffffffff,2.0,0.0,2.0,0.0,0.0
841f1bdffffffff,3.0,0.0,0.0,0.0,0.0
841f1c1ffffffff,6.0,0.0,0.0,0.0,0.0
841f1c5ffffffff,1.0,0.0,0.0,0.0,0.0
841f233ffffffff,1.0,1.0,0.0,0.0,0.0
841f245ffffffff,1.0,1.0,0.0,0.0,0.0
841f283ffffffff,6.0,0.0,0.0,0.0,0.0
841f2a3ffffffff,7.0,0.0,5.0,0.0,0.0
841f315ffffffff,3.0,0.0,1.0,0.0,0.0
841f40dffffffff,1.0,0.0,0.0,0.0,0.0
841f4a1ffffffff,2.0,0.0,0.0,0.0,0.0
841f4c7ffffffff,1.0,0.0,0.0,0.0,0.0
841f4e1ffffffff,1.0,0.0,0.0,0.0,0.0
841f4e3ffffffff,2.0,0.0,0.0,0.0,0.0
841f4ebffffffff,1.0,0.0,0.0,0.0,0.0
841f519ffffffff,1.0,0.0,0.0,0.0,0.0
841f51dffffffff,2.0,0.0,0.0,0.0,0.0
841f521ffffffff,1.0,0.0,0.0,0.0,0.0
841f523ffffffff,1.0,0.0,0.0,0.0,0.0
841f5a9ffffffff,2.0,0.0,0.0,0.0,0.0
841f64dffffffff,2.0,0.0,0.0,0.0,0.0
841f657ffffffff,2.0,0.0,2.0,0.0,0.0
841f65dffffffff,1.0,0.0,0.0,0.0,0.0
841f66bffffffff,2.0,0.0,2.0,0.0,0.0
841f66dffffffff,1.0,0.0,0.0,0.0,0.0
841f6a5ffffffff,1.0,0.0,0.0,0.0,0.0
841f715ffffffff,12.0,0.0,0.0,0.0,0.0
841f717ffffffff,2.0,0.0,0.0,0.0,0.0
841f727ffffffff,3.0,0.0,0.0,0.0,0.0
841f751ffffffff,1.0,0.0,0.0,0.0,0.0
841f81bffffffff,2.0,0.0,0.0,0.0,0.0
841f823ffffffff,3.0,0.0,1.0,0.0,0.0
841f83bffffffff,3.0,0.0,0.0,0.0,0.0
841f899ffffffff,2.0,0.0,2.0,0.0,0.0
841f89bffffffff,2.0,0.0,0.0,0.0,0.0
841f8cbffffffff,1.0,0.0,0.0,0.0,0.0
841f8e5ffffffff,4.0,0.0,0.0,0.0,0.0
841f8e9ffffffff,1.0,0.0,0.0,0.0,0.0
841f8ebffffffff,1.0,0.0,0.0,0.0,0.0
841f91bffffffff,2.0,0.0,2.0,0.0,0.0
841f94bffffffff,2.0,0.0,0.0,0.0,0.0
841f983ffffffff,2.0,0.0,0.0,0.0,0.0
841f9abffffffff,8.0,0.0,0.0,0.0,0.0
841fa31ffffffff,6.0,0.0,0.0,0.0,0.0
841fa4dffffffff,1.0,0.0,0.0,0.0,0.0
841fa5bffffffff,5.0,0.0,0.0,0.0,0.0
841fa63ffffffff,1.0,0.0,1.0,0.0,0.0
841fa6dffffffff,2.0,0.0,0.0,0.0,0.0
841fab1ffffffff,5.0,0.0,0.0,0.0,0.0
841fac7ffffffff,2.0,0.0,0.0,0.0,0.0
841faddffffffff,10.0,0.0,0.0,0.0,0.0
841fae3ffffffff,2.0,0.0,0.0,0.0,0.0
841fb0bffffffff,2.0,0.0,0.0,0.0,0.0
841fb17ffffffff,2.0,0.0,0.0,0.0,0.0
841fb47ffffffff,2.0,0.0,0.0,0.0,0.0
841fb55ffffffff,3.0,0.0,0.0,0.0,0.0
8420f59ffffffff,1.0,0.0,0.0,0.0,0.0
8421507ffffffff,1.0,0.0,0.0,0.0,0.0
8422db7ffffffff,9.0,0.0,0.0,0.0,0.0
842460dffffffff,2.0,0.0,0.0,0.0,0.0
8424647ffffffff,3.0,0.0,0.0,0.0,0.0
842466bffffffff,2.0,0.0,2.0,0.0,0.0
8425123ffffffff,2.0,0.0,0.0,0.0,0.0
8426003ffffffff,2.0,0.0,0.0,0.0,0.0
8426009ffffffff,3.0,0.0,0.0,0.0,0.0
842600bffffffff,4.0,0.0,0.0,0.0,0.0
842600dffffffff,2.0,0.0,0.0,0.0,0.0
8426017ffffffff,7.0,0.0,0.0,0.0,0.0
842601dffffffff,2.0,0.0,0.0,0.0,0.0
842602bffffffff,2.0,0.0,0.0,0.0,0.0
8426041ffffffff,2.0,0.0,0.0,0.0,0.0
8426085ffffffff,2.0,0.0,0.0,0.0,0.0
8426087ffffffff,3.0,0.0,0.0,0.0,0.0
842608dffffffff,10.0,0.0,0.0,0.0,0.0
8426093ffffffff,1.0,0.0,0.0,0.0,0.0
84260a1ffffffff,7.0,0.0,0.0,2.0,0.0
84260a9ffffffff,8.0,0.0,0.0,2.0,0.0
84260adffffffff,7.0,0.0,0.0,0.0,0.0
84260b1ffffffff,5.0,0.0,0.0,0.0,0.0
84260b3ffffffff,4.0,0.0,0.0,0.0,0.0
84260b9ffffffff,13.0,0.0,0.0,5.0,0.0
84260c1ffffffff,2.0,0.0,0.0,0.0,0.0
84260cbffffffff,16.0,0.0,0.0,0.0,0.0
84260d9ffffffff,6.0,0.0,0.0,0.0,0.0
84260ddffffffff,3.0,0.0,0.0,0.0,0.0
84260e3ffffffff,13.0,0.0,0.0,7.0,0.0
84260e7ffffffff,2.0,0.0,0.0,0.0,0.0
84260e9ffffffff,2.0,0.0,0.0,0.0,0.0
84260ebffffffff,25.0,0.0,0.0,9.0,0.0
8426183ffffffff,2.0,0.0,0.0,0.0,0.0
842618bffffffff,2.0,0.0,0.0,0.0,0.0
8426197ffffffff,1.0,0.0,0.0,0.0,0.0
84261b3ffffffff,1.0,0.0,0.0,0.0,0.0
84261b5ffffffff,3.0,0.0,0.0,0.0,0.0
84261d7ffffffff,1.0,0.0,0.0,0.0,0.0
8426205ffffffff,14.0,0.0,0.0,0.0,0.0
8426207ffffffff,3.0,0.0,0.0,0.0,0.0
842620dffffffff,2.0,0.0,0.0,0.0,0.0
8426213ffffffff,2.0,0.0,0.0,0.0,0.0
8426215ffffffff,1.0,0.0,0.0,0.0,0.0
842621dffffffff,2.0,0.0,0.0,0.0,0.0
8426223ffffffff,2.0,0.0,0.0,0.0,0.0
842622dffffffff,5.0,0.0,0.0,0.0,0.0
8426231ffffffff,5.0,0.0,0.0,0.0,0.0
8426235ffffffff,20.0,0.0,0.0,0.0,0.0
8426237ffffffff,3.0,0.0,0.0,0.0,0.0
842623dffffffff,2.0,0.0,0.0,0.0,0.0
8426241ffffffff,2.0,0.0,0.0,0.0,0.0
8426245ffffffff,4.0,0.0,0.0,0.0,0.0
842624dffffffff,3.0,0.0,0.0,0.0,0.0
8426251ffffffff,1.0,0.0,0.0,0.0,0.0
8426259ffffffff,2.0,0.0,0.0,0.0,0.0
8426261ffffffff,1.0,0.0,0.0,0.0,0.0
8426263ffffffff,4.0,0.0,0.0,0.0,0.0
8426269ffffffff,2.0,0.0,0.0,0.0,0.0
842626dffffffff,10.0,0.0,0.0,0.0,0.0
8426289ffffffff,1.0,0.0,0.0,0.0,0.0
842628dffffffff,8.0,0.0,0.0,0.0,0.0
8426291ffffffff,3.0,0.0,0.0,0.0,0.0
8426293ffffffff,2.0,0.0,0.0,0.0,0.0
84262b1ffffffff,4.0,0.0,0.0,0.0,0.0
84262b3ffffffff,20.0,0.0,0.0,0.0,0.0
84262c1ffffffff,10.0,0.0,0.0,0.0,0.0
84262c7ffffffff,1.0,0.0,0.0,0.0,0.0
84262c9ffffffff,4.0,0.0,0.0,0.0,0.0
84262cdffffffff,7.0,0.0,0.0,0.0,0.0
84262dbffffffff,1.0,0.0,0.0,0.0,0.0
84262ddffffffff,2.0,0.0,0.0,0.0,0.0
84262e1ffffffff,15.0,0.0,0.0,0.0,0.0
84262e7ffffffff,2.0,0.0,0.0,0.0,0.0
842631dffffffff,1.0,0.0,0.0,0.0,0.0
8426349ffffffff,4.0,0.0,0.0,0.0,0.0
842634bffffffff,11.0,0.0,0.0,0.0,0.0
8426351ffffffff,2.0,0.0,0.0,0.0,0.0
8426357ffffffff,4.0,0.0,0.0,0.0,0.0
8426369ffffffff,3.0,0.0,0.0,0.0,0.0
8426401ffffffff,5.0,0.0,0.0,0.0,0.0
8426403ffffffff,4.0,0.0,0.0,2.0,0.0
8426405ffffffff,1.0,0.0,0.0,0.0,0.0
8426409ffffffff,1.0,0.0,0.0,0.0,0.0
842640dffffffff,9.0,0.0,0.0,0.0,0.0
8426415ffffffff,6.0,0.0,0.0,0.0,0.0
8426417ffffffff,8.0,0.0,0.0,0.0,0.0
842641dffffffff,4.0,0.0,0.0,0.0,0.0
8426427ffffffff,5.0,0.0,0.0,0.0,0.0
8426437ffffffff,4.0,0.0,0.0,0.0,0.0
8426439ffffffff,23.0,0.0,0.0,0.0,0.0
842643bffffffff,5.0,0.0,0.0,0.0,0.0
8426443ffffffff,1.0,0.0,0.0,0.0,0.0
