cell_id,Zentrygon linearis,Zentrygon linearis linearis,Zentrygon linearis trinitatis
825f4ffffffffff,11.0,0.0,1.0
826607fffffffff,42.0,1.0,0.0
82660ffffffffff,589.0,12.0,0.0
82661ffffffffff,252.0,0.0,0.0
826627fffffffff,2631.0,97.0,0.0
82662ffffffffff,107.0,0.0,0.0
826637fffffffff,5.0,0.0,0.0
8266c7fffffffff,117.0,0.0,0.0
8266e7fffffffff,643.0,4.0,0.0
826747fffffffff,244.0,2.0,0.0
82674ffffffffff,132.0,0.0,0.0
82675ffffffffff,174.0,0.0,0.0
