cell_id,Euplectes capensis,Euplectes capensis phoenicomerus,Euplectes capensis xanthomelas,Euplectes capensis [capensis Group]
82529ffffffffff,3.0,0.0,0.0,0.0
826adffffffffff,2.0,0.0,0.0,2.0
827a47fffffffff,21.0,0.0,0.0,2.0
827a4ffffffffff,24.0,0.0,0.0,0.0
827a67fffffffff,9.0,0.0,0.0,0.0
827a6ffffffffff,12.0,0.0,0.0,6.0
82971ffffffffff,1.0,0.0,0.0,1.0
82ad17fffffffff,2.0,0.0,0.0,0.0
82bcc7fffffffff,27.0,0.0,0.0,7.0
