cell_id,Podiceps occipitalis,Podiceps occipitalis juninensis,Podiceps occipitalis occipitalis
8466c69ffffffff,1.0,0.0,0.0
8466d33ffffffff,12.0,0.0,0.0
8466de5ffffffff,2.0,0.0,0.0
848b61dffffffff,2.0,0.0,0.0
848e62dffffffff,24.0,0.0,0.0
848e663ffffffff,4.0,2.0,0.0
848e66bffffffff,4.0,4.0,0.0
848f299ffffffff,11.0,1.0,0.0
848f513ffffffff,2.0,0.0,0.0
848f59dffffffff,2.0,0.0,0.0
84a8101ffffffff,30.0,0.0,7.0
84a8191ffffffff,18.0,0.0,1.0
84a865bffffffff,2.0,0.0,0.0
84a8a21ffffffff,3.0,0.0,0.0
84a94e5ffffffff,2.0,0.0,0.0
84b2007ffffffff,29.0,3.0,0.0
84b2031ffffffff,6.0,0.0,0.0
84b2039ffffffff,10.0,0.0,0.0
84b20cdffffffff,2.0,0.0,0.0
84b20edffffffff,2.0,0.0,2.0
84b2191ffffffff,15.0,0.0,0.0
84b2195ffffffff,3.0,0.0,0.0
84b2197ffffffff,27.0,0.0,11.0
84b21bbffffffff,52.0,0.0,4.0
84b21ddffffffff,2.0,0.0,0.0
84b2261ffffffff,1.0,0.0,1.0
84b228bffffffff,1.0,0.0,1.0
84b2431ffffffff,2.0,0.0,0.0
84b24b3ffffffff,2.0,0.0,0.0
84b24d3ffffffff,7.0,0.0,0.0
84b24e5ffffffff,2.0,0.0,0.0
84b25cdffffffff,2.0,0.0,0.0
84b2611ffffffff,2.0,0.0,0.0
84b2749ffffffff,4.0,0.0,0.0
84b2c0bffffffff,5.0,0.0,1.0
84b2c0dffffffff,38.0,0.0,2.0
84b2c2bffffffff,6.0,0.0,0.0
84b2c35ffffffff,2.0,0.0,0.0
84b2c39ffffffff,4.0,0.0,0.0
84b2c3dffffffff,3.0,0.0,0.0
84b2c5dffffffff,206.0,0.0,43.0
84b2ca9ffffffff,8.0,0.0,0.0
84b2cc7ffffffff,1.0,0.0,0.0
84b2ce5ffffffff,1.0,0.0,0.0
84b2d81ffffffff,3.0,0.0,0.0
84b2d87ffffffff,5.0,0.0,0.0
84b2d97ffffffff,10.0,0.0,0.0
84b2da3ffffffff,4.0,0.0,0.0
84b2dc3ffffffff,3.0,0.0,0.0
84b2dcbffffffff,3.0,0.0,0.0
84b2e3dffffffff,3.0,0.0,0.0
84b2e49ffffffff,10.0,10.0,0.0
84b2e65ffffffff,1.0,1.0,0.0
84b2ec7ffffffff,10.0,2.0,0.0
84b2eebffffffff,2.0,0.0,0.0
84b3059ffffffff,14.0,7.0,0.0
84b3511ffffffff,4.0,0.0,0.0
84b3513ffffffff,15.0,0.0,0.0
84b3515ffffffff,4.0,3.0,1.0
84b351bffffffff,3.0,0.0,0.0
84b3541ffffffff,13.0,13.0,0.0
84b3545ffffffff,63.0,40.0,0.0
84b354bffffffff,111.0,34.0,0.0
84b3551ffffffff,4.0,2.0,0.0
84b355bffffffff,8.0,0.0,0.0
84b355dffffffff,183.0,48.0,6.0
84b35cdffffffff,8.0,0.0,0.0
84b35e9ffffffff,8.0,0.0,0.0
84b3699ffffffff,6.0,0.0,0.0
84c21bbffffffff,1.0,0.0,0.0
84c2cadffffffff,1.0,0.0,0.0
84c2e31ffffffff,1.0,0.0,0.0
84c2e39ffffffff,1.0,0.0,0.0
84c2e69ffffffff,3.0,0.0,0.0
84c2e99ffffffff,2.0,0.0,0.0
84c2e9bffffffff,1.0,0.0,0.0
84c2f27ffffffff,11.0,0.0,0.0
84c3217ffffffff,3.0,0.0,3.0
84c32e1ffffffff,7.0,0.0,7.0
84c3427ffffffff,17.0,0.0,0.0
84c3487ffffffff,2.0,0.0,0.0
84c3497ffffffff,1.0,0.0,0.0
84c34bbffffffff,2.0,0.0,0.0
84c34bdffffffff,17.0,0.0,0.0
84c351bffffffff,1.0,0.0,0.0
84ce8c1ffffffff,3.0,0.0,0.0
84ce8c9ffffffff,2.0,0.0,0.0
84ce8cbffffffff,2.0,0.0,0.0
84ce8e1ffffffff,7.0,0.0,0.0
84ce9d7ffffffff,4.0,0.0,0.0
84cea2bffffffff,2.0,0.0,0.0
84cea35ffffffff,2.0,0.0,2.0
84ceac5ffffffff,4.0,0.0,0.0
84ceac7ffffffff,4.0,0.0,0.0
84cf123ffffffff,2.0,0.0,0.0
84cf8a3ffffffff,4.0,0.0,2.0
84cf8c5ffffffff,5.0,0.0,1.0
84cf8ebffffffff,9.0,0.0,2.0
84cfa0dffffffff,29.0,0.0,0.0
84cfa17ffffffff,10.0,0.0,3.0
84cfa21ffffffff,25.0,0.0,5.0
84cfa27ffffffff,21.0,0.0,3.0
84cfa45ffffffff,2.0,0.0,2.0
84cfa47ffffffff,11.0,0.0,2.0
84cfaa1ffffffff,2.0,0.0,0.0
84cfaa7ffffffff,4.0,0.0,0.0
84cfae3ffffffff,3.0,0.0,0.0
84cfae7ffffffff,2.0,0.0,0.0
84cfb13ffffffff,8.0,0.0,0.0
84de753ffffffff,1.0,0.0,0.0
84df683ffffffff,15.0,0.0,11.0
84df699ffffffff,39.0,0.0,33.0
84df6d7ffffffff,2.0,0.0,0.0
