cell_id,Coccothraustes vespertinus,Coccothraustes vespertinus (type 1),Coccothraustes vespertinus (type 2),Coccothraustes vespertinus (type 3),Coccothraustes vespertinus (type 4),Coccothraustes vespertinus (type 5)
840e45bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e48dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840e491ffffffff,86.0,0.0,0.0,0.0,0.0,0.0
840e493ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840e497ffffffff,193.0,0.0,0.0,0.0,0.0,0.0
840e499ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
840e49bffffffff,153.0,0.0,0.0,0.0,0.0,0.0
840e49dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e4a9ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
840e4b3ffffffff,150.0,0.0,0.0,0.0,0.0,0.0
840e4d1ffffffff,86.0,0.0,0.0,0.0,0.0,0.0
840e4d3ffffffff,46.0,0.0,0.0,0.0,0.0,0.0
840e4d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e4d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e4dbffffffff,416.0,0.0,0.0,0.0,0.0,0.0
840e5b3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e6b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ec81ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ec8dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ec91ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ec95ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840ec97ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840ec9dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840eca7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ecabffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ecb3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ecb9ffffffff,77.0,0.0,0.0,0.0,0.0,0.0
840ecbdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ecc1ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
840ecc9ffffffff,62.0,0.0,0.0,0.0,0.0,0.0
840ecd7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840edb9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840edbbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840edbdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840eeb5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84120a1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84120a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84120b7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84120cdffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412185ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412187ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84121abffffffff,15.0,0.0,0.0,0.0,0.0,0.0
84121b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84121bbffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84121bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84121dbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84121e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84121e3ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8412265ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412299ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412307ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412485ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412489ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412491ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412499ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841249dffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84124a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84124adffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84124d1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84124dbffffffff,14.0,0.0,0.0,0.0,0.0,0.0
84124e1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84124e5ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84124e7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412501ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412505ffffffff,64.0,0.0,0.0,0.0,0.0,0.0
8412507ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412511ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412515ffffffff,105.0,0.0,0.0,0.0,0.0,0.0
841251bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841251dffffffff,45.0,0.0,0.0,0.0,0.0,0.0
8412521ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
8412523ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8412525ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8412527ffffffff,44.0,0.0,0.0,0.0,0.0,0.0
841252dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412531ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412539ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841253bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412543ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412549ffffffff,49.0,0.0,0.0,0.0,0.0,0.0
841254bffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8412591ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412597ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841259dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84125c7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84125d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84125d3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84125d5ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84125d7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84125d9ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
84125dbffffffff,25.0,0.0,0.0,0.0,0.0,0.0
84126a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84126b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84126b3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84126b5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84126e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412723ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8412745ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841280dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412843ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412847ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
8412851ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8412853ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412857ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
841285bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412891ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8412893ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8412897ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412899ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
841289bffffffff,24.0,0.0,0.0,0.0,0.0,0.0
84128abffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84128bdffffffff,485.0,0.0,0.0,0.0,0.0,0.0
84128d3ffffffff,40.0,0.0,0.0,0.0,0.0,0.0
84128dbffffffff,21.0,0.0,0.0,0.0,0.0,0.0
84128e5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84128e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412993ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84129bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84129d9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412a35ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412a37ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8412a89ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412a97ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8412a99ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8412a9dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412aa5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412aa7ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412ab3ffffffff,68.0,0.0,0.0,0.0,0.0,0.0
8412ab5ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8412abbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412abdffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412ad7ffffffff,33.0,0.0,0.0,0.0,0.0,0.0
8412b13ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412c01ffffffff,38.0,0.0,0.0,0.0,0.0,0.0
8412c03ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412c07ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412c11ffffffff,40.0,0.0,0.0,0.0,0.0,0.0
8412c13ffffffff,70.0,0.0,0.0,0.0,0.0,0.0
8412c17ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412c19ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412c1bffffffff,63.0,0.0,0.0,0.0,0.0,0.0
8412c1dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412c21ffffffff,54.0,0.0,0.0,0.0,0.0,0.0
8412c25ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412c2dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412c33ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412c35ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412c39ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412c3bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412c43ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412c53ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412c5bffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8412c81ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412c85ffffffff,105.0,0.0,0.0,0.0,0.0,0.0
8412c87ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412ca1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412ca3ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8412ca5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412ca7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412cabffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8412cadffffffff,122.0,0.0,0.0,0.0,0.0,0.0
8412cb1ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8412cb5ffffffff,86.0,0.0,0.0,0.0,0.0,0.0
8412cb7ffffffff,34.0,0.0,0.0,0.0,0.0,0.0
8412cbdffffffff,35.0,0.0,0.0,0.0,0.0,0.0
8412cc1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412cc5ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
8412ccdffffffff,502.0,0.0,0.0,0.0,0.0,0.0
8412ce1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412ce5ffffffff,25.0,0.0,0.0,0.0,0.0,0.0
8412ce7ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
8412ce9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412cebffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d01ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8412d03ffffffff,30.0,0.0,0.0,0.0,0.0,0.0
8412d05ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d07ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
