cell_id,Setophaga coronata,Setophaga coronata coronata,Setophaga coronata auduboni,Setophaga coronata nigrifrons,Setophaga coronata goldmani,Setophaga coronata coronata x auduboni
820c07fffffffff,137.0,137.0,0.0,0.0,0.0,0.0
820c0ffffffffff,29.0,25.0,0.0,0.0,0.0,0.0
820c17fffffffff,269.0,155.0,0.0,0.0,0.0,0.0
820c1ffffffffff,17.0,3.0,0.0,0.0,0.0,0.0
820c27fffffffff,121.0,106.0,0.0,0.0,0.0,0.0
820c2ffffffffff,208.0,93.0,0.0,0.0,0.0,0.0
820c37fffffffff,35.0,30.0,0.0,0.0,0.0,0.0
820c47fffffffff,1879.0,947.0,0.0,0.0,0.0,0.0
820c57fffffffff,1615.0,701.0,0.0,0.0,0.0,0.0
820c5ffffffffff,153.0,15.0,0.0,0.0,0.0,0.0
820c67fffffffff,752.0,407.0,0.0,0.0,0.0,0.0
820c6ffffffffff,11.0,7.0,0.0,0.0,0.0,0.0
820c77fffffffff,8179.0,3762.0,0.0,0.0,0.0,0.0
820ccffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
820cdffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
820ce7fffffffff,28.0,9.0,0.0,0.0,0.0,0.0
820ceffffffffff,60.0,27.0,0.0,0.0,0.0,0.0
820d07fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
820d0ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
820d1ffffffffff,14.0,14.0,0.0,0.0,0.0,0.0
820d47fffffffff,172.0,136.0,0.0,0.0,0.0,0.0
820d4ffffffffff,334.0,152.0,0.0,0.0,0.0,0.0
820d57fffffffff,237.0,125.0,0.0,0.0,0.0,0.0
820d5ffffffffff,2622.0,547.0,0.0,0.0,0.0,0.0
820d67fffffffff,65.0,18.0,0.0,0.0,0.0,0.0
820d6ffffffffff,63.0,26.0,0.0,0.0,0.0,0.0
820d77fffffffff,79.0,7.0,0.0,0.0,0.0,0.0
820e2ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
820e47fffffffff,28.0,0.0,0.0,0.0,0.0,0.0
820e4ffffffffff,3006.0,26.0,0.0,0.0,0.0,0.0
820e57fffffffff,277.0,0.0,0.0,0.0,0.0,0.0
820e5ffffffffff,147.0,3.0,0.0,0.0,0.0,0.0
820e67fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
820e6ffffffffff,145.0,13.0,0.0,0.0,0.0,0.0
820e87fffffffff,969.0,0.0,0.0,0.0,0.0,0.0
820e8ffffffffff,50.0,0.0,0.0,0.0,0.0,0.0
820e97fffffffff,33.0,2.0,0.0,0.0,0.0,0.0
820e9ffffffffff,20.0,11.0,0.0,0.0,0.0,0.0
820ec7fffffffff,191.0,37.0,0.0,0.0,0.0,0.0
820ecffffffffff,1182.0,361.0,0.0,0.0,0.0,0.0
820ed7fffffffff,47.0,2.0,0.0,0.0,0.0,0.0
820edffffffffff,111.0,4.0,0.0,0.0,0.0,0.0
820ee7fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
820eeffffffffff,2172.0,879.0,0.0,0.0,0.0,0.0
820ef7fffffffff,68.0,25.0,0.0,0.0,0.0,0.0
820f4ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
820f5ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
821207fffffffff,3.0,2.0,0.0,0.0,0.0,0.0
82120ffffffffff,36.0,26.0,0.0,0.0,0.0,0.0
821217fffffffff,192.0,75.0,0.0,0.0,0.0,0.0
82121ffffffffff,713.0,219.0,13.0,0.0,0.0,0.0
821227fffffffff,22.0,13.0,0.0,0.0,0.0,0.0
82122ffffffffff,31.0,10.0,0.0,0.0,0.0,0.0
821237fffffffff,70.0,53.0,0.0,0.0,0.0,0.0
821247fffffffff,77.0,9.0,0.0,0.0,0.0,0.0
82124ffffffffff,87.0,14.0,0.0,0.0,0.0,0.0
821257fffffffff,1877.0,714.0,3.0,0.0,0.0,0.0
82125ffffffffff,1062.0,437.0,0.0,0.0,0.0,0.0
821267fffffffff,53.0,0.0,0.0,0.0,0.0,0.0
82126ffffffffff,24.0,3.0,0.0,0.0,0.0,0.0
821277fffffffff,496.0,272.0,0.0,0.0,0.0,0.0
821287fffffffff,950.0,42.0,149.0,0.0,0.0,2.0
82128ffffffffff,2265.0,99.0,876.0,0.0,0.0,0.0
821297fffffffff,86.0,50.0,3.0,0.0,0.0,0.0
82129ffffffffff,247.0,2.0,36.0,0.0,0.0,0.0
8212a7fffffffff,78.0,2.0,15.0,0.0,0.0,0.0
