cell_id,Apteryx australis,Apteryx australis australis,Apteryx australis lawryi
84bb2bbffffffff,3.0,2.0,0.0
84da835ffffffff,3.0,0.0,0.0
84da843ffffffff,5.0,3.0,0.0
84da8c5ffffffff,1.0,0.0,0.0
84da8c7ffffffff,2.0,0.0,0.0
84da8e9ffffffff,2.0,0.0,0.0
84da8ebffffffff,2.0,2.0,0.0
84daaabffffffff,33.0,0.0,20.0
