cell_id,Periparus ater,Periparus ater britannicus/hibernicus,Periparus ater [ater Group],Periparus ater ledouci/atlas,Periparus ater cypriotes,Periparus ater [phaeonotus Group],Periparus ater melanolophus,Periparus ater [aemodius Group],Periparus ater ptilosus/kuatunensis
821f77fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f87fffffffff,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821f8ffffffffff,15.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
821f97fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f9ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821faffffffffff,25.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
82209ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
8220e7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82248ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82255ffffffffff,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8225b7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
822c07fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822c1ffffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
822c27fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822d37fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822e77fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822eaffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823007fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82301ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823037fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82309ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8230e7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823197fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823867fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823877fffffffff,58.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0
823907fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82390ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823917fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82391ffffffffff,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
823927fffffffff,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82392ffffffffff,37.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
823937fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823947fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823957fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823967fffffffff,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
823977fffffffff,109.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
82398ffffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
823997fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c07fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
823c0ffffffffff,16.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0
823c1ffffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
823c57fffffffff,67.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0
823c5ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
823d17fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
823d27fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823d37fffffffff,48.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0
823daffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823f4ffffffffff,21.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0
823f67fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82411ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824187fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824197fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
824ba7fffffffff,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
