cell_id,Pterodroma hasitata,Pterodroma hasitata (White-faced),Pterodroma hasitata (Dark-faced)
822a0ffffffffff,1.0,0.0,0.0
822a1ffffffffff,7.0,0.0,1.0
822a2ffffffffff,1.0,0.0,0.0
822ac7fffffffff,3090.0,107.0,82.0
822acffffffffff,1.0,0.0,0.0
822ad7fffffffff,1.0,0.0,0.0
822af7fffffffff,553.0,32.0,14.0
823baffffffffff,1.0,0.0,0.0
