cell_id,Cecropis daurica,Cecropis daurica [daurica Group],Cecropis daurica [striolata Group]
8330e3fffffffff,2.0,2.0,0.0
8330e4fffffffff,3.0,3.0,0.0
8330e5fffffffff,14.0,14.0,0.0
8330f3fffffffff,10.0,10.0,0.0
833101fffffffff,1.0,1.0,0.0
833105fffffffff,2.0,2.0,0.0
83310bfffffffff,2.0,2.0,0.0
833118fffffffff,2.0,2.0,0.0
83312afffffffff,4.0,4.0,0.0
83312dfffffffff,1.0,1.0,0.0
83312efffffffff,10.0,10.0,0.0
833142fffffffff,2.0,2.0,0.0
833146fffffffff,1.0,1.0,0.0
833155fffffffff,6.0,6.0,0.0
833163fffffffff,2.0,2.0,0.0
83316cfffffffff,66.0,66.0,0.0
83316dfffffffff,17.0,17.0,0.0
83316efffffffff,23.0,23.0,0.0
833170fffffffff,1.0,1.0,0.0
833176fffffffff,3.0,3.0,0.0
833181fffffffff,6.0,6.0,0.0
833185fffffffff,90.0,90.0,0.0
833188fffffffff,7.0,7.0,0.0
83318cfffffffff,8.0,8.0,0.0
83318dfffffffff,558.0,558.0,0.0
833190fffffffff,2.0,2.0,0.0
833192fffffffff,9.0,9.0,0.0
833199fffffffff,2.0,2.0,0.0
83319dfffffffff,4.0,4.0,0.0
8331a8fffffffff,29.0,29.0,0.0
8331aafffffffff,505.0,505.0,0.0
8331abfffffffff,2.0,2.0,0.0
8331aefffffffff,2.0,2.0,0.0
833c02fffffffff,1037.0,1036.0,0.0
833c06fffffffff,34.0,34.0,0.0
833c0afffffffff,36.0,36.0,0.0
833c0bfffffffff,14.0,14.0,0.0
833c13fffffffff,2.0,2.0,0.0
833c15fffffffff,31.0,31.0,0.0
833c16fffffffff,4.0,4.0,0.0
833c18fffffffff,11.0,11.0,0.0
833c19fffffffff,78.0,78.0,0.0
833c1afffffffff,2.0,2.0,0.0
833c1bfffffffff,15.0,15.0,0.0
833c1cfffffffff,76.0,76.0,0.0
833c1dfffffffff,99.0,99.0,0.0
833c30fffffffff,22.0,22.0,0.0
833c31fffffffff,12.0,12.0,0.0
833c33fffffffff,103.0,103.0,0.0
833c34fffffffff,15.0,15.0,0.0
833c36fffffffff,12.0,12.0,0.0
833c42fffffffff,1.0,1.0,0.0
833c5afffffffff,11.0,0.0,6.0
833c68fffffffff,29.0,29.0,0.0
833c6afffffffff,16.0,16.0,0.0
833c6bfffffffff,6.0,6.0,0.0
833c80fffffffff,39.0,39.0,0.0
833c82fffffffff,3.0,3.0,0.0
833c83fffffffff,23.0,23.0,0.0
833c84fffffffff,2.0,2.0,0.0
833c88fffffffff,35.0,35.0,0.0
833c89fffffffff,26.0,26.0,0.0
833c8cfffffffff,97.0,97.0,0.0
833c8dfffffffff,36.0,36.0,0.0
833c8efffffffff,127.0,127.0,0.0
833c90fffffffff,21.0,21.0,0.0
833c91fffffffff,18.0,18.0,0.0
833c92fffffffff,95.0,95.0,0.0
833c93fffffffff,8.0,8.0,0.0
833c94fffffffff,41.0,41.0,0.0
833c95fffffffff,31.0,31.0,0.0
833c96fffffffff,6.0,6.0,0.0
833c9cfffffffff,7.0,7.0,0.0
833c9dfffffffff,37.0,37.0,0.0
833c9efffffffff,10.0,10.0,0.0
833ca0fffffffff,2.0,2.0,0.0
833ca2fffffffff,12.0,12.0,0.0
833ca4fffffffff,18.0,18.0,0.0
833ca5fffffffff,4.0,4.0,0.0
833ca8fffffffff,86.0,86.0,0.0
833ca9fffffffff,27.0,27.0,0.0
833cabfffffffff,43.0,43.0,0.0
833cacfffffffff,3.0,3.0,0.0
833cadfffffffff,11.0,11.0,0.0
833caefffffffff,4.0,4.0,0.0
833cb0fffffffff,14.0,14.0,0.0
833cb1fffffffff,144.0,144.0,0.0
833cb3fffffffff,66.0,66.0,0.0
833cb4fffffffff,141.0,141.0,0.0
833cb5fffffffff,352.0,352.0,0.0
833cb6fffffffff,96.0,96.0,0.0
833cc0fffffffff,92.0,4.0,85.0
833cc1fffffffff,15.0,0.0,15.0
833cc2fffffffff,22.0,22.0,0.0
833cc3fffffffff,39.0,3.0,36.0
833cc4fffffffff,49.0,49.0,0.0
833cc5fffffffff,30.0,0.0,8.0
833cc6fffffffff,25.0,25.0,0.0
833cc8fffffffff,3.0,3.0,0.0
833cc9fffffffff,2.0,2.0,0.0
833ccafffffffff,4.0,4.0,0.0
833ccbfffffffff,2.0,2.0,0.0
833cccfffffffff,52.0,0.0,52.0
833cd1fffffffff,14.0,14.0,0.0
833cd4fffffffff,18.0,18.0,0.0
833cd5fffffffff,2.0,2.0,0.0
833cd8fffffffff,11.0,8.0,0.0
833cd9fffffffff,33.0,29.0,4.0
833cdbfffffffff,7.0,7.0,0.0
833cdcfffffffff,20.0,20.0,0.0
833cddfffffffff,1.0,1.0,0.0
833ce1fffffffff,121.0,57.0,43.0
833ce2fffffffff,6.0,1.0,1.0
833ce3fffffffff,13.0,0.0,13.0
833ce4fffffffff,37.0,37.0,0.0
833ce5fffffffff,40.0,40.0,0.0
833ce8fffffffff,122.0,0.0,114.0
833ce9fffffffff,60.0,1.0,59.0
833ceafffffffff,38.0,0.0,38.0
833cebfffffffff,34.0,0.0,34.0
833cecfffffffff,142.0,0.0,135.0
833cedfffffffff,5.0,0.0,0.0
833cf0fffffffff,3.0,3.0,0.0
833cf1fffffffff,154.0,154.0,0.0
833cf2fffffffff,300.0,297.0,0.0
833cf3fffffffff,7.0,7.0,0.0
833cf4fffffffff,21.0,21.0,0.0
833cf6fffffffff,44.0,44.0,0.0
833d10fffffffff,1429.0,1428.0,0.0
833d11fffffffff,16.0,16.0,0.0
833d12fffffffff,1.0,0.0,0.0
833d13fffffffff,4043.0,4043.0,0.0
833d14fffffffff,90.0,90.0,0.0
833d15fffffffff,48.0,48.0,0.0
833d16fffffffff,6.0,6.0,0.0
833d1afffffffff,25.0,25.0,0.0
833d1efffffffff,231.0,231.0,0.0
833d30fffffffff,36.0,36.0,0.0
833d32fffffffff,20.0,20.0,0.0
833d33fffffffff,60.0,60.0,0.0
833d34fffffffff,25.0,25.0,0.0
833d36fffffffff,49.0,49.0,0.0
833d80fffffffff,28.0,28.0,0.0
833d81fffffffff,2.0,2.0,0.0
833d82fffffffff,4.0,4.0,0.0
833d83fffffffff,7.0,7.0,0.0
833d84fffffffff,329.0,329.0,0.0
833d85fffffffff,109.0,109.0,0.0
833d86fffffffff,49.0,49.0,0.0
833d88fffffffff,4.0,4.0,0.0
833d89fffffffff,2.0,2.0,0.0
833d8afffffffff,4.0,4.0,0.0
833d8bfffffffff,18.0,18.0,0.0
833d8cfffffffff,4.0,4.0,0.0
833d8dfffffffff,21.0,21.0,0.0
833d91fffffffff,52.0,52.0,0.0
833d92fffffffff,126.0,126.0,0.0
833d93fffffffff,35.0,35.0,0.0
833d94fffffffff,6.0,6.0,0.0
833d95fffffffff,2.0,2.0,0.0
833d96fffffffff,198.0,198.0,0.0
833d98fffffffff,103.0,103.0,0.0
833d99fffffffff,109.0,109.0,0.0
833d9afffffffff,94.0,94.0,0.0
833d9bfffffffff,682.0,682.0,0.0
833d9cfffffffff,4.0,4.0,0.0
833d9dfffffffff,395.0,395.0,0.0
833d9efffffffff,478.0,478.0,0.0
833da0fffffffff,7.0,7.0,0.0
833da1fffffffff,700.0,700.0,0.0
833da2fffffffff,62.0,62.0,0.0
833da3fffffffff,299.0,299.0,0.0
833da5fffffffff,32.0,32.0,0.0
833da6fffffffff,42.0,42.0,0.0
833da8fffffffff,5.0,5.0,0.0
833da9fffffffff,16.0,16.0,0.0
833daafffffffff,12.0,12.0,0.0
833dabfffffffff,2.0,2.0,0.0
833dacfffffffff,43.0,43.0,0.0
833dadfffffffff,1623.0,1623.0,0.0
833daefffffffff,12.0,12.0,0.0
833db0fffffffff,12.0,12.0,0.0
833db1fffffffff,58.0,58.0,0.0
833db2fffffffff,137.0,137.0,0.0
833db3fffffffff,167.0,167.0,0.0
833db4fffffffff,13.0,13.0,0.0
833db5fffffffff,153.0,153.0,0.0
833db6fffffffff,235.0,235.0,0.0
834001fffffffff,3.0,3.0,0.0
834004fffffffff,10.0,10.0,0.0
834005fffffffff,3.0,3.0,0.0
83400afffffffff,1.0,1.0,0.0
83400cfffffffff,6.0,6.0,0.0
83400efffffffff,1.0,1.0,0.0
834010fffffffff,2.0,2.0,0.0
834013fffffffff,4.0,4.0,0.0
834018fffffffff,2.0,2.0,0.0
834019fffffffff,6.0,6.0,0.0
83401dfffffffff,7.0,7.0,0.0
834020fffffffff,2.0,2.0,0.0
834022fffffffff,3.0,3.0,0.0
83402afffffffff,2.0,2.0,0.0
83402dfffffffff,105.0,105.0,0.0
834030fffffffff,2.0,2.0,0.0
834034fffffffff,24.0,24.0,0.0
834036fffffffff,5.0,5.0,0.0
834041fffffffff,10.0,1.0,0.0
834043fffffffff,10.0,10.0,0.0
834045fffffffff,6.0,6.0,0.0
834049fffffffff,4.0,4.0,0.0
83404cfffffffff,176.0,112.0,46.0
83404dfffffffff,213.0,73.0,120.0
83404efffffffff,6.0,2.0,4.0
834052fffffffff,7.0,7.0,0.0
834059fffffffff,2.0,2.0,0.0
83405afffffffff,2.0,2.0,0.0
83405cfffffffff,5.0,4.0,1.0
83405dfffffffff,1.0,1.0,0.0
834061fffffffff,14.0,6.0,8.0
834064fffffffff,2.0,2.0,0.0
834065fffffffff,109.0,17.0,88.0
834066fffffffff,9.0,1.0,8.0
83406bfffffffff,40.0,23.0,5.0
83406cfffffffff,1.0,1.0,0.0
834071fffffffff,5.0,3.0,2.0
834073fffffffff,2.0,2.0,0.0
834075fffffffff,12.0,12.0,0.0
834088fffffffff,5.0,5.0,0.0
834089fffffffff,14.0,14.0,0.0
83408afffffffff,2.0,2.0,0.0
83408bfffffffff,1.0,1.0,0.0
83408dfffffffff,15.0,15.0,0.0
83408efffffffff,6.0,6.0,0.0
834090fffffffff,4.0,4.0,0.0
834095fffffffff,6.0,6.0,0.0
834096fffffffff,2.0,2.0,0.0
83409dfffffffff,1.0,1.0,0.0
8340a0fffffffff,2.0,2.0,0.0
8340a1fffffffff,1.0,1.0,0.0
8340a6fffffffff,12.0,12.0,0.0
8340a8fffffffff,2.0,2.0,0.0
8340acfffffffff,5.0,5.0,0.0
8340aefffffffff,5.0,5.0,0.0
8340b5fffffffff,67.0,67.0,0.0
8340c0fffffffff,2.0,2.0,0.0
8340c2fffffffff,2.0,2.0,0.0
8340c5fffffffff,12.0,12.0,0.0
8340c6fffffffff,14.0,14.0,0.0
8340e1fffffffff,75.0,75.0,0.0
8340e2fffffffff,1.0,1.0,0.0
8340e3fffffffff,96.0,96.0,0.0
8340e5fffffffff,8.0,8.0,0.0
8340e6fffffffff,6.0,6.0,0.0
8340ecfffffffff,18.0,18.0,0.0
8340eefffffffff,3.0,3.0,0.0
8340f1fffffffff,6.0,6.0,0.0
8340f3fffffffff,1.0,1.0,0.0
8340f6fffffffff,1.0,1.0,0.0
834103fffffffff,15.0,15.0,0.0
834108fffffffff,1.0,1.0,0.0
834109fffffffff,9.0,9.0,0.0
83410afffffffff,2.0,2.0,0.0
834110fffffffff,2.0,2.0,0.0
834111fffffffff,8.0,8.0,0.0
834112fffffffff,4.0,4.0,0.0
834116fffffffff,5.0,5.0,0.0
834118fffffffff,30.0,30.0,0.0
834119fffffffff,14.0,14.0,0.0
83411afffffffff,11.0,11.0,0.0
83411bfffffffff,2.0,2.0,0.0
83411cfffffffff,431.0,431.0,0.0
83411dfffffffff,50.0,50.0,0.0
834133fffffffff,15.0,0.0,15.0
834142fffffffff,8.0,8.0,0.0
834143fffffffff,37.0,24.0,0.0
834148fffffffff,6.0,0.0,6.0
834149fffffffff,23.0,7.0,16.0
83414bfffffffff,8.0,2.0,4.0
83414cfffffffff,16.0,3.0,9.0
83414dfffffffff,19.0,11.0,7.0
83414efffffffff,2.0,2.0,0.0
834150fffffffff,2.0,2.0,0.0
834153fffffffff,3.0,3.0,0.0
834154fffffffff,30.0,30.0,0.0
834158fffffffff,11.0,10.0,1.0
834159fffffffff,3.0,3.0,0.0
83415afffffffff,13.0,13.0,0.0
83415cfffffffff,13.0,12.0,0.0
83415efffffffff,29.0,29.0,0.0
834161fffffffff,5.0,2.0,1.0
834164fffffffff,1.0,1.0,0.0
834165fffffffff,11.0,4.0,6.0
834168fffffffff,25.0,14.0,11.0
834169fffffffff,4.0,2.0,2.0
83416afffffffff,8.0,4.0,4.0
83416bfffffffff,14.0,4.0,4.0
83416cfffffffff,6.0,5.0,0.0
83416dfffffffff,14.0,12.0,2.0
834171fffffffff,7.0,7.0,0.0
834180fffffffff,1.0,1.0,0.0
834183fffffffff,1.0,1.0,0.0
834184fffffffff,7.0,7.0,0.0
834185fffffffff,58.0,58.0,0.0
834186fffffffff,3.0,3.0,0.0
834189fffffffff,1.0,1.0,0.0
83418bfffffffff,6.0,6.0,0.0
83418dfffffffff,2.0,2.0,0.0
834190fffffffff,13.0,13.0,0.0
834191fffffffff,58.0,58.0,0.0
834192fffffffff,87.0,87.0,0.0
834194fffffffff,3.0,3.0,0.0
834195fffffffff,3.0,3.0,0.0
834196fffffffff,2.0,2.0,0.0
834199fffffffff,3.0,3.0,0.0
83419bfffffffff,2.0,2.0,0.0
83419efffffffff,3.0,3.0,0.0
8341a0fffffffff,24.0,24.0,0.0
8341a2fffffffff,1.0,1.0,0.0
8341a3fffffffff,5.0,5.0,0.0
8341a4fffffffff,14.0,14.0,0.0
8341a5fffffffff,245.0,245.0,0.0
8341a9fffffffff,4.0,4.0,0.0
8341abfffffffff,10.0,10.0,0.0
8341b1fffffffff,2.0,2.0,0.0
8341b2fffffffff,7.0,7.0,0.0
8341b3fffffffff,17.0,17.0,0.0
8341b4fffffffff,441.0,436.0,0.0
8341b5fffffffff,115.0,108.0,0.0
8341b6fffffffff,7.0,7.0,0.0
834248fffffffff,2.0,2.0,0.0
834249fffffffff,90.0,90.0,0.0
834251fffffffff,5.0,5.0,0.0
834253fffffffff,5.0,5.0,0.0
834259fffffffff,2.0,2.0,0.0
83425afffffffff,48.0,47.0,0.0
83425efffffffff,5.0,5.0,0.0
8342c0fffffffff,296.0,296.0,0.0
8342c1fffffffff,178.0,178.0,0.0
8342c2fffffffff,90.0,90.0,0.0
8342c3fffffffff,175.0,175.0,0.0
8342c4fffffffff,876.0,876.0,0.0
8342c5fffffffff,493.0,493.0,0.0
8342c6fffffffff,72.0,72.0,0.0
8342c8fffffffff,22.0,22.0,0.0
8342c9fffffffff,13.0,13.0,0.0
8342cafffffffff,107.0,107.0,0.0
8342cbfffffffff,15.0,15.0,0.0
8342ccfffffffff,389.0,389.0,0.0
8342cdfffffffff,109.0,109.0,0.0
8342cefffffffff,346.0,346.0,0.0
8342d1fffffffff,11.0,11.0,0.0
8342d9fffffffff,99.0,99.0,0.0
8342dbfffffffff,297.0,297.0,0.0
8342dcfffffffff,244.0,244.0,0.0
8342ddfffffffff,401.0,401.0,0.0
8342e2fffffffff,130.0,130.0,0.0
8342e3fffffffff,121.0,121.0,0.0
8342e8fffffffff,2.0,2.0,0.0
8342e9fffffffff,20.0,20.0,0.0
8342eafffffffff,12.0,12.0,0.0
8342ebfffffffff,142.0,142.0,0.0
8343a1fffffffff,10.0,10.0,0.0
834a24fffffffff,5.0,5.0,0.0
834b12fffffffff,9.0,2.0,7.0
834b30fffffffff,5.0,5.0,0.0
834b34fffffffff,12.0,12.0,0.0
834b35fffffffff,16.0,16.0,0.0
834b56fffffffff,3.0,3.0,0.0
834b64fffffffff,1.0,1.0,0.0
834b65fffffffff,11.0,11.0,0.0
834b66fffffffff,1.0,1.0,0.0
834b6dfffffffff,2.0,2.0,0.0
834b82fffffffff,3.0,0.0,3.0
834b84fffffffff,522.0,13.0,500.0
834b86fffffffff,1510.0,254.0,1144.0
834b91fffffffff,97.0,0.0,97.0
834b93fffffffff,12.0,0.0,12.0
834b9cfffffffff,12.0,0.0,12.0
834ba0fffffffff,1754.0,54.0,1677.0
834ba1fffffffff,406.0,239.0,142.0
834ba2fffffffff,14837.0,27.0,14799.0
834ba3fffffffff,628.0,12.0,615.0
834ba5fffffffff,579.0,122.0,408.0
834ba6fffffffff,246.0,0.0,246.0
834ba8fffffffff,2.0,2.0,0.0
834bb1fffffffff,8365.0,50.0,8288.0
834bb5fffffffff,4384.0,35.0,4346.0
836002fffffffff,1227.0,1227.0,0.0
836004fffffffff,72.0,72.0,0.0
836006fffffffff,894.0,894.0,0.0
836010fffffffff,232.0,232.0,0.0
836011fffffffff,751.0,751.0,0.0
836012fffffffff,118.0,118.0,0.0
836013fffffffff,135.0,135.0,0.0
836014fffffffff,8751.0,8747.0,0.0
836015fffffffff,4089.0,4089.0,0.0
836016fffffffff,6386.0,6385.0,0.0
83601afffffffff,6.0,6.0,0.0
83601efffffffff,782.0,782.0,0.0
836022fffffffff,301.0,301.0,0.0
836026fffffffff,318.0,318.0,0.0
836030fffffffff,266.0,266.0,0.0
836031fffffffff,5154.0,5153.0,0.0
836032fffffffff,1671.0,1671.0,0.0
836033fffffffff,4882.0,4880.0,0.0
836034fffffffff,170.0,170.0,0.0
836035fffffffff,654.0,653.0,0.0
836036fffffffff,501.0,501.0,0.0
836080fffffffff,104.0,104.0,0.0
836081fffffffff,69.0,69.0,0.0
836082fffffffff,5.0,5.0,0.0
836083fffffffff,3.0,3.0,0.0
836084fffffffff,395.0,395.0,0.0
836085fffffffff,45.0,45.0,0.0
836086fffffffff,16.0,16.0,0.0
836088fffffffff,1911.0,1910.0,0.0
836089fffffffff,38.0,38.0,0.0
83608afffffffff,117.0,117.0,0.0
83608bfffffffff,832.0,831.0,0.0
83608cfffffffff,165.0,165.0,0.0
83608dfffffffff,274.0,274.0,0.0
83608efffffffff,1816.0,1815.0,0.0
836090fffffffff,191.0,191.0,0.0
836091fffffffff,109.0,109.0,0.0
836092fffffffff,204.0,204.0,0.0
836093fffffffff,73.0,73.0,0.0
836094fffffffff,96.0,96.0,0.0
836095fffffffff,21.0,21.0,0.0
836096fffffffff,469.0,469.0,0.0
836098fffffffff,97.0,97.0,0.0
836099fffffffff,132.0,132.0,0.0
83609afffffffff,19.0,19.0,0.0
83609bfffffffff,10.0,10.0,0.0
83609cfffffffff,64.0,64.0,0.0
83609dfffffffff,131.0,131.0,0.0
83609efffffffff,1575.0,1575.0,0.0
8360a0fffffffff,225.0,225.0,0.0
8360a1fffffffff,327.0,327.0,0.0
8360a2fffffffff,1211.0,1210.0,0.0
8360a3fffffffff,130.0,130.0,0.0
8360a4fffffffff,19.0,19.0,0.0
8360a5fffffffff,131.0,131.0,0.0
8360a6fffffffff,439.0,439.0,0.0
8360a8fffffffff,425.0,425.0,0.0
8360a9fffffffff,3044.0,3043.0,0.0
8360aafffffffff,104.0,104.0,0.0
8360abfffffffff,130.0,130.0,0.0
8360acfffffffff,130.0,130.0,0.0
8360adfffffffff,513.0,513.0,0.0
8360aefffffffff,195.0,194.0,0.0
8360b0fffffffff,47.0,47.0,0.0
8360b1fffffffff,1185.0,1185.0,0.0
8360b2fffffffff,27.0,27.0,0.0
8360b3fffffffff,67.0,67.0,0.0
8360b4fffffffff,58.0,58.0,0.0
8360b5fffffffff,97.0,97.0,0.0
8360b6fffffffff,17.0,17.0,0.0
8360f6fffffffff,25.0,25.0,0.0
836100fffffffff,11.0,11.0,0.0
836102fffffffff,72.0,71.0,0.0
836103fffffffff,1.0,1.0,0.0
836106fffffffff,19.0,19.0,0.0
836111fffffffff,10.0,10.0,0.0
83611afffffffff,5.0,5.0,0.0
83611bfffffffff,83.0,83.0,0.0
83611cfffffffff,11.0,11.0,0.0
836188fffffffff,535.0,535.0,0.0
836189fffffffff,4230.0,4229.0,0.0
83618afffffffff,51.0,51.0,0.0
83618bfffffffff,459.0,459.0,0.0
83618cfffffffff,609.0,608.0,0.0
83618dfffffffff,229.0,229.0,0.0
83618efffffffff,76.0,76.0,0.0
836198fffffffff,12.0,12.0,0.0
836199fffffffff,12.0,12.0,0.0
83619afffffffff,32.0,32.0,0.0
83619bfffffffff,28.0,28.0,0.0
83619efffffffff,1.0,1.0,0.0
8361a9fffffffff,62.0,62.0,0.0
8361abfffffffff,189.0,189.0,0.0
8361adfffffffff,2.0,2.0,0.0
83640afffffffff,12.0,12.0,0.0
83640bfffffffff,10.0,10.0,0.0
836412fffffffff,2.0,2.0,0.0
836416fffffffff,415.0,392.0,0.0
83641bfffffffff,2.0,2.0,0.0
836422fffffffff,6.0,6.0,0.0
836426fffffffff,5.0,5.0,0.0
836428fffffffff,2.0,2.0,0.0
836431fffffffff,25.0,25.0,0.0
836432fffffffff,265.0,265.0,0.0
836433fffffffff,2.0,1.0,1.0
836434fffffffff,2.0,2.0,0.0
836435fffffffff,51.0,43.0,0.0
836480fffffffff,71.0,32.0,33.0
836482fffffffff,903.0,185.0,674.0
836483fffffffff,4.0,2.0,2.0
836484fffffffff,116.0,114.0,2.0
836485fffffffff,13.0,8.0,5.0
836486fffffffff,12.0,12.0,0.0
83648bfffffffff,2.0,2.0,0.0
83648cfffffffff,16.0,15.0,1.0
83648dfffffffff,6.0,6.0,0.0
836490fffffffff,140.0,34.0,103.0
836491fffffffff,483.0,106.0,364.0
836492fffffffff,8.0,2.0,6.0
836494fffffffff,16.0,11.0,5.0
836495fffffffff,37.0,2.0,35.0
836496fffffffff,11.0,0.0,1.0
836498fffffffff,90.0,37.0,46.0
83649afffffffff,2.0,0.0,2.0
83649bfffffffff,2.0,0.0,2.0
83649cfffffffff,18.0,4.0,12.0
83649dfffffffff,3.0,1.0,2.0
83649efffffffff,2.0,2.0,0.0
8364a0fffffffff,66.0,64.0,0.0
8364a1fffffffff,48.0,10.0,36.0
8364a2fffffffff,167.0,165.0,0.0
8364a3fffffffff,97.0,80.0,9.0
8364a4fffffffff,340.0,332.0,0.0
8364a5fffffffff,169.0,91.0,62.0
8364a6fffffffff,37.0,37.0,0.0
8364abfffffffff,9.0,9.0,0.0
8364b0fffffffff,38.0,19.0,17.0
8364b1fffffffff,112.0,53.0,55.0
8364b2fffffffff,87.0,68.0,12.0
8364b3fffffffff,39.0,20.0,19.0
8364b4fffffffff,45.0,23.0,14.0
8364b5fffffffff,87.0,27.0,53.0
8364b6fffffffff,101.0,62.0,16.0
8364e4fffffffff,87.0,87.0,0.0
836500fffffffff,15.0,15.0,0.0
836502fffffffff,3.0,3.0,0.0
836504fffffffff,3.0,3.0,0.0
836505fffffffff,3.0,3.0,0.0
836518fffffffff,3.0,3.0,0.0
836519fffffffff,2.0,2.0,0.0
83651bfffffffff,4.0,3.0,0.0
83651cfffffffff,2.0,2.0,0.0
836520fffffffff,115.0,115.0,0.0
836522fffffffff,4.0,4.0,0.0
836523fffffffff,22.0,22.0,0.0
836526fffffffff,158.0,157.0,0.0
836531fffffffff,2.0,2.0,0.0
836580fffffffff,32.0,29.0,0.0
836581fffffffff,2.0,2.0,0.0
836582fffffffff,74.0,66.0,3.0
836583fffffffff,31.0,29.0,0.0
836584fffffffff,90.0,90.0,0.0
836585fffffffff,21.0,21.0,0.0
836586fffffffff,6.0,6.0,0.0
836588fffffffff,1.0,1.0,0.0
836589fffffffff,34.0,34.0,0.0
83658afffffffff,62.0,62.0,0.0
83658bfffffffff,202.0,188.0,0.0
83658efffffffff,2.0,2.0,0.0
836590fffffffff,25.0,15.0,8.0
836591fffffffff,410.0,356.0,43.0
836592fffffffff,5.0,2.0,2.0
836593fffffffff,15.0,10.0,5.0
836595fffffffff,10.0,10.0,0.0
836596fffffffff,2.0,2.0,0.0
836598fffffffff,45.0,45.0,0.0
836599fffffffff,619.0,599.0,0.0
83659afffffffff,11.0,7.0,0.0
83659bfffffffff,6.0,6.0,0.0
83659cfffffffff,60.0,51.0,9.0
83659dfffffffff,12.0,12.0,0.0
83659efffffffff,1.0,0.0,0.0
8365a2fffffffff,3.0,3.0,0.0
8365a3fffffffff,2.0,2.0,0.0
8365b0fffffffff,121.0,81.0,27.0
8365b2fffffffff,101.0,88.0,6.0
8365b3fffffffff,158.0,151.0,1.0
8365b5fffffffff,15.0,10.0,1.0
8365b6fffffffff,102.0,56.0,22.0
836802fffffffff,11.0,11.0,0.0
836828fffffffff,13.0,0.0,13.0
836842fffffffff,2.0,0.0,2.0
836843fffffffff,4.0,0.0,4.0
836844fffffffff,48.0,0.0,48.0
836846fffffffff,6.0,0.0,6.0
83684efffffffff,2.0,0.0,2.0
83685cfffffffff,2.0,0.0,2.0
836862fffffffff,3.0,0.0,3.0
836875fffffffff,11.0,0.0,11.0
