cell_id,Thinornis dubius,Thinornis dubius curonicus,Thinornis dubius dubius/jerdoni
82184ffffffffff,807.0,2.0,0.0
82185ffffffffff,42.0,0.0,0.0
821867fffffffff,7.0,0.0,0.0
82186ffffffffff,100.0,0.0,0.0
821877fffffffff,18.0,2.0,0.0
82192ffffffffff,5.0,5.0,0.0
821947fffffffff,1582.0,229.0,0.0
82194ffffffffff,851.0,27.0,0.0
821957fffffffff,101.0,0.0,0.0
82195ffffffffff,791.0,20.0,0.0
82196ffffffffff,638.0,2.0,0.0
821977fffffffff,222.0,2.0,0.0
821e07fffffffff,1403.0,43.0,0.0
821e0ffffffffff,552.0,6.0,0.0
821e17fffffffff,264.0,1.0,0.0
821e1ffffffffff,319.0,1.0,0.0
821e27fffffffff,316.0,2.0,0.0
821e2ffffffffff,167.0,0.0,0.0
821e37fffffffff,1080.0,16.0,0.0
821e47fffffffff,12.0,0.0,0.0
821e4ffffffffff,12.0,0.0,0.0
821e57fffffffff,44.0,1.0,0.0
821e5ffffffffff,203.0,0.0,0.0
821e67fffffffff,36.0,0.0,0.0
821e6ffffffffff,8.0,0.0,0.0
821e77fffffffff,18.0,0.0,0.0
821e87fffffffff,140.0,0.0,0.0
821e8ffffffffff,6.0,0.0,0.0
821e97fffffffff,5.0,0.0,0.0
821ea7fffffffff,175.0,0.0,0.0
821eaffffffffff,65.0,0.0,0.0
821eb7fffffffff,91.0,4.0,0.0
821ec7fffffffff,493.0,4.0,0.0
821ecffffffffff,625.0,11.0,0.0
821ed7fffffffff,121.0,2.0,0.0
821edffffffffff,563.0,17.0,0.0
821ee7fffffffff,30.0,0.0,0.0
821eeffffffffff,359.0,8.0,0.0
821ef7fffffffff,47.0,0.0,0.0
821f07fffffffff,173.0,30.0,0.0
821f0ffffffffff,165.0,0.0,0.0
821f17fffffffff,310.0,3.0,0.0
821f1ffffffffff,194.0,9.0,0.0
821f27fffffffff,39.0,1.0,0.0
821f2ffffffffff,103.0,0.0,0.0
821f37fffffffff,78.0,14.0,0.0
821f47fffffffff,22.0,0.0,0.0
821f4ffffffffff,104.0,0.0,0.0
821f57fffffffff,205.0,0.0,0.0
821f5ffffffffff,99.0,0.0,0.0
821f67fffffffff,34.0,0.0,0.0
821f6ffffffffff,2.0,0.0,0.0
821f77fffffffff,58.0,0.0,0.0
821f87fffffffff,278.0,2.0,0.0
821f8ffffffffff,423.0,148.0,0.0
821f97fffffffff,33.0,7.0,0.0
821f9ffffffffff,102.0,8.0,0.0
821fa7fffffffff,185.0,3.0,0.0
821faffffffffff,543.0,8.0,0.0
821fb7fffffffff,260.0,0.0,0.0
82200ffffffffff,15.0,2.0,0.0
822017fffffffff,26.0,5.0,0.0
82201ffffffffff,86.0,19.0,0.0
822037fffffffff,2.0,0.0,0.0
82204ffffffffff,30.0,0.0,0.0
822057fffffffff,1.0,0.0,0.0
82205ffffffffff,30.0,0.0,0.0
822087fffffffff,6.0,0.0,0.0
82209ffffffffff,5.0,0.0,0.0
8220a7fffffffff,14.0,6.0,0.0
8220affffffffff,1.0,0.0,0.0
8220b7fffffffff,12.0,0.0,0.0
8220cffffffffff,10.0,0.0,0.0
8220e7fffffffff,69.0,16.0,0.0
8220effffffffff,11.0,0.0,0.0
8220f7fffffffff,8.0,0.0,0.0
822117fffffffff,2.0,0.0,0.0
822127fffffffff,9.0,0.0,0.0
82212ffffffffff,4.0,0.0,0.0
82214ffffffffff,2.0,0.0,0.0
822157fffffffff,66.0,15.0,0.0
822187fffffffff,2.0,0.0,0.0
82218ffffffffff,2.0,2.0,0.0
82219ffffffffff,20.0,2.0,0.0
822407fffffffff,49.0,0.0,0.0
82240ffffffffff,36.0,0.0,0.0
82241ffffffffff,10.0,0.0,0.0
822427fffffffff,43.0,0.0,0.0
82242ffffffffff,126.0,0.0,0.0
822437fffffffff,41.0,0.0,0.0
822447fffffffff,23.0,0.0,0.0
82244ffffffffff,34.0,0.0,0.0
822457fffffffff,82.0,0.0,0.0
822467fffffffff,30.0,0.0,0.0
82246ffffffffff,11.0,0.0,0.0
822477fffffffff,82.0,0.0,0.0
822487fffffffff,9.0,0.0,0.0
82248ffffffffff,31.0,1.0,0.0
822497fffffffff,2.0,0.0,0.0
82249ffffffffff,3.0,0.0,0.0
8224cffffffffff,2.0,0.0,0.0
8224d7fffffffff,4.0,0.0,0.0
8224e7fffffffff,2.0,0.0,0.0
8224effffffffff,2.0,0.0,0.0
822507fffffffff,8.0,0.0,0.0
82250ffffffffff,4.0,0.0,0.0
822517fffffffff,101.0,0.0,0.0
82251ffffffffff,6.0,0.0,0.0
822527fffffffff,1.0,0.0,0.0
822547fffffffff,42.0,0.0,0.0
822557fffffffff,2.0,0.0,0.0
82255ffffffffff,81.0,0.0,0.0
822577fffffffff,9.0,0.0,0.0
8225a7fffffffff,34.0,2.0,0.0
8225affffffffff,23.0,0.0,0.0
8225b7fffffffff,72.0,1.0,0.0
822c07fffffffff,622.0,0.0,0.0
822c0ffffffffff,51.0,0.0,0.0
822c17fffffffff,33.0,0.0,0.0
822c1ffffffffff,27.0,0.0,0.0
822c27fffffffff,145.0,0.0,0.0
822c2ffffffffff,209.0,0.0,0.0
822c37fffffffff,42.0,0.0,0.0
822c47fffffffff,1.0,0.0,0.0
822c4ffffffffff,1.0,0.0,0.0
822c6ffffffffff,2.0,0.0,0.0
822c77fffffffff,10.0,0.0,0.0
822c87fffffffff,23.0,0.0,0.0
822c8ffffffffff,6.0,0.0,0.0
822c97fffffffff,551.0,20.0,0.0
822c9ffffffffff,2.0,0.0,0.0
822ca7fffffffff,2.0,0.0,0.0
822caffffffffff,36.0,0.0,0.0
822cc7fffffffff,71.0,0.0,0.0
822ccffffffffff,1.0,0.0,0.0
822cd7fffffffff,65.0,0.0,0.0
822cdffffffffff,12.0,0.0,0.0
822ce7fffffffff,55.0,0.0,0.0
822cf7fffffffff,306.0,0.0,0.0
822d07fffffffff,91.0,0.0,0.0
822d17fffffffff,110.0,0.0,0.0
822d1ffffffffff,29.0,0.0,0.0
822d27fffffffff,51.0,0.0,0.0
822d37fffffffff,297.0,0.0,0.0
822d5ffffffffff,22.0,0.0,0.0
822d67fffffffff,56.0,0.0,0.0
822d77fffffffff,4.0,0.0,0.0
822d87fffffffff,2.0,0.0,0.0
822d97fffffffff,12.0,0.0,0.0
822da7fffffffff,350.0,0.0,0.0
822daffffffffff,200.0,0.0,0.0
822db7fffffffff,1263.0,10.0,0.0
822e0ffffffffff,3.0,0.0,0.0
822e17fffffffff,2.0,0.0,0.0
822e1ffffffffff,16.0,0.0,0.0
822e2ffffffffff,3.0,0.0,0.0
822e67fffffffff,120.0,0.0,0.0
822e6ffffffffff,22.0,0.0,0.0
822e77fffffffff,12.0,2.0,0.0
822e8ffffffffff,15.0,6.0,0.0
822e9ffffffffff,2.0,0.0,0.0
822eaffffffffff,12.0,2.0,0.0
822ec7fffffffff,6.0,0.0,0.0
822ecffffffffff,1.0,0.0,0.0
822ed7fffffffff,2.0,0.0,0.0
822f5ffffffffff,273.0,17.0,0.0
823007fffffffff,2.0,0.0,0.0
823017fffffffff,4.0,4.0,0.0
82301ffffffffff,82.0,0.0,0.0
823027fffffffff,2.0,0.0,0.0
823037fffffffff,46.0,4.0,0.0
823087fffffffff,78.0,1.0,0.0
823097fffffffff,12.0,0.0,0.0
82309ffffffffff,483.0,1.0,0.0
8230a7fffffffff,7.0,2.0,0.0
8230c7fffffffff,36.0,4.0,0.0
8230d7fffffffff,17.0,0.0,0.0
8230dffffffffff,21.0,2.0,0.0
8230e7fffffffff,221.0,23.0,0.0
8230effffffffff,5.0,0.0,0.0
8230f7fffffffff,2.0,0.0,0.0
823107fffffffff,1.0,0.0,0.0
82311ffffffffff,2.0,0.0,0.0
823127fffffffff,1.0,0.0,0.0
82312ffffffffff,8.0,0.0,0.0
823157fffffffff,3.0,0.0,0.0
82315ffffffffff,2.0,0.0,0.0
82316ffffffffff,21.0,0.0,0.0
823187fffffffff,273.0,6.0,0.0
82318ffffffffff,212.0,7.0,0.0
823197fffffffff,9.0,0.0,0.0
8231a7fffffffff,3.0,0.0,0.0
8231affffffffff,162.0,4.0,0.0
82344ffffffffff,241.0,0.0,0.0
82346ffffffffff,366.0,0.0,0.0
823817fffffffff,99.0,1.0,0.0
823827fffffffff,816.0,0.0,0.0
823837fffffffff,42.0,10.0,0.0
823847fffffffff,5.0,0.0,0.0
82384ffffffffff,5.0,0.0,0.0
823867fffffffff,16.0,0.0,0.0
82386ffffffffff,30.0,0.0,0.0
823877fffffffff,22.0,0.0,0.0
823907fffffffff,4433.0,0.0,0.0
82390ffffffffff,1717.0,0.0,0.0
823917fffffffff,1754.0,35.0,0.0
82391ffffffffff,3401.0,38.0,0.0
823927fffffffff,311.0,0.0,0.0
82392ffffffffff,3612.0,0.0,0.0
823937fffffffff,308.0,4.0,0.0
823947fffffffff,1647.0,0.0,0.0
823957fffffffff,1710.0,0.0,0.0
82395ffffffffff,39.0,0.0,0.0
823967fffffffff,51.0,1.0,0.0
82396ffffffffff,368.0,10.0,0.0
823977fffffffff,2655.0,0.0,0.0
823987fffffffff,149.0,7.0,0.0
82398ffffffffff,252.0,15.0,0.0
823997fffffffff,138.0,16.0,0.0
82399ffffffffff,21.0,1.0,0.0
8239affffffffff,161.0,6.0,0.0
823c07fffffffff,274.0,0.0,2.0
823c0ffffffffff,78.0,0.0,0.0
823c17fffffffff,191.0,0.0,0.0
823c1ffffffffff,602.0,0.0,8.0
823c37fffffffff,117.0,0.0,0.0
823c57fffffffff,68.0,0.0,0.0
823c5ffffffffff,404.0,0.0,0.0
823c87fffffffff,90.0,0.0,0.0
823c8ffffffffff,329.0,0.0,2.0
823c97fffffffff,366.0,0.0,0.0
823c9ffffffffff,196.0,0.0,0.0
823ca7fffffffff,77.0,0.0,0.0
823caffffffffff,128.0,0.0,0.0
823cb7fffffffff,1472.0,0.0,0.0
823cc7fffffffff,83.0,0.0,0.0
823ccffffffffff,36.0,0.0,0.0
823cd7fffffffff,12.0,0.0,0.0
823cdffffffffff,96.0,0.0,0.0
823ce7fffffffff,499.0,0.0,0.0
823ceffffffffff,445.0,0.0,0.0
823cf7fffffffff,615.0,0.0,2.0
823d07fffffffff,7.0,0.0,0.0
823d17fffffffff,339.0,0.0,0.0
823d37fffffffff,435.0,0.0,0.0
823d87fffffffff,768.0,0.0,0.0
823d8ffffffffff,170.0,0.0,0.0
823d97fffffffff,389.0,0.0,0.0
823d9ffffffffff,788.0,0.0,0.0
823da7fffffffff,1268.0,0.0,0.0
823daffffffffff,256.0,0.0,0.0
823db7fffffffff,627.0,0.0,0.0
823e47fffffffff,164.0,0.0,0.0
823e5ffffffffff,29.0,3.0,0.0
823e67fffffffff,6.0,3.0,0.0
823e6ffffffffff,1341.0,62.0,0.0
823e77fffffffff,11.0,0.0,0.0
823f2ffffffffff,99.0,0.0,0.0
823f37fffffffff,34.0,0.0,0.0
823f47fffffffff,33.0,0.0,0.0
823f4ffffffffff,47.0,0.0,0.0
823f67fffffffff,200.0,0.0,0.0
823f6ffffffffff,288.0,0.0,0.0
823f77fffffffff,149.0,0.0,0.0
82401ffffffffff,4.0,0.0,0.0
82402ffffffffff,10.0,0.0,0.0
824047fffffffff,3.0,0.0,0.0
82404ffffffffff,140.0,0.0,0.0
82405ffffffffff,1.0,0.0,0.0
824067fffffffff,4.0,0.0,0.0
82406ffffffffff,13.0,0.0,0.0
824097fffffffff,3.0,0.0,0.0
8240a7fffffffff,8.0,0.0,0.0
8240b7fffffffff,10.0,0.0,0.0
8240c7fffffffff,10.0,0.0,0.0
8240e7fffffffff,40.0,0.0,0.0
82410ffffffffff,6.0,0.0,0.0
824117fffffffff,18.0,0.0,0.0
82411ffffffffff,1043.0,0.0,0.0
824137fffffffff,24.0,0.0,0.0
824147fffffffff,11.0,0.0,0.0
82414ffffffffff,31.0,0.0,0.0
824157fffffffff,28.0,0.0,0.0
82415ffffffffff,11.0,0.0,0.0
824167fffffffff,2.0,0.0,0.0
82416ffffffffff,61.0,0.0,0.0
824177fffffffff,70.0,0.0,0.0
824187fffffffff,2.0,0.0,0.0
82418ffffffffff,2.0,0.0,0.0
824197fffffffff,76.0,1.0,0.0
82419ffffffffff,15.0,0.0,0.0
8241a7fffffffff,1501.0,73.0,0.0
8241b7fffffffff,490.0,35.0,0.0
824237fffffffff,4.0,0.0,0.0
82424ffffffffff,87.0,0.0,0.0
824257fffffffff,112.0,0.0,0.0
82425ffffffffff,112.0,0.0,0.0
82426ffffffffff,46.0,0.0,0.0
8242c7fffffffff,1664.0,0.0,0.0
8242cffffffffff,1194.0,0.0,0.0
8242d7fffffffff,19.0,0.0,0.0
8242dffffffffff,784.0,0.0,0.0
8242e7fffffffff,98.0,0.0,0.0
8242effffffffff,73.0,0.0,0.0
824317fffffffff,12.0,0.0,0.0
82431ffffffffff,57.0,0.0,0.0
824327fffffffff,7.0,0.0,0.0
824337fffffffff,16.0,0.0,0.0
824357fffffffff,4.0,0.0,0.0
824367fffffffff,126.0,0.0,0.0
824377fffffffff,1.0,0.0,0.0
824387fffffffff,1.0,0.0,0.0
82438ffffffffff,41.0,12.0,0.0
82439ffffffffff,19.0,4.0,0.0
8243a7fffffffff,472.0,12.0,0.0
8243affffffffff,972.0,25.0,0.0
824a27fffffffff,72.0,5.0,0.0
824b37fffffffff,20.0,0.0,0.0
824b57fffffffff,18.0,3.0,0.0
824b67fffffffff,14.0,0.0,0.0
824b6ffffffffff,7.0,0.0,0.0
824b77fffffffff,21.0,10.0,0.0
824b87fffffffff,952.0,64.0,0.0
824b97fffffffff,16.0,0.0,0.0
824b9ffffffffff,207.0,0.0,0.0
824ba7fffffffff,15530.0,799.0,0.0
824baffffffffff,33.0,3.0,0.0
824bb7fffffffff,9612.0,847.0,0.0
825217fffffffff,17.0,0.0,0.0
82521ffffffffff,23.0,0.0,0.0
825237fffffffff,8.0,0.0,0.0
82524ffffffffff,87.0,10.0,0.0
82528ffffffffff,4.0,0.0,0.0
82529ffffffffff,10.0,0.0,0.0
8252d7fffffffff,11.0,0.0,0.0
82530ffffffffff,2.0,0.0,0.0
825317fffffffff,3.0,0.0,0.0
825347fffffffff,22.0,0.0,0.0
82534ffffffffff,63.0,0.0,0.0
825357fffffffff,7.0,0.0,0.0
825367fffffffff,35.0,0.0,0.0
82536ffffffffff,87.0,0.0,0.0
825377fffffffff,1.0,0.0,0.0
8253a7fffffffff,2.0,0.0,0.0
8253affffffffff,2.0,0.0,0.0
8253b7fffffffff,8.0,6.0,0.0
825407fffffffff,15.0,0.0,0.0
82540ffffffffff,2.0,0.0,0.0
825417fffffffff,93.0,3.0,0.0
82541ffffffffff,46.0,3.0,0.0
825447fffffffff,4.0,0.0,0.0
825497fffffffff,8.0,0.0,0.0
8254affffffffff,73.0,0.0,0.0
8254b7fffffffff,3.0,0.0,0.0
8254e7fffffffff,9.0,4.0,0.0
8254f7fffffffff,20.0,3.0,0.0
825517fffffffff,13.0,0.0,0.0
825527fffffffff,1.0,1.0,0.0
825537fffffffff,20.0,2.0,0.0
82574ffffffffff,2.0,0.0,0.0
82585ffffffffff,3.0,0.0,0.0
825897fffffffff,2.0,0.0,0.0
8258cffffffffff,1.0,0.0,0.0
82599ffffffffff,6.0,0.0,0.0
826007fffffffff,2018.0,0.0,0.0
826017fffffffff,3948.0,0.0,0.0
82601ffffffffff,488.0,0.0,0.0
826027fffffffff,767.0,0.0,0.0
826037fffffffff,3723.0,0.0,0.0
826087fffffffff,190.0,0.0,0.0
82608ffffffffff,1958.0,0.0,0.0
826097fffffffff,1086.0,0.0,0.0
82609ffffffffff,555.0,0.0,0.0
8260a7fffffffff,338.0,0.0,0.0
8260affffffffff,1102.0,0.0,0.0
8260b7fffffffff,1814.0,0.0,0.0
826107fffffffff,424.0,0.0,25.0
826117fffffffff,52.0,0.0,3.0
82611ffffffffff,1004.0,0.0,4.0
82618ffffffffff,2014.0,0.0,0.0
82619ffffffffff,140.0,0.0,0.0
8261affffffffff,493.0,0.0,0.0
826327fffffffff,3.0,0.0,0.0
826337fffffffff,104.0,13.0,0.0
8263affffffffff,6.0,0.0,0.0
82640ffffffffff,429.0,0.0,0.0
826417fffffffff,12.0,0.0,0.0
826427fffffffff,2.0,0.0,0.0
826437fffffffff,24.0,0.0,0.0
826487fffffffff,661.0,21.0,61.0
82648ffffffffff,30.0,0.0,0.0
826497fffffffff,390.0,2.0,21.0
82649ffffffffff,7.0,0.0,0.0
8264a7fffffffff,573.0,52.0,19.0
8264affffffffff,6.0,0.0,0.0
8264b7fffffffff,299.0,5.0,6.0
8264e7fffffffff,28.0,0.0,0.0
826507fffffffff,65.0,0.0,0.0
82650ffffffffff,1.0,0.0,0.0
82651ffffffffff,113.0,5.0,0.0
826527fffffffff,175.0,0.0,0.0
826587fffffffff,571.0,0.0,16.0
82658ffffffffff,1624.0,208.0,47.0
826597fffffffff,67.0,2.0,10.0
82659ffffffffff,350.0,19.0,10.0
8265b7fffffffff,155.0,0.0,11.0
826817fffffffff,58.0,0.0,0.0
82681ffffffffff,5.0,0.0,0.0
82682ffffffffff,45.0,0.0,0.0
826847fffffffff,20.0,0.0,0.0
82684ffffffffff,64.0,0.0,0.0
82685ffffffffff,95.0,0.0,1.0
826867fffffffff,2.0,0.0,0.0
826877fffffffff,12.0,0.0,0.0
8268a7fffffffff,14.0,0.0,0.0
8268d7fffffffff,2.0,0.0,0.0
826917fffffffff,1.0,0.0,0.0
826947fffffffff,553.0,0.0,1.0
82694ffffffffff,136.0,0.0,0.0
82695ffffffffff,1.0,0.0,0.0
82696ffffffffff,36.0,0.0,3.0
826ac7fffffffff,27.0,0.0,0.0
826acffffffffff,6.0,0.0,0.0
826ae7fffffffff,4.0,0.0,0.0
826aeffffffffff,14.0,0.0,0.0
8272d7fffffffff,24.0,0.0,1.0
8272dffffffffff,2.0,0.0,0.0
82731ffffffffff,2.0,0.0,0.0
82739ffffffffff,3.0,0.0,0.0
827537fffffffff,1.0,0.0,0.0
827577fffffffff,1.0,0.0,0.0
827a47fffffffff,1.0,0.0,0.0
827a4ffffffffff,2.0,0.0,0.0
827a5ffffffffff,3.0,0.0,0.0
827a67fffffffff,7.0,0.0,0.0
827a6ffffffffff,19.0,0.0,0.0
827acffffffffff,69.0,0.0,0.0
827adffffffffff,3.0,0.0,0.0
827aeffffffffff,4.0,0.0,0.0
827b4ffffffffff,5.0,0.0,0.0
8282d7fffffffff,2.0,0.0,0.0
828c17fffffffff,17.0,0.0,0.0
828c97fffffffff,2.0,0.0,0.0
828d8ffffffffff,23.0,0.0,0.0
828db7fffffffff,9.0,0.0,0.0
829407fffffffff,2.0,0.0,0.0
829427fffffffff,1.0,0.0,0.0
82942ffffffffff,4.0,0.0,0.0
829437fffffffff,2.0,0.0,0.0
829457fffffffff,64.0,0.0,0.0
829487fffffffff,59.0,0.0,0.0
829497fffffffff,4.0,0.0,0.0
829507fffffffff,11.0,0.0,0.0
82951ffffffffff,3.0,0.0,0.0
8295a7fffffffff,25.0,0.0,0.0
829697fffffffff,17.0,0.0,0.0
829c5ffffffffff,4.0,0.0,0.0
829caffffffffff,2.0,0.0,2.0
829cd7fffffffff,9.0,0.0,0.0
