cell_id,Thalassarche melanophris,Thalassarche melanophris melanophris,Thalassarche melanophris impavida
82bd4ffffffffff,3.0,0.0,0.0
82bd67fffffffff,2.0,0.0,0.0
82be0ffffffffff,1262.0,288.0,219.0
82be1ffffffffff,62.0,11.0,21.0
82be2ffffffffff,245.0,58.0,78.0
82be67fffffffff,199.0,28.0,0.0
82be6ffffffffff,875.0,400.0,270.0
82be77fffffffff,15.0,0.0,1.0
82be8ffffffffff,5.0,0.0,0.0
82beaffffffffff,36.0,17.0,0.0
82bf2ffffffffff,2.0,0.0,0.0
82bf4ffffffffff,113.0,43.0,21.0
82bf5ffffffffff,30.0,12.0,1.0
82bf6ffffffffff,1580.0,689.0,594.0
82c01ffffffffff,1.0,0.0,0.0
82c09ffffffffff,1.0,0.0,0.0
82c0d7fffffffff,1.0,1.0,0.0
82c0e7fffffffff,2.0,0.0,0.0
82c207fffffffff,172.0,2.0,0.0
82c217fffffffff,25.0,10.0,0.0
82c21ffffffffff,245.0,20.0,0.0
82c227fffffffff,81.0,2.0,0.0
82c22ffffffffff,4.0,0.0,0.0
82c237fffffffff,9.0,0.0,0.0
82c28ffffffffff,2.0,0.0,0.0
82c2d7fffffffff,4.0,1.0,0.0
82c2f7fffffffff,361.0,3.0,0.0
82c307fffffffff,8.0,0.0,0.0
82c30ffffffffff,27.0,2.0,0.0
82c317fffffffff,2.0,0.0,0.0
82c327fffffffff,3.0,0.0,0.0
82c32ffffffffff,5.0,0.0,0.0
82c337fffffffff,67.0,0.0,0.0
82c387fffffffff,3.0,0.0,0.0
82c38ffffffffff,2.0,0.0,0.0
82c3a7fffffffff,8.0,1.0,0.0
82c44ffffffffff,1.0,1.0,0.0
82c987fffffffff,243.0,84.0,47.0
82c99ffffffffff,120.0,32.0,0.0
82c9b7fffffffff,382.0,62.0,0.0
82ca87fffffffff,7.0,0.0,0.0
82ca8ffffffffff,2.0,0.0,0.0
82cacffffffffff,2.0,0.0,0.0
82cc47fffffffff,7.0,5.0,0.0
82cc67fffffffff,11.0,11.0,0.0
82ce17fffffffff,209.0,9.0,0.0
82ce37fffffffff,243.0,4.0,0.0
82ce8ffffffffff,319.0,7.0,0.0
82cea7fffffffff,18.0,0.0,0.0
82ceaffffffffff,610.0,21.0,0.0
82ced7fffffffff,17.0,0.0,0.0
82cedffffffffff,16.0,0.0,0.0
82cf17fffffffff,158.0,17.0,0.0
82cf1ffffffffff,33.0,7.0,0.0
82cf37fffffffff,35.0,18.0,0.0
82cf8ffffffffff,12.0,0.0,0.0
82cf97fffffffff,85.0,1.0,0.0
82cf9ffffffffff,7.0,0.0,0.0
82cfa7fffffffff,105.0,0.0,0.0
82cfaffffffffff,12.0,0.0,0.0
82cfb7fffffffff,8.0,0.0,0.0
82d147fffffffff,1.0,1.0,0.0
82d167fffffffff,3.0,3.0,0.0
82d16ffffffffff,28.0,5.0,0.0
82d44ffffffffff,4.0,2.0,0.0
82d6dffffffffff,9.0,2.0,0.0
82d897fffffffff,2.0,0.0,0.0
82d99ffffffffff,1.0,0.0,1.0
82da07fffffffff,88.0,11.0,66.0
82da0ffffffffff,52.0,6.0,33.0
82da17fffffffff,22.0,0.0,22.0
82da1ffffffffff,49.0,13.0,30.0
82da37fffffffff,9.0,2.0,4.0
82da57fffffffff,6.0,0.0,0.0
82da77fffffffff,93.0,42.0,15.0
82da87fffffffff,277.0,181.0,64.0
82da8ffffffffff,86.0,38.0,40.0
82da97fffffffff,98.0,72.0,0.0
82daa7fffffffff,4.0,0.0,0.0
82daaffffffffff,129.0,21.0,60.0
82dab7fffffffff,10.0,0.0,10.0
82db77fffffffff,3.0,0.0,3.0
82db87fffffffff,28.0,16.0,5.0
82db8ffffffffff,7.0,2.0,3.0
82db9ffffffffff,1.0,0.0,0.0
82dc47fffffffff,3.0,2.0,0.0
82dc5ffffffffff,3.0,0.0,0.0
82dccffffffffff,1.0,0.0,0.0
82dcdffffffffff,3.0,1.0,0.0
82dceffffffffff,2.0,0.0,0.0
82dd47fffffffff,7.0,0.0,0.0
82dd5ffffffffff,4.0,0.0,0.0
82dd6ffffffffff,2.0,0.0,0.0
82de07fffffffff,18.0,0.0,0.0
82de0ffffffffff,157.0,37.0,0.0
82de17fffffffff,7.0,0.0,0.0
82de1ffffffffff,256.0,152.0,0.0
82de27fffffffff,39.0,9.0,0.0
82de2ffffffffff,113.0,35.0,0.0
82de37fffffffff,11.0,1.0,0.0
82de47fffffffff,39.0,3.0,0.0
82de4ffffffffff,76.0,0.0,0.0
82de57fffffffff,3.0,3.0,0.0
82de5ffffffffff,11.0,4.0,0.0
82de67fffffffff,454.0,65.0,0.0
82de6ffffffffff,44.0,5.0,0.0
82de77fffffffff,653.0,201.0,0.0
82de87fffffffff,285.0,91.0,0.0
82de8ffffffffff,6.0,3.0,0.0
82de97fffffffff,447.0,131.0,0.0
82dea7fffffffff,48.0,23.0,0.0
82deaffffffffff,241.0,75.0,0.0
82deb7fffffffff,91.0,34.0,0.0
82dee7fffffffff,2.0,1.0,0.0
82def7fffffffff,2.0,2.0,0.0
82df07fffffffff,361.0,134.0,0.0
82df0ffffffffff,309.0,87.0,0.0
82df17fffffffff,131.0,54.0,0.0
82df1ffffffffff,195.0,67.0,0.0
82df27fffffffff,38.0,10.0,0.0
82df2ffffffffff,219.0,37.0,0.0
82df37fffffffff,56.0,8.0,0.0
82df47fffffffff,1844.0,317.0,0.0
82df4ffffffffff,121.0,2.0,0.0
82df57fffffffff,73.0,2.0,0.0
82df5ffffffffff,316.0,32.0,0.0
82df67fffffffff,34.0,4.0,0.0
82df6ffffffffff,1362.0,337.0,0.0
82df77fffffffff,542.0,168.0,0.0
82df87fffffffff,94.0,8.0,0.0
82df8ffffffffff,97.0,46.0,0.0
82df9ffffffffff,42.0,3.0,0.0
82dfaffffffffff,87.0,37.0,0.0
82e097fffffffff,47.0,46.0,0.0
82e89ffffffffff,23.0,8.0,0.0
82e8d7fffffffff,2.0,0.0,0.0
82ead7fffffffff,2.0,0.0,2.0
82ebb7fffffffff,1.0,0.0,0.0
